Image type	Feature Class	Feature Name	1: RTSTRUCT: RTstruct_9_segment_R post temporal
log-sigma-4-0-mm-3D	firstorder	Variance	439.4504667008783
log-sigma-4-0-mm-3D	glcm	Autocorrelation	8.280968984100642
log-sigma-4-0-mm-3D	glcm	JointAverage	2.773940713764885
log-sigma-4-0-mm-3D	glcm	ClusterProminence	18.253235838680705
log-sigma-4-0-mm-3D	glcm	ClusterShade	0.04822271869870927
log-sigma-4-0-mm-3D	glcm	ClusterTendency	2.717118009575724
log-sigma-4-0-mm-3D	glcm	Contrast	0.37853307203371794
log-sigma-4-0-mm-3D	glcm	Correlation	0.7548067504084812
log-sigma-4-0-mm-3D	glcm	DifferenceAverage	0.3748588322273428
log-sigma-4-0-mm-3D	glcm	DifferenceEntropy	0.9460384324252988
log-sigma-4-0-mm-3D	glcm	DifferenceVariance	0.2311217393347772
log-sigma-4-0-mm-3D	glcm	JointEnergy	0.1525666024078704
log-sigma-4-0-mm-3D	glcm	JointEntropy	3.050782283411656
log-sigma-4-0-mm-3D	glcm	Imc1	-0.3491711422037883
log-sigma-4-0-mm-3D	glcm	Imc2	0.8437053559678245
log-sigma-4-0-mm-3D	glcm	Idm	0.8129380078669661
log-sigma-4-0-mm-3D	glcm	Idmn	0.985470273673555
log-sigma-4-0-mm-3D	glcm	Id	0.8131829571873912
log-sigma-4-0-mm-3D	glcm	Idn	0.9376110098622613
log-sigma-4-0-mm-3D	glcm	InverseVariance	0.3716438723967646
log-sigma-4-0-mm-3D	glcm	MaximumProbability	0.25500828681859106
log-sigma-4-0-mm-3D	glcm	SumEntropy	2.6659299002029124
log-sigma-4-0-mm-3D	glcm	SumSquares	0.7739127704023606
log-sigma-4-0-mm-3D	glrlm	GrayLevelNonUniformity	124.25593768909792
log-sigma-4-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.3067024234857493
log-sigma-4-0-mm-3D	glrlm	GrayLevelVariance	0.820524025002692
log-sigma-4-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	10.031843084377027
log-sigma-4-0-mm-3D	glrlm	LongRunEmphasis	5.838009576378057
log-sigma-4-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	51.585839401529135
log-sigma-4-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	1.0591760062887574
log-sigma-4-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.16811938113008573
log-sigma-4-0-mm-3D	glrlm	RunEntropy	3.643652282533032
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformity	140.37357683280857
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.33383715647405815
log-sigma-4-0-mm-3D	glrlm	RunPercentage	0.5076151918257182
log-sigma-4-0-mm-3D	glrlm	RunVariance	1.4828745232336675
log-sigma-4-0-mm-3D	glrlm	ShortRunEmphasis	0.5378180266856128
log-sigma-4-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	5.929716696180904
log-sigma-4-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.07789216189631641
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformity	1.3333333333333333
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.2222222222222222
log-sigma-4-0-mm-3D	glszm	GrayLevelVariance	1.8055555555555556
log-sigma-4-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	11.833333333333334
log-sigma-4-0-mm-3D	glszm	LargeAreaEmphasis	29246.333333333332
log-sigma-4-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	247218.66666666666
log-sigma-4-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	4379.6904629629635
log-sigma-4-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.2543518518518519
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformity	1.0
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.16666666666666666
log-sigma-4-0-mm-3D	glszm	SmallAreaEmphasis	0.0007949649933364245
log-sigma-4-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	0.016961798717429175
log-sigma-4-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.00013345080580901746
log-sigma-4-0-mm-3D	glszm	ZoneEntropy	2.5849625007211543
log-sigma-4-0-mm-3D	glszm	ZonePercentage	0.007518796992481203
log-sigma-4-0-mm-3D	glszm	ZoneVariance	11557.333333333332
log-sigma-4-0-mm-3D	gldm	DependenceEntropy	5.6170734036291154
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformity	55.42857142857143
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.0694593626924454
log-sigma-4-0-mm-3D	gldm	DependenceVariance	16.685108761879636
log-sigma-4-0-mm-3D	gldm	GrayLevelNonUniformity	244.65664160401002
log-sigma-4-0-mm-3D	gldm	GrayLevelVariance	0.7934623526234132
log-sigma-4-0-mm-3D	gldm	HighGrayLevelEmphasis	9.333333333333334
log-sigma-4-0-mm-3D	gldm	LargeDependenceEmphasis	207.18045112781954
log-sigma-4-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	1702.1378446115289
log-sigma-4-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	41.18424533556113
log-sigma-4-0-mm-3D	gldm	LowGrayLevelEmphasis	0.17930381509328877
log-sigma-4-0-mm-3D	gldm	SmallDependenceEmphasis	0.008545933239337363
log-sigma-4-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.10665571945781582
log-sigma-4-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.0011551293786904746
log-sigma-4-0-mm-3D	ngtdm	Busyness	5.175550072244438
log-sigma-4-0-mm-3D	ngtdm	Coarseness	0.014780148526286603
log-sigma-4-0-mm-3D	ngtdm	Complexity	2.7309575433186306
log-sigma-4-0-mm-3D	ngtdm	Contrast	0.02312213443857734
log-sigma-4-0-mm-3D	ngtdm	Strength	0.12038594597666985
log-sigma-5-0-mm-3D	firstorder	10Percentile	-48.150369262695314
log-sigma-5-0-mm-3D	firstorder	90Percentile	-12.254690361022945
log-sigma-5-0-mm-3D	firstorder	Energy	58205133.944754675
log-sigma-5-0-mm-3D	firstorder	Entropy	1.3419412240351423
log-sigma-5-0-mm-3D	firstorder	InterquartileRange	20.38246440887451
log-sigma-5-0-mm-3D	firstorder	Kurtosis	2.3643381131144974
log-sigma-5-0-mm-3D	firstorder	Maximum	7.803851127624512
log-sigma-5-0-mm-3D	firstorder	MeanAbsoluteDeviation	11.137741841646658
log-sigma-5-0-mm-3D	firstorder	Mean	-30.262721832832298
log-sigma-5-0-mm-3D	firstorder	Median	-30.389230728149414
log-sigma-5-0-mm-3D	firstorder	Minimum	-58.12940216064453
log-sigma-5-0-mm-3D	firstorder	Range	65.93325328826904
log-sigma-5-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	8.277222152040297
log-sigma-5-0-mm-3D	firstorder	RootMeanSquared	270.07177627771074
log-sigma-5-0-mm-3D	firstorder	Skewness	0.11847534086634236
log-sigma-5-0-mm-3D	firstorder	TotalEnergy	58205133.944754675
log-sigma-5-0-mm-3D	firstorder	Uniformity	0.4495668997054039
log-sigma-5-0-mm-3D	firstorder	Variance	180.56510876583653
log-sigma-5-0-mm-3D	glcm	Autocorrelation	5.1875600360838225
log-sigma-5-0-mm-3D	glcm	JointAverage	2.220742933939552
log-sigma-5-0-mm-3D	glcm	ClusterProminence	4.349946669514223
log-sigma-5-0-mm-3D	glcm	ClusterShade	0.14398044583013234
log-sigma-5-0-mm-3D	glcm	ClusterTendency	1.2442888080692758
log-sigma-5-0-mm-3D	glcm	Contrast	0.22323593332053612
log-sigma-5-0-mm-3D	glcm	Correlation	0.6946566557668696
log-sigma-5-0-mm-3D	glcm	DifferenceAverage	0.22323593332053612
log-sigma-5-0-mm-3D	glcm	DifferenceEntropy	0.7535553128237263
log-sigma-5-0-mm-3D	glcm	DifferenceVariance	0.17047874531646798
log-sigma-5-0-mm-3D	glcm	JointEnergy	0.31728588841443683
log-sigma-5-0-mm-3D	glcm	JointEntropy	2.1696273057437576
log-sigma-5-0-mm-3D	glcm	Imc1	-0.358416771917358
log-sigma-5-0-mm-3D	glcm	Imc2	0.771616514188361
log-sigma-5-0-mm-3D	glcm	Idm	0.8883820333397321
log-sigma-5-0-mm-3D	glcm	Idmn	0.9868684745105566
log-sigma-5-0-mm-3D	glcm	Id	0.8883820333397321
log-sigma-5-0-mm-3D	glcm	Idn	0.9553528133358928
log-sigma-5-0-mm-3D	glcm	InverseVariance	0.22323593332053612
log-sigma-5-0-mm-3D	glcm	MaximumProbability	0.5000573641929482
log-sigma-5-0-mm-3D	glcm	SumEntropy	1.9463913724232227
log-sigma-5-0-mm-3D	glcm	SumSquares	0.3668811853474529
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformity	128.01250575722807
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.4089569119092171
log-sigma-5-0-mm-3D	glrlm	GrayLevelVariance	0.4518124993157548
log-sigma-5-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	6.294380690857537
log-sigma-5-0-mm-3D	glrlm	LongRunEmphasis	10.08519977194224
log-sigma-5-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	53.464920551333186
log-sigma-5-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	2.51461099881412
log-sigma-5-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.242738834555457
log-sigma-5-0-mm-3D	glrlm	RunEntropy	3.5613128690871068
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformity	76.21152277025799
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.23434827552725024
log-sigma-5-0-mm-3D	glrlm	RunPercentage	0.3921341816078658
log-sigma-5-0-mm-3D	glrlm	RunVariance	2.594695298321894
log-sigma-5-0-mm-3D	glrlm	ShortRunEmphasis	0.39388612429502523
log-sigma-5-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	2.9388265745313125
log-sigma-5-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.08199926387700093
log-sigma-5-0-mm-3D	glszm	GrayLevelNonUniformity	1.4
log-sigma-5-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.28
log-sigma-5-0-mm-3D	glszm	GrayLevelVariance	1.04
log-sigma-5-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	7.8
log-sigma-5-0-mm-3D	glszm	LargeAreaEmphasis	49922.0
log-sigma-5-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	239211.4
log-sigma-5-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	11803.677777777779
log-sigma-5-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.30694444444444446
log-sigma-5-0-mm-3D	glszm	SizeZoneNonUniformity	1.0
log-sigma-5-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.2
log-sigma-5-0-mm-3D	glszm	SmallAreaEmphasis	0.002089232537001209
log-sigma-5-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	0.03228801567076285
log-sigma-5-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.00019173943208752279
log-sigma-5-0-mm-3D	glszm	ZoneEntropy	2.321928094887361
log-sigma-5-0-mm-3D	glszm	ZonePercentage	0.006265664160401002
log-sigma-5-0-mm-3D	glszm	ZoneVariance	24449.84
log-sigma-5-0-mm-3D	gldm	DependenceEntropy	5.381860583622656
log-sigma-5-0-mm-3D	gldm	DependenceNonUniformity	44.93483709273183
log-sigma-5-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.05630931966507748
log-sigma-5-0-mm-3D	gldm	DependenceVariance	26.703638796238714
log-sigma-5-0-mm-3D	gldm	GrayLevelNonUniformity	358.7543859649123
log-sigma-5-0-mm-3D	gldm	GrayLevelVariance	0.37719769348182486
log-sigma-5-0-mm-3D	gldm	HighGrayLevelEmphasis	5.68796992481203
log-sigma-5-0-mm-3D	gldm	LargeDependenceEmphasis	309.0952380952381
log-sigma-5-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	1570.484962406015
log-sigma-5-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	80.44849972152603
log-sigma-5-0-mm-3D	gldm	LowGrayLevelEmphasis	0.2517230576441103
log-sigma-5-0-mm-3D	gldm	SmallDependenceEmphasis	0.006168383827233119
log-sigma-5-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.04642792407938709
log-sigma-5-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.0012602275820341046
log-sigma-5-0-mm-3D	ngtdm	Busyness	7.594504273846882
log-sigma-5-0-mm-3D	ngtdm	Coarseness	0.015548384542811064
log-sigma-5-0-mm-3D	ngtdm	Complexity	1.2861346540349765
log-sigma-5-0-mm-3D	ngtdm	Contrast	0.012968697421370466
log-sigma-5-0-mm-3D	ngtdm	Strength	0.08093392556213501
wavelet-LLH	firstorder	10Percentile	-24.62721518726098
wavelet-LLH	firstorder	90Percentile	21.179233052246822
wavelet-LLH	firstorder	Energy	70901137.80536813
wavelet-LLH	firstorder	Entropy	1.7792241161002524
wavelet-LLH	firstorder	InterquartileRange	17.91421889632137
wavelet-LLH	firstorder	Kurtosis	5.738472509557939
wavelet-LLH	firstorder	Maximum	100.8910115998125
wavelet-LLH	firstorder	MeanAbsoluteDeviation	14.086354312505064
wavelet-LLH	firstorder	Mean	-2.618363992360228
wavelet-LLH	firstorder	Median	-2.9747114685834344
wavelet-LLH	firstorder	Minimum	-80.39817780966663
wavelet-LLH	firstorder	Range	181.28918940947915
wavelet-LLH	firstorder	RobustMeanAbsoluteDeviation	8.027902978548
wavelet-LLH	firstorder	RootMeanSquared	298.0747282406704
wavelet-LLH	firstorder	Skewness	-0.018873632829540965
wavelet-LLH	firstorder	TotalEnergy	70901137.80536813
wavelet-LLH	firstorder	Uniformity	0.36462710661365194
wavelet-LLH	firstorder	Variance	412.7061811691751
wavelet-LLH	glcm	Autocorrelation	19.00619554340196
wavelet-LLH	glcm	JointAverage	4.326595433734989
wavelet-LLH	glcm	ClusterProminence	19.355780575812567
wavelet-LLH	glcm	ClusterShade	0.25977047463829883
wavelet-LLH	glcm	ClusterTendency	2.0511908281250104
wavelet-LLH	glcm	Contrast	0.9051800428118637
wavelet-LLH	glcm	Correlation	0.3878144889099665
wavelet-LLH	glcm	DifferenceAverage	0.6080773813669
wavelet-LLH	glcm	DifferenceEntropy	1.3902539997902632
wavelet-LLH	glcm	DifferenceVariance	0.5149297767210572
wavelet-LLH	glcm	JointEnergy	0.1720739396123894
wavelet-LLH	glcm	JointEntropy	3.2961060415649723
wavelet-LLH	glcm	Imc1	-0.12785334884305477
wavelet-LLH	glcm	Imc2	0.5423658634346821
wavelet-LLH	glcm	Idm	0.7248019632575345
wavelet-LLH	glcm	Idmn	0.9893992820133146
wavelet-LLH	glcm	Id	0.7374554200194811
wavelet-LLH	glcm	Idn	0.941732542948253
wavelet-LLH	glcm	InverseVariance	0.4178023049245081
wavelet-LLH	glcm	MaximumProbability	0.33865704115602485
wavelet-LLH	glcm	SumEntropy	2.463060553763955
wavelet-LLH	glcm	SumSquares	0.7390927177342184
wavelet-LLH	glrlm	GrayLevelNonUniformity	147.0892246638773
wavelet-LLH	glrlm	GrayLevelNonUniformityNormalized	0.30666697815322014
wavelet-LLH	glrlm	GrayLevelVariance	1.0023550368846488
wavelet-LLH	glrlm	HighGrayLevelRunEmphasis	20.51717440958077
wavelet-LLH	glrlm	LongRunEmphasis	4.324452053466643
wavelet-LLH	glrlm	LongRunHighGrayLevelEmphasis	82.06679406845744
wavelet-LLH	glrlm	LongRunLowGrayLevelEmphasis	0.2592214336086188
wavelet-LLH	glrlm	LowGrayLevelRunEmphasis	0.06563343950708277
wavelet-LLH	glrlm	RunEntropy	3.4579451616392185
wavelet-LLH	glrlm	RunLengthNonUniformity	218.928417128968
wavelet-LLH	glrlm	RunLengthNonUniformityNormalized	0.44501156316848584
wavelet-LLH	glrlm	RunPercentage	0.5991902834008097
wavelet-LLH	glrlm	RunVariance	1.3130178536935055
wavelet-LLH	glrlm	ShortRunEmphasis	0.6840065350987607
wavelet-LLH	glrlm	ShortRunHighGrayLevelEmphasis	14.348573555893383
wavelet-LLH	glrlm	ShortRunLowGrayLevelEmphasis	0.047434833745717116
wavelet-LLH	glszm	GrayLevelNonUniformity	3.1
wavelet-LLH	glszm	GrayLevelNonUniformityNormalized	0.155
wavelet-LLH	glszm	GrayLevelVariance	5.1274999999999995
wavelet-LLH	glszm	HighGrayLevelZoneEmphasis	28.65
wavelet-LLH	glszm	LargeAreaEmphasis	9847.3
wavelet-LLH	glszm	LargeAreaHighGrayLevelEmphasis	174922.8
wavelet-LLH	glszm	LargeAreaLowGrayLevelEmphasis	577.6087432051525
wavelet-LLH	glszm	LowGrayLevelZoneEmphasis	0.12964031399596876
wavelet-LLH	glszm	SizeZoneNonUniformity	2.2
wavelet-LLH	glszm	SizeZoneNonUniformityNormalized	0.11
wavelet-LLH	glszm	SmallAreaEmphasis	0.29396993912820196
wavelet-LLH	glszm	SmallAreaHighGrayLevelEmphasis	14.763188819188837
wavelet-LLH	glszm	SmallAreaLowGrayLevelEmphasis	0.021491051678497533
wavelet-LLH	glszm	ZoneEntropy	4.121928094887356
wavelet-LLH	glszm	ZonePercentage	0.02506265664160401
wavelet-LLH	glszm	ZoneVariance	8255.29
wavelet-LLH	gldm	DependenceEntropy	5.593973562355224
wavelet-LLH	gldm	DependenceNonUniformity	41.2406015037594
wavelet-LLH	gldm	DependenceNonUniformityNormalized	0.05167995175909699
wavelet-LLH	gldm	DependenceVariance	30.88286505738029
wavelet-LLH	gldm	GrayLevelNonUniformity	290.97243107769424
wavelet-LLH	gldm	GrayLevelVariance	0.7521372353188736
wavelet-LLH	gldm	HighGrayLevelEmphasis	19.857142857142858
wavelet-LLH	gldm	LargeDependenceEmphasis	161.3233082706767
wavelet-LLH	gldm	LargeDependenceHighGrayLevelEmphasis	2930.095238095238
wavelet-LLH	gldm	LargeDependenceLowGrayLevelEmphasis	9.38716979543372
wavelet-LLH	gldm	LowGrayLevelEmphasis	0.062414568363779184
wavelet-LLH	gldm	SmallDependenceEmphasis	0.026314994867159165
wavelet-LLH	gldm	SmallDependenceHighGrayLevelEmphasis	0.734089302568898
wavelet-LLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.0023163050986727773
wavelet-LLH	ngtdm	Busyness	1.5732826149872785
wavelet-LLH	ngtdm	Coarseness	0.011491158601862918
wavelet-LLH	ngtdm	Complexity	15.606136264144515
wavelet-LLH	ngtdm	Contrast	0.00904422736088683
wavelet-LLH	ngtdm	Strength	0.40718891454714634
wavelet-LHL	firstorder	10Percentile	-45.56398838281117
wavelet-LHL	firstorder	90Percentile	40.338174940775275
wavelet-LHL	firstorder	Energy	70405264.02722798
wavelet-LHL	firstorder	Entropy	2.5862157161541965
wavelet-LHL	firstorder	InterquartileRange	43.627169759999816
wavelet-LHL	firstorder	Kurtosis	3.970386278999292
wavelet-LHL	firstorder	Maximum	119.25590934608164
wavelet-LHL	firstorder	MeanAbsoluteDeviation	27.738766284206417
wavelet-LHL	firstorder	Mean	-5.2245791495530325
wavelet-LHL	firstorder	Median	-5.413124449216367
wavelet-LHL	firstorder	Minimum	-131.59674533392993
wavelet-LHL	firstorder	Range	250.85265468001157
wavelet-LHL	firstorder	RobustMeanAbsoluteDeviation	18.049264878780562
wavelet-LHL	firstorder	RootMeanSquared	297.0305504553268
wavelet-LHL	firstorder	Skewness	-0.14371872545148726
wavelet-LHL	firstorder	TotalEnergy	70405264.02722798
wavelet-LHL	firstorder	Uniformity	0.20399683419074
wavelet-LHL	firstorder	Variance	1334.599166236343
wavelet-LHL	glcm	Autocorrelation	39.59670136093978
wavelet-LHL	glcm	JointAverage	6.237335809774925
wavelet-LHL	glcm	ClusterProminence	135.54679881338794
wavelet-LHL	glcm	ClusterShade	-1.022403566414676
wavelet-LHL	glcm	ClusterTendency	5.893010312848825
wavelet-LHL	glcm	Contrast	3.126241777462119
wavelet-LHL	glcm	Correlation	0.29906894986542415
wavelet-LHL	glcm	DifferenceAverage	1.2390912150824218
wavelet-LHL	glcm	DifferenceEntropy	2.0258106566212195
wavelet-LHL	glcm	DifferenceVariance	1.4589131061174472
wavelet-LHL	glcm	JointEnergy	0.05220001410810067
wavelet-LHL	glcm	JointEntropy	4.885763118624222
wavelet-LHL	glcm	Imc1	-0.11059230853372191
wavelet-LHL	glcm	Imc2	0.5627602656894904
wavelet-LHL	glcm	Idm	0.5453136208024887
wavelet-LHL	glcm	Idmn	0.9766783681412393
wavelet-LHL	glcm	Id	0.586796548600141
wavelet-LHL	glcm	Idn	0.9073440596568721
wavelet-LHL	glcm	InverseVariance	0.44405318694673224
wavelet-LHL	glcm	MaximumProbability	0.10840486808334249
wavelet-LHL	glcm	SumEntropy	3.2569659113943863
wavelet-LHL	glcm	SumSquares	2.2548130225777365
wavelet-LHL	glrlm	GrayLevelNonUniformity	114.75950990013621
wavelet-LHL	glrlm	GrayLevelNonUniformityNormalized	0.1901672555763816
wavelet-LHL	glrlm	GrayLevelVariance	2.503342257913017
wavelet-LHL	glrlm	HighGrayLevelRunEmphasis	42.236214635710546
wavelet-LHL	glrlm	LongRunEmphasis	2.392955352873971
wavelet-LHL	glrlm	LongRunHighGrayLevelEmphasis	98.77934661007467
wavelet-LHL	glrlm	LongRunLowGrayLevelEmphasis	0.07753450449693836
wavelet-LHL	glrlm	LowGrayLevelRunEmphasis	0.036387650976433206
wavelet-LHL	glrlm	RunEntropy	3.6612648243319046
wavelet-LHL	glrlm	RunLengthNonUniformity	383.11419479715755
wavelet-LHL	glrlm	RunLengthNonUniformityNormalized	0.6203921946486878
wavelet-LHL	glrlm	RunPercentage	0.756988625409678
wavelet-LHL	glrlm	RunVariance	0.5259153801073609
wavelet-LHL	glrlm	ShortRunEmphasis	0.8089172198213869
wavelet-LHL	glrlm	ShortRunHighGrayLevelEmphasis	34.4705587990379
wavelet-LHL	glrlm	ShortRunLowGrayLevelEmphasis	0.03047198597014649
wavelet-LHL	glszm	GrayLevelNonUniformity	4.897435897435898
wavelet-LHL	glszm	GrayLevelNonUniformityNormalized	0.12557527942143326
wavelet-LHL	glszm	GrayLevelVariance	6.707429322813938
wavelet-LHL	glszm	HighGrayLevelZoneEmphasis	48.12820512820513
wavelet-LHL	glszm	LargeAreaEmphasis	2322.5641025641025
wavelet-LHL	glszm	LargeAreaHighGrayLevelEmphasis	87999.05128205128
wavelet-LHL	glszm	LargeAreaLowGrayLevelEmphasis	66.36866907359783
wavelet-LHL	glszm	LowGrayLevelZoneEmphasis	0.06972292738526506
wavelet-LHL	glszm	SizeZoneNonUniformity	5.717948717948718
wavelet-LHL	glszm	SizeZoneNonUniformityNormalized	0.14661406969099278
wavelet-LHL	glszm	SmallAreaEmphasis	0.2660787879791242
wavelet-LHL	glszm	SmallAreaHighGrayLevelEmphasis	12.074795973682846
wavelet-LHL	glszm	SmallAreaLowGrayLevelEmphasis	0.01795082744246674
wavelet-LHL	glszm	ZoneEntropy	4.885155027210012
wavelet-LHL	glszm	ZonePercentage	0.04887218045112782
wavelet-LHL	glszm	ZoneVariance	1903.8895463510848
wavelet-LHL	gldm	DependenceEntropy	6.136653027540308
wavelet-LHL	gldm	DependenceNonUniformity	62.65413533834587
wavelet-LHL	gldm	DependenceNonUniformityNormalized	0.07851395405807753
wavelet-LHL	gldm	DependenceVariance	16.141795591736233
wavelet-LHL	gldm	GrayLevelNonUniformity	162.78947368421052
wavelet-LHL	gldm	GrayLevelVariance	2.2292840497233057
wavelet-LHL	gldm	HighGrayLevelEmphasis	41.81829573934837
wavelet-LHL	gldm	LargeDependenceEmphasis	69.69924812030075
wavelet-LHL	gldm	LargeDependenceHighGrayLevelEmphasis	2760.033834586466
wavelet-LHL	gldm	LargeDependenceLowGrayLevelEmphasis	2.0083619728680873
wavelet-LHL	gldm	LowGrayLevelEmphasis	0.03477433615740354
wavelet-LHL	gldm	SmallDependenceEmphasis	0.05739570448951088
wavelet-LHL	gldm	SmallDependenceHighGrayLevelEmphasis	2.5031431563098505
wavelet-LHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.0028345904898287883
wavelet-LHL	ngtdm	Busyness	1.1278942767006161
wavelet-LHL	ngtdm	Coarseness	0.01074921180672091
wavelet-LHL	ngtdm	Complexity	39.02589465688158
wavelet-LHL	ngtdm	Contrast	0.03290270156372556
wavelet-LHL	ngtdm	Strength	0.4182240613050571
wavelet-LHH	firstorder	10Percentile	-6.098831830723822
wavelet-LHH	firstorder	90Percentile	6.306679195102258
wavelet-LHH	firstorder	Energy	71868059.83565891
wavelet-LHH	firstorder	Entropy	0.9998368760904064
wavelet-LHH	firstorder	InterquartileRange	5.570336604670011
wavelet-LHH	firstorder	Kurtosis	4.639152421186505
wavelet-LHH	firstorder	Maximum	20.69451536077587
wavelet-LHH	firstorder	MeanAbsoluteDeviation	3.8436689685071976
wavelet-LHH	firstorder	Mean	0.053937187975037125
wavelet-LHH	firstorder	Median	-0.07723757119540123
wavelet-LHH	firstorder	Minimum	-19.22154703927193
wavelet-LHH	firstorder	Range	39.9160624000478
wavelet-LHH	firstorder	RobustMeanAbsoluteDeviation	2.3622311724998184
wavelet-LHH	firstorder	RootMeanSquared	300.10035881012965
wavelet-LHH	firstorder	Skewness	0.002634262577670675
wavelet-LHH	firstorder	TotalEnergy	71868059.83565891
wavelet-LHH	firstorder	Uniformity	0.5001130646164283
wavelet-LHH	firstorder	Variance	27.86013596328711
wavelet-LHH	glcm	Autocorrelation	2.2889189908545973
wavelet-LHH	glcm	JointAverage	1.5010997134384587
wavelet-LHH	glcm	ClusterProminence	0.5711824621247646
wavelet-LHH	glcm	ClusterShade	-0.000806170537757703
wavelet-LHH	glcm	ClusterTendency	0.5711307583505166
wavelet-LHH	glcm	Contrast	0.4287602989215568
wavelet-LHH	glcm	Correlation	0.14238769889676192
wavelet-LHH	glcm	DifferenceAverage	0.4287602989215568
wavelet-LHH	glcm	DifferenceEntropy	0.9549414691007757
wavelet-LHH	glcm	DifferenceVariance	0.23489109754354218
wavelet-LHH	glcm	JointEnergy	0.2651633738204211
wavelet-LHH	glcm	JointEntropy	1.9548031441032658
wavelet-LHH	glcm	Imc1	-0.0450427872369693
wavelet-LHH	glcm	Imc2	0.22261646976775393
wavelet-LHH	glcm	Idm	0.7856198505392217
wavelet-LHH	glcm	Idmn	0.9142479402156887
wavelet-LHH	glcm	Id	0.7856198505392217
wavelet-LHH	glcm	Idn	0.8570799003594811
wavelet-LHH	glcm	InverseVariance	0.4287602989215568
wavelet-LHH	glcm	MaximumProbability	0.3015750832991906
wavelet-LHH	glcm	SumEntropy	1.526042845181709
wavelet-LHH	glcm	SumSquares	0.24997276431801835
wavelet-LHH	glrlm	GrayLevelNonUniformity	219.96668880569948
wavelet-LHH	glrlm	GrayLevelNonUniformityNormalized	0.5005375407190368
wavelet-LHH	glrlm	GrayLevelVariance	0.2497312296404816
wavelet-LHH	glrlm	HighGrayLevelRunEmphasis	2.4551654240275154
wavelet-LHH	glrlm	LongRunEmphasis	5.029205163575414
wavelet-LHH	glrlm	LongRunHighGrayLevelEmphasis	12.599052086930175
wavelet-LHH	glrlm	LongRunLowGrayLevelEmphasis	3.1367434327367247
wavelet-LHH	glrlm	LowGrayLevelRunEmphasis	0.6362086439931213
wavelet-LHH	glrlm	RunEntropy	2.7598420171757967
wavelet-LHH	glrlm	RunLengthNonUniformity	172.42791524872777
wavelet-LHH	glrlm	RunLengthNonUniformityNormalized	0.3743835497240605
