Image type	Feature Class	Feature Name	1: RTSTRUCT: RTstruct_7_segment_Lt post Cerebllar	1: RTSTRUCT: RTstruct_7_segment_Rt inf Occipital	1: RTSTRUCT: RTstruct_7_segment_Lt inf Temporal	1: RTSTRUCT: RTstruct_7_segment_Lt lat Temporal
log-sigma-1-0-mm-3D	glcm	SumEntropy	0.9795739585136218		-3.203426503814917e-16	3.053656207862855
log-sigma-1-0-mm-3D	glcm	SumSquares	0.1753472222222222		0.0	2.371024614751243
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformity	2.95		2.5	9.298942711252659
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.6525000000000001		1.0	0.19464771331413272
log-sigma-1-0-mm-3D	glrlm	GrayLevelVariance	0.17375000000000002		0.0	2.2677437521852286
log-sigma-1-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	3.325		1.0	20.13753291244164
log-sigma-1-0-mm-3D	glrlm	LongRunEmphasis	2.175		3.0	1.4188039224400968
log-sigma-1-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	8.025		3.0	28.514739408558007
log-sigma-1-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	0.7125		3.0	0.19202154967071858
log-sigma-1-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.41875		1.0	0.1369133247480246
log-sigma-1-0-mm-3D	glrlm	RunEntropy	1.4354752972273335		0.4591479170272443	2.963878601766104
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformity	2.825		1.8333333333333335	37.63133149471969
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.6212500000000001		0.7777777777777778	0.7837705220932508
log-sigma-1-0-mm-3D	glrlm	RunPercentage	0.75		0.625	0.8846153846153848
log-sigma-1-0-mm-3D	glrlm	RunVariance	0.33		0.1111111111111111	0.12918439824021216
log-sigma-1-0-mm-3D	glrlm	ShortRunEmphasis	0.7756944444444445		0.5	0.9049590326611404
log-sigma-1-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	2.427777777777778		0.5	18.326303804620984
log-sigma-1-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.3626736111111111		0.5	0.12347647773216508
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformity	1.0		1.0	1.25
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.5		1.0	0.15625
log-sigma-1-0-mm-3D	glszm	GrayLevelVariance	0.25		0.0	3.609375
log-sigma-1-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	2.5		1.0	20.625
log-sigma-1-0-mm-3D	glszm	LargeAreaEmphasis	13.0		16.0	67.75
log-sigma-1-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	50.5		16.0	1467.5
log-sigma-1-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	3.625		16.0	5.803939909297052
log-sigma-1-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.625		1.0	0.19397463151927438
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformity	1.0		1.0	1.25
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.5		1.0	0.15625
log-sigma-1-0-mm-3D	glszm	SmallAreaEmphasis	0.52		0.0625	0.27588535714264156
log-sigma-1-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	0.58		0.0625	9.396827040238316
log-sigma-1-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.505		0.0625	0.019119745716907957
log-sigma-1-0-mm-3D	glszm	ZoneEntropy	0.9999999999999993		-3.203426503814917e-16	2.9999999999999973
log-sigma-1-0-mm-3D	glszm	ZonePercentage	0.3333333333333333		0.25	0.14814814814814814
log-sigma-1-0-mm-3D	glszm	ZoneVariance	4.0		0.0	22.1875
log-sigma-1-0-mm-3D	gldm	DependenceEntropy	1.251629167387822		-3.203426503814917e-16	4.446939530254374
log-sigma-1-0-mm-3D	gldm	DependenceNonUniformity	3.0		4.0	11.481481481481481
log-sigma-1-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.5		1.0	0.21262002743484226
log-sigma-1-0-mm-3D	gldm	DependenceVariance	1.3333333333333333		0.0	1.740740740740741
log-sigma-1-0-mm-3D	gldm	GrayLevelNonUniformity	4.333333333333333		4.0	10.518518518518519
log-sigma-1-0-mm-3D	gldm	GrayLevelVariance	0.13888888888888887		0.0	2.246913580246914
log-sigma-1-0-mm-3D	gldm	HighGrayLevelEmphasis	3.5		1.0	20.074074074074073
log-sigma-1-0-mm-3D	gldm	LargeDependenceEmphasis	10.333333333333334		16.0	17.74074074074074
log-sigma-1-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	40.833333333333336		16.0	352.0
log-sigma-1-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	2.7083333333333335		16.0	2.2457380112538843
log-sigma-1-0-mm-3D	gldm	LowGrayLevelEmphasis	0.375		1.0	0.13677710590409003
log-sigma-1-0-mm-3D	gldm	SmallDependenceEmphasis	0.2474074074074074		0.0625	0.11484809355841101
log-sigma-1-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.48962962962962964		0.0625	2.9139904048038967
log-sigma-1-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.18685185185185185		0.0625	0.011018827714556331
log-sigma-1-0-mm-3D	ngtdm	Busyness	0.4814814814814814		0.0	0.3456539298783676
log-sigma-1-0-mm-3D	ngtdm	Coarseness	0.6923076923076924		1000000.0	0.10879221549063595
log-sigma-1-0-mm-3D	ngtdm	Complexity	0.4814814814814814		0.0	17.523802627936103
log-sigma-1-0-mm-3D	ngtdm	Contrast	0.05864197530864198		0.0	0.10307899236444068
log-sigma-1-0-mm-3D	ngtdm	Strength	0.7894736842105263		0.0	1.6944015612812944
log-sigma-2-0-mm-3D	firstorder	10Percentile	-19.01243782043457		-20.67440547943115	-89.8107208251953
log-sigma-2-0-mm-3D	firstorder	90Percentile	-13.310991287231445		-18.639074897766115	-44.728042602539055
log-sigma-2-0-mm-3D	firstorder	Energy	482678.57976923673		314168.1587287533	2934933.478275897
log-sigma-2-0-mm-3D	firstorder	Entropy	-3.203426503814917e-16		-3.203426503814917e-16	1.6813351189484111
log-sigma-2-0-mm-3D	firstorder	InterquartileRange	3.603288173675537		0.7971096038818359	25.638957977294922
log-sigma-2-0-mm-3D	firstorder	Kurtosis	1.7140006242224828		2.085107471410264	2.231215653716957
log-sigma-2-0-mm-3D	firstorder	Maximum	-12.556358337402344		-18.08885383605957	-33.71750259399414
log-sigma-2-0-mm-3D	firstorder	MeanAbsoluteDeviation	2.175642967224121		0.8297700881958008	14.309687989892947
log-sigma-2-0-mm-3D	firstorder	Mean	-16.379937171936035		-19.748394012451172	-67.49904173391836
log-sigma-2-0-mm-3D	firstorder	Median	-16.81638240814209		-19.97752857208252	-68.70783996582031
log-sigma-2-0-mm-3D	firstorder	Minimum	-19.705188751220703		-20.949665069580078	-104.10748291015625
log-sigma-2-0-mm-3D	firstorder	Range	7.148830413818359		2.860811233520508	70.38998031616211
log-sigma-2-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	1.4762568473815918		0.054604530334472656	10.423956323913435
log-sigma-2-0-mm-3D	firstorder	RootMeanSquared	283.63079868297		280.2535275106958	233.13219419048963
log-sigma-2-0-mm-3D	firstorder	Skewness	0.24706054902547522		0.6282450903058451	0.010897947673351624
log-sigma-2-0-mm-3D	firstorder	TotalEnergy	644470.2824851808		419475.9214311279	2934933.478275897
log-sigma-2-0-mm-3D	firstorder	Uniformity	1.0		1.0	0.340877914951989
log-sigma-2-0-mm-3D	firstorder	Variance	6.089922944507937		1.0770235880136172	293.92437342593956
log-sigma-2-0-mm-3D	glcm	Autocorrelation	1.0		1.0	6.586155455994165
log-sigma-2-0-mm-3D	glcm	JointAverage	1.0		1.0	2.5390069598351235
log-sigma-2-0-mm-3D	glcm	ClusterProminence	0.0		0.0	5.683904927066367
log-sigma-2-0-mm-3D	glcm	ClusterShade	0.0		0.0	0.38025331056665324
log-sigma-2-0-mm-3D	glcm	ClusterTendency	0.0		0.0	1.5120154030786483
log-sigma-2-0-mm-3D	glcm	Contrast	0.0		0.0	0.9707357523176381
log-sigma-2-0-mm-3D	glcm	Correlation	1.0		1.0	0.222798893686659
log-sigma-2-0-mm-3D	glcm	DifferenceAverage	0.0		0.0	0.7471481010686968
log-sigma-2-0-mm-3D	glcm	DifferenceEntropy	-3.203426503814917e-16		-3.203426503814917e-16	1.2903200152977556
log-sigma-2-0-mm-3D	glcm	DifferenceVariance	0.0		0.0	0.3890257104720851
log-sigma-2-0-mm-3D	glcm	JointEnergy	1.0		1.0	0.13674080259641813
log-sigma-2-0-mm-3D	glcm	JointEntropy	-3.203426503814917e-16		-3.203426503814917e-16	3.14788079641494
log-sigma-2-0-mm-3D	glcm	Imc1	0.0		0.0	-0.1159509535503084
log-sigma-2-0-mm-3D	glcm	Imc2	0.0		0.0	0.5443830781783845
log-sigma-2-0-mm-3D	glcm	Idm	1.0		1.0	0.6487847145905459
log-sigma-2-0-mm-3D	glcm	Idmn	1.0		1.0	0.946843561356297
log-sigma-2-0-mm-3D	glcm	Id	1.0		1.0	0.6636905580071419
log-sigma-2-0-mm-3D	glcm	Idn	1.0		1.0	0.8580233014945586
log-sigma-2-0-mm-3D	glcm	InverseVariance	0.0		0.0	0.5515089062258727
log-sigma-2-0-mm-3D	glcm	MaximumProbability	1.0		1.0	0.22377743311831402
log-sigma-2-0-mm-3D	glcm	SumEntropy	-3.203426503814917e-16		-3.203426503814917e-16	2.2275812223689533
log-sigma-2-0-mm-3D	glcm	SumSquares	0.0		0.0	0.6206877888490716
log-sigma-2-0-mm-3D	glrlm	GrayLevelNonUniformity	3.25		2.5	14.4810866378746
log-sigma-2-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	1.0		1.0	0.3349785142351874
log-sigma-2-0-mm-3D	glrlm	GrayLevelVariance	0.0		0.0	0.6583089464148817
log-sigma-2-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	1.0		1.0	8.62620956158943
log-sigma-2-0-mm-3D	glrlm	LongRunEmphasis	4.5		3.0	1.865073400694488
log-sigma-2-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	4.5		3.0	14.556632829417234
log-sigma-2-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	4.5		3.0	0.3453088806919217
log-sigma-2-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	1.0		1.0	0.18217577852349123
log-sigma-2-0-mm-3D	glrlm	RunEntropy	0.4999999999999995		0.4591479170272443	2.3895628339348343
log-sigma-2-0-mm-3D	glrlm	RunLengthNonUniformity	2.25		1.8333333333333335	28.694092776451917
log-sigma-2-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.75		0.7777777777777778	0.6558612979092469
log-sigma-2-0-mm-3D	glrlm	RunPercentage	0.5416666666666666		0.625	0.8005698005698006
log-sigma-2-0-mm-3D	glrlm	RunVariance	0.125		0.1111111111111111	0.2559458959257824
log-sigma-2-0-mm-3D	glrlm	ShortRunEmphasis	0.4027777777777778		0.5	0.8282670276950892
log-sigma-2-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	0.4027777777777778		0.5	7.487266088294825
log-sigma-2-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.4027777777777778		0.5	0.14895842258434022
log-sigma-2-0-mm-3D	glszm	GrayLevelNonUniformity	1.0		1.0	1.4
log-sigma-2-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	1.0		1.0	0.28
log-sigma-2-0-mm-3D	glszm	GrayLevelVariance	0.0		0.0	1.36
log-sigma-2-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	1.0		1.0	9.2
log-sigma-2-0-mm-3D	glszm	LargeAreaEmphasis	36.0		16.0	195.2
log-sigma-2-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	36.0		16.0	1504.2
log-sigma-2-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	36.0		16.0	31.630555555555553
log-sigma-2-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	1.0		1.0	0.2972222222222222
log-sigma-2-0-mm-3D	glszm	SizeZoneNonUniformity	1.0		1.0	1.0
log-sigma-2-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	1.0		1.0	0.2
log-sigma-2-0-mm-3D	glszm	SmallAreaEmphasis	0.027777777777777776		0.0625	0.25340122425661615
log-sigma-2-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	0.027777777777777776		0.0625	3.295124885824336
log-sigma-2-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.027777777777777776		0.0625	0.06283483312429547
log-sigma-2-0-mm-3D	glszm	ZoneEntropy	-3.203426503814917e-16		-3.203426503814917e-16	2.321928094887361
log-sigma-2-0-mm-3D	glszm	ZonePercentage	0.16666666666666666		0.25	0.09259259259259259
log-sigma-2-0-mm-3D	glszm	ZoneVariance	0.0		0.0	78.56000000000002
log-sigma-2-0-mm-3D	gldm	DependenceEntropy	0.9182958340544889		-3.203426503814917e-16	3.983614530094119
log-sigma-2-0-mm-3D	gldm	DependenceNonUniformity	3.3333333333333335		4.0	5.62962962962963
log-sigma-2-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.5555555555555556		1.0	0.10425240054869685
log-sigma-2-0-mm-3D	gldm	DependenceVariance	0.8888888888888888		0.0	9.076817558299037
log-sigma-2-0-mm-3D	gldm	GrayLevelNonUniformity	6.0		4.0	18.40740740740741
log-sigma-2-0-mm-3D	gldm	GrayLevelVariance	0.0		0.0	0.6272290809327845
log-sigma-2-0-mm-3D	gldm	HighGrayLevelEmphasis	1.0		1.0	8.24074074074074
log-sigma-2-0-mm-3D	gldm	LargeDependenceEmphasis	22.666666666666668		16.0	47.333333333333336
log-sigma-2-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	22.666666666666668		16.0	283.27777777777777
log-sigma-2-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	22.666666666666668		16.0	9.635802469135804
log-sigma-2-0-mm-3D	gldm	LowGrayLevelEmphasis	1.0		1.0	0.1838991769547325
log-sigma-2-0-mm-3D	gldm	SmallDependenceEmphasis	0.05092592592592593		0.0625	0.07286454661903287
log-sigma-2-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.05092592592592593		0.0625	0.8186789039812405
log-sigma-2-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.05092592592592593		0.0625	0.015178198342716435
log-sigma-2-0-mm-3D	ngtdm	Busyness	0.0		0.0	1.1515323936020836
log-sigma-2-0-mm-3D	ngtdm	Coarseness	1000000.0		1000000.0	0.1155025484713674
log-sigma-2-0-mm-3D	ngtdm	Complexity	0.0		0.0	3.2279583245131827
log-sigma-2-0-mm-3D	ngtdm	Contrast	0.0		0.0	0.05758043137581278
log-sigma-2-0-mm-3D	ngtdm	Strength	0.0		0.0	0.5229880766363831
log-sigma-3-0-mm-3D	firstorder	10Percentile	-3.6334036588668823		-34.30554046630859	-51.89994163513184
log-sigma-3-0-mm-3D	firstorder	90Percentile	-1.3374845385551453		-28.529537773132326	-20.190752029418945
log-sigma-3-0-mm-3D	firstorder	Energy	530789.8848966456		288536.40019363083	3711406.4974078606
log-sigma-3-0-mm-3D	firstorder	Entropy	-3.203426503814917e-16		-3.203426503814917e-16	1.286859510405537
log-sigma-3-0-mm-3D	firstorder	InterquartileRange	1.241633266210556		5.504299640655518	15.345449447631836
log-sigma-3-0-mm-3D	firstorder	Kurtosis	2.062394399500549		1.0125088409562033	3.1284063447676393
log-sigma-3-0-mm-3D	firstorder	Maximum	-1.252410650253296		-28.40976333618164	-2.55849027633667
log-sigma-3-0-mm-3D	firstorder	MeanAbsoluteDeviation	0.8224337895711263		2.827622890472412	10.663807872882105
log-sigma-3-0-mm-3D	firstorder	Mean	-2.5711352229118347		-31.437010288238525	-38.16625740793016
log-sigma-3-0-mm-3D	firstorder	Median	-2.7425174713134766		-31.48568820953369	-42.60346794128418
log-sigma-3-0-mm-3D	firstorder	Minimum	-4.296995162963867		-34.36690139770508	-55.61128234863281
log-sigma-3-0-mm-3D	firstorder	Range	3.0445845127105713		5.9571380615234375	53.05279207229614
log-sigma-3-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	0.5233964771032333		2.6766767501831055	7.205485852126902
log-sigma-3-0-mm-3D	firstorder	RootMeanSquared	297.430631939798		268.57792174415175	262.1635938722183
log-sigma-3-0-mm-3D	firstorder	Skewness	-0.2215386835692002		0.0054880245215352995	0.9783793632553829
log-sigma-3-0-mm-3D	firstorder	TotalEnergy	708708.2820687041		385252.51199037785	3711406.4974078606
log-sigma-3-0-mm-3D	firstorder	Uniformity	1.0		1.0	0.48216735253772286
log-sigma-3-0-mm-3D	firstorder	Variance	1.0512135201922288		8.020605488013416	172.84119222714628
log-sigma-3-0-mm-3D	glcm	Autocorrelation	1.0		1.0	3.7563367672921024
log-sigma-3-0-mm-3D	glcm	JointAverage	1.0		1.0	1.9119485600239325
log-sigma-3-0-mm-3D	glcm	ClusterProminence	0.0		0.0	2.0912743085672356
log-sigma-3-0-mm-3D	glcm	ClusterShade	0.0		0.0	0.037197965435275565
log-sigma-3-0-mm-3D	glcm	ClusterTendency	0.0		0.0	0.8916481720920064
log-sigma-3-0-mm-3D	glcm	Contrast	0.0		0.0	0.5045863406006086
log-sigma-3-0-mm-3D	glcm	Correlation	1.0		1.0	0.2698902904744425
log-sigma-3-0-mm-3D	glcm	DifferenceAverage	0.0		0.0	0.48705945888017843
log-sigma-3-0-mm-3D	glcm	DifferenceEntropy	-3.203426503814917e-16		-3.203426503814917e-16	0.9686683047829276
log-sigma-3-0-mm-3D	glcm	DifferenceVariance	0.0		0.0	0.23734354312602543
log-sigma-3-0-mm-3D	glcm	JointEnergy	1.0		1.0	0.24806807022149271
log-sigma-3-0-mm-3D	glcm	JointEntropy	-3.203426503814917e-16		-3.203426503814917e-16	2.3342114558710865
log-sigma-3-0-mm-3D	glcm	Imc1	0.0		0.0	-0.16780851971371943
log-sigma-3-0-mm-3D	glcm	Imc2	0.0		0.0	0.5554644718507471
log-sigma-3-0-mm-3D	glcm	Idm	1.0		1.0	0.7582229587319537
log-sigma-3-0-mm-3D	glcm	Idmn	1.0		1.0	0.9503502989424205
log-sigma-3-0-mm-3D	glcm	Id	1.0		1.0	0.7593914175133156
log-sigma-3-0-mm-3D	glcm	Idn	1.0		1.0	0.8791114793659769
log-sigma-3-0-mm-3D	glcm	InverseVariance	0.0		0.0	0.4717234373748021
log-sigma-3-0-mm-3D	glcm	MaximumProbability	1.0		1.0	0.40439801392344815
log-sigma-3-0-mm-3D	glcm	SumEntropy	-3.203426503814917e-16		-3.203426503814917e-16	1.8166584534441805
log-sigma-3-0-mm-3D	glcm	SumSquares	0.0		0.0	0.34905862817315375
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformity	3.25		2.5	17.029086288699897
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	1.0		1.0	0.4459346114923389
log-sigma-3-0-mm-3D	glrlm	GrayLevelVariance	0.0		0.0	0.3921378359545634
log-sigma-3-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	1.0		1.0	4.558288695227867
log-sigma-3-0-mm-3D	glrlm	LongRunEmphasis	4.5		3.0	2.6824057776418258
log-sigma-3-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	4.5		3.0	11.75450602350684
log-sigma-3-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	4.5		3.0	0.9022446371517755
log-sigma-3-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	1.0		1.0	0.3529886172507227
log-sigma-3-0-mm-3D	glrlm	RunEntropy	0.4999999999999995		0.4591479170272443	2.322487763731331
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformity	2.25		1.8333333333333335	22.26289697923827
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.75		0.7777777777777778	0.5545484465569954
log-sigma-3-0-mm-3D	glrlm	RunPercentage	0.5416666666666666		0.625	0.7108262108262108
log-sigma-3-0-mm-3D	glrlm	RunVariance	0.125		0.1111111111111111	0.4207752161300359
log-sigma-3-0-mm-3D	glrlm	ShortRunEmphasis	0.4027777777777778		0.5	0.7223967209437337
log-sigma-3-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	0.4027777777777778		0.5	3.455380604257309
log-sigma-3-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.4027777777777778		0.5	0.25254115276118777
log-sigma-3-0-mm-3D	glszm	GrayLevelNonUniformity	1.0		1.0	1.0
log-sigma-3-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	1.0		1.0	0.3333333333333333
log-sigma-3-0-mm-3D	glszm	GrayLevelVariance	0.0		0.0	0.6666666666666666
log-sigma-3-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	1.0		1.0	4.666666666666667
log-sigma-3-0-mm-3D	glszm	LargeAreaEmphasis	36.0		16.0	468.6666666666667
log-sigma-3-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	36.0		16.0	1960.3333333333333
log-sigma-3-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	36.0		16.0	132.78703703703704
log-sigma-3-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	1.0		1.0	0.4537037037037037
log-sigma-3-0-mm-3D	glszm	SizeZoneNonUniformity	1.0		1.0	1.0
log-sigma-3-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	1.0		1.0	0.3333333333333333
log-sigma-3-0-mm-3D	glszm	SmallAreaEmphasis	0.027777777777777776		0.0625	0.0077206685143193085
log-sigma-3-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	0.027777777777777776		0.0625	0.035203661711598215
log-sigma-3-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.027777777777777776		0.0625	0.004553623918703283
log-sigma-3-0-mm-3D	glszm	ZoneEntropy	-3.203426503814917e-16		-3.203426503814917e-16	1.5849625007211552
log-sigma-3-0-mm-3D	glszm	ZonePercentage	0.16666666666666666		0.25	0.05555555555555555
log-sigma-3-0-mm-3D	glszm	ZoneVariance	0.0		0.0	144.66666666666666
log-sigma-3-0-mm-3D	gldm	DependenceEntropy	0.9182958340544889		-3.203426503814917e-16	4.041084956904492
log-sigma-3-0-mm-3D	gldm	DependenceNonUniformity	3.3333333333333335		4.0	5.925925925925926
log-sigma-3-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.5555555555555556		1.0	0.10973936899862825
log-sigma-3-0-mm-3D	gldm	DependenceVariance	0.8888888888888888		0.0	8.657064471879286
log-sigma-3-0-mm-3D	gldm	GrayLevelNonUniformity	6.0		4.0	26.037037037037038
log-sigma-3-0-mm-3D	gldm	GrayLevelVariance	0.0		0.0	0.35150891632373116
log-sigma-3-0-mm-3D	gldm	HighGrayLevelEmphasis	1.0		1.0	4.425925925925926
log-sigma-3-0-mm-3D	gldm	LargeDependenceEmphasis	22.666666666666668		16.0	81.22222222222223
log-sigma-3-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	22.666666666666668		16.0	319.537037037037
log-sigma-3-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	22.666666666666668		16.0	26.78755144032922
log-sigma-3-0-mm-3D	gldm	LowGrayLevelEmphasis	1.0		1.0	0.3492798353909465
log-sigma-3-0-mm-3D	gldm	SmallDependenceEmphasis	0.05092592592592593		0.0625	0.023901727259237806
log-sigma-3-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.05092592592592593		0.0625	0.14520368859239477
log-sigma-3-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.05092592592592593		0.0625	0.006821946732504924
log-sigma-3-0-mm-3D	ngtdm	Busyness	0.0		0.0	1.5896831615547038
log-sigma-3-0-mm-3D	ngtdm	Coarseness	1000000.0		1000000.0	0.13921734894228505
log-sigma-3-0-mm-3D	ngtdm	Complexity	0.0		0.0	1.0086239635635499
log-sigma-3-0-mm-3D	ngtdm	Contrast	0.0		0.0	0.04364883477308176
log-sigma-3-0-mm-3D	ngtdm	Strength	0.0		0.0	0.3037867703315055
log-sigma-4-0-mm-3D	firstorder	10Percentile	7.463202238082886		-39.37309341430664	-25.514165687561036
log-sigma-4-0-mm-3D	firstorder	90Percentile	11.717358112335205		-34.82042465209961	12.746186256408693
log-sigma-4-0-mm-3D	firstorder	Energy	574285.100293222		276457.2353013771	4631451.209515057
log-sigma-4-0-mm-3D	firstorder	Entropy	-3.203426503814917e-16		-3.203426503814917e-16	1.3641125647846777
log-sigma-4-0-mm-3D	firstorder	InterquartileRange	2.56908917427063		4.2749481201171875	23.766375482082367
log-sigma-4-0-mm-3D	firstorder	Kurtosis	1.785275780219716		1.0206134362490982	2.0297443624742773
log-sigma-4-0-mm-3D	firstorder	Maximum	12.330914497375488		-34.70293045043945	22.597394943237305
log-sigma-4-0-mm-3D	firstorder	MeanAbsoluteDeviation	1.626171350479126		2.214618682861328	12.61565848747562
log-sigma-4-0-mm-3D	firstorder	Mean	9.371432065963745		-37.113372802734375	-7.5050610745394675
log-sigma-4-0-mm-3D	firstorder	Median	8.933735847473145		-37.1549072265625	-10.1810941696167
log-sigma-4-0-mm-3D	firstorder	Minimum	6.83181619644165		-39.44074630737305	-28.400089263916016
log-sigma-4-0-mm-3D	firstorder	Range	5.499098300933838		4.737815856933594	50.99748420715332
log-sigma-4-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	1.0644824504852295		2.0603294372558594	9.602012493442786
log-sigma-4-0-mm-3D	firstorder	RootMeanSquared	309.37708929751676		262.8960038215573	292.8610848013433
log-sigma-4-0-mm-3D	firstorder	Skewness	0.2918242204030108		0.007778841642740465	0.3686079670301385
log-sigma-4-0-mm-3D	firstorder	TotalEnergy	766782.8992741888		369124.46501133515	4631451.209515057
log-sigma-4-0-mm-3D	firstorder	Uniformity	1.0		1.0	0.4245541838134431
log-sigma-4-0-mm-3D	firstorder	Variance	3.5004036584533846		4.930066190150683	214.3256940106701
log-sigma-4-0-mm-3D	glcm	Autocorrelation	1.0		1.0	4.991260705444949
log-sigma-4-0-mm-3D	glcm	JointAverage	1.0		1.0	2.2053973616116913
log-sigma-4-0-mm-3D	glcm	ClusterProminence	0.0		0.0	2.2650202950122638
log-sigma-4-0-mm-3D	glcm	ClusterShade	0.0		0.0	-0.15524118365585102
log-sigma-4-0-mm-3D	glcm	ClusterTendency	0.0		0.0	0.9174934855215485
log-sigma-4-0-mm-3D	glcm	Contrast	0.0		0.0	0.41568869347095144
log-sigma-4-0-mm-3D	glcm	Correlation	1.0		1.0	0.34140569134105486
log-sigma-4-0-mm-3D	glcm	DifferenceAverage	0.0		0.0	0.41568869347095144
log-sigma-4-0-mm-3D	glcm	DifferenceEntropy	-3.203426503814917e-16		-3.203426503814917e-16	0.8013867646099959
log-sigma-4-0-mm-3D	glcm	DifferenceVariance	0.0		0.0	0.19198613010572066
log-sigma-4-0-mm-3D	glcm	JointEnergy	1.0		1.0	0.28158784536303466
log-sigma-4-0-mm-3D	glcm	JointEntropy	-3.203426503814917e-16		-3.203426503814917e-16	2.109037919893766
log-sigma-4-0-mm-3D	glcm	Imc1	0.0		0.0	-0.2816898248711701
log-sigma-4-0-mm-3D	glcm	Imc2	0.0		0.0	0.6111364359171227
log-sigma-4-0-mm-3D	glcm	Idm	1.0		1.0	0.7921556532645243
log-sigma-4-0-mm-3D	glcm	Idmn	1.0		1.0	0.9584311306529048
log-sigma-4-0-mm-3D	glcm	Id	1.0		1.0	0.7921556532645243
