Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_34_segment_Lt Occipital Inf	1: RTSTRUCT: ANON_34_segment_Rt Parietal	1: RTSTRUCT: ANON_34_segment_Lt Para median	1: RTSTRUCT: ANON_34_segment_Lt Frontal Cavity	1: RTSTRUCT: ANON_34_segment_L superior parietal	1: RTSTRUCT: ANON_34_segment_L occipital1	1: RTSTRUCT: ANON_34_segment_L occipital2	1: RTSTRUCT: ANON_34_segment_L occipital3
wavelet-HLH	glszm	LowGrayLevelZoneEmphasis	0.5054012345679012	0.3324652777777778	0.4027777777777778	0.08415236310573612	0.3680555555555556	0.75	0.625	0.3559027777777778
wavelet-HLH	glszm	SizeZoneNonUniformity	1.8888888888888888	1.25	1.5	54.03703703703704	1.5	1.6666666666666667	1.0	1.5
wavelet-HLH	glszm	SizeZoneNonUniformityNormalized	0.20987654320987653	0.15625	0.375	0.33356195701874713	0.375	0.5555555555555556	0.5	0.375
wavelet-HLH	glszm	SmallAreaEmphasis	0.38744420360170795	0.21429783527357676	0.5000751950888616	0.5933174171956932	0.5328798185941043	0.01888888888888889	0.012812500000000001	0.5694444444444444
wavelet-HLH	glszm	SmallAreaHighGrayLevelEmphasis	3.8254809039130047	1.875807607881692	3.250201691968605	12.595737219719352	2.770408163265306	0.02	0.0278125	4.5625
wavelet-HLH	glszm	SmallAreaLowGrayLevelEmphasis	0.17251986220015264	0.0617979363613372	0.09032134864670344	0.05320300213082384	0.28213970773494584	0.01861111111111111	0.0090625	0.2820216049382716
wavelet-HLH	glszm	ZoneEntropy	2.947702779220087	2.9999999999999973	1.9999999999999987	3.9035140011426335	1.9999999999999987	0.9182958340544889	0.9999999999999993	1.9999999999999987
wavelet-HLH	glszm	ZonePercentage	0.08108108108108109	0.06666666666666667	0.024096385542168676	0.010311903246339911	0.3333333333333333	0.07142857142857142	0.1111111111111111	0.4
wavelet-HLH	glszm	ZoneVariance	354.66666666666674	450.5	1652.75	708295.3080323122	6.0	128.0	1.0	4.25
wavelet-HLH	gldm	DependenceEntropy	4.358693043248051	4.7262404173494	4.7885823429811465	4.861822182403037	2.625814583693909	3.290396590933663	3.0860486123130344	2.4464393446710138
wavelet-HLH	gldm	DependenceNonUniformity	11.216216216216216	10.033333333333333	13.337349397590362	1365.8612348822405	2.3333333333333335	5.9523809523809526	3.111111111111111	2.2
wavelet-HLH	gldm	DependenceNonUniformityNormalized	0.10104699293888483	0.08361111111111111	0.08034547829873712	0.08694215371624701	0.19444444444444445	0.1417233560090703	0.1728395061728395	0.22
wavelet-HLH	gldm	DependenceVariance	8.141384627871114	10.998888888888889	14.627231818841633	12.944048968392341	2.5555555555555554	19.476190476190474	4.617283950617283	3.6399999999999997
wavelet-HLH	gldm	GrayLevelNonUniformity	41.88288288288288	46.55	82.25301204819277	7430.082240611076	5.5	24.857142857142858	9.11111111111111	4.2
wavelet-HLH	gldm	GrayLevelVariance	0.535833130427725	0.5149305555555556	0.26172158513572363	0.311947901189648	0.35416666666666663	0.20408163265306123	0.24691358024691357	0.61
wavelet-HLH	gldm	HighGrayLevelEmphasis	6.54054054054054	6.975	2.4578313253012047	20.626161680458306	5.416666666666667	3.142857142857143	2.6666666666666665	7.9
wavelet-HLH	gldm	LargeDependenceEmphasis	50.0990990990991	69.26666666666667	100.91566265060241	173.75098663271802	13.666666666666666	100.47619047619048	43.333333333333336	16.6
wavelet-HLH	gldm	LargeDependenceHighGrayLevelEmphasis	317.18918918918916	449.40833333333336	259.71084337349396	3584.1496499045193	66.08333333333333	385.6190476190476	140.33333333333334	145.3
wavelet-HLH	gldm	LargeDependenceLowGrayLevelEmphasis	9.645395395395395	12.829918981481482	61.2235609103079	8.857603471671927	3.155092592592593	29.19047619047619	19.083333333333332	2.0395833333333337
wavelet-HLH	gldm	LowGrayLevelEmphasis	0.24737237237237236	0.20850694444444443	0.642235609103079	0.051773341954010545	0.2662037037037037	0.4642857142857143	0.5833333333333334	0.22291666666666665
wavelet-HLH	gldm	SmallDependenceEmphasis	0.07297445769550055	0.04825260487130736	0.03153480453799755	0.016694527786246652	0.25363425925925925	0.033916614126375415	0.03965050320539739	0.2786666666666667
wavelet-HLH	gldm	SmallDependenceHighGrayLevelEmphasis	0.5398895912827815	0.37718866893911634	0.12691803703793172	0.3516187128463655	1.3200925925925926	0.06274978983883499	0.07705250412922371	2.158
wavelet-HLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.031702124496718026	0.014620121140404048	0.014382436841394192	0.0011431906061205187	0.11047646604938272	0.026708320198260516	0.030300002974440805	0.12193518518518517
wavelet-HLH	ngtdm	Busyness	2.5947517913568974	2.809283196849536	10.794421277021813	65.74390740503011	0.40148809523809514	2.9579392829392823	3.0999490705373054	0.12860255213196392
wavelet-HLH	ngtdm	Coarseness	0.04531637521337723	0.04403662127937878	0.025127964075550256	0.0002803066604563413	0.574784740833666	0.1479070251791171	0.24193945866020455	0.7623426911907066
wavelet-HLH	ngtdm	Complexity	3.504223636056369	3.314088531532342	1.9304947108602213	15.42700359446506	1.3063920454545455	0.3219525750137994	0.45925171415367494	2.722389455782313
wavelet-HLH	ngtdm	Contrast	0.05753942110517743	0.05110030739443027	0.04283575461161695	0.0056460979102935585	0.05142678020282187	0.06744095446719352	0.114811356641422	0.05616276455026455
wavelet-HLH	ngtdm	Strength	0.20004023881207095	0.19780499581958874	0.08809919590696698	0.01117764505002821	1.2434525165110455	0.14409898347756164	0.23895582329317266	2.7515264707995115
wavelet-HHL	firstorder	10Percentile	-16.250810763501555	-11.475687289941646	-10.853538715183355	-12.623241705056197	-13.586122412152845	-9.136127489546771	-19.32697368147394	-46.06855701935196
wavelet-HHL	firstorder	90Percentile	14.311629785098969	10.98402467412873	13.005297539645053	13.136294347958483	2.566114141890898	11.742735740092307	25.0262572023163	28.842195335701362
wavelet-HHL	firstorder	Energy	10045232.011996597	10848999.458965098	15037611.757570432	1417434146.9725604	1044325.3102930514	3834472.5272500934	1648404.1355190657	878062.0460929632
wavelet-HHL	firstorder	Entropy	1.220834422240857	1.0571007269097152	1.1287591880169008	1.255959386823438	0.8112781244591322	1.1280180176532135	1.6337314206421316	2.246439344671014
wavelet-HHL	firstorder	InterquartileRange	18.396192508853566	11.198673811693634	12.05656952535704	12.231186388361401	7.355589096611209	11.477255082303364	18.227685618567893	45.34756986218306
wavelet-HHL	firstorder	Kurtosis	2.8802560486414372	3.502464738306156	4.4275575050592	8.914801763913802	2.9747757128310495	3.3228645084859156	2.223687338026351	1.7202919886147496
wavelet-HHL	firstorder	Maximum	39.165848958401114	24.31988140017507	37.736301460523556	86.1907629720119	2.796004760845779	27.702234635050736	33.933263030949554	28.87527700168529
wavelet-HHL	firstorder	MeanAbsoluteDeviation	10.129737330340799	7.327059664509731	7.401626660754795	8.269912466209082	5.390601218240466	6.98369047489475	14.347502659687112	26.664925495375115
wavelet-HHL	firstorder	Mean	0.5794185530575078	0.5359712749293737	0.8209979119302677	0.15447112341132088	-5.073140031615859	2.0258912364760833	2.1187196696566795	-5.153015968907191
wavelet-HHL	firstorder	Median	1.197532579710738	1.0616351804857311	0.4153964006567036	0.04907924071113612	-4.011400469054709	1.2914142570615117	4.960383396777388	-2.3064030551164776
wavelet-HHL	firstorder	Minimum	-25.456839488192774	-29.96609455588298	-26.05006785176068	-131.669827658235	-20.461058917192705	-13.794830199444334	-29.673350822322313	-56.00114203674075
wavelet-HHL	firstorder	Range	64.62268844659388	54.28597595605805	63.786369312284236	217.8605906302469	23.257063678038485	41.49706483449507	63.60661385327187	84.87641903842604
wavelet-HHL	firstorder	RobustMeanAbsoluteDeviation	7.570444699074269	5.0442814413527834	4.883886486278743	5.171369771508919	3.077906901073895	4.552099536425709	10.401896990670767	22.72160448941564
wavelet-HHL	firstorder	RootMeanSquared	300.8281663901554	300.67977787790977	300.9784421448926	300.3747020224206	295.0035748784879	302.1538762526902	302.61858424233793	296.32111738668965
wavelet-HHL	firstorder	Skewness	0.09931800851321036	-0.11722719757595278	0.5701686767918339	-0.2540808804868338	-0.8373005156547446	0.548580590575724	0.0791226999544582	-0.3501129452149256
wavelet-HHL	firstorder	TotalEnergy	10045232.011996597	10848999.458965098	15037611.757570432	1417434146.9725604	1044325.3102930514	3834472.5272500934	1648404.1355190657	878062.0460929632
wavelet-HHL	firstorder	Uniformity	0.4672510348186024	0.4945833333333333	0.4824357671650457	0.46206075182705636	0.625	0.48412698412698413	0.36419753086419754	0.22000000000000003
wavelet-HHL	firstorder	Variance	149.59883596888815	86.4587945439757	94.74985123691367	132.25507968318703	45.25646027674017	77.3259573383491	302.28675400437254	871.4606170648217
wavelet-HHL	glcm	Autocorrelation	6.299860924873414	6.391599091226611	6.350288694605969	42.26923813023451	1.413888888888889	2.4484552400841997	6.896367521367522	12.33076923076923
wavelet-HHL	glcm	JointAverage	2.507754745252403	2.5254964839009406	2.5184092882217337	6.501000814474536	1.1930555555555555	1.5657795070690996	2.6239316239316244	3.4935897435897436
wavelet-HHL	glcm	ClusterProminence	1.0378485280690082	0.7499591912591832	0.8254701381636382	1.9832374243472242	0.0885533950617284	0.8243584692349736	2.947685140532122	11.330262962962964
wavelet-HHL	glcm	ClusterShade	-0.01712496346116966	-0.12209797072016106	-0.013497755145674806	-0.03836698446590529	0.014172839506172827	0.06005562098487845	-0.014827015405718865	-0.7771225071225069
wavelet-HHL	glcm	ClusterTendency	0.6535998740439339	0.5761161426302969	0.5811617745958739	0.6827473447514602	0.17657407407407408	0.5807063621096694	1.0279855175688508	2.0532478632478637
wavelet-HHL	glcm	Contrast	0.610664556857777	0.5243571880060505	0.5499388785933065	0.6578910304483727	0.33055555555555555	0.6050250277625843	0.997863247863248	2.4256410256410255
wavelet-HHL	glcm	Correlation	0.03703462309134214	0.04769519275056211	0.027885695789200082	0.017882330934652392	0.13611111111111132	-0.008488137412705005	0.03091395204211056	-0.14697066771623857
wavelet-HHL	glcm	DifferenceAverage	0.541737994198053	0.49671995233902694	0.5186543503534528	0.5619296218424006	0.33055555555555555	0.549398753584274	0.7286324786324786	1.3025641025641026
wavelet-HHL	glcm	DifferenceEntropy	1.1220862415500454	1.0470980218221053	1.074404313895768	1.186433177835332	0.5648744047515258	1.0689641848272207	1.0038348883965946	0.20309414838014206
wavelet-HHL	glcm	DifferenceVariance	0.29714050793395363	0.26356988301790796	0.2739806140279965	0.3356711638837137	0.13953703703703704	0.2827544827560019	0.2811906457739791	0.19452991452991453
wavelet-HHL	glcm	JointEnergy	0.23497696920337952	0.2557986420001749	0.24076877089719154	0.2230372454271291	0.6068981481481481	0.24898678408338443	0.2537096391263058	0.271474358974359
wavelet-HHL	glcm	JointEntropy	2.326780817078277	2.106591621036974	2.1925312347993304	2.442521764128142	0.9509855158626368	2.1656155405654682	2.2401757538829106	2.030672591687552
wavelet-HHL	glcm	Imc1	-0.07302166233106808	-0.04959480798553485	-0.0399801986835222	-0.02486746479216941	-0.1509465703268689	-0.09686423885851606	-0.5096553719048494	-0.8712633662455773
wavelet-HHL	glcm	Imc2	0.36068649297237315	0.23176358755725104	0.26265391405368255	0.18662945870731665	0.3131137861688157	0.42731937454648483	0.8610025344981298	0.9672566377801639
wavelet-HHL	glcm	Idm	0.7360236591669461	0.7544037473971889	0.7438012776472591	0.7282340088373499	0.8347222222222223	0.730863250625694	0.6626068376068376	0.4610256410256411
wavelet-HHL	glcm	Idmn	0.9653504392873055	0.9488398459224884	0.9682027341105088	0.9935844070172006	0.9338888888888889	0.9420648637242789	0.9464605329311213	0.9199639129269337
wavelet-HHL	glcm	Id	0.7404002318757296	0.7562462297749903	0.7458869128632492	0.7327805203050823	0.8347222222222223	0.7345716689042482	0.6789529914529915	0.5038461538461538
wavelet-HHL	glcm	Idn	0.8939249782240719	0.8772018736985945	0.8973119475373046	0.9496043266323316	0.8898148148148147	0.8654316253128471	0.8630647130647132	0.8073565323565325
wavelet-HHL	glcm	InverseVariance	0.48349116018470273	0.47253737113038147	0.4912803881435809	0.4964435922560264	0.33055555555555555	0.5007257636782524	0.5081908831908832	0.6225783475783475
wavelet-HHL	glcm	MaximumProbability	0.28955891256396965	0.3230615274869508	0.2827369699776141	0.24950353698240674	0.6833333333333332	0.3180341811280725	0.33547008547008544	0.2935897435897436
wavelet-HHL	glcm	SumEntropy	1.664050121092537	1.5567070368072646	1.6051882285938992	1.73153213770114	0.6204299603070814	1.5403195790276927	1.491325133359023	0.9908538096029863
wavelet-HHL	glcm	SumSquares	0.31606610772542776	0.2751183326590868	0.28277516329729513	0.3351595937999582	0.1267824074074074	0.2964328474680634	0.5064621913580247	1.1197222222222223
wavelet-HHL	glrlm	GrayLevelNonUniformity	36.072859262241096	39.733654731728315	54.83449079847359	3913.9733505444246	6.309848484848485	15.733366773029898	5.467740429505136	2.103785103785104
wavelet-HHL	glrlm	GrayLevelNonUniformityNormalized	0.4540458621036531	0.4887375964209112	0.4752920813266016	0.438926167764367	0.5996621518212426	0.4796270300991299	0.3501123823502922	0.21878791402600928
wavelet-HHL	glrlm	GrayLevelVariance	0.3514832210029957	0.2746253590593106	0.30094693791600274	0.409528303865603	0.2001689240893786	0.29979335951536706	0.6201152299678879	1.6362366029032693
wavelet-HHL	glrlm	HighGrayLevelRunEmphasis	6.782823277808499	6.4901524986652595	6.617806111118822	42.733776606530924	1.8382575757575756	2.879238598861131	7.41936454068807	12.302808302808302
wavelet-HHL	glrlm	LongRunEmphasis	2.5127430070376224	2.8606482262088386	2.7158322276619153	4.931615732792481	1.4715488215488215	2.022193801421604	1.5945216548157726	1.15018315018315
wavelet-HHL	glrlm	LongRunHighGrayLevelEmphasis	16.79850343329647	19.363349002016577	17.987559603736166	209.7921443499869	2.3848063973063973	5.64691302145248	11.708933060403648	14.77167277167277
wavelet-HHL	glrlm	LongRunLowGrayLevelEmphasis	0.4616504341871736	0.503523739475585	0.48969724017502486	0.11936202756351134	1.2432344276094278	1.1504885655807073	0.31522887288818663	0.21576448243114915
wavelet-HHL	glrlm	LowGrayLevelRunEmphasis	0.19359546374269795	0.1892117828821522	0.18560015475515607	0.024506185418866913	0.790435606060606	0.5646649194515402	0.2172913324874109	0.2055172296838964
wavelet-HHL	glrlm	RunEntropy	2.3645876062663076	2.29832206821853	2.365437729718256	3.0709457992341105	1.3267257781768185	2.008680761112547	2.1117618119925745	2.3071192886619034
wavelet-HHL	glrlm	RunLengthNonUniformity	43.845833825879595	41.92246076699036	61.52611691228108	3652.170762562865	8.17979797979798	20.85206821893897	12.220798319327733	9.078144078144078
wavelet-HHL	glrlm	RunLengthNonUniformityNormalized	0.5378737696553701	0.5032598905130997	0.5250075003918332	0.40267716002211357	0.7694541373329251	0.6216102200526433	0.7635338066221965	0.9319340271721224
wavelet-HHL	glrlm	RunPercentage	0.7144837144837145	0.676923076923077	0.6946246524559777	0.5670175782206336	0.875	0.7802197802197802	0.8632478632478635	0.9615384615384616
wavelet-HHL	glrlm	RunVariance	0.43159815994649364	0.5282899994516715	0.5524808972748396	1.540749767792886	0.13687786960514234	0.29058485369471093	0.1502162697658249	0.034032986413938794
wavelet-HHL	glrlm	ShortRunEmphasis	0.7377945596994552	0.7068981036055925	0.73715415234971	0.6395545123117787	0.8924008604564161	0.7999235297881546	0.8738054837319543	0.9624542124542124
wavelet-HHL	glrlm	ShortRunHighGrayLevelEmphasis	5.060167205446352	4.459048104921096	4.867509881504272	27.39131072203439	1.711908436213992	2.3464339519953215	6.506160444947209	11.685592185592185
wavelet-HHL	glrlm	ShortRunLowGrayLevelEmphasis	0.14676172342200536	0.13978899789928736	0.13922356609206854	0.01581251028478301	0.6875239665170221	0.447770493403186	0.19648690940051233	0.2029554164970832
wavelet-HHL	glszm	GrayLevelNonUniformity	1.6666666666666667	1.5	1.4	89.75102040816327	1.6666666666666667	1.0	1.0	1.3333333333333333
wavelet-HHL	glszm	GrayLevelNonUniformityNormalized	0.2777777777777778	0.375	0.28	0.36633069554352354	0.5555555555555556	0.3333333333333333	0.25	0.2222222222222222
wavelet-HHL	glszm	GrayLevelVariance	1.5833333333333333	0.5	1.04	3.000749687630154	0.2222222222222222	0.6666666666666666	1.25	1.8055555555555554
wavelet-HHL	glszm	HighGrayLevelZoneEmphasis	7.833333333333333	4.5	7.8	44.06530612244898	3.0	4.666666666666667	7.5	9.833333333333334
wavelet-HHL	glszm	LargeAreaEmphasis	958.8333333333334	1727.5	2626.0	464605.1836734694	28.666666666666668	284.6666666666667	29.5	3.3333333333333335
wavelet-HHL	glszm	LargeAreaHighGrayLevelEmphasis	6545.833333333333	12029.25	17238.0	19762610.530612245	33.666666666666664	816.3333333333334	209.25	48.166666666666664
wavelet-HHL	glszm	LargeAreaLowGrayLevelEmphasis	164.6875	289.84027777777777	469.69444444444446	11184.222298439821	27.416666666666668	152.12037037037035	5.152777777777778	0.44449074074074074
wavelet-HHL	glszm	LowGrayLevelZoneEmphasis	0.41435185185185186	0.4027777777777778	0.30694444444444446	0.03500263907528242	0.5	0.4537037037037037	0.3559027777777778	0.2856018518518519
wavelet-HHL	glszm	SizeZoneNonUniformity	3.0	1.0	1.4	75.20408163265306	1.0	1.0	1.0	2.3333333333333335
wavelet-HHL	glszm	SizeZoneNonUniformityNormalized	0.5	0.25	0.28	0.3069554352353186	0.3333333333333333	0.3333333333333333	0.25	0.3888888888888889
wavelet-HHL	glszm	SmallAreaEmphasis	0.6667846311685647	0.31265003480025144	0.45006099419988105	0.5685872909330374	0.4207818930041152	0.3349922596404428	0.32150829081632654	0.6018518518518519
wavelet-HHL	glszm	SmallAreaHighGrayLevelEmphasis	5.667395013850416	0.5009053149822558	2.8003926977989293	24.302919360639756	1.6707818930041152	3.0035492854753514	1.3055644132653061	3.2129629629629632
wavelet-HHL	glszm	SmallAreaLowGrayLevelEmphasis	0.35418903309280353	0.26565403159502815	0.22535833963332014	0.022346440520503576	0.10828189300411523	0.03822337355208601	0.2556157879818594	0.2574537037037037
wavelet-HHL	glszm	ZoneEntropy	1.9182958340544882	1.9999999999999987	2.321928094887361	3.992005370984188	1.5849625007211552	1.5849625007211552	1.9999999999999987	2.2516291673878213
wavelet-HHL	glszm	ZonePercentage	0.05405405405405406	0.03333333333333333	0.030120481927710843	0.015595162316995544	0.25	0.07142857142857142	0.2222222222222222	0.6
wavelet-HHL	glszm	ZoneVariance	616.5833333333333	827.5	1523.7600000000002	460493.495210329	12.666666666666664	88.66666666666666	9.25	0.5555555555555556
wavelet-HHL	gldm	DependenceEntropy	4.550746486300298	4.586075258445783	4.775507990757011	4.8997078231439	2.688721875540865	3.6786467453731104	3.3502090290998936	2.246439344671014
wavelet-HHL	gldm	DependenceNonUniformity	9.864864864864865	10.8	12.25301204819277	1336.6272437937619	2.0	6.428571428571429	3.0	3.4
wavelet-HHL	gldm	DependenceNonUniformityNormalized	0.088872656440224	0.09	0.07381332559152272	0.08508130132360038	0.16666666666666666	0.15306122448979592	0.16666666666666666	0.34
wavelet-HHL	gldm	DependenceVariance	12.244136027919811	12.673333333333334	14.008419219044853	13.632080277434612	3.6666666666666665	5.061224489795918	3.6913580246913575	0.6
wavelet-HHL	gldm	GrayLevelNonUniformity	51.86486486486486	59.35	80.08433734939759	7258.974411203056	7.5	20.333333333333332	6.555555555555555	2.2
wavelet-HHL	gldm	GrayLevelVariance	0.3210778345913481	0.2660416666666666	0.28581797067789233	0.3455956363771915	0.1875	0.2885487528344671	0.5709876543209876	1.6099999999999999
wavelet-HHL	gldm	HighGrayLevelEmphasis	6.72972972972973	6.641666666666667	6.626506024096385	42.641120305537875	1.75	2.8333333333333335	7.388888888888889	12.5
wavelet-HHL	gldm	LargeDependenceEmphasis	83.1981981981982	101.03333333333333	93.92771084337349	163.87943984723105	19.666666666666668	50.142857142857146	24.444444444444443	4.6
wavelet-HHL	gldm	LargeDependenceHighGrayLevelEmphasis	546.5135135135135	715.8583333333333	628.3493975903615	6961.098026734564	21.916666666666668	132.11904761904762	181.27777777777777	71.3
wavelet-HHL	gldm	LargeDependenceLowGrayLevelEmphasis	14.877502502502503	16.60486111111111	16.47523427041499	3.952684665151984	19.104166666666668	29.67526455026455	3.893518518518518	0.43963888888888886
wavelet-HHL	gldm	LowGrayLevelEmphasis	0.1888138138138138	0.18217592592592594	0.18281459170013387	0.024333791561158495	0.8125	0.5681216931216931	0.20910493827160492	0.19897222222222224
wavelet-HHL	gldm	SmallDependenceEmphasis	0.057021197642809426	0.02861702693173306	0.037806631289048924	0.020864627809553962	0.1703689531368103	0.05466601012480728	0.12572003338372387	0.4333333333333333
wavelet-HHL	gldm	SmallDependenceHighGrayLevelEmphasis	0.44568682353695593	0.12543838702656446	0.24990909182162763	0.9036212578493208	0.5453689531368102	0.2937621598007343	0.7571385267069791	3.1333333333333333
wavelet-HHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.022850438134627598	0.012405082307943481	0.011165796700029684	0.0006503188342190821	0.07661895313681027	0.021346999160851973	0.06545523816522494	0.15963888888888889
wavelet-HHL	ngtdm	Busyness	2.331558357223687	4.350684129186675	3.648637893317005	34.736998378324486	4.580952380952381	2.3364868174461195	0.4709447415329769	0.1571215986394558
wavelet-HHL	ngtdm	Coarseness	0.0397392686968365	0.036101922861632274	0.025388633040593227	0.0002795151675920511	0.4365904365904366	0.10450991834763859	0.2548069644208933	0.5682586930050061
wavelet-HHL	ngtdm	Complexity	3.3472497223654845	1.8500326201253379	3.417837281159156	26.653262494436255	0.3817460317460317	1.8287226573594166	3.949477029869186	7.671896825396824
wavelet-HHL	ngtdm	Contrast	0.027976790824452303	0.042299334801160944	0.0242335605307967	0.004090529483941391	0.07462797619047618	0.04848629497239934	0.06972760422288382	0.14769833333333335
wavelet-HHL	ngtdm	Strength	0.2167208223354794	0.12666354187366002	0.14552414104281847	0.022951934806886995	0.41874376869391833	0.3171242660498483	1.1120636391720728	4.033220866856994
wavelet-HHH	firstorder	10Percentile	-7.271151483261914	-4.920799424906174	-5.166084346030692	-5.079887975374036	-4.267417108618292	-3.940940544665138	-5.019310509035151	-7.676944118830294
wavelet-HHH	firstorder	90Percentile	8.293781449916569	4.885864085363332	5.776495430684831	5.032157210778538	4.135573692105514	4.390498958013258	3.8319364930365007	10.451283034033962
wavelet-HHH	firstorder	Energy	10001001.14389628	10797805.804952225	14931552.385322336	1414005361.0141692	1083233.3445267365	3782425.252370414	1619173.2531361524	896859.6808799226
wavelet-HHH	firstorder	Entropy	0.9999414530250412	0.9999999999999993	0.9990574042663853	1.0118571015061644	0.9999999999999993	0.9983636725938123	0.9999999999999993	0.881290899230692
wavelet-HHH	firstorder	InterquartileRange	7.891232262890661	5.51494864024791	5.4677447805190695	4.683618643248806	4.123673270460042	3.063559766780183	5.706273988737561	9.164306123655567
wavelet-HHH	firstorder	Kurtosis	2.8396572859529017	2.5452490962087926	4.242541399576769	7.323043750497499	2.533460510468308	4.581591153830703	2.2978310324561857	2.676746020449771
wavelet-HHH	firstorder	Maximum	12.869960762525773	9.596530094552314	14.085880056699827	28.803972634903644	7.707910861716564	7.870772212636521	6.9055439874719715	16.242316973539875
wavelet-HHH	firstorder	MeanAbsoluteDeviation	4.569490955700601	3.058342297736694	3.553862354824235	3.2722270416338075	2.968751039973313	2.399301383648374	2.824618249469062	6.581723483873593
wavelet-HHH	firstorder	Mean	0.10974643870214378	-0.05401527956804456	-0.12005002934568122	-0.024393799064923827	0.42603317120655465	0.07746500028169455	-0.09803258041864045	-0.627633339218588
wavelet-HHH	firstorder	Median	-0.07775786300015863	0.03645096454416257	0.25588138540572003	0.009938058616764075	-0.11695667970476858	0.3021358530854853	-0.017271889672254605	-3.966098633800905
wavelet-HHH	firstorder	Minimum	-14.401851609011896	-7.632977561380657	-17.507440019026962	-36.95780426223843	-6.10982841539104	-10.472095752817733	-6.61180309053376	-9.353595009191547
wavelet-HHH	firstorder	Range	27.27181237153767	17.22950765593297	31.593320075726787	65.76177689714208	13.817739277107604	18.342867965454253	13.51734707800573	25.595911982731423
wavelet-HHH	firstorder	RobustMeanAbsoluteDeviation	3.1571414276783933	2.2326523310203226	2.3857421249817055	1.998161648876296	1.6602380538469628	1.2997023310639084	1.922490946504182	4.618427761035025
wavelet-HHH	firstorder	RootMeanSquared	300.165136890464	299.9695235207546	299.9151725987764	300.0111774932547	300.4487400160434	300.0962247414277	299.92343959529927	299.47615612597986
wavelet-HHH	firstorder	Skewness	-0.1294122052359007	0.21659816361276915	-0.2470749863711456	-0.18560947474056408	0.11930339409158677	-0.6429701564697362	-0.022774373361518344	0.978328387675887
wavelet-HHH	firstorder	TotalEnergy	10001001.14389628	10797805.804952225	14931552.385322336	1414005361.0141692	1083233.3445267365	3782425.252370414	1619173.2531361524	896859.6808799226
wavelet-HHH	firstorder	Uniformity	0.5000405811216622	0.5	0.5006532152707215	0.49892588494275425	0.5	0.5011337868480725	0.5	0.58
wavelet-HHH	firstorder	Variance	33.24949696889317	14.121291358936684	21.126360551706465	21.342305270714412	13.643970241135897	11.25910306219127	12.879556539497521	62.15416791491664
wavelet-HHH	glcm	Autocorrelation	2.2314219195385916	2.249961177248089	2.2614731768200973	6.256522988646667	2.7138888888888886	2.4018244575936882	2.2457264957264957	1.4256410256410257
wavelet-HHH	glcm	JointAverage	1.4950119265553534	1.501910150058626	1.5048514290819925	2.501940328021216	1.6444444444444446	1.5521335753236207	1.5	1.1955128205128205
wavelet-HHH	glcm	ClusterProminence	0.492056798706056	0.4875287699684216	0.49361929493427686	0.5107192863848151	0.19749506172839504	0.4783531480852469	0.443508224269943	0.15085226139601146
wavelet-HHH	glcm	ClusterShade	0.007093961274605694	-0.0011681661271703708	-0.0054858276909094845	-0.005887159147971844	0.005827160493827197	-0.05462332031494595	0.03445512820512834	0.04716168091168095
wavelet-HHH	glcm	ClusterTendency	0.49190700109371094	0.48757625402287097	0.4935533633767259	0.4978346089693516	0.2707407407407407	0.4747206348959926	0.45592948717948717	0.19322649572649572
wavelet-HHH	glcm	Contrast	0.5072277202549369	0.511538545855579	0.506162220851762	0.5105662211662579	0.4388888888888889	0.5091525367543467	0.5085470085470085	0.32179487179487176
wavelet-HHH	glcm	Correlation	-0.01527066470282311	-0.02397812641092404	-0.012586859054252051	-0.012632640829462314	-0.03611111111111089	-0.033106669368098036	-0.05836385836385831	0.2364468864468866
wavelet-HHH	glcm	DifferenceAverage	0.5072277202549369	0.511538545855579	0.506162220851762	0.508310196559046	0.4388888888888889	0.5091525367543467	0.5085470085470085	0.32179487179487176
wavelet-HHH	glcm	DifferenceEntropy	0.9781643312858866	0.9911309092882953	0.9704128650390899	1.0086427009030898	0.627455863120917	0.9581079260949985	0.9000414373145099	0.48774988322385665
wavelet-HHH	glcm	DifferenceVariance	0.24251756508586225	0.246940064263188	0.239974546904852	0.2512841358987555	0.1537037037037037	0.23586483162168986	0.21708808167141502	0.11784188034188035
wavelet-HHH	glcm	JointEnergy	0.2579150742398138	0.25350253579758697	0.26016766098090394	0.2499130652578329	0.49148148148148146	0.2721985825531405	0.3006736704653371	0.624647435897436
wavelet-HHH	glcm	JointEntropy	1.976962363860197	1.9898165225952913	1.9700258805766138	2.0199322275648686	1.2344817659347525	1.934814762053855	1.828877361462069	0.9124481684885877
wavelet-HHH	glcm	Imc1	-0.021800683687109298	-0.008911060921804817	-0.029567167102940165	-0.003176290470169848	-0.2549243646355841	-0.0426529806985565	-0.12306175344225677	-0.17961923390701237
wavelet-HHH	glcm	Imc2	0.1644874663805086	0.1069837911711908	0.18655073676056322	0.06337070816359182	0.43898416559907605	0.21557245008830053	0.3696878839669275	0.3518741827552901
wavelet-HHH	glcm	Idm	0.7463861398725313	0.7442307270722105	0.7469188895741189	0.7460705041811982	0.7805555555555554	0.7454237316228265	0.7457264957264957	0.8391025641025641
