Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_27_segment_Rt Cerebellar	1: RTSTRUCT: ANON_27_segment_Lt Occipital	1: RTSTRUCT: ANON_27_segment_Rt Mesial Frontal
log-sigma-1-0-mm-3D	firstorder	Minimum	-126.53022003173828	-71.58512878417969	-78.87501525878906
log-sigma-1-0-mm-3D	firstorder	Range	245.45653533935547	86.45244693756104	62.01054763793945
log-sigma-1-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	11.341521327349279	11.389173230048545	11.014456060197618
log-sigma-1-0-mm-3D	firstorder	RootMeanSquared	286.98118088483056	267.2261772215498	248.1992360229071
log-sigma-1-0-mm-3D	firstorder	Skewness	0.8686854668727043	0.37517713929214075	0.376885949074937
log-sigma-1-0-mm-3D	firstorder	TotalEnergy	360975982.6319332	15852982.213922378	1891803.9821213456
log-sigma-1-0-mm-3D	firstorder	Uniformity	0.3166186803607096	0.3462787111435759	0.3046875
log-sigma-1-0-mm-3D	firstorder	Variance	672.3903235865107	396.02504039406983	358.2603940092494
log-sigma-1-0-mm-3D	glcm	Autocorrelation	35.558110765905035	4.3967899452604975	4.862500000000001
log-sigma-1-0-mm-3D	glcm	JointAverage	5.920213778360245	2.045054546621185	2.152840909090909
log-sigma-1-0-mm-3D	glcm	ClusterProminence	62.13071234897241	9.46657953674079	9.998332034433838
log-sigma-1-0-mm-3D	glcm	ClusterShade	5.079871403301178	1.437442129712599	1.1162186795642368
log-sigma-1-0-mm-3D	glcm	ClusterTendency	3.245554627924884	1.762727064988478	2.012749655647383
log-sigma-1-0-mm-3D	glcm	Contrast	1.2090161251597513	0.918238533115284	1.1049242424242423
log-sigma-1-0-mm-3D	glcm	Correlation	0.45717931235971765	0.29219689991576525	0.2933861233986711
log-sigma-1-0-mm-3D	glcm	DifferenceAverage	0.7185634204313062	0.675233792893833	0.821590909090909
log-sigma-1-0-mm-3D	glcm	DifferenceEntropy	1.5686150019180074	1.3030680625048847	1.3213604878160818
log-sigma-1-0-mm-3D	glcm	DifferenceVariance	0.6801922237873386	0.403700998821208	0.41055957300275486
log-sigma-1-0-mm-3D	glcm	JointEnergy	0.1295345222106005	0.16449481956017267	0.13332730716253446
log-sigma-1-0-mm-3D	glcm	JointEntropy	3.7661874212759816	3.0136466864894	3.0249818007189697
log-sigma-1-0-mm-3D	glcm	Imc1	-0.1092592793094361	-0.1586805250553914	-0.29962976453300294
log-sigma-1-0-mm-3D	glcm	Imc2	0.5659560747110967	0.5382965707508391	0.7808132643122631
log-sigma-1-0-mm-3D	glcm	Idm	0.6877491695739809	0.6866835775752287	0.6175378787878788
log-sigma-1-0-mm-3D	glcm	Idmn	0.9904695694643273	0.9506110696874754	0.9400044563279857
log-sigma-1-0-mm-3D	glcm	Id	0.7062998501725508	0.7015585936511192	0.6364267676767676
log-sigma-1-0-mm-3D	glcm	Idn	0.9430624241927565	0.8729019365784583	0.8451262626262627
log-sigma-1-0-mm-3D	glcm	InverseVariance	0.4279865977897303	0.475121366844973	0.5736742424242425
log-sigma-1-0-mm-3D	glcm	MaximumProbability	0.2669644826256359	0.3003214579617775	0.1871212121212121
log-sigma-1-0-mm-3D	glcm	SumEntropy	2.73737008655885	2.2692102400204117	2.1239798498532227
log-sigma-1-0-mm-3D	glcm	SumSquares	1.1136426882711588	0.6702413995259404	0.7794184745179064
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformity	686.9233700949145	46.70067905548305	3.777264402264402
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.25961326607242663	0.30482279783594896	0.30277219104017306
log-sigma-1-0-mm-3D	glrlm	GrayLevelVariance	1.5191288461384909	0.8579865682737547	0.8657931451387995
log-sigma-1-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	38.090759014207826	5.587958026165018	6.44451381951382
log-sigma-1-0-mm-3D	glrlm	LongRunEmphasis	4.560173609566177	3.628124598950171	2.0037046287046287
log-sigma-1-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	158.33434072300133	18.078607930460944	11.82115800865801
log-sigma-1-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	0.14278812816157446	1.2964320414324522	0.6698122479372479
log-sigma-1-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.031716688871210263	0.38957847688386776	0.32201724779849783
log-sigma-1-0-mm-3D	glrlm	RunEntropy	3.753841343601422	2.9602647743146897	2.391579468945186
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformity	1260.3942817716243	92.35515404555227	8.098859473859473
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.47097717835270836	0.5589787337800541	0.6418856527810074
log-sigma-1-0-mm-3D	glrlm	RunPercentage	0.6012566033099914	0.6891891891891893	0.78125
log-sigma-1-0-mm-3D	glrlm	RunVariance	1.6625623932980669	0.9426162249141231	0.3251057273285045
log-sigma-1-0-mm-3D	glrlm	ShortRunEmphasis	0.7102746769580826	0.7516350612370778	0.8227270414770413
log-sigma-1-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	28.211037011689488	4.466663633544746	5.521228193103193
log-sigma-1-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.0224033244336488	0.28865285028337007	0.2499745022531481
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformity	24.6231884057971	2.142857142857143	1.0
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.17842890149128335	0.30612244897959184	0.25
log-sigma-1-0-mm-3D	glszm	GrayLevelVariance	4.35060911573199	0.9795918367346939	1.25
log-sigma-1-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	55.29710144927536	9.142857142857142	7.5
log-sigma-1-0-mm-3D	glszm	LargeAreaEmphasis	41870.26811594203	2401.1428571428573	19.5
log-sigma-1-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	1394705.384057971	10039.714285714286	103.25
log-sigma-1-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	1299.397605551167	843.4543650793651	5.819444444444445
log-sigma-1-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.0360432382019762	0.24404761904761904	0.3559027777777778
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformity	26.18840579710145	1.2857142857142858	1.0
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.18977105650073514	0.1836734693877551	0.25
log-sigma-1-0-mm-3D	glszm	SmallAreaEmphasis	0.42013476724946835	0.3220008392772879	0.11100481859410431
log-sigma-1-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	24.32204484531688	3.900281302735407	1.1888109410430838
log-sigma-1-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.018426302139872577	0.02886459290346555	0.03469564909297052
log-sigma-1-0-mm-3D	glszm	ZoneEntropy	5.352592930218546	2.807354922057602	1.9999999999999987
log-sigma-1-0-mm-3D	glszm	ZonePercentage	0.03148528405201916	0.03153153153153153	0.25
log-sigma-1-0-mm-3D	glszm	ZoneVariance	40861.51528040328	1395.3469387755104	3.5
log-sigma-1-0-mm-3D	gldm	DependenceEntropy	6.098227344560992	5.298015070690182	2.780639062229564
log-sigma-1-0-mm-3D	gldm	DependenceNonUniformity	204.0116358658453	16.73873873873874	6.5
log-sigma-1-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.04654611815328435	0.0753997240483727	0.40625
log-sigma-1-0-mm-3D	gldm	DependenceVariance	37.42153808226242	24.272705137570007	0.4375
log-sigma-1-0-mm-3D	gldm	GrayLevelNonUniformity	1387.7396760209901	76.87387387387388	4.875
log-sigma-1-0-mm-3D	gldm	GrayLevelVariance	1.1453215446879597	0.7498579660741823	0.83984375
log-sigma-1-0-mm-3D	gldm	HighGrayLevelEmphasis	36.35843029888204	5.27027027027027	6.1875
log-sigma-1-0-mm-3D	gldm	LargeDependenceEmphasis	166.6376910791695	106.73873873873873	8.0
log-sigma-1-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	5582.956650695871	445.2522522522523	41.0625
log-sigma-1-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	5.204489853691629	36.51163663663664	2.9461805555555554
log-sigma-1-0-mm-3D	gldm	LowGrayLevelEmphasis	0.03167756640447271	0.381006006006006	0.3324652777777778
log-sigma-1-0-mm-3D	gldm	SmallDependenceEmphasis	0.03654250942652963	0.036764202580223566	0.15711805555555555
log-sigma-1-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	1.7961470860690427	0.30051701594754454	1.1666666666666667
log-sigma-1-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.0012796419224892523	0.010037309328678553	0.0427758487654321
log-sigma-1-0-mm-3D	ngtdm	Busyness	5.575837095809484	6.0454270947710285	0.4817084942084942
log-sigma-1-0-mm-3D	ngtdm	Coarseness	0.001934647047101978	0.03302335544538489	0.44885282035868146
log-sigma-1-0-mm-3D	ngtdm	Complexity	27.596219412596138	2.722702275158486	2.863516478561121
log-sigma-1-0-mm-3D	ngtdm	Contrast	0.01070131517828688	0.0639413567989948	0.08157857259114583
log-sigma-1-0-mm-3D	ngtdm	Strength	0.108903234136383	0.1507035765807174	1.8230563002680966
log-sigma-2-0-mm-3D	firstorder	10Percentile	-56.37850494384765	-69.06724243164062	-68.27856826782227
log-sigma-2-0-mm-3D	firstorder	90Percentile	3.923457336425786	-22.98978099822998	-44.09019470214844
log-sigma-2-0-mm-3D	firstorder	Energy	327614858.3849796	14395169.555740159	952658.5300586594
log-sigma-2-0-mm-3D	firstorder	Entropy	2.0072849708708955	1.6689299953635535	0.8960382325345568
log-sigma-2-0-mm-3D	firstorder	InterquartileRange	29.70744228363037	30.808180809020996	13.177776336669922
log-sigma-2-0-mm-3D	firstorder	Kurtosis	4.079242155680534	1.9577435449116178	1.9288544183854013
log-sigma-2-0-mm-3D	firstorder	Maximum	95.94151306152344	-12.151050567626953	-39.851295471191406
log-sigma-2-0-mm-3D	firstorder	MeanAbsoluteDeviation	18.526826088972626	15.7006907373674	7.983636379241943
log-sigma-2-0-mm-3D	firstorder	Mean	-27.651823296541224	-46.00387463268933	-56.16636848449707
log-sigma-2-0-mm-3D	firstorder	Median	-29.63710594177246	-46.80620193481445	-55.69607734680176
log-sigma-2-0-mm-3D	firstorder	Minimum	-82.11430358886719	-83.86099243164062	-70.64347839355469
log-sigma-2-0-mm-3D	firstorder	Range	178.05581665039062	71.70994186401367	30.79218292236328
log-sigma-2-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	12.522750553421917	12.241904770786112	5.823828061421712
log-sigma-2-0-mm-3D	firstorder	RootMeanSquared	273.398457369686	254.64309554146104	244.01056970685966
log-sigma-2-0-mm-3D	firstorder	Skewness	0.707562660334152	-0.1365340257100522	0.09448868960881063
log-sigma-2-0-mm-3D	firstorder	TotalEnergy	327614858.3849796	14395169.555740159	1828489.7593061365
log-sigma-2-0-mm-3D	firstorder	Uniformity	0.295246412036549	0.35342098855612364	0.5703125
log-sigma-2-0-mm-3D	firstorder	Variance	573.1871384256319	329.0744053310512	86.3182706281532
log-sigma-2-0-mm-3D	glcm	Autocorrelation	11.648115854015423	6.157264685352833	1.5780303030303031
log-sigma-2-0-mm-3D	glcm	JointAverage	3.3177380709978666	2.436671412681492	1.2443181818181819
log-sigma-2-0-mm-3D	glcm	ClusterProminence	38.74447786780378	6.026463822777881	0.522684940122487
log-sigma-2-0-mm-3D	glcm	ClusterShade	3.6117902803938664	0.07384623437949092	0.28001502629601804
log-sigma-2-0-mm-3D	glcm	ClusterTendency	3.1904856120426293	1.561279553952346	0.4282713498622589
log-sigma-2-0-mm-3D	glcm	Contrast	0.6293616420340454	0.6980017139952361	0.3098484848484849
log-sigma-2-0-mm-3D	glcm	Correlation	0.6699653330465819	0.38184246391903376	0.16143790849673184
log-sigma-2-0-mm-3D	glcm	DifferenceAverage	0.5263554476143331	0.6030365432482042	0.3098484848484849
log-sigma-2-0-mm-3D	glcm	DifferenceEntropy	1.2053912824966524	1.1450904366698107	0.8441660643753701
log-sigma-2-0-mm-3D	glcm	DifferenceVariance	0.3413377264230152	0.30298663880497406	0.19930899908172633
log-sigma-2-0-mm-3D	glcm	JointEnergy	0.12839880506200296	0.1560093345661796	0.4316310835629017
log-sigma-2-0-mm-3D	glcm	JointEntropy	3.48215190262358	2.9882950588886135	1.5067888706741919
log-sigma-2-0-mm-3D	glcm	Imc1	-0.23203814901204656	-0.16038895491820296	-0.11974725606510152
log-sigma-2-0-mm-3D	glcm	Imc2	0.7555728964221264	0.5972509282805049	0.38198722013350206
log-sigma-2-0-mm-3D	glcm	Idm	0.7471136047656647	0.7079782454506011	0.8450757575757576
log-sigma-2-0-mm-3D	glcm	Idmn	0.9904766335755626	0.9606169316016984	0.938030303030303
log-sigma-2-0-mm-3D	glcm	Id	0.7533210440326545	0.7143092568337365	0.8450757575757576
log-sigma-2-0-mm-3D	glcm	Idn	0.9426441720026388	0.8825581970419271	0.8967171717171716
log-sigma-2-0-mm-3D	glcm	InverseVariance	0.4424773580302666	0.5199420188445514	0.3098484848484849
log-sigma-2-0-mm-3D	glcm	MaximumProbability	0.2588432854970676	0.2308939430393589	0.6007575757575757
log-sigma-2-0-mm-3D	glcm	SumEntropy	2.8029271456038596	2.262739843009613	1.1969403858257075
log-sigma-2-0-mm-3D	glcm	SumSquares	0.9549618135191686	0.5648203169868955	0.18452995867768596
log-sigma-2-0-mm-3D	glrlm	GrayLevelNonUniformity	655.897740847157	51.04890903295889	4.275252525252526
log-sigma-2-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.27065060310530353	0.33411778123658575	0.5025762677277829
log-sigma-2-0-mm-3D	glrlm	GrayLevelVariance	1.159614628109951	0.6731172596138018	0.24871186613610854
log-sigma-2-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	13.925141619055948	8.116671719490336	2.4242424242424243
log-sigma-2-0-mm-3D	glrlm	LongRunEmphasis	5.744885291805368	3.4702041381773556	4.934974747474747
log-sigma-2-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	64.5425351730357	23.887669927321465	7.890467171717171
log-sigma-2-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	0.6879844972878888	0.7398399186519876	4.196101641414142
log-sigma-2-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.10941230238018938	0.20562418059646517	0.6439393939393939
log-sigma-2-0-mm-3D	glrlm	RunEntropy	3.827941955233535	2.8143818100215188	1.929165689311941
log-sigma-2-0-mm-3D	glrlm	RunLengthNonUniformity	1017.354365324191	87.28848815241125	3.333964646464646
log-sigma-2-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.4066201768733254	0.5376916492250748	0.38067783261912047
log-sigma-2-0-mm-3D	glrlm	RunPercentage	0.5511328735148037	0.6891891891891893	0.53125
log-sigma-2-0-mm-3D	glrlm	RunVariance	2.069695751128541	0.8722686520336533	0.8381478930721354
log-sigma-2-0-mm-3D	glrlm	ShortRunEmphasis	0.6515618360196359	0.7429003675766832	0.534371492704826
log-sigma-2-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	9.974711716936259	6.427742366949631	1.7146903058361391
log-sigma-2-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.06573295469177692	0.15093111200813403	0.23929178942199775
log-sigma-2-0-mm-3D	glszm	GrayLevelNonUniformity	14.766666666666667	5.0	1.0
log-sigma-2-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.2461111111111111	0.45454545454545453	0.5
log-sigma-2-0-mm-3D	glszm	GrayLevelVariance	2.6275	0.9586776859504132	0.25
log-sigma-2-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	24.25	12.272727272727273	2.5
log-sigma-2-0-mm-3D	glszm	LargeAreaEmphasis	87827.45	1511.4545454545455	73.0
log-sigma-2-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	964609.4333333333	10390.0	110.5
log-sigma-2-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	9086.594150888133	269.8737373737374	63.625
log-sigma-2-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.13460707199546487	0.17361111111111113	0.625
log-sigma-2-0-mm-3D	glszm	SizeZoneNonUniformity	8.466666666666667	2.272727272727273	1.0
log-sigma-2-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.1411111111111111	0.2066115702479339	0.5
log-sigma-2-0-mm-3D	glszm	SmallAreaEmphasis	0.36430683119612434	0.378325050302643	0.024132231404958678
log-sigma-2-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	8.789054202899246	5.408544657084749	0.08413223140495868
log-sigma-2-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.03712516176092176	0.02857170620406083	0.009132231404958679
log-sigma-2-0-mm-3D	glszm	ZoneEntropy	4.882158204685772	2.8453509366224337	0.9999999999999993
log-sigma-2-0-mm-3D	glszm	ZonePercentage	0.013689253935660506	0.04954954954954955	0.125
log-sigma-2-0-mm-3D	glszm	ZoneVariance	82491.1475	1104.1487603305786	9.0
log-sigma-2-0-mm-3D	gldm	DependenceEntropy	6.175352120927307	4.752682516585022	2.655639062229564
log-sigma-2-0-mm-3D	gldm	DependenceNonUniformity	222.45608031028976	18.315315315315317	2.75
log-sigma-2-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.05075429621498739	0.08250142033925818	0.171875
log-sigma-2-0-mm-3D	gldm	DependenceVariance	30.119613825407303	14.29072315558802	3.8125
log-sigma-2-0-mm-3D	gldm	GrayLevelNonUniformity	1294.0650239561944	78.45945945945945	9.125
log-sigma-2-0-mm-3D	gldm	GrayLevelVariance	1.0050071603366229	0.6023050077104131	0.21484375
log-sigma-2-0-mm-3D	gldm	HighGrayLevelEmphasis	12.527492584987451	7.5225225225225225	1.9375
log-sigma-2-0-mm-3D	gldm	LargeDependenceEmphasis	190.66233173625372	96.75675675675676	26.375
log-sigma-2-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	1928.5703855806526	577.5855855855856	32.9375
log-sigma-2-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	24.53379413633276	20.49443193193193	24.734375
log-sigma-2-0-mm-3D	gldm	LowGrayLevelEmphasis	0.1160712979389033	0.2095845845845846	0.765625
log-sigma-2-0-mm-3D	gldm	SmallDependenceEmphasis	0.019107437576862257	0.04215928520201045	0.07749469521604939
log-sigma-2-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.3774893640730377	0.5215957585734846	0.23374469521604938
log-sigma-2-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.0018363622347963254	0.005893569260062967	0.03843219521604938
log-sigma-2-0-mm-3D	ngtdm	Busyness	12.42615349137783	3.2957153154376546	18.84821428571429
log-sigma-2-0-mm-3D	ngtdm	Coarseness	0.002516938730223651	0.037842801694488414	0.4244433917574609
log-sigma-2-0-mm-3D	ngtdm	Complexity	10.662906224322917	2.2811639896879976	0.29450334821428575
log-sigma-2-0-mm-3D	ngtdm	Contrast	0.013129212774424458	0.04233177818972269	0.06872122628348215
log-sigma-2-0-mm-3D	ngtdm	Strength	0.07462065407721148	0.15974631421865626	0.39078855547801805
log-sigma-3-0-mm-3D	firstorder	10Percentile	-61.52759857177734	-54.24616813659668	-56.07008361816406
log-sigma-3-0-mm-3D	firstorder	90Percentile	-9.502952766418455	-23.652766799926756	-36.73832130432129
log-sigma-3-0-mm-3D	firstorder	Energy	306152827.8012558	15266821.319248574	1021301.4350677239
log-sigma-3-0-mm-3D	firstorder	Entropy	1.8039925772857182	1.2128562827722615	0.9886994082884969
log-sigma-3-0-mm-3D	firstorder	InterquartileRange	26.485236167907715	17.650413036346436	12.309754371643066
log-sigma-3-0-mm-3D	firstorder	Kurtosis	3.394712154915924	2.366343827266853	1.9105353565462286
log-sigma-3-0-mm-3D	firstorder	Maximum	52.21443176269531	-9.309906005859375	-33.39656448364258
log-sigma-3-0-mm-3D	firstorder	MeanAbsoluteDeviation	16.039563085400026	9.791161960948259	6.48414534330368
log-sigma-3-0-mm-3D	firstorder	Mean	-36.49212461325123	-38.02534501617019	-47.46364998817444
log-sigma-3-0-mm-3D	firstorder	Median	-38.09532928466797	-38.11421012878418	-48.75791931152344
log-sigma-3-0-mm-3D	firstorder	Minimum	-90.18576049804688	-62.64028549194336	-57.09818649291992
log-sigma-3-0-mm-3D	firstorder	Range	142.4001922607422	53.330379486083984	23.701622009277344
log-sigma-3-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	11.079803058613608	7.191892072188952	4.725908120473226
log-sigma-3-0-mm-3D	firstorder	RootMeanSquared	264.29162563640233	262.23932848072315	252.64864870355578
log-sigma-3-0-mm-3D	firstorder	Skewness	0.47595420731355303	0.05865292033591858	0.43550037412133724
log-sigma-3-0-mm-3D	firstorder	TotalEnergy	306152827.8012558	15266821.319248574	1960239.8511783732
log-sigma-3-0-mm-3D	firstorder	Uniformity	0.33681701890025917	0.5188702215729243	0.5078125
log-sigma-3-0-mm-3D	firstorder	Variance	413.6629906939407	138.74554812395013	56.7316144374717
log-sigma-3-0-mm-3D	glcm	Autocorrelation	9.146707023157495	3.531964048079165	2.4844696969696973
log-sigma-3-0-mm-3D	glcm	JointAverage	2.945840163060225	1.8460773502670227	1.5467803030303031
log-sigma-3-0-mm-3D	glcm	ClusterProminence	18.719941673357788	2.1322808577325785	0.6882486900331578
log-sigma-3-0-mm-3D	glcm	ClusterShade	1.5147052222630326	-0.09096734738564703	-0.09545448110582383
log-sigma-3-0-mm-3D	glcm	ClusterTendency	2.276354165940064	0.8573020145682035	0.6794553489439854
log-sigma-3-0-mm-3D	glcm	Contrast	0.40503716050509114	0.3661451794851791	0.3117424242424242
log-sigma-3-0-mm-3D	glcm	Correlation	0.6963448767173177	0.40349197510018314	0.3706682206682203
log-sigma-3-0-mm-3D	glcm	DifferenceAverage	0.38109592963473177	0.36370974731629685	0.3117424242424242
log-sigma-3-0-mm-3D	glcm	DifferenceEntropy	1.0007404088537295	0.9348389116950098	0.8101920135337409
log-sigma-3-0-mm-3D	glcm	DifferenceVariance	0.2524529163647683	0.2277900264299764	0.1919484618916437
log-sigma-3-0-mm-3D	glcm	JointEnergy	0.1838264763855498	0.2963925461971849	0.31245265151515156
log-sigma-3-0-mm-3D	glcm	JointEntropy	2.9615508617461868	2.2175834369036056	1.8002576158427592
log-sigma-3-0-mm-3D	glcm	Imc1	-0.29228022026349554	-0.1354807259631982	-0.18804369419517997
log-sigma-3-0-mm-3D	glcm	Imc2	0.7823696752298692	0.5028049634043401	0.40189961990395096
log-sigma-3-0-mm-3D	glcm	Idm	0.8118461582696699	0.8183886695587397	0.8441287878787879
log-sigma-3-0-mm-3D	glcm	Idmn	0.9919541939951557	0.9634978866131227	0.9376515151515151
log-sigma-3-0-mm-3D	glcm	Id	0.8134259932059918	0.818551031703332	0.8441287878787879
log-sigma-3-0-mm-3D	glcm	Idn	0.9526949843203568	0.9091943347793697	0.8960858585858587
log-sigma-3-0-mm-3D	glcm	InverseVariance	0.3603007976614651	0.3615787441685248	0.3117424242424242
log-sigma-3-0-mm-3D	glcm	MaximumProbability	0.33812700107475663	0.4886356056726304	0.39090909090909093
log-sigma-3-0-mm-3D	glcm	SumEntropy	2.530346579534096	1.8462618872106669	1.4885151916003352
log-sigma-3-0-mm-3D	glcm	SumSquares	0.6703478316112889	0.3058617985133457	0.24779944329660236
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformity	604.7657641362795	58.351468860898585	4.314141414141415
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.29923853730674194	0.45918969036704177	0.5091194776043261
log-sigma-3-0-mm-3D	glrlm	GrayLevelVariance	0.8882434906270974	0.376298172860642	0.24544026119783693
log-sigma-3-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	11.483947476238216	4.694663965989001	2.6924242424242424
log-sigma-3-0-mm-3D	glrlm	LongRunEmphasis	9.47042726398706	4.917320933523907	5.313131313131313
log-sigma-3-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	85.19929125978881	19.113051511757412	14.585858585858585
log-sigma-3-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	1.3733165762438935	1.7722620692526	2.994949494949495
log-sigma-3-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.1314209476511688	0.33305602235432985	0.5768939393939394
log-sigma-3-0-mm-3D	glrlm	RunEntropy	3.9419100132817357	2.768130557364702	2.0631572583800724
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformity	681.2841662618849	50.635883443540855	4.180808080808081
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.3218731171243813	0.38239271041749406	0.46763799612284457
log-sigma-3-0-mm-3D	glrlm	RunPercentage	0.45902876498359046	0.5668745668745668	0.53125
log-sigma-3-0-mm-3D	glrlm	RunVariance	3.8404000732825376	1.2719329764857237	0.6439587797163555
log-sigma-3-0-mm-3D	glrlm	ShortRunEmphasis	0.5622303510575641	0.6095802698360088	0.45631748035914704
log-sigma-3-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	7.445871200304087	3.287418073855835	1.268925224466891
log-sigma-3-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.06267984261243306	0.17277191155566565	0.25316554433221095
log-sigma-3-0-mm-3D	glszm	GrayLevelNonUniformity	11.285714285714286	3.0	1.0
log-sigma-3-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.4030612244897959	0.5	0.5
log-sigma-3-0-mm-3D	glszm	GrayLevelVariance	1.7487244897959182	0.5833333333333334	0.25
log-sigma-3-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	22.321428571428573	6.833333333333333	2.5
log-sigma-3-0-mm-3D	glszm	LargeAreaEmphasis	228180.67857142858	4179.666666666667	65.0
log-sigma-3-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	2064470.0714285714	16438.333333333332	186.5
log-sigma-3-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	29680.796367832845	1213.148148148148	34.625
log-sigma-3-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.12025267249757045	0.2824074074074074	0.625
log-sigma-3-0-mm-3D	glszm	SizeZoneNonUniformity	2.7142857142857144	1.0	1.0
log-sigma-3-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.09693877551020408	0.16666666666666666	0.5
log-sigma-3-0-mm-3D	glszm	SmallAreaEmphasis	0.26405198961985515	0.19028180131924463	0.016376921138825898
log-sigma-3-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	6.795738910713789	1.7115767820486403	0.034895439657344415
log-sigma-3-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.011241633608218045	0.021246019950112025	0.01174729150919627
log-sigma-3-0-mm-3D	glszm	ZoneEntropy	4.110577243331635	2.5849625007211543	0.9999999999999993
log-sigma-3-0-mm-3D	glszm	ZonePercentage	0.006388318503308237	0.02702702702702703	0.125
log-sigma-3-0-mm-3D	glszm	ZoneVariance	203677.2487244898	2810.6666666666665	1.0
log-sigma-3-0-mm-3D	gldm	DependenceEntropy	5.937425548014426	4.723243416205146	2.9056390622295636
log-sigma-3-0-mm-3D	gldm	DependenceNonUniformity	214.8941364362309	14.396396396396396	4.25
log-sigma-3-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.04902900671600066	0.06484863241619998	0.265625
log-sigma-3-0-mm-3D	gldm	DependenceVariance	36.279566027017566	22.111922733544354	1.1875
log-sigma-3-0-mm-3D	gldm	GrayLevelNonUniformity	1476.2689938398357	115.1891891891892	8.125
log-sigma-3-0-mm-3D	gldm	GrayLevelVariance	0.7347710433498768	0.3145848551253957	0.24609375
