Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_segment_R atrium	1: RTSTRUCT: ANON_segment_L temporal
log-sigma-3-0-mm-3D	glcm	JointAverage	3.653784667	1.432247064
log-sigma-3-0-mm-3D	glcm	ClusterProminence	127.3705161	0.704576111
log-sigma-3-0-mm-3D	glcm	ClusterShade	14.92456977	0.130472456
log-sigma-3-0-mm-3D	glcm	ClusterTendency	5.087488258	0.685976618
log-sigma-3-0-mm-3D	glcm	Contrast	0.438258558	0.291562384
log-sigma-3-0-mm-3D	glcm	Correlation	0.841831431	0.400800089
log-sigma-3-0-mm-3D	glcm	DifferenceAverage	0.395400034	0.291562384
log-sigma-3-0-mm-3D	glcm	DifferenceEntropy	1.052431298	0.847028017
log-sigma-3-0-mm-3D	glcm	DifferenceVariance	0.275960386	0.199993483
log-sigma-3-0-mm-3D	glcm	JointEnergy	0.175930468	0.311237015
log-sigma-3-0-mm-3D	glcm	JointEntropy	3.336599524	1.821703069
log-sigma-3-0-mm-3D	glcm	Imc1	-0.378034975	-0.146922595
log-sigma-3-0-mm-3D	glcm	Imc2	0.882507496	0.448348205
log-sigma-3-0-mm-3D	glcm	Idm	0.806585836	0.854218808
log-sigma-3-0-mm-3D	glcm	Idmn	0.993317682	0.941687523
log-sigma-3-0-mm-3D	glcm	Id	0.809373981	0.854218808
log-sigma-3-0-mm-3D	glcm	Idn	0.956541194	0.902812539
log-sigma-3-0-mm-3D	glcm	InverseVariance	0.35855134	0.291562384
log-sigma-3-0-mm-3D	glcm	MaximumProbability	0.358299196	0.421971744
log-sigma-3-0-mm-3D	glcm	SumEntropy	2.865781973	1.530140685
log-sigma-3-0-mm-3D	glcm	SumSquares	1.381436704	0.244384751
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformity	1305.261214	61.67730905
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.262514251	0.549736457
log-sigma-3-0-mm-3D	glrlm	GrayLevelVariance	1.477233945	0.225131772
log-sigma-3-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	17.03673306	2.969803493
log-sigma-3-0-mm-3D	glrlm	LongRunEmphasis	10.39174085	5.633015725
log-sigma-3-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	131.671665	13.12193901
log-sigma-3-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	1.066968143	3.760784904
log-sigma-3-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.090050599	0.507549127
log-sigma-3-0-mm-3D	glrlm	RunEntropy	4.350170046	2.556365614
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformity	1545.659045	39.2394119
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.301793921	0.33405473
log-sigma-3-0-mm-3D	glrlm	RunPercentage	0.429003783	0.514467184
log-sigma-3-0-mm-3D	glrlm	RunVariance	4.505136673	1.316986723
log-sigma-3-0-mm-3D	glrlm	ShortRunEmphasis	0.547300426	0.54993713
log-sigma-3-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	10.38826648	1.880615465
log-sigma-3-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.043753147	0.217267547
log-sigma-3-0-mm-3D	glszm	GrayLevelNonUniformity	10.31578947	1
log-sigma-3-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.271468144	0.5
log-sigma-3-0-mm-3D	glszm	GrayLevelVariance	2.202908587	0.25
log-sigma-3-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	25.39473684	2.5
log-sigma-3-0-mm-3D	glszm	LargeAreaEmphasis	1088687	11945
log-sigma-3-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	12618212.76	32478.5
log-sigma-3-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	104336.2546	6811.625
log-sigma-3-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.087362491	0.625
log-sigma-3-0-mm-3D	glszm	SizeZoneNonUniformity	5.105263158	1
log-sigma-3-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.13434903	0.5
log-sigma-3-0-mm-3D	glszm	SmallAreaEmphasis	0.35402754	8.55E-05
log-sigma-3-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	9.301901802	0.000195118
log-sigma-3-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.01447613	5.81E-05
log-sigma-3-0-mm-3D	glszm	ZoneEntropy	4.333325211	1
log-sigma-3-0-mm-3D	glszm	ZonePercentage	0.003278689	0.009174312
log-sigma-3-0-mm-3D	glszm	ZoneVariance	995662	64
log-sigma-3-0-mm-3D	gldm	DependenceEntropy	6.066607361	4.80393358
log-sigma-3-0-mm-3D	gldm	DependenceNonUniformity	573.1289042	13.90825688
log-sigma-3-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.049450294	0.063799343
log-sigma-3-0-mm-3D	gldm	DependenceVariance	33.86546854	29.02365121
log-sigma-3-0-mm-3D	gldm	GrayLevelNonUniformity	3634.689905	109.587156
log-sigma-3-0-mm-3D	gldm	GrayLevelVariance	1.308251818	0.248653312
log-sigma-3-0-mm-3D	gldm	HighGrayLevelEmphasis	14.86704055	2.610091743
log-sigma-3-0-mm-3D	gldm	LargeDependenceEmphasis	284.9580673	214.6330275
log-sigma-3-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	3469.775237	412.0412844
log-sigma-3-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	30.32580892	165.2809633
log-sigma-3-0-mm-3D	gldm	LowGrayLevelEmphasis	0.09760162	0.597477064
log-sigma-3-0-mm-3D	gldm	SmallDependenceEmphasis	0.008316849	0.008429857
log-sigma-3-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.164740749	0.027212131
log-sigma-3-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.000623976	0.003734288
log-sigma-3-0-mm-3D	ngtdm	Busyness	26.62450066	25.84474943
log-sigma-3-0-mm-3D	ngtdm	Coarseness	0.001152946	0.031710459
log-sigma-3-0-mm-3D	ngtdm	Complexity	7.615599148	0.289315013
log-sigma-3-0-mm-3D	ngtdm	Contrast	0.012822823	0.070974983
log-sigma-3-0-mm-3D	ngtdm	Strength	0.036353366	0.032141227
log-sigma-4-0-mm-3D	firstorder	10Percentile	-47.98035126	-29.88429031
log-sigma-4-0-mm-3D	firstorder	90Percentile	6.770937157	-16.23510818
log-sigma-4-0-mm-3D	firstorder	Energy	892125528	16682643.45
log-sigma-4-0-mm-3D	firstorder	Entropy	1.872566465	0.975576108
log-sigma-4-0-mm-3D	firstorder	InterquartileRange	23.70334268	7.656425953
log-sigma-4-0-mm-3D	firstorder	Kurtosis	4.367079591	2.482275991
log-sigma-4-0-mm-3D	firstorder	Maximum	64.03132629	-9.732154846
log-sigma-4-0-mm-3D	firstorder	MeanAbsoluteDeviation	16.54671962	4.138389013
log-sigma-4-0-mm-3D	firstorder	Mean	-23.45417017	-23.41329796
log-sigma-4-0-mm-3D	firstorder	Median	-26.50582409	-24.02017784
log-sigma-4-0-mm-3D	firstorder	Minimum	-71.20341492	-32.11114883
log-sigma-4-0-mm-3D	firstorder	Range	135.2347412	22.37899399
log-sigma-4-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	10.37051151	3.001738151
log-sigma-4-0-mm-3D	firstorder	RootMeanSquared	277.4413988	276.6331278
log-sigma-4-0-mm-3D	firstorder	Skewness	1.029249279	0.411146841
log-sigma-4-0-mm-3D	firstorder	TotalEnergy	892125528	16682643.45
log-sigma-4-0-mm-3D	firstorder	Uniformity	0.334138323	0.5168336
log-sigma-4-0-mm-3D	firstorder	Variance	496.1337732	25.6836588
log-sigma-4-0-mm-3D	glcm	Autocorrelation	7.192641022	2.398899855
log-sigma-4-0-mm-3D	glcm	JointAverage	2.532302086	1.509599801
log-sigma-4-0-mm-3D	glcm	ClusterProminence	49.71897471	0.741580341
log-sigma-4-0-mm-3D	glcm	ClusterShade	6.202884367	-0.029493356
log-sigma-4-0-mm-3D	glcm	ClusterTendency	3.40713028	0.738295063
log-sigma-4-0-mm-3D	glcm	Contrast	0.28702813	0.259799098
log-sigma-4-0-mm-3D	glcm	Correlation	0.84484447	0.479596074
log-sigma-4-0-mm-3D	glcm	DifferenceAverage	0.282494875	0.259799098
log-sigma-4-0-mm-3D	glcm	DifferenceEntropy	0.861027097	0.81208845
log-sigma-4-0-mm-3D	glcm	DifferenceVariance	0.203890176	0.188503468
log-sigma-4-0-mm-3D	glcm	JointEnergy	0.208197186	0.312449451
log-sigma-4-0-mm-3D	glcm	JointEntropy	2.919046343	1.810337112
log-sigma-4-0-mm-3D	glcm	Imc1	-0.445189786	-0.187278562
log-sigma-4-0-mm-3D	glcm	Imc2	0.897427649	0.534343101
log-sigma-4-0-mm-3D	glcm	Idm	0.859205888	0.870100451
log-sigma-4-0-mm-3D	glcm	Idmn	0.992260861	0.94804018
log-sigma-4-0-mm-3D	glcm	Id	0.859508105	0.870100451
log-sigma-4-0-mm-3D	glcm	Idn	0.95972454	0.913400301
log-sigma-4-0-mm-3D	glcm	InverseVariance	0.278528276	0.259799098
log-sigma-4-0-mm-3D	glcm	MaximumProbability	0.382581273	0.389005004
log-sigma-4-0-mm-3D	glcm	SumEntropy	2.622871104	1.550538014
log-sigma-4-0-mm-3D	glcm	SumSquares	0.923539603	0.24952354
log-sigma-4-0-mm-3D	glrlm	GrayLevelNonUniformity	1214.357466	60.06901084
log-sigma-4-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.305175183	0.56038904
log-sigma-4-0-mm-3D	glrlm	GrayLevelVariance	0.94494579	0.21980548
log-sigma-4-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	8.816728122	3.017910608
log-sigma-4-0-mm-3D	glrlm	LongRunEmphasis	15.74039297	6.115887988
log-sigma-4-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	99.43187652	16.01320591
log-sigma-4-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	4.083060414	3.641558507
log-sigma-4-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.202316055	0.495522348
log-sigma-4-0-mm-3D	glrlm	RunEntropy	4.476590734	2.629982861
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformity	886.016162	35.19745388
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.214168722	0.315194861
log-sigma-4-0-mm-3D	glrlm	RunPercentage	0.343485764	0.492942837
log-sigma-4-0-mm-3D	glrlm	RunVariance	6.282805098	1.390682444
log-sigma-4-0-mm-3D	glrlm	ShortRunEmphasis	0.414431282	0.511062667
log-sigma-4-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	4.271589845	1.717713105
log-sigma-4-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.062812515	0.209400058
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformity	4.578947368	1
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.24099723	0.5
log-sigma-4-0-mm-3D	glszm	GrayLevelVariance	1.689750693	0.25
log-sigma-4-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	15.26315789	2.5
log-sigma-4-0-mm-3D	glszm	LargeAreaEmphasis	2334089.789	12281
log-sigma-4-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	13635506.11	37242.5
log-sigma-4-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	498633.6066	6040.625
log-sigma-4-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.174722222	0.625
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformity	1.421052632	1
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.074792244	0.5
log-sigma-4-0-mm-3D	glszm	SmallAreaEmphasis	0.188418153	9.32E-05
log-sigma-4-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	3.021172587	0.000183308
log-sigma-4-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.013879798	7.06E-05
log-sigma-4-0-mm-3D	glszm	ZoneEntropy	4.247927513	1
log-sigma-4-0-mm-3D	glszm	ZonePercentage	0.001639344	0.009174312
log-sigma-4-0-mm-3D	glszm	ZoneVariance	1961989.789	400
log-sigma-4-0-mm-3D	gldm	DependenceEntropy	5.925842642	4.947226432
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformity	661.6814495	14.05504587
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.05709072	0.064472687
log-sigma-4-0-mm-3D	gldm	DependenceVariance	29.88509287	26.68192913
log-sigma-4-0-mm-3D	gldm	GrayLevelNonUniformity	3872.663158	112.6697248
log-sigma-4-0-mm-3D	gldm	GrayLevelVariance	0.894546592	0.2415832
log-sigma-4-0-mm-3D	gldm	HighGrayLevelEmphasis	7.476272649	2.775229358
log-sigma-4-0-mm-3D	gldm	LargeDependenceEmphasis	356.3872304	227.853211
log-sigma-4-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	2239.689215	535.4082569
log-sigma-4-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	96.45384647	150.9644495
log-sigma-4-0-mm-3D	gldm	LowGrayLevelEmphasis	0.23841113	0.556192661
log-sigma-4-0-mm-3D	gldm	SmallDependenceEmphasis	0.005289313	0.008225496
log-sigma-4-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.052839509	0.026595821
log-sigma-4-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.000925299	0.003632914
log-sigma-4-0-mm-3D	ngtdm	Busyness	55.75652472	17.78451064
log-sigma-4-0-mm-3D	ngtdm	Coarseness	0.001216741	0.036265851
log-sigma-4-0-mm-3D	ngtdm	Complexity	3.68091804	0.252973849
log-sigma-4-0-mm-3D	ngtdm	Contrast	0.014050804	0.059444619
log-sigma-4-0-mm-3D	ngtdm	Strength	0.0205861	0.037284445
log-sigma-5-0-mm-3D	firstorder	10Percentile	-49.04694633	-26.65582085
log-sigma-5-0-mm-3D	firstorder	90Percentile	-1.396997976	-14.40757046
log-sigma-5-0-mm-3D	firstorder	Energy	874728815.2	16989574.07
log-sigma-5-0-mm-3D	firstorder	Entropy	1.717562229	0.725582676
log-sigma-5-0-mm-3D	firstorder	InterquartileRange	19.94426966	6.827329636
log-sigma-5-0-mm-3D	firstorder	Kurtosis	3.413981178	2.139860218
log-sigma-5-0-mm-3D	firstorder	Maximum	40.227314	-10.4942131
log-sigma-5-0-mm-3D	firstorder	MeanAbsoluteDeviation	13.78846517	3.810750012
log-sigma-5-0-mm-3D	firstorder	Mean	-25.88700524	-20.8704192
log-sigma-5-0-mm-3D	firstorder	Median	-26.56929207	-21.49783039
log-sigma-5-0-mm-3D	firstorder	Minimum	-69.14600372	-29.37917709
log-sigma-5-0-mm-3D	firstorder	Range	109.3733177	18.88496399
log-sigma-5-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	8.786445563	2.887115965
log-sigma-5-0-mm-3D	firstorder	RootMeanSquared	274.7229862	279.1663053
log-sigma-5-0-mm-3D	firstorder	Skewness	0.403199928	0.228004702
log-sigma-5-0-mm-3D	firstorder	TotalEnergy	874728815.2	16989574.07
log-sigma-5-0-mm-3D	firstorder	Uniformity	0.353287287	0.677804899
log-sigma-5-0-mm-3D	firstorder	Variance	334.7852715	20.50314237
log-sigma-5-0-mm-3D	glcm	Autocorrelation	6.403678135	3.246284395
log-sigma-5-0-mm-3D	glcm	JointAverage	2.421153166	1.775688089
log-sigma-5-0-mm-3D	glcm	ClusterProminence	17.28367695	0.873581394
log-sigma-5-0-mm-3D	glcm	ClusterShade	1.206994126	-0.499288793
log-sigma-5-0-mm-3D	glcm	ClusterTendency	2.374380122	0.533994555
log-sigma-5-0-mm-3D	glcm	Contrast	0.208022098	0.161559747
log-sigma-5-0-mm-3D	glcm	Correlation	0.838846186	0.535645577
log-sigma-5-0-mm-3D	glcm	DifferenceAverage	0.207664827	0.161559747
log-sigma-5-0-mm-3D	glcm	DifferenceEntropy	0.730351951	0.629458482
log-sigma-5-0-mm-3D	glcm	DifferenceVariance	0.163111551	0.133898755
log-sigma-5-0-mm-3D	glcm	JointEnergy	0.240859005	0.518324094
log-sigma-5-0-mm-3D	glcm	JointEntropy	2.577968716	1.343379526
log-sigma-5-0-mm-3D	glcm	Imc1	-0.495902959	-0.249855163
log-sigma-5-0-mm-3D	glcm	Imc2	0.901237222	0.548584197
log-sigma-5-0-mm-3D	glcm	Idm	0.896203314	0.919220127
log-sigma-5-0-mm-3D	glcm	Idmn	0.992001993	0.967688051
log-sigma-5-0-mm-3D	glcm	Id	0.896227132	0.919220127
log-sigma-5-0-mm-3D	glcm	Idn	0.965397702	0.946146751
log-sigma-5-0-mm-3D	glcm	InverseVariance	0.207352214	0.161559747
log-sigma-5-0-mm-3D	glcm	MaximumProbability	0.392346593	0.694908216
log-sigma-5-0-mm-3D	glcm	SumEntropy	2.368795324	1.18181978
log-sigma-5-0-mm-3D	glcm	SumSquares	0.645600555	0.173888575
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformity	1099.377727	59.06004038
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.341910031	0.637374518
log-sigma-5-0-mm-3D	glrlm	GrayLevelVariance	0.685147577	0.181312741
log-sigma-5-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	7.783784994	3.283954745
log-sigma-5-0-mm-3D	glrlm	LongRunEmphasis	23.08843727	8.604410912
log-sigma-5-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	138.5442459	30.38953024
log-sigma-5-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	6.274021309	3.158131081
log-sigma-5-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.21116217	0.429011314
log-sigma-5-0-mm-3D	glrlm	RunEntropy	4.641278382	2.789603474
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformity	530.9738022	25.7319635
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.158659383	0.264213503
log-sigma-5-0-mm-3D	glrlm	RunPercentage	0.277467313	0.426605505
log-sigma-5-0-mm-3D	glrlm	RunVariance	8.440053435	1.872563586
log-sigma-5-0-mm-3D	glrlm	ShortRunEmphasis	0.306803724	0.407238902
log-sigma-5-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	2.935192138	1.317104351
log-sigma-5-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.045714583	0.17977254
log-sigma-5-0-mm-3D	glszm	GrayLevelNonUniformity	3.307692308	1
log-sigma-5-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.25443787	0.5
log-sigma-5-0-mm-3D	glszm	GrayLevelVariance	1.443786982	0.25
log-sigma-5-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	15.07692308	2.5
log-sigma-5-0-mm-3D	glszm	LargeAreaEmphasis	3629148.154	16106
log-sigma-5-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	21560213.23	61520
log-sigma-5-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	777540.6781	4752.5
log-sigma-5-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.153333333	0.625
log-sigma-5-0-mm-3D	glszm	SizeZoneNonUniformity	1.461538462	1
log-sigma-5-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.112426036	0.5
log-sigma-5-0-mm-3D	glszm	SmallAreaEmphasis	0.250543105	0.000274779
log-sigma-5-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	3.799461312	0.000324323
log-sigma-5-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.020968402	0.000262393
log-sigma-5-0-mm-3D	glszm	ZoneEntropy	3.546593564	1
log-sigma-5-0-mm-3D	glszm	ZonePercentage	0.001121657	0.009174312
log-sigma-5-0-mm-3D	glszm	ZoneVariance	2834307.325	4225
log-sigma-5-0-mm-3D	gldm	DependenceEntropy	5.745666632	4.842032008
log-sigma-5-0-mm-3D	gldm	DependenceNonUniformity	776.808283	13.79816514
log-sigma-5-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.067024011	0.063294335
log-sigma-5-0-mm-3D	gldm	DependenceVariance	29.04007587	26.92736302
log-sigma-5-0-mm-3D	gldm	GrayLevelNonUniformity	4094.599655	147.7614679
log-sigma-5-0-mm-3D	gldm	GrayLevelVariance	0.646147009	0.161097551
log-sigma-5-0-mm-3D	gldm	HighGrayLevelEmphasis	6.697152718	3.394495413
log-sigma-5-0-mm-3D	gldm	LargeDependenceEmphasis	420.519931	280
log-sigma-5-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	2532.48283	993.3944954
log-sigma-5-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	116.7509303	101.6513761
log-sigma-5-0-mm-3D	gldm	LowGrayLevelEmphasis	0.251251582	0.401376147
log-sigma-5-0-mm-3D	gldm	SmallDependenceEmphasis	0.004183776	0.00598955
log-sigma-5-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.037318793	0.019545904
log-sigma-5-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.000797384	0.002600462
log-sigma-5-0-mm-3D	ngtdm	Busyness	65.57078018	5.797295481
log-sigma-5-0-mm-3D	ngtdm	Coarseness	0.001314598	0.061848259
log-sigma-5-0-mm-3D	ngtdm	Complexity	1.996497502	0.148335816
log-sigma-5-0-mm-3D	ngtdm	Contrast	0.012827183	0.022815014
log-sigma-5-0-mm-3D	ngtdm	Strength	0.012768806	0.064780113
wavelet-LLH	firstorder	10Percentile	-31.76128292	-33.24895676
wavelet-LLH	firstorder	90Percentile	27.10382266	12.76767711
wavelet-LLH	firstorder	Energy	1032199116	18597917.74
wavelet-LLH	firstorder	Entropy	2.062177808	1.743267535
wavelet-LLH	firstorder	InterquartileRange	27.67331001	24.81968492
wavelet-LLH	firstorder	Kurtosis	4.492180769	7.321058753
wavelet-LLH	firstorder	Maximum	113.7940634	70.33721822
wavelet-LLH	firstorder	MeanAbsoluteDeviation	18.36983278	15.99066591
wavelet-LLH	firstorder	Mean	-2.595127857	-8.788952449
wavelet-LLH	firstorder	Median	-2.562140899	-5.293926812
wavelet-LLH	firstorder	Minimum	-128.6449575	-106.789812
wavelet-LLH	firstorder	Range	242.4390208	177.1270302
wavelet-LLH	firstorder	RobustMeanAbsoluteDeviation	11.68899251	10.07297073
wavelet-LLH	firstorder	RootMeanSquared	298.4283126	292.0814086
wavelet-LLH	firstorder	Skewness	-0.094908179	-1.279375086
wavelet-LLH	firstorder	TotalEnergy	1032199116	18597917.74
wavelet-LLH	firstorder	Uniformity	0.296678357	0.365247033
wavelet-LLH	firstorder	Variance	609.7997932	507.6750295
wavelet-LLH	glcm	Autocorrelation	41.14360461	27.68911524
wavelet-LLH	glcm	JointAverage	6.384622848	5.23681186
wavelet-LLH	glcm	ClusterProminence	36.70218759	30.15436037
wavelet-LLH	glcm	ClusterShade	-0.260175643	-4.19459321
wavelet-LLH	glcm	ClusterTendency	2.905262062	2.077449108
wavelet-LLH	glcm	Contrast	1.384657596	1.026476121
wavelet-LLH	glcm	Correlation	0.354000571	0.310935907
wavelet-LLH	glcm	DifferenceAverage	0.812094696	0.642018836
wavelet-LLH	glcm	DifferenceEntropy	1.609409133	1.425353288
wavelet-LLH	glcm	DifferenceVariance	0.695765865	0.579835744
wavelet-LLH	glcm	JointEnergy	0.103203541	0.184214144
wavelet-LLH	glcm	JointEntropy	3.965815853	3.014006506
wavelet-LLH	glcm	Imc1	-0.084086286	-0.166210281
wavelet-LLH	glcm	Imc2	0.463125213	0.618721722
wavelet-LLH	glcm	Idm	0.648637706	0.715877878
wavelet-LLH	glcm	Idmn	0.989102194	0.985180004
wavelet-LLH	glcm	Id	0.670180477	0.730183203
wavelet-LLH	glcm	Idn	0.935754252	0.932590895
wavelet-LLH	glcm	InverseVariance	0.474501142	0.416387495
wavelet-LLH	glcm	MaximumProbability	0.201454637	0.289727605
wavelet-LLH	glcm	SumEntropy	2.768812393	2.247990186
wavelet-LLH	glcm	SumSquares	1.072479915	0.775981307
wavelet-LLH	glrlm	GrayLevelNonUniformity	1919.822848	46.31784566
wavelet-LLH	glrlm	GrayLevelNonUniformityNormalized	0.261325318	0.323494181
wavelet-LLH	glrlm	GrayLevelVariance	1.292441782	1.13292937
wavelet-LLH	glrlm	HighGrayLevelRunEmphasis	42.22039336	26.86823973
wavelet-LLH	glrlm	LongRunEmphasis	3.737346219	3.434823425
wavelet-LLH	glrlm	LongRunHighGrayLevelEmphasis	154.6306222	96.94302125
wavelet-LLH	glrlm	LongRunLowGrayLevelEmphasis	0.098671082	0.145009058
wavelet-LLH	glrlm	LowGrayLevelRunEmphasis	0.027708343	0.054222545
wavelet-LLH	glrlm	RunEntropy	3.660256047	3.15935456
wavelet-LLH	glrlm	RunLengthNonUniformity	3566.11949	70.80971331
wavelet-LLH	glrlm	RunLengthNonUniformityNormalized	0.47620156	0.476167594
wavelet-LLH	glrlm	RunPercentage	0.633848809	0.653493296
wavelet-LLH	glrlm	RunVariance	1.111129944	0.795559213
wavelet-LLH	glrlm	ShortRunEmphasis	0.709291103	0.696018892
wavelet-LLH	glrlm	ShortRunHighGrayLevelEmphasis	30.12145887	18.1306291
wavelet-LLH	glrlm	ShortRunLowGrayLevelEmphasis	0.020083791	0.042604869
wavelet-LLH	glszm	GrayLevelNonUniformity	36.38596491	1.727272727
wavelet-LLH	glszm	GrayLevelNonUniformityNormalized	0.159587565	0.157024793
wavelet-LLH	glszm	GrayLevelVariance	5.142409203	4.016528926
wavelet-LLH	glszm	HighGrayLevelZoneEmphasis	46.76754386	22.27272727
wavelet-LLH	glszm	LargeAreaEmphasis	166041.6754	1569.090909
wavelet-LLH	glszm	LargeAreaHighGrayLevelEmphasis	6798153.64	44836
wavelet-LLH	glszm	LargeAreaLowGrayLevelEmphasis	4183.57052	57.6759967
wavelet-LLH	glszm	LowGrayLevelZoneEmphasis	0.043467983	0.160321197
wavelet-LLH	glszm	SizeZoneNonUniformity	38.48245614	3
wavelet-LLH	glszm	SizeZoneNonUniformityNormalized	0.168782702	0.272727273
wavelet-LLH	glszm	SmallAreaEmphasis	0.402638407	0.503831726
wavelet-LLH	glszm	SmallAreaHighGrayLevelEmphasis	20.05268398	9.9498654
wavelet-LLH	glszm	SmallAreaLowGrayLevelEmphasis	0.017927227	0.118029981
wavelet-LLH	glszm	ZoneEntropy	5.758980694	3.277613437
wavelet-LLH	glszm	ZonePercentage	0.019672131	0.050458716
wavelet-LLH	glszm	ZoneVariance	163457.6477	1176.330579
wavelet-LLH	gldm	DependenceEntropy	5.967409837	5.198343598
wavelet-LLH	gldm	DependenceNonUniformity	693.7371872	13.96330275
wavelet-LLH	gldm	DependenceNonUniformityNormalized	0.05985653	0.064051847
wavelet-LLH	gldm	DependenceVariance	20.97488317	19.03661308
wavelet-LLH	gldm	GrayLevelNonUniformity	3438.502157	79.62385321
wavelet-LLH	gldm	GrayLevelVariance	1.059661203	0.880986449
wavelet-LLH	gldm	HighGrayLevelEmphasis	41.88283003	27.55963303
wavelet-LLH	gldm	LargeDependenceEmphasis	131.6438309	119.2201835
wavelet-LLH	gldm	LargeDependenceHighGrayLevelEmphasis	5377.394305	3430.899083
wavelet-LLH	gldm	LargeDependenceLowGrayLevelEmphasis	3.395106972	4.35349703
wavelet-LLH	gldm	LowGrayLevelEmphasis	0.027077536	0.048092469
wavelet-LLH	gldm	SmallDependenceEmphasis	0.027591739	0.047660108
wavelet-LLH	gldm	SmallDependenceHighGrayLevelEmphasis	1.229443136	1.015694003
