Image type	Feature Class	Feature Name	1: RTSTRUCT: RTstruct_12_segment_Left cerebellar	1: RTSTRUCT: RTstruct_12_segment_R fourth ventr
log-sigma-2-0-mm-3D	glcm	Id	0.7039791428183341	0.7445172015726382
log-sigma-2-0-mm-3D	glcm	Idn	0.8780996913748523	0.870184739572673
log-sigma-2-0-mm-3D	glcm	InverseVariance	0.5352972708855094	0.47726535213297344
log-sigma-2-0-mm-3D	glcm	MaximumProbability	0.20307853041269372	0.38891724699276575
log-sigma-2-0-mm-3D	glcm	SumEntropy	2.46589320696743	1.869603691196211
log-sigma-2-0-mm-3D	glcm	SumSquares	0.6626548050352258	0.36544891411009256
log-sigma-2-0-mm-3D	glrlm	GrayLevelNonUniformity	42.98767475097296	18.877937016501136
log-sigma-2-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.33399022717823834	0.42962073676069445
log-sigma-2-0-mm-3D	glrlm	GrayLevelVariance	0.6878711751420661	0.39440268200941025
log-sigma-2-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	9.48285082009971	5.620100174964078
log-sigma-2-0-mm-3D	glrlm	LongRunEmphasis	2.706526104447303	2.5107095458027135
log-sigma-2-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	23.49906282011742	12.826345922984578
log-sigma-2-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	0.4694202731395945	0.6529864113364905
log-sigma-2-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.16998685400205596	0.26907278813296653
log-sigma-2-0-mm-3D	glrlm	RunEntropy	2.8222547592804146	2.3447242521032257
log-sigma-2-0-mm-3D	glrlm	RunLengthNonUniformity	69.90433533437506	23.534850618062162
log-sigma-2-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.5315643931322378	0.5254443486493373
log-sigma-2-0-mm-3D	glrlm	RunPercentage	0.7036569987389659	0.7084367245657568
log-sigma-2-0-mm-3D	glrlm	RunVariance	0.5507782314519313	0.43496029447775175
log-sigma-2-0-mm-3D	glrlm	ShortRunEmphasis	0.7476639300965771	0.7359798301210735
log-sigma-2-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	7.484544649895894	4.350291232094225
log-sigma-2-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.12120278367397742	0.1993663634792384
log-sigma-2-0-mm-3D	glszm	GrayLevelNonUniformity	2.0	1.0
log-sigma-2-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.3333333333333333	0.3333333333333333
log-sigma-2-0-mm-3D	glszm	GrayLevelVariance	1.3333333333333333	0.6666666666666666
log-sigma-2-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	10.333333333333334	4.666666666666667
log-sigma-2-0-mm-3D	glszm	LargeAreaEmphasis	1761.1666666666667	598.0
log-sigma-2-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	15368.666666666666	3033.6666666666665
log-sigma-2-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	246.27083333333334	137.2314814814815
log-sigma-2-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.25810185185185186	0.4537037037037037
log-sigma-2-0-mm-3D	glszm	SizeZoneNonUniformity	1.0	1.0
log-sigma-2-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.16666666666666666	0.3333333333333333
log-sigma-2-0-mm-3D	glszm	SmallAreaEmphasis	0.17157169129965857	0.014410153396639884
log-sigma-2-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	2.7050138298262283	0.0218072802532262
log-sigma-2-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.013179931850565575	0.013486797608419232
log-sigma-2-0-mm-3D	glszm	ZoneEntropy	2.5849625007211543	1.5849625007211552
log-sigma-2-0-mm-3D	glszm	ZonePercentage	0.03278688524590164	0.04838709677419355
log-sigma-2-0-mm-3D	glszm	ZoneVariance	830.9166666666666	170.88888888888886
log-sigma-2-0-mm-3D	gldm	DependenceEntropy	4.43387164437979	3.8076839747120075
log-sigma-2-0-mm-3D	gldm	DependenceNonUniformity	22.26775956284153	6.193548387096774
log-sigma-2-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.12168174624503568	0.09989594172736732
log-sigma-2-0-mm-3D	gldm	DependenceVariance	7.814565976887933	11.275754422476586
log-sigma-2-0-mm-3D	gldm	GrayLevelNonUniformity	61.557377049180324	28.93548387096774
log-sigma-2-0-mm-3D	gldm	GrayLevelVariance	0.6613514885484786	0.3446930280957336
log-sigma-2-0-mm-3D	gldm	HighGrayLevelEmphasis	9.049180327868852	5.370967741935484
log-sigma-2-0-mm-3D	gldm	LargeDependenceEmphasis	83.59016393442623	84.90322580645162
log-sigma-2-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	627.016393442623	384.3709677419355
log-sigma-2-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	15.650273224043715	21.326612903225808
log-sigma-2-0-mm-3D	gldm	LowGrayLevelEmphasis	0.17395264116575593	0.26568100358422936
log-sigma-2-0-mm-3D	gldm	SmallDependenceEmphasis	0.02576948620362306	0.026526985989734266
log-sigma-2-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.328071230724804	0.1845277056808301
log-sigma-2-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.003180154708962481	0.00660395741734514
log-sigma-2-0-mm-3D	ngtdm	Busyness	2.442610842223539	1.7845904203544867
log-sigma-2-0-mm-3D	ngtdm	Coarseness	0.04601955434928641	0.12587632355148404
log-sigma-2-0-mm-3D	ngtdm	Complexity	2.519998209463181	1.1890421786341134
log-sigma-2-0-mm-3D	ngtdm	Contrast	0.046293728925535245	0.04355538485486032
log-sigma-2-0-mm-3D	ngtdm	Strength	0.2152844253209698	0.2731297971202489
log-sigma-3-0-mm-3D	firstorder	10Percentile	-47.964307403564455	-12.549717712402344
log-sigma-3-0-mm-3D	firstorder	90Percentile	-19.006351470947262	-4.6022309303283695
log-sigma-3-0-mm-3D	firstorder	Energy	13082037.892307196	5279766.50305384
log-sigma-3-0-mm-3D	firstorder	Entropy	1.0875431700670526	-3.203426503814917e-16
log-sigma-3-0-mm-3D	firstorder	InterquartileRange	15.423857688903809	5.182581186294556
log-sigma-3-0-mm-3D	firstorder	Kurtosis	2.3732588752247237	2.1827283818094383
log-sigma-3-0-mm-3D	firstorder	Maximum	-8.431102752685547	-1.8463547229766846
log-sigma-3-0-mm-3D	firstorder	MeanAbsoluteDeviation	8.602396598610198	2.585434637010159
log-sigma-3-0-mm-3D	firstorder	Mean	-32.83639401295146	-8.19919377757657
log-sigma-3-0-mm-3D	firstorder	Median	-32.4118537902832	-7.867281198501587
log-sigma-3-0-mm-3D	firstorder	Minimum	-56.389198303222656	-14.497513771057129
log-sigma-3-0-mm-3D	firstorder	Range	47.95809555053711	12.651159048080444
log-sigma-3-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	6.157127512456688	1.870540330807368
log-sigma-3-0-mm-3D	firstorder	RootMeanSquared	267.36968014268587	291.8176215426407
log-sigma-3-0-mm-3D	firstorder	Skewness	-0.06263519382799645	-0.15847460829216745
log-sigma-3-0-mm-3D	firstorder	TotalEnergy	13082037.892307196	5279766.50305384
log-sigma-3-0-mm-3D	firstorder	Uniformity	0.552688942637881	1.0
log-sigma-3-0-mm-3D	firstorder	Variance	110.15349559924607	9.813730747554649
log-sigma-3-0-mm-3D	glcm	Autocorrelation	4.434192078500215	1.0
log-sigma-3-0-mm-3D	glcm	JointAverage	2.086081658697845	1.0
log-sigma-3-0-mm-3D	glcm	ClusterProminence	1.5498941383460179	0.0
log-sigma-3-0-mm-3D	glcm	ClusterShade	0.09681785559321228	0.0
log-sigma-3-0-mm-3D	glcm	ClusterTendency	0.641288433745917	0.0
log-sigma-3-0-mm-3D	glcm	Contrast	0.3140239301567553	0.0
log-sigma-3-0-mm-3D	glcm	Correlation	0.3408479388619303	1.0
log-sigma-3-0-mm-3D	glcm	DifferenceAverage	0.3140239301567553	0.0
log-sigma-3-0-mm-3D	glcm	DifferenceEntropy	0.8841039901364868	-3.2034265038149176e-16
log-sigma-3-0-mm-3D	glcm	DifferenceVariance	0.21136637600871686	0.0
log-sigma-3-0-mm-3D	glcm	JointEnergy	0.39040619883587435	1.0
log-sigma-3-0-mm-3D	glcm	JointEntropy	1.941027911269854	-3.2034265038149176e-16
log-sigma-3-0-mm-3D	glcm	Imc1	-0.11239606802804884	0.0
log-sigma-3-0-mm-3D	glcm	Imc2	0.4305801410272239	0.0
log-sigma-3-0-mm-3D	glcm	Idm	0.8429880349216223	1.0
log-sigma-3-0-mm-3D	glcm	Idmn	0.9685976069843244	1.0
log-sigma-3-0-mm-3D	glcm	Id	0.8429880349216223	1.0
log-sigma-3-0-mm-3D	glcm	Idn	0.9214940174608112	1.0
log-sigma-3-0-mm-3D	glcm	InverseVariance	0.3140239301567553	0.0
log-sigma-3-0-mm-3D	glcm	MaximumProbability	0.5961106261344077	1.0
log-sigma-3-0-mm-3D	glcm	SumEntropy	1.6270039811130996	-3.2034265038149176e-16
log-sigma-3-0-mm-3D	glcm	SumSquares	0.2388280909756681	0.0
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformity	43.49555436866505	26.307692307692307
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.4497508497368845	1.0
log-sigma-3-0-mm-3D	glrlm	GrayLevelVariance	0.3595209596213413	0.0
log-sigma-3-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	5.667284118169459	1.0
log-sigma-3-0-mm-3D	glrlm	LongRunEmphasis	5.155793700991335	7.312977870313419
log-sigma-3-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	23.90107729037084	7.312977870313419
log-sigma-3-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	1.3167759587282102	7.312977870313419
log-sigma-3-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.2532629060368268	1.0
log-sigma-3-0-mm-3D	glrlm	RunEntropy	2.732602233288686	1.6426675187598743
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformity	34.56448018703606	9.199851183911965
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.3484486233961274	0.3505503382820562
log-sigma-3-0-mm-3D	glrlm	RunPercentage	0.5275325767129045	0.4243176178660049
log-sigma-3-0-mm-3D	glrlm	RunVariance	1.2801936825768867	0.6930336717063029
log-sigma-3-0-mm-3D	glrlm	ShortRunEmphasis	0.5789044537824762	0.3144991757369423
log-sigma-3-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	3.777067195890886	0.3144991757369423
log-sigma-3-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.1395684958249857	0.3144991757369423
log-sigma-3-0-mm-3D	glszm	GrayLevelNonUniformity	3.0	1.0
log-sigma-3-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.5	1.0
log-sigma-3-0-mm-3D	glszm	GrayLevelVariance	0.5833333333333334	0.0
log-sigma-3-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	6.833333333333333	1.0
log-sigma-3-0-mm-3D	glszm	LargeAreaEmphasis	3003.8333333333335	3844.0
log-sigma-3-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	13247.833333333334	3844.0
log-sigma-3-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	727.8333333333334	3844.0
log-sigma-3-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.2824074074074074	1.0
log-sigma-3-0-mm-3D	glszm	SizeZoneNonUniformity	1.3333333333333333	1.0
log-sigma-3-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.2222222222222222	1.0
log-sigma-3-0-mm-3D	glszm	SmallAreaEmphasis	0.34553641622536224	0.00026014568158168577
log-sigma-3-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	3.0964435500647194	0.00026014568158168577
log-sigma-3-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.039875829468471964	0.00026014568158168577
log-sigma-3-0-mm-3D	glszm	ZoneEntropy	2.2516291673878213	-3.203426503814917e-16
log-sigma-3-0-mm-3D	glszm	ZonePercentage	0.03278688524590164	0.016129032258064516
log-sigma-3-0-mm-3D	glszm	ZoneVariance	2073.5833333333335	0.0
log-sigma-3-0-mm-3D	gldm	DependenceEntropy	4.451322316861976	3.7614140036845676
log-sigma-3-0-mm-3D	gldm	DependenceNonUniformity	10.551912568306012	5.387096774193548
log-sigma-3-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.05766072441697274	0.08688865764828303
log-sigma-3-0-mm-3D	gldm	DependenceVariance	30.83728985637075	25.127991675338187
log-sigma-3-0-mm-3D	gldm	GrayLevelNonUniformity	101.14207650273224	62.0
log-sigma-3-0-mm-3D	gldm	GrayLevelVariance	0.2639672728358565	0.0
log-sigma-3-0-mm-3D	gldm	HighGrayLevelEmphasis	5.065573770491803	1.0
log-sigma-3-0-mm-3D	gldm	LargeDependenceEmphasis	207.30601092896174	280.0967741935484
log-sigma-3-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	869.2185792349727	280.0967741935484
log-sigma-3-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	53.3093503339405	280.0967741935484
log-sigma-3-0-mm-3D	gldm	LowGrayLevelEmphasis	0.2568306010928962	1.0
log-sigma-3-0-mm-3D	gldm	SmallDependenceEmphasis	0.025968129816003473	0.005092884414844959
log-sigma-3-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.21180785626024673	0.005092884414844959
log-sigma-3-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.004022061799733925	0.005092884414844959
log-sigma-3-0-mm-3D	ngtdm	Busyness	3.7550648206000976	0.0
log-sigma-3-0-mm-3D	ngtdm	Coarseness	0.04952660437067415	1000000.0
log-sigma-3-0-mm-3D	ngtdm	Complexity	0.9294215135203259	0.0
log-sigma-3-0-mm-3D	ngtdm	Contrast	0.025312382551172127	0.0
log-sigma-3-0-mm-3D	ngtdm	Strength	0.11023465384200863	0.0
log-sigma-4-0-mm-3D	firstorder	10Percentile	-29.309822845458985	-1.0152424693107605
log-sigma-4-0-mm-3D	firstorder	90Percentile	-15.17565517425537	3.5229188203811646
log-sigma-4-0-mm-3D	firstorder	Energy	14099716.837003019	5620173.934024234
log-sigma-4-0-mm-3D	firstorder	Entropy	0.9288391461883208	0.9071657675730813
log-sigma-4-0-mm-3D	firstorder	InterquartileRange	8.543066024780273	2.913739502429962
log-sigma-4-0-mm-3D	firstorder	Kurtosis	2.5265288115724625	2.347837107611767
log-sigma-4-0-mm-3D	firstorder	Maximum	-7.3979997634887695	5.643123149871826
log-sigma-4-0-mm-3D	firstorder	MeanAbsoluteDeviation	4.240394927177507	1.5152517459767172
log-sigma-4-0-mm-3D	firstorder	Mean	-22.47439823775995	1.0724844913328848
log-sigma-4-0-mm-3D	firstorder	Median	-22.947324752807617	0.7071007490158081
log-sigma-4-0-mm-3D	firstorder	Minimum	-31.998306274414062	-1.890064001083374
log-sigma-4-0-mm-3D	firstorder	Range	24.600306510925293	7.5331871509552
log-sigma-4-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	3.0560136068845334	1.1060574582467477
log-sigma-4-0-mm-3D	firstorder	RootMeanSquared	277.5745539293678	301.078007628937
log-sigma-4-0-mm-3D	firstorder	Skewness	0.3953730041867434	0.4876664664000472
log-sigma-4-0-mm-3D	firstorder	TotalEnergy	14099716.837003019	5620173.934024234
log-sigma-4-0-mm-3D	firstorder	Uniformity	0.5485084654662724	0.5629552549427679
log-sigma-4-0-mm-3D	firstorder	Variance	27.173355594078405	3.3257600263561464
log-sigma-4-0-mm-3D	glcm	Autocorrelation	2.55916307160716	2.878462539692912
log-sigma-4-0-mm-3D	glcm	JointAverage	1.5685110936234348	1.6708510546323738
log-sigma-4-0-mm-3D	glcm	ClusterProminence	0.7134487128022925	0.7337215363236675
log-sigma-4-0-mm-3D	glcm	ClusterShade	-0.15239987393645127	-0.32595599364608085
log-sigma-4-0-mm-3D	glcm	ClusterTendency	0.6877331495356831	0.6143512703049333
log-sigma-4-0-mm-3D	glcm	Contrast	0.2927404185262875	0.2681812484084196
log-sigma-4-0-mm-3D	glcm	Correlation	0.4037937475582094	0.3913145541896813
log-sigma-4-0-mm-3D	glcm	DifferenceAverage	0.2927404185262875	0.2681812484084196
log-sigma-4-0-mm-3D	glcm	DifferenceEntropy	0.8538264930833065	0.780450695251107
log-sigma-4-0-mm-3D	glcm	DifferenceVariance	0.20213198321741105	0.18080409191788976
log-sigma-4-0-mm-3D	glcm	JointEnergy	0.30763123275160364	0.3779296487254337
log-sigma-4-0-mm-3D	glcm	JointEntropy	1.8341902443855955	1.6548199386466191
log-sigma-4-0-mm-3D	glcm	Imc1	-0.14006466692982208	-0.18774792316201297
log-sigma-4-0-mm-3D	glcm	Imc2	0.45437825013855093	0.4298207682285641
log-sigma-4-0-mm-3D	glcm	Idm	0.8536297907368561	0.8659093757957902
log-sigma-4-0-mm-3D	glcm	Idmn	0.9414519162947426	0.9463637503183162
log-sigma-4-0-mm-3D	glcm	Id	0.8536297907368561	0.8659093757957902
log-sigma-4-0-mm-3D	glcm	Idn	0.9024198604912376	0.910606250530527
log-sigma-4-0-mm-3D	glcm	InverseVariance	0.2927404185262875	0.2681812484084196
log-sigma-4-0-mm-3D	glcm	MaximumProbability	0.4221408843602909	0.5367604304281642
log-sigma-4-0-mm-3D	glcm	SumEntropy	1.5414498258593086	1.3866386902381995
log-sigma-4-0-mm-3D	glcm	SumSquares	0.24511839201549263	0.22063312967833826
log-sigma-4-0-mm-3D	glrlm	GrayLevelNonUniformity	55.23358470590889	19.172631680155177
log-sigma-4-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.5915290857552544	0.5410423602324644
log-sigma-4-0-mm-3D	glrlm	GrayLevelVariance	0.20423545712237276	0.2294788198837678
log-sigma-4-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	3.1399584050629867	2.9228221535342676
log-sigma-4-0-mm-3D	glrlm	LongRunEmphasis	5.391785122648558	4.20981455997988
log-sigma-4-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	15.496336677157357	13.227430102059639
log-sigma-4-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	2.865647234021357	1.9554106744599407
log-sigma-4-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.4650103987342533	0.5192944616164331
log-sigma-4-0-mm-3D	glrlm	RunEntropy	2.5332920275344013	2.321392889976726
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformity	31.398162812097027	15.104114581103659
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.3241000785100121	0.40481249769565797
log-sigma-4-0-mm-3D	glrlm	RunPercentage	0.5119798234552332	0.5732009925558312
log-sigma-4-0-mm-3D	glrlm	RunVariance	1.1074723506254125	0.6206556886414547
log-sigma-4-0-mm-3D	glrlm	ShortRunEmphasis	0.5187522388450193	0.541874185916963
log-sigma-4-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	1.7887867015940038	1.5083186995579427
log-sigma-4-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.2012436231577732	0.300263057506718
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformity	1.0	1.0
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.5	0.5
log-sigma-4-0-mm-3D	glszm	GrayLevelVariance	0.25	0.25
log-sigma-4-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	2.5	2.5
log-sigma-4-0-mm-3D	glszm	LargeAreaEmphasis	9184.5	1082.0
log-sigma-4-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	30784.5	3728.0
log-sigma-4-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	3784.5	420.5
log-sigma-4-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.625	0.625
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformity	1.0	1.0
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.5	0.5
log-sigma-4-0-mm-3D	glszm	SmallAreaEmphasis	0.00016069853867472917	0.0015334467120181406
log-sigma-4-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	0.00026486520534139583	0.0023837868480725624
log-sigma-4-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.0001346568720080625	0.001320861678004535
log-sigma-4-0-mm-3D	glszm	ZoneEntropy	0.9999999999999993	0.9999999999999993
log-sigma-4-0-mm-3D	glszm	ZonePercentage	0.01092896174863388	0.03225806451612903
log-sigma-4-0-mm-3D	glszm	ZoneVariance	812.25	121.0
log-sigma-4-0-mm-3D	gldm	DependenceEntropy	4.843830523366377	4.3367660694595465
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformity	11.53551912568306	5.387096774193548
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.06303562363761235	0.08688865764828303
log-sigma-4-0-mm-3D	gldm	DependenceVariance	23.471289079996417	15.63579604578564
log-sigma-4-0-mm-3D	gldm	GrayLevelNonUniformity	100.37704918032787	34.903225806451616
log-sigma-4-0-mm-3D	gldm	GrayLevelVariance	0.22574576726686374	0.218522372528616
log-sigma-4-0-mm-3D	gldm	HighGrayLevelEmphasis	2.9672131147540983	3.032258064516129
log-sigma-4-0-mm-3D	gldm	LargeDependenceEmphasis	210.84699453551912	161.96774193548387
log-sigma-4-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	559.7322404371585	535.7096774193549
log-sigma-4-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	123.6256830601093	68.53225806451613
log-sigma-4-0-mm-3D	gldm	LowGrayLevelEmphasis	0.5081967213114754	0.49193548387096775
log-sigma-4-0-mm-3D	gldm	SmallDependenceEmphasis	0.00816715837337471	0.009813786561052916
log-sigma-4-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.0272815547287675	0.026420899492325085
log-sigma-4-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.0033885592845265128	0.005662008328234872
log-sigma-4-0-mm-3D	ngtdm	Busyness	13.793631546549973	3.6834830327897983
log-sigma-4-0-mm-3D	ngtdm	Coarseness	0.037477378658245436	0.13149918044637873
log-sigma-4-0-mm-3D	ngtdm	Complexity	0.29161489250074296	0.24531000426487728
log-sigma-4-0-mm-3D	ngtdm	Contrast	0.06262623027716203	0.0533548728011649
log-sigma-4-0-mm-3D	ngtdm	Strength	0.03939510400764556	0.1321174322262047
log-sigma-5-0-mm-3D	firstorder	10Percentile	-18.532398223876953	0.8376811623573305
log-sigma-5-0-mm-3D	firstorder	90Percentile	-10.996711349487304	5.180668544769287
log-sigma-5-0-mm-3D	firstorder	Energy	14874804.863043793	5690950.919132445
log-sigma-5-0-mm-3D	firstorder	Entropy	-3.203426503814917e-16	-3.203426503814917e-16
log-sigma-5-0-mm-3D	firstorder	InterquartileRange	4.426285743713379	2.1375054717063904
log-sigma-5-0-mm-3D	firstorder	Kurtosis	2.2940775930306105	2.0517428513087568
log-sigma-5-0-mm-3D	firstorder	Maximum	-7.047701835632324	5.755669593811035
log-sigma-5-0-mm-3D	firstorder	MeanAbsoluteDeviation	2.454202181362658	1.31721698481136
log-sigma-5-0-mm-3D	firstorder	Mean	-14.912671242906749	2.963942345111601
log-sigma-5-0-mm-3D	firstorder	Median	-15.155837059020996	3.0696370601654053
log-sigma-5-0-mm-3D	firstorder	Minimum	-19.579853057861328	0.037483811378479004
log-sigma-5-0-mm-3D	firstorder	Range	12.532151222229004	5.718185782432556
log-sigma-5-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	1.895222321645258	0.9748165374621749
log-sigma-5-0-mm-3D	firstorder	RootMeanSquared	285.1018882492703	302.96787115756865
log-sigma-5-0-mm-3D	firstorder	Skewness	0.41559640359604216	0.03917016302396598
log-sigma-5-0-mm-3D	firstorder	TotalEnergy	14874804.863043793	5690950.919132445
log-sigma-5-0-mm-3D	firstorder	Uniformity	1.0	1.0
log-sigma-5-0-mm-3D	firstorder	Variance	8.301665444443694	2.3805924570229933
log-sigma-5-0-mm-3D	glcm	Autocorrelation	1.0	1.0
log-sigma-5-0-mm-3D	glcm	JointAverage	1.0	1.0
log-sigma-5-0-mm-3D	glcm	ClusterProminence	0.0	0.0
log-sigma-5-0-mm-3D	glcm	ClusterShade	0.0	0.0
log-sigma-5-0-mm-3D	glcm	ClusterTendency	0.0	0.0
log-sigma-5-0-mm-3D	glcm	Contrast	0.0	0.0
log-sigma-5-0-mm-3D	glcm	Correlation	1.0	1.0
log-sigma-5-0-mm-3D	glcm	DifferenceAverage	0.0	0.0
log-sigma-5-0-mm-3D	glcm	DifferenceEntropy	-3.2034265038149176e-16	-3.2034265038149176e-16
log-sigma-5-0-mm-3D	glcm	DifferenceVariance	0.0	0.0
log-sigma-5-0-mm-3D	glcm	JointEnergy	1.0	1.0
log-sigma-5-0-mm-3D	glcm	JointEntropy	-3.2034265038149176e-16	-3.2034265038149176e-16
log-sigma-5-0-mm-3D	glcm	Imc1	0.0	0.0
log-sigma-5-0-mm-3D	glcm	Imc2	0.0	0.0
log-sigma-5-0-mm-3D	glcm	Idm	1.0	1.0
log-sigma-5-0-mm-3D	glcm	Idmn	1.0	1.0
log-sigma-5-0-mm-3D	glcm	Id	1.0	1.0
log-sigma-5-0-mm-3D	glcm	Idn	1.0	1.0
log-sigma-5-0-mm-3D	glcm	InverseVariance	0.0	0.0
log-sigma-5-0-mm-3D	glcm	MaximumProbability	1.0	1.0
log-sigma-5-0-mm-3D	glcm	SumEntropy	-3.2034265038149176e-16	-3.2034265038149176e-16
log-sigma-5-0-mm-3D	glcm	SumSquares	0.0	0.0
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformity	57.53846153846154	26.307692307692307
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	1.0	1.0
log-sigma-5-0-mm-3D	glrlm	GrayLevelVariance	0.0	0.0
log-sigma-5-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	1.0	1.0
log-sigma-5-0-mm-3D	glrlm	LongRunEmphasis	13.558224918600406	7.312977870313419
log-sigma-5-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	13.558224918600406	7.312977870313419
log-sigma-5-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	13.558224918600406	7.312977870313419
log-sigma-5-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	1.0	1.0
log-sigma-5-0-mm-3D	glrlm	RunEntropy	2.2441117647612576	1.6426675187598743
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformity	13.491480835817866	9.199851183911965
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.2293643334952279	0.3505503382820562
log-sigma-5-0-mm-3D	glrlm	RunPercentage	0.31441782261454393	0.4243176178660049
log-sigma-5-0-mm-3D	glrlm	RunVariance	1.8732294651336756	0.6930336717063029
log-sigma-5-0-mm-3D	glrlm	ShortRunEmphasis	0.23642406394731172	0.3144991757369423
log-sigma-5-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	0.23642406394731172	0.3144991757369423
log-sigma-5-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.23642406394731172	0.3144991757369423
log-sigma-5-0-mm-3D	glszm	GrayLevelNonUniformity	1.0	1.0
log-sigma-5-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	1.0	1.0
log-sigma-5-0-mm-3D	glszm	GrayLevelVariance	0.0	0.0
log-sigma-5-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	1.0	1.0
