Image type	Feature Class	Feature Name	1: RTSTRUCT: RTstruct_14_segment_Lt Sup Frontal	1: RTSTRUCT: RTstruct_14_segment_Lt ant frontal	1: RTSTRUCT: RTstruct_14_segment_Lt post central	1: RTSTRUCT: RTstruct_14_segment_Rt ant front 2	1: RTSTRUCT: RTstruct_14_segment_Lt ant inf  frontal	1: RTSTRUCT: RTstruct_14_segment_Lt Internal Capsule	1: RTSTRUCT: RTstruct_14_segment_Lt Median Parietal	1: RTSTRUCT: RTstruct_14_segment_Lt Lat Parietal	1: RTSTRUCT: RTstruct_14_segment_Lt ant temporal	1: RTSTRUCT: RTstruct_14_segment_Right Inf Temporal	1: RTSTRUCT: RTstruct_14_segment_Lt Parietal	1: RTSTRUCT: RTstruct_14_segment_Rt Median Parietal	1: RTSTRUCT: RTstruct_14_segment_Rt Parital 2	1: RTSTRUCT: RTstruct_14_segment_Lt Parietal 2	1: RTSTRUCT: RTstruct_14_segment_Lt parietal surface	1: RTSTRUCT: RTstruct_14_segment_L frontal lateral	1: RTSTRUCT: RTstruct_14_segment_R frontal pole	1: RTSTRUCT: RTstruct_14_segment_Lt cerebellar	1: RTSTRUCT: RTstruct_14_segment_R ant frontal 1	1: RTSTRUCT: RTstruct_14_segment_L frontal pole	1: RTSTRUCT: RTstruct_14_segment_Rt Inf Frontal
log-sigma-2-0-mm-3D	gldm	SmallDependenceEmphasis	0.0145268010487991	0.02080555540800913	0.024614028061104683	0.025457217536173173	0.00940098785645903	0.011012882198029428	0.04801312891009586	0.021754421630255177	0.00774915789350066	0.020202661835306324	0.026095905540209397	0.008011460696597594	0.016254086682851335	0.05688488045236297	0.025549390140551215	0.022368419954748527	0.043998927295802175	0.028204173625892778	0.12215562435800531	0.0340368711725584	0.11143939393939394
log-sigma-2-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.0510508915216979	0.15126344028545355	0.2872603208995718	0.15945115330516263	0.05471289823991993	0.034822406007553236	0.17658455748152443	0.11878568621586968	0.04006643768582768	0.07086156941316102	0.17949517130315423	0.04485116419384484	0.046097836682851334	0.19438488045236293	0.1813164611695354	0.31702764148926654	0.34713523582719963	0.08589648131820046	0.796314805124329	0.10903687117255838	0.21848484848484848
log-sigma-2-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.005395778430574401	0.004313382144000833	0.003676163465875032	0.006773548408740614	0.0026345481460168037	0.0050605012456484775	0.015870271767238712	0.006177161039407098	0.0024337959332574903	0.007537934940842648	0.006472680859772809	0.0022461997252840164	0.008793149182851335	0.02250988045236297	0.005490244268572559	0.002793242218692567	0.008048955101224416	0.01378109670281585	0.03908591463650987	0.015286871172558402	0.0846780303030303
log-sigma-2-0-mm-3D	ngtdm	Busyness	42.209934536690454	7.111385393370884	2.8912682303245476	2.4723393891560623	20.475285814026286	2.044873528645056	0.9572590058607415	5.1971147980777435	3.2550884105934195	14.047990893290175	2.556221525569973	4.031225913270566	2.0621011910450413	13.773789384634979	3.911711854911017	2.6211838033606	1.1052880017025053	0.7174989961019373	0.365719696969697	0.8462818301164168	1.58452380952381
log-sigma-2-0-mm-3D	ngtdm	Coarseness	0.0270935511705786	0.03515489404259343	0.03156104559190151	0.07222771653222912	0.01123694601211807	0.25835430866108794	0.5993889723579667	0.046295206688216656	0.04706514852672335	0.07785810855859923	0.09359412297985828	0.038673596520880274	0.35268527579102776	0.22688019344088567	0.06892323697073231	0.044691799847405136	0.15734635969120978	0.9059246124821789	0.5924391506991197	0.8440281817080432	0.49586776859504134
log-sigma-2-0-mm-3D	ngtdm	Complexity	0.3433409493952539	0.8462946229038658	3.585367310931059	1.315301813571186	0.6923826154540593	0.019748231963955535	0.04766759131224917	1.263693153244327	0.7431455724974992	0.36696792537574335	0.916153784953212	0.615691081274096	0.11814121407028882	0.35260900824665525	0.9829606813291334	3.0617727416221165	0.7469652791511197	0.08491112379904585	1.0921703296703298	0.11847945621629834	0.36666666666666664
log-sigma-2-0-mm-3D	ngtdm	Contrast	0.08646946190717245	0.030604839215186006	0.022368823711515076	0.025785984876995696	0.022732041142216098	0.00046078416474197353	0.0027007486768076713	0.030121653557979133	0.009890983258346817	0.09231032914367324	0.027160062561749295	0.009138535596429496	0.012522473003805023	0.07638659448786507	0.05017355008025378	0.03617029638846945	0.021546864843934397	0.007602082692446558	0.035673727981420295	0.012908099794941902	0.09184823441021787
log-sigma-2-0-mm-3D	ngtdm	Strength	0.026847701272362502	0.09274043182288168	0.27375964578361106	0.21128966470565197	0.030176331172748906	0.19419275289008056	0.4339580620263107	0.15515221440693444	0.12349890954087289	0.07731557568123146	0.2693671309426781	0.09600646531825843	0.31049502027896714	0.21113652347156447	0.1632284387221313	0.3303248580041905	0.24505616457598373	0.7184864791198795	1.193470446775304	0.6972366299435252	0.49079754601226994
log-sigma-3-0-mm-3D	firstorder	10Percentile	-39.05256042480469	-33.02320251464844	-48.99200439453125	-24.35518798828125	-45.37593765258789	-16.20761909484863	-10.89268217086792	-27.30142765045166	-26.281925201416016	-23.7914155960083	-26.184053039550783	-24.655214691162108	-9.926403999328613	-2.8744257926940913	-22.692477798461915	-37.738746643066406	-33.28856887817383	-0.39685359597206116	13.449660301208496	-39.46722068786621	-2.7366650104522705
log-sigma-3-0-mm-3D	firstorder	90Percentile	-15.490628051757813	-3.4156432151794407	-2.0364796161651304	-4.624428081512447	-7.973456668853744	-7.339249897003174	1.7827193975448612	-13.294110107421876	-9.168220520019531	-10.866639041900635	-1.5150734066963174	-9.292398643493653	-0.10581829547881981	7.921113777160644	3.831919670104985	17.16714096069336	-10.119620800018302	1.879883348941803	24.912294387817383	-26.896172523498535	7.916897773742676
log-sigma-3-0-mm-3D	firstorder	Energy	15928558.536222098	19689228.107174948	23470361.471052177	6037170.374516279	69379647.33181763	32642223.2903132	6089802.811672079	9978021.896005664	16055183.482522931	5577916.73396351	7223079.357027847	22349817.866222866	4168844.0029740864	2291205.5742384084	9167381.783366831	22026459.68162399	6104165.990105268	2351759.9335582647	1328024.2144870274	1428433.0955917346	998894.8386084249
log-sigma-3-0-mm-3D	firstorder	Entropy	0.9053901839421287	1.145956424966783	1.6298599797808955	0.47564285692663105	1.3026687400009087	-3.203426503814917e-16	0.6609623351442079	0.7719706699485858	0.64421421373783	0.18717625687320755	0.9919063844104665	0.5299124733182667	0.48206614808309256	0.85545081056013	0.6639057588563909	1.6340653612178166	1.075179384723425	0.8904916402194907	0.6193821946787631	0.28639695711595553	0.9940302114769558
log-sigma-3-0-mm-3D	firstorder	InterquartileRange	12.325325965881348	15.723354816436768	26.455488681793213	9.84550142288208	19.962799549102783	4.75251030921936	7.483863472938538	7.37263822555542	10.163427352905273	7.861204147338867	15.895434379577637	8.135330438613892	5.718783736228943	6.634321689605713	16.547073304653168	35.16328954696655	11.102227210998535	1.5144434832036495	5.672201156616211	4.854972839355469	5.5634530782699585
log-sigma-3-0-mm-3D	firstorder	Kurtosis	2.8353477875954987	2.3017987708116903	2.4405447734140617	2.8291730258047023	2.3566650842174504	2.657844668073363	2.1987134064323985	2.6919331912694866	2.1902999799668144	2.491387081407679	2.2049453568194664	3.45981435012021	2.43225941004993	2.258587576455677	2.000520519761332	1.742378962446352	2.857256291329242	2.0465763372723975	2.6633383285097816	3.1313841033380396	1.999437046729895
log-sigma-3-0-mm-3D	firstorder	Maximum	-2.9397034645080566	7.859542369842529	18.815353393554688	2.083012104034424	11.69815444946289	-2.2185800075531006	5.752903461456299	-4.75907564163208	-1.1153385639190674	-4.336849689483643	6.35158634185791	3.0787222385406494	3.6228995323181152	8.486949920654297	9.396319389343262	30.561443328857422	0.9546332359313965	2.657277822494507	25.654232025146484	-20.228479385375977	8.402366638183594
log-sigma-3-0-mm-3D	firstorder	MeanAbsoluteDeviation	7.397064948651906	9.082041274925029	14.823518236063686	5.952117665608723	11.286926114068919	2.7849007747487096	3.9627136204194042	4.456169090582989	5.473268085067684	4.406627996989657	8.086244256022963	4.85532541025658	3.1765689129630723	3.877051177215576	8.638186355159302	17.787420117619355	7.320513565242291	0.7689341735205002	3.883073084453154	3.721754264831543	3.5374274943485733
log-sigma-3-0-mm-3D	firstorder	Mean	-27.96736847633539	-17.881328324557316	-27.61250895545596	-16.375771967569985	-26.323524469550037	-11.453536866878977	-5.084967248780387	-20.85106798633933	-17.450973111005563	-17.763595056533813	-15.277021973990323	-17.54089713011469	-5.3198298662900925	2.701076512336731	-11.486721738360146	-10.209407461328981	-23.918353927135467	0.7515297216864733	19.58360371222863	-32.796970176696775	1.3174831108613447
log-sigma-3-0-mm-3D	firstorder	Median	-28.775001525878906	-17.53150749206543	-29.897581100463867	-18.300912857055664	-26.304146766662598	-11.39024543762207	-5.765913963317871	-21.956326484680176	-17.47828483581543	-19.025270462036133	-16.90412139892578	-18.25586700439453	-5.976070880889893	2.568312168121338	-13.406255722045898	-10.662760734558105	-26.456608772277832	0.6991271078586578	20.271923065185547	-32.973968505859375	-0.49377691745758057
log-sigma-3-0-mm-3D	firstorder	Minimum	-43.61488342285156	-39.14509582519531	-56.30537796020508	-26.855525970458984	-57.78742980957031	-19.86044692993164	-12.887065887451172	-30.659534454345703	-29.820154190063477	-25.231731414794922	-28.616201400756836	-28.93227767944336	-11.140251159667969	-6.953468322753906	-24.735305786132812	-45.525543212890625	-35.983951568603516	-0.5926002860069275	9.204244613647461	-39.58633041381836	-4.16284704208374
log-sigma-3-0-mm-3D	firstorder	Range	40.675179958343506	47.00463819503784	75.12073135375977	28.938538074493408	69.4855842590332	17.64186692237854	18.63996934890747	25.900458812713623	28.70481562614441	20.89488172531128	34.967787742614746	32.01099991798401	14.763150691986084	15.440418243408203	34.131625175476074	76.08698654174805	36.93858480453491	3.2498781085014343	16.449987411499023	19.357851028442383	12.565213680267334
log-sigma-3-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	5.219995205193888	6.657740541917311	11.066609417490936	4.169327349883323	8.28547415716983	1.9594349681077075	2.9765391555063587	3.2670419587396005	4.175763275992985	3.3280193823940905	6.2245900948779305	3.3926887968365027	2.3281446791091454	2.962627923389551	6.869549322673234	14.476015581539603	5.298461452126503	0.5726980976760386	2.3328222345422818	2.61273455619812	2.907578338811427
log-sigma-3-0-mm-3D	firstorder	RootMeanSquared	272.18802099491086	282.3357471488816	272.9635214366313	283.7174738953355	274.0186096071908	288.5671113994303	294.95284881466534	279.20117489463445	282.6243703910193	282.28447490237096	284.88277417700215	282.5257122699686	294.7047959036751	302.7345751141358	288.68639454301257	290.50398591065317	276.2283020914328	300.7528971379267	319.61806708428486	267.2483017337748	301.3446891711798
log-sigma-3-0-mm-3D	firstorder	Skewness	0.5795572883551217	0.11005743884157508	0.4956744671785466	0.8134673484873484	-0.04898606907505464	-0.09531811213337169	0.35989950632955925	0.4758765524490118	0.09251400529373573	0.5866914779783562	0.5250088249019685	0.6703184078328833	0.5369111763702736	-0.4958829286603652	0.49479200641857324	0.027236341092684073	0.8859128000200793	0.19908433160254618	-0.6936076431870934	0.6400628740157285	0.5066585752526912
log-sigma-3-0-mm-3D	firstorder	TotalEnergy	15928558.536222098	19689228.107174948	23470361.471052177	6037170.374516279	69379647.33181763	32642223.2903132	6089802.811672079	9978021.896005664	16055183.482522931	5577916.73396351	7223079.357027847	22349817.866222866	4168844.0029740864	2291205.5742384084	9167381.783366831	22026459.68162399	6104165.990105268	2351759.9335582647	1328024.2144870274	1428433.0955917346	998894.8386084249
log-sigma-3-0-mm-3D	firstorder	Uniformity	0.5641319632233639	0.5190217836712616	0.3736860670194003	0.8499555555555556	0.4459881748842788	1.0	0.7159183673469389	0.6495361328125	0.7255513477389173	0.9444897959183673	0.6167150612296428	0.8123214285714286	0.8133680555555556	0.5968	0.7142148760330578	0.32998634782225744	0.49406250000000007	0.57396449704142	0.7396449704142012	0.9049999999999999	0.5041322314049586
log-sigma-3-0-mm-3D	firstorder	Variance	84.56615943616927	122.5292102009776	314.13875754471445	52.90226655853236	187.38515228905152	11.916394777656107	22.306481233922018	29.169818176891813	42.58214300235843	27.136495495068893	91.02080678521344	37.63329959265288	14.514058594581329	20.281247808798035	99.92266096550762	413.97830606292774	80.99957801341775	0.8225069218861693	22.029044999627377	24.195632833670565	16.396063410781785
log-sigma-3-0-mm-3D	glcm	Autocorrelation	1.6666167861642056	3.0472428132720966	5.763303533657217	3.9234281396455417	5.743786464103059	1.0	1.3318675722956	2.921222267829665	3.3020919655819583	3.830711742177637	3.601358260057225	3.5677488139554594	1.172905724476552	2.7431443556443558	1.3343461666635947	4.432995208083171	2.08639639457979	3.1312282049273006	1.421428571428571	1.0654179154179155	2.0895833333333336
log-sigma-3-0-mm-3D	glcm	JointAverage	1.25698338242154	1.6999768029773652	2.323469300589364	1.9780373984495694	2.347546304495603	1.0	1.1378037329354682	1.6893161910383532	1.797300616994797	1.9572687702416265	1.8791864104601588	1.8775367031467551	1.0780645838499976	1.6540841103341104	1.1318958904518648	1.9870191768133871	1.4041857432613192	1.7682213117450674	1.2052197802197802	1.0327089577089577	1.4416666666666669
log-sigma-3-0-mm-3D	glcm	ClusterProminence	0.7963276055493116	1.8248325690617457	9.541531836952725	0.272213018238631	3.455871459230553	0.0	0.5372405409503037	0.6859424629017126	0.7738864019567159	0.07937007821802494	1.1741229081281592	0.6326706113210826	0.24250357585503204	0.5094501123962478	0.676598942142185	8.509994803176925	1.0568069974008434	0.3538205120372988	0.16182873806290352	0.03750467739803967	0.18606203703703703
log-sigma-3-0-mm-3D	glcm	ClusterShade	0.43552505073470094	-0.1489089102186543	0.885231486420673	-0.07293725372248379	-0.20590646896450326	0.0	0.32807825692800746	-0.3189709629514391	-0.4489538662785421	-0.07361531835368935	-0.22231903269047912	-0.330735756590196	0.16638725659710898	-0.20525413244769314	0.40107156740186417	0.09220530074915431	0.3292603671900578	-0.18844023817594588	0.08284295806234583	0.041727631057482215	-0.024092592592592603
log-sigma-3-0-mm-3D	glcm	ClusterTendency	0.5547342358164354	0.8784156508658969	1.8389837236835287	0.1536365560848287	1.1790379832952422	0.0	0.31027672267383344	0.5619057255635179	0.4665106941627938	0.08136409837291717	0.5411336327758213	0.32305033540741324	0.1621746458710434	0.4241859811414735	0.33478877841331417	2.2917216452835056	0.7415529287523874	0.3598722064395244	0.2439372928658643	0.05666318349759907	0.22444444444444445
log-sigma-3-0-mm-3D	glcm	Contrast	0.20866672220082672	0.24998070635208777	0.3804762638500113	0.1110374846444136	0.24857401758290007	0.0	0.16308725302160806	0.29345261057078786	0.17961977080486635	0.08218913709448782	0.2637250637197024	0.15300045084055194	0.12257605414688166	0.43821595071595065	0.12268300938399847	0.3542445004012119	0.28369243667144234	0.34687146061580454	0.38846153846153847	0.06541791541791543	0.4708333333333333
log-sigma-3-0-mm-3D	glcm	Correlation	0.4513131563738912	0.5568556935571708	0.6560887320213278	0.15545196233313122	0.651969207374735	1.0	0.30776433740707176	0.317580648952202	0.44680070678392414	-0.004487130391079886	0.3449810655130893	0.3630074454273744	0.11740697735383411	0.024802659250819717	0.4611245789883181	0.7313295444892999	0.4469982408232315	0.00668317472794731	-0.17912087912087896	0.4264659160980232	-0.013095238095237827
log-sigma-3-0-mm-3D	glcm	DifferenceAverage	0.20866672220082672	0.24998070635208777	0.3798271239603651	0.1110374846444136	0.24770605620718128	0.0	0.16308725302160806	0.29345261057078786	0.17961977080486635	0.08218913709448782	0.2637250637197024	0.15300045084055194	0.12257605414688166	0.43821595071595065	0.12268300938399847	0.3478013539661513	0.28369243667144234	0.34687146061580454	0.38846153846153847	0.06541791541791543	0.4708333333333333
log-sigma-3-0-mm-3D	glcm	DifferenceEntropy	0.7272551994257122	0.7987760742491279	0.9280172534964625	0.49756014302266455	0.7924094765728533	-3.2034265038149176e-16	0.6084768278892988	0.8542150241145663	0.6709190545923889	0.40774688599616915	0.7946158347706421	0.6073059594138905	0.5011981981792468	0.7338930805658592	0.49648644045994683	0.8750058275788406	0.8249137595299132	0.8355661679422679	0.8499168383465144	0.28214311133828124	0.45262162701287734
log-sigma-3-0-mm-3D	glcm	DifferenceVariance	0.16259175681256274	0.18433234405285048	0.2257030707934135	0.09796365868028546	0.18241540076602683	0.0	0.13002254259446683	0.20207753322979446	0.14573496019126086	0.07523532447592236	0.18413226163727228	0.12782539904011955	0.10242833503901827	0.17075718270726387	0.1017155498354362	0.20797941473014034	0.19370627158890688	0.19993986917189593	0.20626068376068377	0.05666318349759907	0.1098611111111111
log-sigma-3-0-mm-3D	glcm	JointEnergy	0.45570776417880615	0.3326168349968459	0.20493135784994848	0.7745556968858145	0.28977773136760265	1.0	0.6332954695578125	0.3702432987030527	0.531199807324909	0.8429880577903752	0.4587690580299781	0.6384448323031476	0.7551963149520192	0.3980418513640239	0.6695485562659076	0.18881409871731622	0.3273421143398856	0.4466882973004397	0.47753990057561485	0.8822962670446437	0.5425
log-sigma-3-0-mm-3D	glcm	JointEntropy	1.4929644983824697	1.9558203991522518	2.735600632245266	0.7887154610943198	2.184172013734606	-3.2034265038149176e-16	1.0429013363694473	1.6991552237471848	1.3240386149796537	0.5012590969282904	1.668087514453326	1.1161223967469076	0.7095118218237674	1.5638363468639531	0.952463174541895	2.6170654011365264	1.8503298321262425	1.384487442416202	1.2838916674682315	0.34756102675619666	1.0870956472685718
log-sigma-3-0-mm-3D	glcm	Imc1	-0.18216700802693792	-0.2576267675212941	-0.2913784267772083	-0.08621081032912487	-0.31240988729366376	0.0	-0.18523826828009327	-0.09852434269670941	-0.18036232404842567	-0.02943617356588548	-0.17365317299860455	-0.1471147297626154	-0.14720373188847646	-0.2478017294059057	-0.30498786776625253	-0.3741620165128064	-0.18631888034087277	-0.21020938363109923	-0.19191126381215054	-0.00953308516065659	-0.3386615897779737
log-sigma-3-0-mm-3D	glcm	Imc2	0.48078897941573806	0.6464357481873224	0.7702869190961786	0.22670430820575596	0.7290662342167061	0.0	0.3826652634937723	0.35364798525074065	0.46202009161222934	0.09512308580689195	0.4705805266968488	0.3681348253543153	0.24449374737793905	0.4910150825324214	0.469888089561599	0.8212661919211125	0.5096264836344139	0.49022644793521675	0.4236176324961764	0.05733481821138645	0.44852735428226614
log-sigma-3-0-mm-3D	glcm	Idm	0.8956666388995866	0.875009646823956	0.8101513520087822	0.9444812576777932	0.8762337680339812	1.0	0.918456373489196	0.8532736947146061	0.9101901145975666	0.9589054314527563	0.8681374681401487	0.923499774579724	0.9387119729265593	0.7808920246420246	0.9386584953080008	0.8267436376604304	0.8581537816642787	0.8265642696920978	0.8057692307692308	0.9672910422910423	0.7645833333333334
log-sigma-3-0-mm-3D	glcm	Idmn	0.9582666555598347	0.9750019293647912	0.9776304987127579	0.9888962515355588	0.9853933159311659	1.0	0.9673825493956785	0.9413094778858425	0.9640760458390266	0.9835621725811025	0.9736274936280298	0.984699954915945	0.9754847891706236	0.9123568098568098	0.9754633981232003	0.9792757907958417	0.9716307563328558	0.9306257078768392	0.9223076923076923	0.9869164169164168	0.9058333333333334
log-sigma-3-0-mm-3D	glcm	Id	0.8956666388995866	0.875009646823956	0.810194628001425	0.9444812576777932	0.8762916321256958	1.0	0.918456373489196	0.8532736947146061	0.9101901145975666	0.9589054314527563	0.8681374681401487	0.923499774579724	0.9387119729265593	0.7808920246420246	0.9386584953080008	0.827173180756101	0.8581537816642787	0.8265642696920978	0.8057692307692308	0.9672910422910423	0.7645833333333334
log-sigma-3-0-mm-3D	glcm	Idn	0.9304444259330579	0.937504823411978	0.9240562132042486	0.9722406288388967	0.9504877208044211	1.0	0.9456375823261306	0.9021824631430708	0.9401267430650445	0.972603620968504	0.9340687340700744	0.9617498872898622	0.9591413152843727	0.8539280164280162	0.9591056635386672	0.930654500754605	0.9290768908321395	0.8843761797947318	0.8705128205128205	0.9781940281940281	0.8430555555555556
log-sigma-3-0-mm-3D	glcm	InverseVariance	0.20866672220082672	0.24998070635208777	0.3792591265569246	0.1110374846444136	0.24694659000342736	0.0	0.16308725302160806	0.29345261057078786	0.17961977080486635	0.08218913709448782	0.2637250637197024	0.15300045084055194	0.12257605414688166	0.43821595071595065	0.12268300938399847	0.34216360083547337	0.28369243667144234	0.34687146061580454	0.38846153846153847	0.06541791541791543	0.4708333333333333
log-sigma-3-0-mm-3D	glcm	MaximumProbability	0.6386832564780469	0.5026836922852771	0.36907170121349914	0.8776839695083232	0.42061585555671777	1.0	0.780652640553728	0.5425898857529591	0.707490731592364	0.9161742016943829	0.6516623180637086	0.7893975477910099	0.8606473890765615	0.5166000666000665	0.806762604856136	0.25567394819561623	0.4696534215345126	0.5947855814371651	0.6005494505494504	0.9345820845820845	0.58125
log-sigma-3-0-mm-3D	glcm	SumEntropy	1.2842977761816432	1.7058396928001647	2.3539453763548965	0.6776779764499068	1.933980091090954	-3.2034265038149176e-16	0.8798140833478398	1.4057026131763972	1.1444188441747873	0.41906995983380296	1.4043624507336245	0.9631219459063564	0.5869357676768862	1.1256203961480025	0.8297801651578969	2.2601758874242797	1.566637395454801	1.0376159818003976	0.8954301290066934	0.28214311133828124	0.6162623139352387
log-sigma-3-0-mm-3D	glcm	SumSquares	0.19085023950431554	0.28209908930449623	0.5548649968833849	0.06616851018231058	0.3569030002195356	0.0	0.11834099392386037	0.21383958403357645	0.16153261624191506	0.04088830886685124	0.20121467412388094	0.11901269656199129	0.07118767500448125	0.21560048296435605	0.11436794694932816	0.6614915364211793	0.2563113413559574	0.17668591676383222	0.1580997078318507	0.03052027472887863	0.17381944444444444
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformity	49.49466522886402	57.34576436654835	58.15029223142533	25.484204806156022	160.39170876635092	97.53846153846153	22.234810779247525	46.367354183910386	58.56685326146729	29.079292498191005	24.523237699875832	78.6321924150171	18.562848363852147	11.013856360806152	29.252410965943525	47.18708666725562	21.653563017178673	9.723898323898323	7.257187257187256	10.703115901192824	4.816919191919192
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.5033104860258367	0.49417208728604134	0.339544417710584	0.7243121202090068	0.44165575812239843	1.0	0.6098655761130207	0.6567777734716876	0.681960854160091	0.8877693641157289	0.5066033659980883	0.7258286729688929	0.7109615702353065	0.5837114513019646	0.5941353207106619	0.3357541723848971	0.4796406919952189	0.5260195956840978	0.697722367419337	0.8493723065538188	0.5234096010611162
log-sigma-3-0-mm-3D	glrlm	GrayLevelVariance	0.24834475698708164	0.32874685867869174	0.6573399718088614	0.1547527943091063	0.41428182535896185	0.0	0.1950672119434896	0.17161111326415626	0.1590195729199545	0.05611531794213556	0.32068956043643687	0.1476504582688588	0.14451921488234676	0.20814427434901772	0.20293233964466909	0.6617462101396451	0.2923857083964209	0.2369902021579511	0.15113881629033143	0.07531384672309052	0.2382951994694419
log-sigma-3-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	2.424758194356281	3.757480333352684	7.04643283798976	3.9699705495437203	6.89186460630684	1.0	1.8033700873403744	3.338971088946579	3.404632362658695	3.8205306263567445	3.895997877259134	3.73607837199527	1.5312316057432676	3.101710283927945	1.8534898021806043	5.378851301832918	2.7111789566260813	2.8310522810522807	1.5582750582750582	1.2469815440969287	2.278409090909091
log-sigma-3-0-mm-3D	glrlm	LongRunEmphasis	7.2142604497386	6.408283401537309	4.993900220956822	6.079396369792712	9.959236371343366	21.557146723745483	5.065301467714141	4.493508188791496	7.536831668664537	6.0112310331686665	4.826365021079436	9.542179439323219	4.537938449770945	2.3988509796391067	6.895731990643619	5.1891969524245045	4.2796678967867114	2.6745171495171496	1.995027195027195	3.171123321123321	1.7944444444444445
log-sigma-3-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	11.617904175613633	21.005745016346484	29.71248132613504	24.20244474360328	58.59102779132758	21.557146723745483	6.598577264056031	15.101306067070443	27.36149529317312	23.83776245133911	18.466440151637432	36.70874933835422	5.30919319027419	7.848858030066134	9.000074213291859	24.512767056889274	9.374466120217878	8.873526473526473	2.6686868686868688	3.4181048652202497	4.385353535353535
log-sigma-3-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	6.113349518269842	2.96634483923765	1.2453797506742497	1.6206455377144737	2.188942266249758	21.557146723745483	4.681982518628669	1.8415587192217606	2.5806657625373903	1.5545981786260579	1.6083639844247064	2.78957424627953	4.345124764645135	1.0363492170323507	6.36964643498156	2.434067248731566	3.031546260589604	1.1247648185148185	1.8266122766122768	3.109377935099089	1.1467171717171716
log-sigma-3-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.6438104514109296	0.4233536046988468	0.24060485299270903	0.31883486330471417	0.21173864314715732	1.0	0.7991574781649062	0.41525722776335533	0.39884190933532637	0.2948673434108138	0.4007146777571911	0.34565110400619303	0.8671920985641831	0.47457242901801394	0.7866275494548489	0.3775453091711274	0.5977831805041632	0.5422369297369297	0.8604312354312355	0.9382546139757676	0.6803977272727273
log-sigma-3-0-mm-3D	glrlm	RunEntropy	2.735581962465981	3.017738038893913	3.3432853387619215	2.355178575796909	3.546085604768474	2.6224592740317876	2.282418665442248	2.3271043524895885	2.681425095691205	2.034927196890819	2.6067526922813267	2.8212102051365906	1.980821533866333	1.689326332730636	2.5128569253761324	3.2568900378420094	2.525577838024606	1.7227700122212004	1.3641650067148856	1.4334382338332026	1.3368317507129042
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformity	28.407182742843386	34.562917295519235	64.15919413310685	10.925224790163817	86.58526261707458	18.23156631891172	12.740371138067609	26.715487375013268	24.016248625123943	10.384971494109154	18.231287572067338	25.695916903077	10.07005584135436	12.463906473120364	14.546095008221195	53.55551225817169	17.51763305472357	10.652294927294928	7.303341103341102	6.143599135906829	7.177777777777778
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.27782503438068007	0.28778265022509586	0.3555279144786358	0.30355433129389997	0.228183056162163	0.18054844325740077	0.33874424947027915	0.36362863197925016	0.27250580169307026	0.30858919432789356	0.358531068821187	0.2302514773139751	0.372313534132712	0.6212961841896768	0.2841786420408244	0.3554279985734603	0.3743598146083767	0.5530995057631962	0.6843890340860038	0.4785494455035171	0.7467901234567902
log-sigma-3-0-mm-3D	glrlm	RunPercentage	0.4572450805008944	0.4702584864528185	0.5431013431013431	0.46769230769230774	0.3931068931068931	0.24882260596546313	0.5197802197802198	0.5528846153846154	0.42747799464217384	0.46703296703296704	0.543647363872083	0.3868131868131868	0.5416666666666667	0.7507692307692307	0.44755244755244755	0.5372826407309167	0.5634615384615385	0.7100591715976332	0.7988165680473375	0.6269230769230769	0.8409090909090909
log-sigma-3-0-mm-3D	glrlm	RunVariance	1.7769218870392272	1.3764527643448168	1.1985217878206762	1.1483768046859368	2.748272662271952	3.4185301639495496	0.953433878587952	0.8622245668447162	1.444346198143187	1.0168602489811411	0.9261561566913515	1.983553763113189	0.7690615026640816	0.30208059213903604	1.2971734750519341	1.177008749825598	0.7364266197100169	0.30012747613938096	0.24743511258662773	0.3657894641023691	0.22614197530864197
log-sigma-3-0-mm-3D	glrlm	ShortRunEmphasis	0.48600904961487595	0.46941549825712797	0.5726639124693027	0.4476419903570988	0.414548796223749	0.18684773012952294	0.5145162406524384	0.5500499557505137	0.37742067466638396	0.42636390608973784	0.5441274622580204	0.35895222917347874	0.5255286838286035	0.7407404769772685	0.42720670220492046	0.5504783865512132	0.5518657243625603	0.6947642635142635	0.8158205991539325	0.5858260803773624	0.8631172839506174
log-sigma-3-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	1.4836494024689144	2.079523045368054	4.492518262054842	1.7818163322499367	3.310156944273152	0.18684773012952294	1.1745453968671773	1.892975646175883	1.25862197475702	1.532909327638773	2.2192568893483076	1.3763137989269703	1.020933543218809	2.2767362349415787	1.0677686671053546	3.277536315018332	1.7664724164421046	1.7506979131979135	1.345249503582837	0.8328076244742911	1.8828458193041526
