Image type	Feature Class	Feature Name	1: RTSTRUCT: RTstruct_6_segment_Lt Frontal	1: RTSTRUCT: RTstruct_6_segment_R putamen	1: RTSTRUCT: RTstruct_6_segment_R cerebellar
log-sigma-1-0-mm-3D	firstorder	Mean	-41.66856029224396	-37.97903897497389	-13.82931126047413
log-sigma-1-0-mm-3D	firstorder	Median	-46.802974700927734	-36.562931060791016	-14.557983875274658
log-sigma-1-0-mm-3D	firstorder	Minimum	-105.02029418945312	-86.3086929321289	-51.55335235595703
log-sigma-1-0-mm-3D	firstorder	Range	142.40513610839844	90.0366575717926	72.45196151733398
log-sigma-1-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	17.035691256904602	16.107648999350413	9.399724991967245
log-sigma-1-0-mm-3D	firstorder	RootMeanSquared	259.92913029689976	263.1379583632224	286.54976191682937
log-sigma-1-0-mm-3D	firstorder	Skewness	0.4557827389503454	-0.09130488304217409	-0.03244132072287128
log-sigma-1-0-mm-3D	firstorder	TotalEnergy	16890788.194225676	6477732.503755616	38920503.10987642
log-sigma-1-0-mm-3D	firstorder	Uniformity	0.2637120000000001	0.29283950617283955	0.3906603286510352
log-sigma-1-0-mm-3D	firstorder	Variance	828.0200354207163	586.601115086719	217.10296093699756
log-sigma-1-0-mm-3D	glcm	Autocorrelation	13.22415925910291	7.872062687687688	8.323201426828811
log-sigma-1-0-mm-3D	glcm	JointAverage	3.582847496997659	2.742090974903475	2.8577811389566943
log-sigma-1-0-mm-3D	glcm	ClusterProminence	36.94810901377509	12.311282209019476	3.6312944856572766
log-sigma-1-0-mm-3D	glcm	ClusterShade	3.4755217738035684	0.3176222564726827	0.18735809085772234
log-sigma-1-0-mm-3D	glcm	ClusterTendency	3.2172862995379603	2.3749121236903274	1.2110751230763521
log-sigma-1-0-mm-3D	glcm	Contrast	1.6806907923487964	0.9637360574860574	0.5883983768758069
log-sigma-1-0-mm-3D	glcm	Correlation	0.3115178057732417	0.4243230826670217	0.3436207558060143
log-sigma-1-0-mm-3D	glcm	DifferenceAverage	0.9263916039700877	0.7476002788502788	0.5215784525850727
log-sigma-1-0-mm-3D	glcm	DifferenceEntropy	1.7094559642498801	1.3242420553675351	1.1465748215760632
log-sigma-1-0-mm-3D	glcm	DifferenceVariance	0.7908642858604752	0.38804807217472115	0.30717057228337635
log-sigma-1-0-mm-3D	glcm	JointEnergy	0.1075391241636551	0.11316197669303565	0.17845860497533084
log-sigma-1-0-mm-3D	glcm	JointEntropy	3.9199466549840483	3.403991544686685	2.7700277773955326
log-sigma-1-0-mm-3D	glcm	Imc1	-0.09954673515309535	-0.1689267171254392	-0.08805039578998278
log-sigma-1-0-mm-3D	glcm	Imc2	0.546520182336	0.6772969294563747	0.4235402419587172
log-sigma-1-0-mm-3D	glcm	Idm	0.6101048087896063	0.6478134384384384	0.745892766136537
log-sigma-1-0-mm-3D	glcm	Idmn	0.9693131872639937	0.9646531419160729	0.9665675059065537
log-sigma-1-0-mm-3D	glcm	Id	0.6391471402795753	0.6622224903474903	0.7503474277559191
log-sigma-1-0-mm-3D	glcm	Idn	0.893841547134839	0.880546043492472	0.8979116402926766
log-sigma-1-0-mm-3D	glcm	InverseVariance	0.4721963330430855	0.5584814725439725	0.4631110188306805
log-sigma-1-0-mm-3D	glcm	MaximumProbability	0.24952669714168116	0.19152925246675245	0.31184026246842345
log-sigma-1-0-mm-3D	glcm	SumEntropy	2.775585743968458	2.536986362549233	2.133777560627615
log-sigma-1-0-mm-3D	glcm	SumSquares	1.2244942729716894	0.834662045294096	0.4498683749880396
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformity	43.02926074966771	9.516417409965797	106.09710829348886
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.23049205152993746	0.29481096051022776	0.3657057136375567
log-sigma-1-0-mm-3D	glrlm	GrayLevelVariance	1.544193518624721	0.9186091140741482	0.5276844242798698
log-sigma-1-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	17.542059280684686	10.462414612414612	9.708439043125809
log-sigma-1-0-mm-3D	glrlm	LongRunEmphasis	2.409437192144304	2.698637391379327	3.8879537260243824
log-sigma-1-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	33.79156903376076	22.726909424490067	34.561460574997426
log-sigma-1-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	0.2433711931502975	0.49916298796137504	0.5364304506663211
log-sigma-1-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.09475271536017192	0.17146750734250735	0.13402390541993792
log-sigma-1-0-mm-3D	glrlm	RunEntropy	3.2153124216447346	2.787252232207387	3.0046640490680807
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformity	116.7833607941649	19.22042883010625	132.4467322706676
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.6201525101218759	0.5841575538318008	0.4424163057037147
log-sigma-1-0-mm-3D	glrlm	RunPercentage	0.7464615384615385	0.7166666666666668	0.6126257708536189
log-sigma-1-0-mm-3D	glrlm	RunVariance	0.5652993086632113	0.639891076362763	1.019196499962997
log-sigma-1-0-mm-3D	glrlm	ShortRunEmphasis	0.8134003467650887	0.7850783331630106	0.6719656415871882
log-sigma-1-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	15.261236484065522	8.678682321323452	6.909779060399393
log-sigma-1-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.07510015415836428	0.13121830898679016	0.08622850391453932
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformity	3.6315789473684212	4.230769230769231	4.333333333333333
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.19113573407202217	0.3254437869822485	0.48148148148148145
log-sigma-1-0-mm-3D	glszm	GrayLevelVariance	2.742382271468144	1.0059171597633136	1.111111111111111
log-sigma-1-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	24.68421052631579	12.461538461538462	12.222222222222221
log-sigma-1-0-mm-3D	glszm	LargeAreaEmphasis	734.6315789473684	24.384615384615383	9406.666666666666
log-sigma-1-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	8531.947368421053	164.3846153846154	82622.88888888889
log-sigma-1-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	72.11196473326173	4.921880341880342	1223.3248456790125
log-sigma-1-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.1146482277121375	0.1622649572649573	0.19290123456790123
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformity	2.473684210526316	2.8461538461538463	2.5555555555555554
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.13019390581717452	0.21893491124260356	0.2839506172839506
log-sigma-1-0-mm-3D	glszm	SmallAreaEmphasis	0.19203191340725256	0.45001787894645034	0.4490042248885648
log-sigma-1-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	4.3814525164647895	6.489972091400663	5.5172944307581355
log-sigma-1-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.023649781945377455	0.05220229918890633	0.13223098763142915
log-sigma-1-0-mm-3D	glszm	ZoneEntropy	3.997670276487608	3.2389012566026274	2.419381945646369
log-sigma-1-0-mm-3D	glszm	ZonePercentage	0.076	0.28888888888888886	0.0189873417721519
log-sigma-1-0-mm-3D	glszm	ZoneVariance	561.5013850415512	12.402366863905327	6632.888888888889
log-sigma-1-0-mm-3D	gldm	DependenceEntropy	5.245732346893471	3.7355072643372833	5.2490949609942295
log-sigma-1-0-mm-3D	gldm	DependenceNonUniformity	18.96	9.622222222222222	31.033755274261605
log-sigma-1-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.07584	0.21382716049382716	0.0654720575406363
log-sigma-1-0-mm-3D	gldm	DependenceVariance	26.081535999999996	2.417777777777778	19.16785059374388
log-sigma-1-0-mm-3D	gldm	GrayLevelNonUniformity	65.928	13.177777777777777	185.17299578059072
log-sigma-1-0-mm-3D	gldm	GrayLevelVariance	1.398416	0.8869135802469137	0.4753511723548577
log-sigma-1-0-mm-3D	gldm	HighGrayLevelEmphasis	16.052	9.622222222222222	9.248945147679326
log-sigma-1-0-mm-3D	gldm	LargeDependenceEmphasis	83.72	13.088888888888889	141.75105485232066
log-sigma-1-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	860.5	91.26666666666667	1169.987341772152
log-sigma-1-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	9.058749954648526	2.616320987654321	20.39133556024379
log-sigma-1-0-mm-3D	gldm	LowGrayLevelEmphasis	0.0975153514739229	0.17712345679012345	0.13729195968120017
log-sigma-1-0-mm-3D	gldm	SmallDependenceEmphasis	0.06725603901935932	0.21537288989669945	0.024217492105191866
log-sigma-1-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	1.5477066074100616	2.738466868228773	0.29169182482682093
log-sigma-1-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.005764471239406433	0.03030417069091011	0.00418314642440709
log-sigma-1-0-mm-3D	ngtdm	Busyness	1.4210048597708962	0.49704022988505736	5.928472497084144
log-sigma-1-0-mm-3D	ngtdm	Coarseness	0.02907003309013217	0.15609643290744063	0.016451263667917895
log-sigma-1-0-mm-3D	ngtdm	Complexity	12.605093220748856	4.924780423280423	2.7014228010314616
log-sigma-1-0-mm-3D	ngtdm	Contrast	0.04592912599575647	0.046497265660722445	0.03229449617538003
log-sigma-1-0-mm-3D	ngtdm	Strength	0.4407139265659772	1.2245378547038739	0.08027561112480423
log-sigma-2-0-mm-3D	firstorder	10Percentile	-116.81482772827148	-58.48485107421875	-49.34098358154297
log-sigma-2-0-mm-3D	firstorder	90Percentile	-36.36617126464844	-10.009364509582516	-3.246321797370915
log-sigma-2-0-mm-3D	firstorder	Energy	12811717.507661588	3222238.176902467	36007791.781765334
log-sigma-2-0-mm-3D	firstorder	Entropy	2.3571878752165674	1.5219280948873615	1.5993103195581921
log-sigma-2-0-mm-3D	firstorder	InterquartileRange	43.360464096069336	29.33287239074707	26.394487380981445
log-sigma-2-0-mm-3D	firstorder	Kurtosis	2.3138591758496334	2.0248053075136063	2.2033925337919027
log-sigma-2-0-mm-3D	firstorder	Maximum	-1.5126043558120728	-3.9088335037231445	21.43787384033203
log-sigma-2-0-mm-3D	firstorder	MeanAbsoluteDeviation	25.64148935619354	15.447975978144898	14.32762794951015
log-sigma-2-0-mm-3D	firstorder	Mean	-75.73483028650284	-33.014313538869224	-24.90795394891425
log-sigma-2-0-mm-3D	firstorder	Median	-75.10292053222656	-29.334800720214844	-23.856027603149414
log-sigma-2-0-mm-3D	firstorder	Minimum	-145.81927490234375	-68.91175079345703	-60.260868072509766
log-sigma-2-0-mm-3D	firstorder	Range	144.30667054653168	65.00291728973389	81.6987419128418
log-sigma-2-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	19.074549506378176	11.648614439672354	10.816038485116799
log-sigma-2-0-mm-3D	firstorder	RootMeanSquared	226.37771540203852	267.59165312104716	275.61894972363984
log-sigma-2-0-mm-3D	firstorder	Skewness	-0.09685758011790867	-0.29368214906721096	-0.03947598659959114
log-sigma-2-0-mm-3D	firstorder	TotalEnergy	12811717.507661588	6698863.578297232	36007791.781765334
log-sigma-2-0-mm-3D	firstorder	Uniformity	0.21376	0.3600000000000001	0.3767647634816358
log-sigma-2-0-mm-3D	firstorder	Variance	952.0036840226779	323.9360449336045	290.1716461896212
log-sigma-2-0-mm-3D	glcm	Autocorrelation	10.51705815475505	4.362636743886744	5.751263301156569
log-sigma-2-0-mm-3D	glcm	JointAverage	3.122042492043732	2.0270729434791934	2.333662938944413
log-sigma-2-0-mm-3D	glcm	ClusterProminence	52.80966094126758	4.9205686074822585	7.260590977301214
log-sigma-2-0-mm-3D	glcm	ClusterShade	1.0385667862652874	-0.27151794347490077	-0.228737543707681
log-sigma-2-0-mm-3D	glcm	ClusterTendency	4.655815574559613	1.5880744790035455	1.653454853489104
log-sigma-2-0-mm-3D	glcm	Contrast	1.6016741371449597	0.5770920474045473	0.44051589197268765
log-sigma-2-0-mm-3D	glcm	Correlation	0.4948221658966369	0.4675713302689032	0.5780732585869058
log-sigma-2-0-mm-3D	glcm	DifferenceAverage	0.968447530029614	0.5328956188331189	0.42795597293650095
log-sigma-2-0-mm-3D	glcm	DifferenceEntropy	1.5782904995658003	1.0944975868273557	0.9978417500209434
log-sigma-2-0-mm-3D	glcm	DifferenceVariance	0.5982714682050494	0.28563491394724555	0.2482993445761359
log-sigma-2-0-mm-3D	glcm	JointEnergy	0.05908812632707437	0.1490878405930665	0.18016122897015455
log-sigma-2-0-mm-3D	glcm	JointEntropy	4.30930639160266	2.8381964004275995	2.7978674102594048
log-sigma-2-0-mm-3D	glcm	Imc1	-0.1493500034584865	-0.15139259268665933	-0.21544135033258255
log-sigma-2-0-mm-3D	glcm	Imc2	0.6633516500969728	0.590537130165467	0.6848169159209458
log-sigma-2-0-mm-3D	glcm	Idm	0.5787279595370541	0.7379718334405835	0.7872780054353683
log-sigma-2-0-mm-3D	glcm	Idmn	0.9602120503129731	0.9443306304243804	0.9743089461022449
log-sigma-2-0-mm-3D	glcm	Id	0.6095196438993944	0.7409182620120119	0.7881153333711141
log-sigma-2-0-mm-3D	glcm	Idn	0.8723838229616487	0.8689859167202918	0.9148274693805727
log-sigma-2-0-mm-3D	glcm	InverseVariance	0.5231561983714766	0.49422374383311884	0.4169660437798374
log-sigma-2-0-mm-3D	glcm	MaximumProbability	0.09764818305806487	0.2127594111969112	0.2767185439904986
log-sigma-2-0-mm-3D	glcm	SumEntropy	3.0941827474496533	2.2453629023734747	2.337702239400765
log-sigma-2-0-mm-3D	glcm	SumSquares	1.5643724279261435	0.5412916316020233	0.523492686365448
log-sigma-2-0-mm-3D	glrlm	GrayLevelNonUniformity	42.43560505178623	10.919956709956711	100.93526741999254
log-sigma-2-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.21648553691698474	0.3940789602893499	0.37807887582289773
log-sigma-2-0-mm-3D	glrlm	GrayLevelVariance	1.5845243812473864	0.5077848409887371	0.5807318240725136
log-sigma-2-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	14.367493354954345	5.962402597402598	7.449325876018639
log-sigma-2-0-mm-3D	glrlm	LongRunEmphasis	2.0910246927606124	3.740681818181818	4.813249683229968
log-sigma-2-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	26.159011748925423	18.98871212121212	30.6020479670281
log-sigma-2-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	0.3823330176264124	1.3808627946127947	1.1807153370763848
log-sigma-2-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.1494903192544541	0.29121753246753246	0.2210365162881427
log-sigma-2-0-mm-3D	glrlm	RunEntropy	3.1740451274492276	2.5824347383373967	3.2068984459441796
log-sigma-2-0-mm-3D	glrlm	RunLengthNonUniformity	129.80457053769712	12.710974025974027	107.68084184992391
log-sigma-2-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.650787341051871	0.450191575307809	0.3871131117624759
log-sigma-2-0-mm-3D	glrlm	RunPercentage	0.7852307692307693	0.6166666666666667	0.5623174294060369
log-sigma-2-0-mm-3D	glrlm	RunVariance	0.3887032697805251	1.0100787443076404	1.2800499338739766
log-sigma-2-0-mm-3D	glrlm	ShortRunEmphasis	0.83020026965347	0.6853389159451659	0.6166960830013564
log-sigma-2-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	12.534427339260604	4.594930399230399	5.1126880822536735
log-sigma-2-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.11115292250982853	0.14771210225602585	0.11631271816309194
log-sigma-2-0-mm-3D	glszm	GrayLevelNonUniformity	3.0	2.2	2.7142857142857144
log-sigma-2-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.23076923076923078	0.44	0.3877551020408163
log-sigma-2-0-mm-3D	glszm	GrayLevelVariance	2.4023668639053257	0.64	1.2653061224489797
log-sigma-2-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	22.307692307692307	6.4	11.142857142857142
log-sigma-2-0-mm-3D	glszm	LargeAreaEmphasis	953.3846153846154	127.0	12026.857142857143
log-sigma-2-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	11849.076923076924	689.4	83204.0
log-sigma-2-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	120.26720085470085	37.511111111111106	2207.7053571428573
log-sigma-2-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.13517094017094017	0.31666666666666665	0.23015873015873017
log-sigma-2-0-mm-3D	glszm	SizeZoneNonUniformity	2.076923076923077	1.0	1.2857142857142858
log-sigma-2-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.15976331360946747	0.2	0.1836734693877551
log-sigma-2-0-mm-3D	glszm	SmallAreaEmphasis	0.17068118081632871	0.2539753086419753	0.2875412029847944
log-sigma-2-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	5.271775928757335	2.2629382716049378	4.599371858546471
log-sigma-2-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.006208940233668771	0.0305	0.01804820692944416
log-sigma-2-0-mm-3D	glszm	ZoneEntropy	3.5465935642949344	2.321928094887361	2.5216406363433164
log-sigma-2-0-mm-3D	glszm	ZonePercentage	0.052	0.1111111111111111	0.014767932489451477
log-sigma-2-0-mm-3D	glszm	ZoneVariance	583.5621301775149	46.0	7441.632653061224
log-sigma-2-0-mm-3D	gldm	DependenceEntropy	5.067243826878085	3.4180979554450044	5.098762855759144
log-sigma-2-0-mm-3D	gldm	DependenceNonUniformity	27.896	10.6	34.51898734177215
log-sigma-2-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.111584	0.23555555555555555	0.0728248678096459
log-sigma-2-0-mm-3D	gldm	DependenceVariance	6.810943999999999	1.84	16.8768893873845
log-sigma-2-0-mm-3D	gldm	GrayLevelNonUniformity	53.44	16.2	178.58649789029536
log-sigma-2-0-mm-3D	gldm	GrayLevelVariance	1.608064	0.56	0.5495736082180562
log-sigma-2-0-mm-3D	gldm	HighGrayLevelEmphasis	13.552	5.4	6.810126582278481
log-sigma-2-0-mm-3D	gldm	LargeDependenceEmphasis	50.16	18.377777777777776	170.1350210970464
log-sigma-2-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	471.616	75.66666666666667	943.3417721518987
log-sigma-2-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	13.009925555555558	8.697530864197532	47.699118026254105
log-sigma-2-0-mm-3D	gldm	LowGrayLevelEmphasis	0.16529	0.34444444444444444	0.2399349507735584
log-sigma-2-0-mm-3D	gldm	SmallDependenceEmphasis	0.048767016152530644	0.09876042454018644	0.014615432799902711
log-sigma-2-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	1.0408850495075403	0.7012629440665155	0.166828909878129
log-sigma-2-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.003956730946268971	0.021351529912376474	0.002066645287186286
log-sigma-2-0-mm-3D	ngtdm	Busyness	1.816952442296672	1.6044642857142852	5.881160219615219
log-sigma-2-0-mm-3D	ngtdm	Coarseness	0.03671105508462891	0.15581524763494714	0.019026520757580753
log-sigma-2-0-mm-3D	ngtdm	Complexity	7.245183086958666	1.2048148148148148	1.8111907582859377
log-sigma-2-0-mm-3D	ngtdm	Contrast	0.06414396270450749	0.07562962962962964	0.02983745040388985
log-sigma-2-0-mm-3D	ngtdm	Strength	0.3631416282875906	0.41684622918707154	0.09323849247850169
log-sigma-3-0-mm-3D	firstorder	10Percentile	-109.30641708374023	-29.234774017333983	-45.447614669799805
log-sigma-3-0-mm-3D	firstorder	90Percentile	-48.80868339538574	-9.292123222351071	-8.846736907958984
log-sigma-3-0-mm-3D	firstorder	Energy	12339082.611323193	3556764.869449609	35824063.92685963
log-sigma-3-0-mm-3D	firstorder	Entropy	1.935037596804748	0.8023534428291894	1.31621114428143
log-sigma-3-0-mm-3D	firstorder	InterquartileRange	32.9417142868042	10.652769088745117	19.64973759651184
log-sigma-3-0-mm-3D	firstorder	Kurtosis	2.2594046963378305	2.1449485425472194	2.4650902524225895
log-sigma-3-0-mm-3D	firstorder	Maximum	-25.731998443603516	-3.3426883220672607	3.3166401386260986
log-sigma-3-0-mm-3D	firstorder	MeanAbsoluteDeviation	18.960847150573734	6.2670698048155975	11.454645071460877
log-sigma-3-0-mm-3D	firstorder	Mean	-78.99604099273682	-18.959799994362726	-25.437287997847367
log-sigma-3-0-mm-3D	firstorder	Median	-77.61149978637695	-18.45682144165039	-23.471497535705566
log-sigma-3-0-mm-3D	firstorder	Minimum	-127.31471252441406	-32.746826171875	-61.04318618774414
log-sigma-3-0-mm-3D	firstorder	Range	101.58271408081055	29.40413784980774	64.35982632637024
log-sigma-3-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	14.187204861450196	4.591646139962331	8.311290930922084
log-sigma-3-0-mm-3D	firstorder	RootMeanSquared	222.16284668074627	281.1391458354785	274.9148848980761
log-sigma-3-0-mm-3D	firstorder	Skewness	0.0011190085151133763	0.0015190666698940776	-0.40554684191085094
log-sigma-3-0-mm-3D	firstorder	TotalEnergy	12339082.611323193	7394326.965434711	35824063.92685963
log-sigma-3-0-mm-3D	firstorder	Uniformity	0.28278400000000004	0.6306172839506172	0.4478181915291353
log-sigma-3-0-mm-3D	firstorder	Variance	513.5805484087083	55.6253018938174	193.51111654542564
log-sigma-3-0-mm-3D	glcm	Autocorrelation	10.157627587844173	2.924751984126984	5.785942154239768
log-sigma-3-0-mm-3D	glcm	JointAverage	3.1083331498996105	1.684777858215358	2.3605224055269227
log-sigma-3-0-mm-3D	glcm	ClusterProminence	16.4580397092524	0.7489813893700212	3.7672635564081536
log-sigma-3-0-mm-3D	glcm	ClusterShade	0.8091919241214622	-0.3521197675561358	-0.5381216853570743
log-sigma-3-0-mm-3D	glcm	ClusterTendency	2.6879713374434764	0.6030359328851627	1.2065443474871953
log-sigma-3-0-mm-3D	glcm	Contrast	0.7169068223722003	0.25916318103818103	0.35725729441100346
log-sigma-3-0-mm-3D	glcm	Correlation	0.5796911901533168	0.40084040959040923	0.5429411797345456
log-sigma-3-0-mm-3D	glcm	DifferenceAverage	0.6096218809891993	0.25916318103818103	0.35725729441100346
log-sigma-3-0-mm-3D	glcm	DifferenceEntropy	1.1923650155417163	0.8191403246698269	0.9219880528581351
log-sigma-3-0-mm-3D	glcm	DifferenceVariance	0.3281203802015589	0.19030791322181484	0.2239084592392914
log-sigma-3-0-mm-3D	glcm	JointEnergy	0.11119753008888787	0.3785925298165133	0.230254269191061
log-sigma-3-0-mm-3D	glcm	JointEntropy	3.4011401437167192	1.6795510978605177	2.411185073870212
log-sigma-3-0-mm-3D	glcm	Imc1	-0.19672482604125408	-0.1307891450849798	-0.2035530209500956
log-sigma-3-0-mm-3D	glcm	Imc2	0.6976496766648933	0.4460210724324911	0.6341636996642771
log-sigma-3-0-mm-3D	glcm	Idm	0.7059175536437005	0.8704184094809095	0.8213713527944984
log-sigma-3-0-mm-3D	glcm	Idmn	0.9732986441015131	0.9481673637923638	0.9789848650346469
log-sigma-3-0-mm-3D	glcm	Id	0.7129344551169043	0.8704184094809095	0.8213713527944984
log-sigma-3-0-mm-3D	glcm	Idn	0.9009410831095622	0.913612272987273	0.9285485411177993
log-sigma-3-0-mm-3D	glcm	InverseVariance	0.5170265990510733	0.25916318103818103	0.35725729441100346
log-sigma-3-0-mm-3D	glcm	MaximumProbability	0.16032100418966108	0.5551962676962677	0.3268670282667655
log-sigma-3-0-mm-3D	glcm	SumEntropy	2.6780692015501604	1.420387916822337	2.0539277794592095
log-sigma-3-0-mm-3D	glcm	SumSquares	0.8512195399539192	0.21554977848083595	0.39095041047454965
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformity	49.105369467732935	12.139066496163682	115.34012061363934
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.2860053408703273	0.6374684395052361	0.4723655262487683
log-sigma-3-0-mm-3D	glrlm	GrayLevelVariance	0.9004864850017396	0.18126578024738194	0.4015217157346974
log-sigma-3-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	12.911250365857992	3.2854859335038364	7.108929492562374
log-sigma-3-0-mm-3D	glrlm	LongRunEmphasis	2.997778146027845	7.706385869565217	5.909618487196692
log-sigma-3-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	33.54293674584467	25.813083439897696	37.90963840240725
log-sigma-3-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	0.3874817514184479	3.1797114769820976	1.2580909969254874
log-sigma-3-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.11469754962760444	0.42862851662404094	0.20647798646176166
log-sigma-3-0-mm-3D	glrlm	RunEntropy	3.0641256628144395	2.5641269460559037	3.034466707929269
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformity	91.71669390628213	5.285437979539642	84.83381880571166
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.5209584807985688	0.27584264017029586	0.33214417638813803
log-sigma-3-0-mm-3D	glrlm	RunPercentage	0.6864615384615385	0.4222222222222222	0.5141187925998053
log-sigma-3-0-mm-3D	glrlm	RunVariance	0.6904366627457256	1.7544973743364938	1.5811101983495577
log-sigma-3-0-mm-3D	glrlm	ShortRunEmphasis	0.740961961053752	0.39312672868060267	0.556039214638574
log-sigma-3-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	10.242149688107245	1.3547914215958121	4.375353403461234
log-sigma-3-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.07881027333050396	0.1527105554518003	0.10045756077301833
log-sigma-3-0-mm-3D	glszm	GrayLevelNonUniformity	2.5	1.0	1.4
log-sigma-3-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.3125	0.5	0.28
log-sigma-3-0-mm-3D	glszm	GrayLevelVariance	2.1875	0.25	1.36
log-sigma-3-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	16.25	2.5	9.2
log-sigma-3-0-mm-3D	glszm	LargeAreaEmphasis	2178.5	638.5	20120.4
log-sigma-3-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	25080.75	2372.5	144591.4
log-sigma-3-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	241.01378472222223	205.0	3346.8513888888892
log-sigma-3-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.19795138888888889	0.625	0.2972222222222222
log-sigma-3-0-mm-3D	glszm	SizeZoneNonUniformity	1.75	1.0	1.0
log-sigma-3-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.21875	0.5	0.2
log-sigma-3-0-mm-3D	glszm	SmallAreaEmphasis	0.21906939923130578	0.004564757356515771	0.07250532931999984
log-sigma-3-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	4.725292033303345	0.005862335211187052	1.1558804387101764
log-sigma-3-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.03877447835184974	0.004240362892847951	0.004789996423789052
log-sigma-3-0-mm-3D	glszm	ZoneEntropy	2.749999999999998	0.9999999999999993	2.321928094887361
log-sigma-3-0-mm-3D	glszm	ZonePercentage	0.032	0.044444444444444446	0.010548523206751054
log-sigma-3-0-mm-3D	glszm	ZoneVariance	1201.9375	132.25	11133.36
log-sigma-3-0-mm-3D	gldm	DependenceEntropy	5.058294410456373	2.999007196224663	4.872311720148686
log-sigma-3-0-mm-3D	gldm	DependenceNonUniformity	22.4	10.6	33.09282700421941
log-sigma-3-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.0896	0.23555555555555555	0.06981609072620129
log-sigma-3-0-mm-3D	gldm	DependenceVariance	14.048896	1.479506172839506	17.000267051220426
