Image type	Feature Class	Feature Name	1: RTSTRUCT: RTstruct_5_segment_Rt ant Frontal	1: RTSTRUCT: RTstruct_5_segment_Lt ant Temporal	1: RTSTRUCT: RTstruct_5_segment_Rt Pre Motor Cortex	1: RTSTRUCT: RTstruct_5_segment_Rt Med Temporal
gradient	gldm	SmallDependenceEmphasis	0.10163219415311074	0.09969449618471728	0.03876249885129477	
gradient	gldm	SmallDependenceHighGrayLevelEmphasis	1.32867971026426	0.33964520795090525	0.41100725705629065	
gradient	gldm	SmallDependenceLowGrayLevelEmphasis	0.015044865488566029	0.062280486893464035	0.010325743392669484	
gradient	ngtdm	Busyness	1.396106028312481	1.1892039442039442	14.533182108862045	
gradient	ngtdm	Coarseness	0.0580275828518345	0.19620968671570224	0.005073575668875485	
gradient	ngtdm	Complexity	9.321303726266033	1.5257928903162998	11.341460395440626	
gradient	ngtdm	Contrast	0.05454037601457089	0.07320709875374597	0.06162505546175439	
gradient	ngtdm	Strength	0.6954721964885797	0.47623722523831497	0.06934912377456647	
log-sigma-1-0-mm-3D	firstorder	10Percentile	-58.18053359985351	-59.1822566986084	-49.68233032226563	
log-sigma-1-0-mm-3D	firstorder	90Percentile	-5.491490125656128	18.976421546936038	22.043660354614236	
log-sigma-1-0-mm-3D	firstorder	Energy	9218830.24602725	2221258.066460841	99723333.28898287	
log-sigma-1-0-mm-3D	firstorder	Entropy	1.9222942991622884	2.275431601001135	2.273789857794991	
log-sigma-1-0-mm-3D	firstorder	InterquartileRange	25.85292673110962	41.57823950052261	34.11171865463257	
log-sigma-1-0-mm-3D	firstorder	Kurtosis	3.3373650778559254	2.2999389617109474	4.669287669107133	
log-sigma-1-0-mm-3D	firstorder	Maximum	30.425399780273438	32.60221862792969	108.51065826416016	
log-sigma-1-0-mm-3D	firstorder	MeanAbsoluteDeviation	16.567867685109377	23.106654178731286	23.454588378574662	
log-sigma-1-0-mm-3D	firstorder	Mean	-32.48207784816623	-19.77480344261442	-17.330117396387934	
log-sigma-1-0-mm-3D	firstorder	Median	-32.6478271484375	-19.09145164489746	-23.451749801635742	
log-sigma-1-0-mm-3D	firstorder	Minimum	-91.10968017578125	-75.01190185546875	-91.59516143798828	
log-sigma-1-0-mm-3D	firstorder	Range	121.53507995605469	107.61412048339844	200.10581970214844	
log-sigma-1-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	10.989538160024905	16.249304958611486	14.760752790577307	
log-sigma-1-0-mm-3D	firstorder	RootMeanSquared	268.3693561066313	281.6569637533294	284.3916591712034	
log-sigma-1-0-mm-3D	firstorder	Skewness	-0.06309571635382985	-0.07066690031064607	1.154195746819222	
log-sigma-1-0-mm-3D	firstorder	TotalEnergy	9218830.24602725	2221258.066460841	99723333.28898287	
log-sigma-1-0-mm-3D	firstorder	Uniformity	0.323974609375	0.23469387755102042	0.25983546549373177	
log-sigma-1-0-mm-3D	firstorder	Variance	456.2726246533079	804.4844451189367	976.3532750101097	
log-sigma-1-0-mm-3D	glcm	Autocorrelation	9.764617267754636	13.036087630318399	15.539012663698227	
log-sigma-1-0-mm-3D	glcm	JointAverage	3.0953501439883016	3.554071569456185	3.8061099868942017	
log-sigma-1-0-mm-3D	glcm	ClusterProminence	12.023196855807985	30.52432732159269	156.83024077192093	
log-sigma-1-0-mm-3D	glcm	ClusterShade	-0.04931987988744045	2.2323689506357405	17.358234107685558	
log-sigma-1-0-mm-3D	glcm	ClusterTendency	1.8880903265180204	3.5467416154074365	5.820101388550207	
log-sigma-1-0-mm-3D	glcm	Contrast	1.1602051810461533	1.9987789987789983	1.6105831692599333	
log-sigma-1-0-mm-3D	glcm	Correlation	0.23578370213771205	0.2967021655849835	0.5697251564778845	
log-sigma-1-0-mm-3D	glcm	DifferenceAverage	0.7842662487994588	1.1144031182492722	0.8914745711856932	
log-sigma-1-0-mm-3D	glcm	DifferenceEntropy	1.485791941775479	1.485120854253592	1.7083139916388235	
log-sigma-1-0-mm-3D	glcm	DifferenceVariance	0.5331829409444071	0.5995779194194241	0.7882025862106689	
log-sigma-1-0-mm-3D	glcm	JointEnergy	0.13249639214991601	0.11955727778855772	0.08765627237706067	
log-sigma-1-0-mm-3D	glcm	JointEntropy	3.4749248776203205	3.333492597375885	4.298702517778043	
log-sigma-1-0-mm-3D	glcm	Imc1	-0.08410594213913546	-0.4389838066063707	-0.1321984394068941	
log-sigma-1-0-mm-3D	glcm	Imc2	0.4875269367117078	0.8952970871454349	0.64888401370995	
log-sigma-1-0-mm-3D	glcm	Idm	0.645279773349827	0.5296846391416528	0.6235174350001521	
log-sigma-1-0-mm-3D	glcm	Idmn	0.9706926691752868	0.9514860359091126	0.9815185554041166	
log-sigma-1-0-mm-3D	glcm	Id	0.6638428542684339	0.5670576218653142	0.650469732813982	
log-sigma-1-0-mm-3D	glcm	Idn	0.89435093514411	0.8554379000120759	0.9169149316847762	
log-sigma-1-0-mm-3D	glcm	InverseVariance	0.517140240865188	0.5481757380795842	0.4669765140641777	
log-sigma-1-0-mm-3D	glcm	MaximumProbability	0.2720268751162683	0.17885672020287405	0.20425060505449405	
log-sigma-1-0-mm-3D	glcm	SumEntropy	2.4418518130487765	2.2436399983384123	3.0805276077196027	
log-sigma-1-0-mm-3D	glcm	SumSquares	0.7620738768910434	1.3863801535466087	1.8576711394525356	
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformity	28.703757274393386	6.018212743530469	197.28466263728524	
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.2875793393593003	0.23433776805147621	0.23151685765286512	
log-sigma-1-0-mm-3D	glrlm	GrayLevelVariance	1.005804892713753	1.4521924246376892	1.871182843314257	
log-sigma-1-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	11.498777086033632	15.267485552970506	17.451480035419976	
log-sigma-1-0-mm-3D	glrlm	LongRunEmphasis	2.139355188406103	1.2984380985049881	3.0623096365651383	
log-sigma-1-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	22.906099887257632	19.722334609525248	44.021884916302376	
log-sigma-1-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	0.29215570981584665	0.1537376794989903	0.3051450458774178	
log-sigma-1-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.15294856343231905	0.1262425587628579	0.0950967837241511	
log-sigma-1-0-mm-3D	glrlm	RunEntropy	2.875597917309246	2.5641989617017846	3.590956701468204	
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformity	66.458052662117	21.91117084575279	481.7979338931681	
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.6578726143962716	0.8464106375759438	0.5571706337940974	
log-sigma-1-0-mm-3D	glrlm	RunPercentage	0.7782451923076923	0.9175824175824177	0.6906856322914716	
log-sigma-1-0-mm-3D	glrlm	RunVariance	0.43605298524791913	0.093959334740318	0.8826146685352024	
log-sigma-1-0-mm-3D	glrlm	ShortRunEmphasis	0.833533559967096	0.9331604831437605	0.7715715076483074	
log-sigma-1-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	9.802217868585334	14.313058448116976	14.15874142299626	
log-sigma-1-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.13082642259899704	0.11976699147703769	0.07230075869866147	
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformity	4.111111111111111	1.2857142857142858	6.529411764705882	
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.22839506172839505	0.1836734693877551	0.19204152249134948	
log-sigma-1-0-mm-3D	glszm	GrayLevelVariance	2.138888888888889	2.5306122448979593	4.003460207612457	
log-sigma-1-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	14.38888888888889	14.285714285714286	26.705882352941178	
log-sigma-1-0-mm-3D	glszm	LargeAreaEmphasis	240.33333333333334	22.857142857142858	10473.558823529413	
log-sigma-1-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	2343.3888888888887	351.7142857142857	123867.0294117647	
log-sigma-1-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	26.8629012345679	1.9811507936507937	1017.1735862909981	
log-sigma-1-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.20410493827160495	0.22892857142857143	0.14334213778103835	
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformity	4.222222222222222	1.2857142857142858	4.235294117647059	
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.2345679012345679	0.1836734693877551	0.1245674740484429	
log-sigma-1-0-mm-3D	glszm	SmallAreaEmphasis	0.4283945599052425	0.24160493827160495	0.3246422222570287	
log-sigma-1-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	8.348421409517552	2.0202821869488536	8.918632947411602	
log-sigma-1-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.08023410490716686	0.15256543209876544	0.05550031175670232	
log-sigma-1-0-mm-3D	glszm	ZoneEntropy	3.5724312513221155	2.807354922057602	4.793345194191506	
log-sigma-1-0-mm-3D	glszm	ZonePercentage	0.140625	0.25	0.027575020275750203	
log-sigma-1-0-mm-3D	glszm	ZoneVariance	189.7654320987654	6.857142857142856	9158.429930795848	
log-sigma-1-0-mm-3D	gldm	DependenceEntropy	4.994855692324682	3.4102329406731804	5.8639595104481215	
log-sigma-1-0-mm-3D	gldm	DependenceNonUniformity	10.640625	7.571428571428571	85.21411192214111	
log-sigma-1-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.0831298828125	0.27040816326530615	0.06911120188332613	
log-sigma-1-0-mm-3D	gldm	DependenceVariance	18.148193359375	1.1224489795918366	19.952803710347176	
log-sigma-1-0-mm-3D	gldm	GrayLevelNonUniformity	41.46875	6.571428571428571	320.37712895377126	
log-sigma-1-0-mm-3D	gldm	GrayLevelVariance	0.86956787109375	1.4183673469387754	1.680229219576015	
log-sigma-1-0-mm-3D	gldm	HighGrayLevelEmphasis	11.1796875	15.214285714285714	16.21654501216545	
log-sigma-1-0-mm-3D	gldm	LargeDependenceEmphasis	63.921875	11.0	101.71370640713707	
log-sigma-1-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	626.3359375	157.71428571428572	1234.6512570965126	
log-sigma-1-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	7.469353298611111	1.0615972222222223	10.462433314161025	
log-sigma-1-0-mm-3D	gldm	LowGrayLevelEmphasis	0.14680121527777779	0.12346230158730158	0.09688282447790326	
log-sigma-1-0-mm-3D	gldm	SmallDependenceEmphasis	0.10938297213778841	0.15874007936507936	0.03535418500026445	
log-sigma-1-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	1.738926119526314	2.1741964285714284	0.8111206952325486	
log-sigma-1-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.018551841048623126	0.046106288580246915	0.003778437442728436	
log-sigma-1-0-mm-3D	ngtdm	Busyness	0.7317988055572983	0.19600986445248741	3.863745984022511	
log-sigma-1-0-mm-3D	ngtdm	Coarseness	0.06784773599986564	0.2927253143131273	0.007030941164513518	
log-sigma-1-0-mm-3D	ngtdm	Complexity	7.3815818361310725	7.92317671949152	19.67088291485193	
log-sigma-1-0-mm-3D	ngtdm	Contrast	0.03216197726326411	0.06181954032901556	0.025972982091856008	
log-sigma-1-0-mm-3D	ngtdm	Strength	0.6539256109813393	2.8718611681519173	0.25595062555674436	
log-sigma-2-0-mm-3D	firstorder	10Percentile	-76.75642471313476	-21.55397262573242	-61.149165344238284	
log-sigma-2-0-mm-3D	firstorder	90Percentile	-23.891344070434574	0.5746741294860849	7.196552276611324	
log-sigma-2-0-mm-3D	firstorder	Energy	8071422.498764498	2351840.7353236545	91855487.00294578	
log-sigma-2-0-mm-3D	firstorder	Entropy	1.8762142622528624	0.8058576010107712	2.1962518011225263	
log-sigma-2-0-mm-3D	firstorder	InterquartileRange	26.147279739379883	9.799877405166626	35.58930969238281	
log-sigma-2-0-mm-3D	firstorder	Kurtosis	2.7474750865977065	2.3990917625260253	3.4049578120398687	
log-sigma-2-0-mm-3D	firstorder	Maximum	2.04486083984375	5.659454345703125	69.86985778808594	
log-sigma-2-0-mm-3D	firstorder	MeanAbsoluteDeviation	16.34931274387054	6.6281531586938955	21.630424244425672	
log-sigma-2-0-mm-3D	firstorder	Mean	-49.725026447325945	-10.298831190381732	-28.44907412389769	
log-sigma-2-0-mm-3D	firstorder	Median	-50.847618103027344	-10.776803970336914	-30.181232452392578	
log-sigma-2-0-mm-3D	firstorder	Minimum	-89.9794921875	-25.90169906616211	-88.85314178466797	
log-sigma-2-0-mm-3D	firstorder	Range	92.02435302734375	31.561153411865234	158.7229995727539	
log-sigma-2-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	11.338123430063611	4.552819752496136	14.851958899039566	
log-sigma-2-0-mm-3D	firstorder	RootMeanSquared	251.11349679297933	289.8177219837407	272.9424048567292	
log-sigma-2-0-mm-3D	firstorder	Skewness	0.368614065915192	0.08448367652349738	0.611123070902864	
log-sigma-2-0-mm-3D	firstorder	TotalEnergy	8071422.498764498	2351840.7353236545	91855487.00294578	
log-sigma-2-0-mm-3D	firstorder	Uniformity	0.3109130859375	0.6964285714285714	0.2529170440620172	
log-sigma-2-0-mm-3D	firstorder	Variance	420.42588480595185	67.54476618585802	757.6510248062826	
log-sigma-2-0-mm-3D	glcm	Autocorrelation	4.976884799759104	4.46153376537992	11.890728202388997	
log-sigma-2-0-mm-3D	glcm	JointAverage	2.173695118070728	2.1037545787545784	3.296123869309846	
log-sigma-2-0-mm-3D	glcm	ClusterProminence	9.863999555003609	0.6546713602664548	82.30102002305888	
log-sigma-2-0-mm-3D	glcm	ClusterShade	0.8315314345452289	0.20669246410668876	8.08664572394492	
log-sigma-2-0-mm-3D	glcm	ClusterTendency	1.775255460804749	0.3948170175367978	4.967163212191393	
log-sigma-2-0-mm-3D	glcm	Contrast	0.8330928733830826	0.27636423405654176	0.863531890865819	
log-sigma-2-0-mm-3D	glcm	Correlation	0.3443690000349466	0.19024534179931785	0.7058562229286953	
log-sigma-2-0-mm-3D	glcm	DifferenceAverage	0.681124368291839	0.27636423405654176	0.6582304260258786	
log-sigma-2-0-mm-3D	glcm	DifferenceEntropy	1.2595550195661562	0.755995726456676	1.3432318848722073	
log-sigma-2-0-mm-3D	glcm	DifferenceVariance	0.3534327308415952	0.1770706059695916	0.4127695607479373	
log-sigma-2-0-mm-3D	glcm	JointEnergy	0.13310840389246523	0.5116535860875816	0.08746707228316347	
log-sigma-2-0-mm-3D	glcm	JointEntropy	3.2033349053175475	1.3899842202440784	3.964192844737167	
log-sigma-2-0-mm-3D	glcm	Imc1	-0.1119584641600011	-0.23744088099154076	-0.2309001580428459	
log-sigma-2-0-mm-3D	glcm	Imc2	0.5260241820508242	0.46581753442736845	0.7872346370775843	
log-sigma-2-0-mm-3D	glcm	Idm	0.6746346663632047	0.8618178829717291	0.6914149334710546	
log-sigma-2-0-mm-3D	glcm	Idmn	0.9692097649906497	0.9723635765943458	0.9832377479450389	
log-sigma-2-0-mm-3D	glcm	Id	0.6844506415239746	0.8618178829717291	0.7041332397627968	
log-sigma-2-0-mm-3D	glcm	Idn	0.8900750512264864	0.9309089414858646	0.9205403240462894	
log-sigma-2-0-mm-3D	glcm	InverseVariance	0.5511293678390324	0.27636423405654176	0.48773819236073523	
log-sigma-2-0-mm-3D	glcm	MaximumProbability	0.23392890057677482	0.6771203155818541	0.1540737463561584	
log-sigma-2-0-mm-3D	glcm	SumEntropy	2.374022147583647	1.113619986187537	3.092810359738137	
log-sigma-2-0-mm-3D	glcm	SumSquares	0.6520870835469579	0.16779531289833485	1.4576737757643028	
log-sigma-2-0-mm-3D	glrlm	GrayLevelNonUniformity	29.853462352087465	13.318985774537614	201.1404024474054	
log-sigma-2-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.30364864544748077	0.6339698424110268	0.25542128295771094	
log-sigma-2-0-mm-3D	glrlm	GrayLevelVariance	0.8380971978153021	0.21111115500277175	1.28991338432771	
log-sigma-2-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	7.774871220246733	4.7298281798862165	13.571721837232262	
log-sigma-2-0-mm-3D	glrlm	LongRunEmphasis	2.1602742166614304	2.6200649884576697	3.681642078305125	
log-sigma-2-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	13.668596594309037	11.619337452173376	42.23727207117649	
log-sigma-2-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	0.6241521786150894	0.6573455827240502	0.528687362104354	
log-sigma-2-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.23945185261591242	0.2636973722334238	0.12379755284133205	
log-sigma-2-0-mm-3D	glrlm	RunEntropy	2.7387709800823643	1.844186126983198	3.580464052529093	
log-sigma-2-0-mm-3D	glrlm	RunLengthNonUniformity	62.18339657821049	12.759671783393994	386.3841328016851	
log-sigma-2-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.6212732068553465	0.5798978351654909	0.47869317092539154	
log-sigma-2-0-mm-3D	glrlm	RunPercentage	0.7680288461538461	0.7390109890109889	0.639216420238318	
log-sigma-2-0-mm-3D	glrlm	RunVariance	0.38916358412985563	0.45028031890823106	1.058649085163101	
log-sigma-2-0-mm-3D	glrlm	ShortRunEmphasis	0.8111264372732444	0.7585752621388564	0.7096463678081288	
log-sigma-2-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	6.852576635612051	3.6618168988275235	10.18961134728279	
log-sigma-2-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.17120756993616262	0.2061831969240857	0.08049248723018605	
log-sigma-2-0-mm-3D	glszm	GrayLevelNonUniformity	3.2	1.0	4.894736842105263	
log-sigma-2-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.32	0.3333333333333333	0.25761772853185594	
log-sigma-2-0-mm-3D	glszm	GrayLevelVariance	1.44	0.6666666666666666	2.2382271468144044	
log-sigma-2-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	14.4	4.666666666666667	19.526315789473685	
log-sigma-2-0-mm-3D	glszm	LargeAreaEmphasis	492.2	182.0	19464.78947368421	
log-sigma-2-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	2939.5	753.6666666666666	206350.94736842104	
log-sigma-2-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	111.96286111111112	45.00925925925926	2383.6486928631098	
log-sigma-2-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.17536111111111113	0.4537037037037037	0.16127879221864183	
log-sigma-2-0-mm-3D	glszm	SizeZoneNonUniformity	1.6	1.0	1.631578947368421	
log-sigma-2-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.16	0.3333333333333333	0.08587257617728532	
log-sigma-2-0-mm-3D	glszm	SmallAreaEmphasis	0.34689419069663824	0.354796786389414	0.20555644029765138	
log-sigma-2-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	7.342835027249363	0.5233538122243226	3.983473593355828	
log-sigma-2-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.017606998661303733	0.335805678078835	0.012605818872242764	
log-sigma-2-0-mm-3D	glszm	ZoneEntropy	3.1219280948873593	1.5849625007211552	3.9321380397593693	
log-sigma-2-0-mm-3D	glszm	ZonePercentage	0.078125	0.10714285714285714	0.015409570154095702	
log-sigma-2-0-mm-3D	glszm	ZoneVariance	328.36	94.88888888888889	15253.462603878115	
log-sigma-2-0-mm-3D	gldm	DependenceEntropy	4.403666911144503	3.324862957617352	5.746843786094858	
log-sigma-2-0-mm-3D	gldm	DependenceNonUniformity	12.125	3.5714285714285716	97.89537712895377	
log-sigma-2-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.0947265625	0.12755102040816327	0.07939608850685627	
log-sigma-2-0-mm-3D	gldm	DependenceVariance	11.7177734375	11.668367346938776	16.551991101691847	
log-sigma-2-0-mm-3D	gldm	GrayLevelNonUniformity	39.796875	19.5	311.84671532846716	
log-sigma-2-0-mm-3D	gldm	GrayLevelVariance	0.81243896484375	0.16709183673469388	1.3127083074336523	
log-sigma-2-0-mm-3D	gldm	HighGrayLevelEmphasis	7.1015625	4.607142857142857	12.652068126520682	
log-sigma-2-0-mm-3D	gldm	LargeDependenceEmphasis	61.15625	72.28571428571429	124.30413625304136	
log-sigma-2-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	261.0078125	300.4642857142857	1221.38199513382	
log-sigma-2-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	23.28138671875	17.78075396825397	20.37366614529023	
log-sigma-2-0-mm-3D	gldm	LowGrayLevelEmphasis	0.2648936631944444	0.2569444444444445	0.1335028910185323	
log-sigma-2-0-mm-3D	gldm	SmallDependenceEmphasis	0.06992200274520168	0.06256193946438969	0.0193839888266352	
log-sigma-2-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	1.0112043157266586	0.18774775785755876	0.3217650150876806	
log-sigma-2-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.007539614922772311	0.041186119786732346	0.0018026553503052963	
log-sigma-2-0-mm-3D	ngtdm	Busyness	1.4339573323025003	0.47267997434664083	4.858044077819146	
log-sigma-2-0-mm-3D	ngtdm	Coarseness	0.06701461328824543	0.3290927561942334	0.00942815188188311	
log-sigma-2-0-mm-3D	ngtdm	Complexity	4.206282253642991	0.7639526882582437	7.64588838103184	
log-sigma-2-0-mm-3D	ngtdm	Contrast	0.03784286107114025	0.01342974947657892	0.02414095255717548	
log-sigma-2-0-mm-3D	ngtdm	Strength	0.5123462936963654	0.7511701968495522	0.16796382886854264	
log-sigma-3-0-mm-3D	firstorder	10Percentile	-51.769710540771484	-15.10646104812622	-58.446049499511716	
log-sigma-3-0-mm-3D	firstorder	90Percentile	-21.432059860229494	-0.39402704983949627	-10.687712097167969	
log-sigma-3-0-mm-3D	firstorder	Energy	8938402.708021767	2404292.6971156886	87942204.28442565	
log-sigma-3-0-mm-3D	firstorder	Entropy	1.2098325268768995	0.37123232664087497	1.6446095310312037	
log-sigma-3-0-mm-3D	firstorder	InterquartileRange	14.965887069702148	8.236092031002045	29.113801956176758	
log-sigma-3-0-mm-3D	firstorder	Kurtosis	4.243084961122699	1.9783646487089923	2.1998677053497477	
log-sigma-3-0-mm-3D	firstorder	Maximum	8.83316421508789	2.347149133682251	10.13446044921875	
log-sigma-3-0-mm-3D	firstorder	MeanAbsoluteDeviation	9.728645920637064	4.755476679652929	15.233585641939296	
log-sigma-3-0-mm-3D	firstorder	Mean	-36.05831676069647	-7.022041252149003	-33.5537529911148	
log-sigma-3-0-mm-3D	firstorder	Median	-37.22182083129883	-6.803184509277344	-33.2331428527832	
log-sigma-3-0-mm-3D	firstorder	Minimum	-59.55796813964844	-16.942846298217773	-75.01123809814453	
log-sigma-3-0-mm-3D	firstorder	Range	68.39113235473633	19.289995431900024	85.14569854736328	
log-sigma-3-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	6.320235252380371	3.674636575308713	11.503853332105516	
log-sigma-3-0-mm-3D	firstorder	RootMeanSquared	264.25607118176123	293.03173262559864	267.0650981578001	
log-sigma-3-0-mm-3D	firstorder	Skewness	0.9264701571081154	-0.23572393404660544	-0.08666416345635534	
log-sigma-3-0-mm-3D	firstorder	TotalEnergy	8938402.708021767	2404292.6971156886	87942204.28442565	
log-sigma-3-0-mm-3D	firstorder	Uniformity	0.5521240234375	0.8673469387755102	0.3468333981236463	
log-sigma-3-0-mm-3D	firstorder	Variance	166.05900522323432	31.512013502818057	330.1641089155285	
log-sigma-3-0-mm-3D	glcm	Autocorrelation	3.516340163594715	1.0899572649572649	9.837980443820673	
log-sigma-3-0-mm-3D	glcm	JointAverage	1.8493581343439434	1.0428418803418802	3.0651425809881747	
log-sigma-3-0-mm-3D	glcm	ClusterProminence	2.1225651650878783	0.07843687874536161	9.571365592878042	
log-sigma-3-0-mm-3D	glcm	ClusterShade	0.08183642084004564	0.05941719755724385	0.39739910981527304	
log-sigma-3-0-mm-3D	glcm	ClusterTendency	0.7308221431266454	0.07512761158594493	2.1011061511724276	
log-sigma-3-0-mm-3D	glcm	Contrast	0.3674535311502986	0.07713675213675214	0.3341094758369211	
log-sigma-3-0-mm-3D	glcm	Correlation	0.3233828640612123	0.5460848538434745	0.7256110539648409	
log-sigma-3-0-mm-3D	glcm	DifferenceAverage	0.3598873268627829	0.07713675213675214	0.32824723049537735	
log-sigma-3-0-mm-3D	glcm	DifferenceEntropy	0.9381505559701059	0.27776120329398524	0.9172058983331888	
log-sigma-3-0-mm-3D	glcm	DifferenceVariance	0.2307210321326855	0.0599329297245964	0.22185653224669163	
log-sigma-3-0-mm-3D	glcm	JointEnergy	0.337735214582085	0.8639348884140551	0.18218849590979594	
log-sigma-3-0-mm-3D	glcm	JointEntropy	2.0611952523169506	0.378346110564309	2.756702491964532	
log-sigma-3-0-mm-3D	glcm	Imc1	-0.12925122215514803	-0.04272786102574048	-0.3299402349702062	
log-sigma-3-0-mm-3D	glcm	Imc2	0.4600543099106772	0.10515935633576921	0.807156714664878	
log-sigma-3-0-mm-3D	glcm	Idm	0.8208129569973601	0.961431623931624	0.8364626092864657	
log-sigma-3-0-mm-3D	glcm	Idmn	0.9785186076550563	0.9845726495726497	0.987196284711908	
log-sigma-3-0-mm-3D	glcm	Id	0.8213173706165278	0.961431623931624	0.8368534256425686	
log-sigma-3-0-mm-3D	glcm	Idn	0.9282747414370272	0.9742877492877493	0.9454317055208072	
log-sigma-3-0-mm-3D	glcm	InverseVariance	0.3532668981112066	0.07713675213675214	0.32311776582152657	
log-sigma-3-0-mm-3D	glcm	MaximumProbability	0.5326875138462854	0.9185897435897437	0.2919317318320088	
log-sigma-3-0-mm-3D	glcm	SumEntropy	1.6873484452427203	0.3012093584275569	2.4107028136556905	
log-sigma-3-0-mm-3D	glcm	SumSquares	0.27456891856923604	0.038066090930674264	0.6088039067523372	
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformity	38.7871911290004	15.355239146818095	198.98070507005028	
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.480992586006485	0.8056336971810512	0.35876931987527977	
log-sigma-3-0-mm-3D	glrlm	GrayLevelVariance	0.4121275852700647	0.09718315140947438	0.5800000639451494	
log-sigma-3-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	4.859876577970504	1.3346111782953887	11.279504189312824	
log-sigma-3-0-mm-3D	glrlm	LongRunEmphasis	3.6528291787225418	3.724116935695883	8.049475748946604	
log-sigma-3-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	15.124446815383777	4.121665176928334	82.3213766541873	
log-sigma-3-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	1.1861861366687536	3.6247298753877706	1.0344830578072548	
log-sigma-3-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.318018890225387	0.9163472054261528	0.114105735116491	
log-sigma-3-0-mm-3D	glrlm	RunEntropy	2.62924938893368	1.4180889454292833	3.6894943466320593	
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformity	38.368346130636525	10.620812170285852	164.89645080288238	
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.4602548487320568	0.5318637480877221	0.2844411139648675	
log-sigma-3-0-mm-3D	glrlm	RunPercentage	0.6262019230769231	0.6703296703296703	0.4498721068064133	
log-sigma-3-0-mm-3D	glrlm	RunVariance	0.8181128354257221	0.5369429531491481	2.4429586454993144	
log-sigma-3-0-mm-3D	glrlm	ShortRunEmphasis	0.6744647476885113	0.6619186515239147	0.5092026577989552	
log-sigma-3-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	3.634681026465761	0.9807955640850378	6.289911466028858	
