Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_32_segment_Rt Frontal	1: RTSTRUCT: ANON_32_segment_Lt Ant Frontal	1: RTSTRUCT: ANON_32_segment_Rt Ant Frontal	1: RTSTRUCT: ANON_32_segment_Rt Ant lat Ventricle	1: RTSTRUCT: ANON_32_segment_Rt Lat Parietal	1: RTSTRUCT: ANON_32_segment_Rt Ant Temporal	1: RTSTRUCT: ANON_32_segment_Rt Occipital	1: RTSTRUCT: ANON_32_segment_Lt Cerebellar	1: RTSTRUCT: ANON_32_segment_Rt Inf Occipital	1: RTSTRUCT: ANON_32_segment_Rt Inf Temporal	1: RTSTRUCT: ANON_32_segment_Lt Ant Temporal	1: RTSTRUCT: ANON_32_segment_Lt Insula	1: RTSTRUCT: ANON_32_segment_Lt post paramedian	1: RTSTRUCT: ANON_32_segment_Rt Parietal
log-sigma-2-0-mm-3D	glcm	Idmn	0.9256848238423363	1.0	0.9470833333333333	0.9852473607684595	0.9422444480845289	0.9532377141175841	1.0	1.0	0.9754507015874515	0.968769680611786	0.8903030303030303		1.0	1.0
log-sigma-2-0-mm-3D	glcm	Id	0.8142120596058408	1.0	0.8677083333333333	0.9274102718213277	0.7436323254643091	0.7777100951447581	1.0	1.0	0.7940533893457021	0.9219242015294646	0.7257575757575757		1.0	1.0
log-sigma-2-0-mm-3D	glcm	Idn	0.8761413730705605	1.0	0.9118055555555555	0.9636154001240322	0.8693377444642627	0.8879739898121503	1.0	1.0	0.9174457153607088	0.9479494676863098	0.8171717171717172		1.0	1.0
log-sigma-2-0-mm-3D	glcm	InverseVariance	0.3715758807883183	0.0	0.26458333333333334	0.14372124982457873	0.4724610522181373	0.4302626211067656	0.0	0.0	0.4090390651730523	0.15615159694107061	0.5484848484848485		0.0	0.0
log-sigma-2-0-mm-3D	glcm	MaximumProbability	0.3567301271175952	1.0	0.6854166666666667	0.8155348724579269	0.3010454907216041	0.37235303332339265	1.0	1.0	0.2587085426836069	0.8229082321187584	0.6606060606060606		1.0	1.0
log-sigma-2-0-mm-3D	glcm	SumEntropy	1.5557988924055026	-3.2034265038149176e-16	0.9601969027214059	0.9528326458770101	1.769562248717873	1.9490091392910867	-3.203426503814917e-16	-3.2034265038149176e-16	2.385367645888329	0.6919989366566123	0.30565018398447363		-3.2034265038149176e-16	-3.2034265038149176e-16
log-sigma-2-0-mm-3D	glcm	SumSquares	0.24776834680525275	0.0	0.1470269097222222	0.1101836654350566	0.3727195492594092	0.3639678557472805	0.0	0.0	0.5688281446597853	0.08847747161848617	0.16603535353535356		0.0	0.0
log-sigma-2-0-mm-3D	glrlm	GrayLevelNonUniformity	22.61819607263869	52.30769230769231	4.225	49.86398528403298	13.770265157855127	32.23884502065035	4.75	13.538461538461538	58.74464452622968	13.362572515204091	4.875252525252526		13.76923076923077	9.307692307692308
log-sigma-2-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.5308839777659963	1.0	0.5745138888888889	0.6377820977155676	0.4511661060892588	0.4325586292679326	1.0	1.0	0.35157744093998244	0.7327682280935629	0.569081088664422		1.0	1.0
log-sigma-2-0-mm-3D	glrlm	GrayLevelVariance	0.23455801111700184	0.0	0.21274305555555556	0.21568837156807563	0.3658582703714502	0.4096052735529673	0.0	0.0	0.613941953934116	0.13361588595321855	0.21545945566778898		0.0	0.0
log-sigma-2-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	2.866550493985642	1.0	3.0375	4.075909968684053	3.449872145086599	4.5355163376059116	1.0	1.0	6.390769603584857	3.5157447815342553	2.014393939393939		1.0	1.0
log-sigma-2-0-mm-3D	glrlm	LongRunEmphasis	3.1374715843343917	9.992433331329227	5.197222222222223	8.724138667357566	2.0739387921592	3.1297007954278646	7.910714285714286	3.555620774399055	4.590751437799678	3.305215544689229	1.8621212121212118		3.523775751913404	2.81085026085026
log-sigma-2-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	7.724067925953968	9.992433331329227	18.62638888888889	34.62885216809835	5.92039192469859	11.84039706344254	7.910714285714286	3.555620774399055	26.859963413439253	12.584785097942992	3.2219696969696967		3.523775751913404	2.81085026085026
log-sigma-2-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	1.9908224989294976	9.992433331329227	1.8399305555555556	2.406501514278135	1.240497129189165	1.3019190180712656	7.910714285714286	3.555620774399055	1.3435577903116245	0.9853231563757879	1.5221590909090907		3.523775751913404	2.81085026085026
log-sigma-2-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.5333623765035896	1.0	0.490625	0.33221775471759274	0.48903657805948936	0.3622676882551896	1.0	1.0	0.2792294187188772	0.3710638046164362	0.7464015151515152		1.0	1.0
log-sigma-2-0-mm-3D	glrlm	RunEntropy	2.1781521109207604	2.0916664828937437	1.9060668328547856	2.863589682879815	2.110928922114409	2.515373649416169	1.340780142141657	1.0946183501805824	3.282640980813354	1.616250465613067	1.1618918188196474		1.2732930047979187	1.0328736905525295
log-sigma-2-0-mm-3D	glrlm	RunLengthNonUniformity	19.247619061317565	13.90329498512265	2.822222222222222	20.851714475210766	18.408203505431633	37.127238414120136	2.1607142857142856	7.300153993819151	66.07287022174894	9.446016556542872	6.937373737373736		6.40251502883082	5.075058275058276
log-sigma-2-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.4404855437468834	0.255846094453237	0.3655246913580247	0.25590731747048723	0.5929903309374661	0.48328794705495776	0.4292091836734694	0.5164441579721308	0.378922973116837	0.49854883800807226	0.7679741863075197		0.4476444828715377	0.5328691005963734
log-sigma-2-0-mm-3D	glrlm	RunPercentage	0.6371986222732491	0.38180797304884895	0.5357142857142857	0.41628959276018096	0.7634615384615386	0.6627747252747253	0.3958333333333333	0.6446886446886447	0.5628075628075628	0.6666666666666667	0.8454545454545453		0.5986622073578596	0.6648351648351648
log-sigma-2-0-mm-3D	glrlm	RunVariance	0.53604236221174	1.5307231575249547	1.101033950617284	2.1019492278108776	0.29764806804878596	0.619565426619043	0.4260204081632653	0.4284126717153877	1.1076262387933897	0.486143434747151	0.17237654320987655		0.4432285892110812	0.3137445298808935
log-sigma-2-0-mm-3D	glrlm	ShortRunEmphasis	0.6465350132741818	0.3248201485681508	0.568628086419753	0.4370502674691623	0.7852729678167643	0.6923521520458364	0.21633184523809523	0.6057936189836641	0.6014279387902073	0.6569000549483005	0.8383417508417508		0.5510410997759175	0.6300441842108508
log-sigma-2-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	2.0329838347755613	0.3248201485681508	1.4453456790123456	1.890417550826586	2.9428761262210235	3.491994151680619	0.21633184523809523	0.6057936189836641	4.107726778951699	2.181300466914502	1.7663720538720538		0.5510410997759175	0.6300441842108508
log-sigma-2-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.2999228078988368	0.3248201485681508	0.3494486882716049	0.16205105536464492	0.3407100410884203	0.2173786667197844	0.21633184523809523	0.6057936189836641	0.15260787375316967	0.2757999519567502	0.6063341750841751		0.5510410997759175	0.6300441842108508
log-sigma-2-0-mm-3D	glszm	GrayLevelNonUniformity	1.0	1.0	1.0	1.0	1.0	4.75	1.0	1.0	1.0	1.0	1.0		1.0	1.0
log-sigma-2-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.5	1.0	0.5	0.3333333333333333	0.3333333333333333	0.59375	1.0	1.0	0.25	0.5	0.5		1.0	1.0
log-sigma-2-0-mm-3D	glszm	GrayLevelVariance	0.25	0.0	0.25	0.6666666666666666	0.6666666666666666	0.484375	0.0	0.0	1.25	0.25	0.25		0.0	0.0
log-sigma-2-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	2.5	1.0	2.5	4.666666666666667	4.666666666666667	7.375	1.0	1.0	7.5	2.5	2.5		1.0	1.0
log-sigma-2-0-mm-3D	glszm	LargeAreaEmphasis	1134.5	18769.0	65.0	9161.666666666666	235.33333333333334	684.75	144.0	441.0	7913.25	292.5	29.0		529.0	196.0
log-sigma-2-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	3188.0	18769.0	246.5	36557.333333333336	700.3333333333334	2562.125	144.0	441.0	49298.0	1156.5	42.5		529.0	196.0
log-sigma-2-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	621.125	18769.0	19.625	2336.453703703704	122.41666666666667	228.18402777777777	144.0	441.0	1786.5850694444443	76.5	25.625		529.0	196.0
log-sigma-2-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.625	1.0	0.625	0.4537037037037037	0.4537037037037037	0.23958333333333331	1.0	1.0	0.3559027777777778	0.625	0.625		1.0	1.0
log-sigma-2-0-mm-3D	glszm	SizeZoneNonUniformity	1.0	1.0	1.0	1.0	1.0	1.75	1.0	1.0	1.5	1.0	1.0		1.0	1.0
log-sigma-2-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.5	1.0	0.5	0.3333333333333333	0.3333333333333333	0.21875	1.0	1.0	0.375	0.5	0.5		1.0	1.0
log-sigma-2-0-mm-3D	glszm	SmallAreaEmphasis	0.0009207856505153802	5.3279343598486864e-05	0.05968778696051423	0.006921257254049461	0.03909497826908541	0.3988807688773367	0.006944444444444444	0.0022675736961451248	0.0022414321786174067	0.056423611111111105	0.06575963718820861		0.001890359168241966	0.00510204081632653
log-sigma-2-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	0.0020164759353948542	5.3279343598486864e-05	0.07208448117539026	0.04862465486653799	0.3376588482615268	3.588195644953791	0.006944444444444444	0.0022675736961451248	0.03341792987651698	0.059027777777777776	0.23242630385487528		0.001890359168241966	0.00510204081632653
log-sigma-2-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.0006468630792955117	5.3279343598486864e-05	0.05658861340679522	0.0022824448879643685	0.005606274145460653	0.04450150973476627	0.006944444444444444	0.0022675736961451248	0.00027692101188176463	0.05577256944444444	0.024092970521541947		0.001890359168241966	0.00510204081632653
log-sigma-2-0-mm-3D	glszm	ZoneEntropy	0.9999999999999993	-3.203426503814917e-16	0.9999999999999993	1.5849625007211552	1.5849625007211552	2.405639062229564	-3.203426503814917e-16	-3.203426503814917e-16	1.9999999999999987	0.9999999999999993	0.9999999999999993		-3.203426503814917e-16	-3.203426503814917e-16
log-sigma-2-0-mm-3D	glszm	ZonePercentage	0.029850746268656716	0.0072992700729927005	0.14285714285714285	0.016042780748663103	0.075	0.07142857142857142	0.08333333333333333	0.047619047619047616	0.013468013468013467	0.07407407407407407	0.2		0.043478260869565216	0.07142857142857142
log-sigma-2-0-mm-3D	glszm	ZoneVariance	12.25	0.0	16.0	5276.222222222223	57.55555555555555	488.75	0.0	0.0	2400.1875	110.25	4.0		0.0	0.0
log-sigma-2-0-mm-3D	gldm	DependenceEntropy	4.386932571591826	4.194909448333746	2.155968102145906	4.633750081096545	3.8782129458409953	4.661499677541475	1.9591479170272432	2.582031116540495	5.449801245999915	3.1336120387998596	1.8464393446710143		3.12075054273134	2.9502120649147443
log-sigma-2-0-mm-3D	gldm	DependenceNonUniformity	5.746268656716418	8.211678832116789	3.4285714285714284	9.834224598930481	3.85	9.410714285714286	3.1666666666666665	4.333333333333333	20.198653198653197	3.4444444444444446	3.0		2.9130434782608696	2.142857142857143
log-sigma-2-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.08576520383158832	0.05993926154829773	0.24489795918367346	0.05258943635791701	0.09625	0.08402423469387756	0.2638888888888889	0.20634920634920634	0.06800893332879865	0.12757201646090535	0.3		0.1266540642722117	0.15306122448979592
log-sigma-2-0-mm-3D	gldm	DependenceVariance	17.379817331254173	28.97277425542117	2.9183673469387754	39.65335011009752	10.4275	16.803252551020407	1.9722222222222219	7.229024943310657	17.922547585847248	15.555555555555554	1.44		8.680529300567107	4.775510204081632
log-sigma-2-0-mm-3D	gldm	GrayLevelNonUniformity	33.865671641791046	137.0	9.285714285714286	146.97860962566844	17.65	50.982142857142854	12.0	21.0	106.57575757575758	21.666666666666668	5.8		23.0	14.0
log-sigma-2-0-mm-3D	gldm	GrayLevelVariance	0.24727110715081313	0.0	0.16836734693877553	0.11661757556693071	0.369375	0.38002232142857145	0.0	0.0	0.5823895520865217	0.09876543209876544	0.21000000000000002		0.0	0.0
log-sigma-2-0-mm-3D	gldm	HighGrayLevelEmphasis	2.656716417910448	1.0	3.357142857142857	3.9893048128342246	3.175	4.133928571428571	1.0	1.0	6.074074074074074	3.6666666666666665	1.9		1.0	1.0
log-sigma-2-0-mm-3D	gldm	LargeDependenceEmphasis	126.22388059701493	320.45985401459853	25.142857142857142	301.331550802139	61.55	112.21428571428571	36.0	112.04761904761905	170.86531986531986	109.0	20.8		139.43478260869566	99.14285714285714
log-sigma-2-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	261.4029850746269	320.45985401459853	96.92857142857143	1191.8181818181818	116.975	355.49107142857144	36.0	112.04761904761905	932.7003367003367	433.0	28.9		139.43478260869566	99.14285714285714
log-sigma-2-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	92.42910447761194	320.45985401459853	7.196428571428571	79.70811051693406	48.44375	54.45064484126984	36.0	112.04761904761905	54.43142068836514	28.0	18.775		139.43478260869566	99.14285714285714
log-sigma-2-0-mm-3D	gldm	LowGrayLevelEmphasis	0.585820895522388	1.0	0.4107142857142857	0.30020796197266786	0.5395833333333333	0.3950892857142857	1.0	1.0	0.2920641601197157	0.3333333333333333	0.775		1.0	1.0
log-sigma-2-0-mm-3D	gldm	SmallDependenceEmphasis	0.01672641285453139	0.004782321661013093	0.07629778101716878	0.007997457123054061	0.04019138532172893	0.04773447433353378	0.03460069444444445	0.013010733772382837	0.011798731135076356	0.024553304094707903	0.06387414965986395		0.009243254098532215	0.01237937340974185
log-sigma-2-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.056886084417671214	0.004782321661013093	0.17423874311629414	0.04025510429950886	0.18844352298234873	0.3750205145720848	0.03460069444444445	0.013010733772382837	0.09410835054967619	0.0611761793417946	0.16387414965986394		0.009243254098532215	0.01237937340974185
log-sigma-2-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.0066864949637464345	0.004782321661013093	0.051812540492387434	0.0025853857263787986	0.012387610165833245	0.008055599271016543	0.03460069444444445	0.013010733772382837	0.0026534404744257235	0.015397585282936237	0.038874149659863945		0.009243254098532215	0.01237937340974185
log-sigma-2-0-mm-3D	ngtdm	Busyness	9.610437628659389	0.0	0.5804824561403509	1.4201276190706307	2.205245948009106	3.6638930585513982	0.0	0.0	3.9457082589551873	0.6299889652830829	8.363095238095239		0.0	0.0
log-sigma-2-0-mm-3D	ngtdm	Coarseness	0.07922257713771176	1000000.0	0.634680770683793	0.10417587545512383	0.1374133816247927	0.06762959689588684	1000000.0	1000000.0	0.03211248179691566	0.47619881701451117	0.5978647686832741		1000000.0	1000000.0
log-sigma-2-0-mm-3D	ngtdm	Complexity	0.37679595068925215	0.0	0.22508503401360544	0.36618122785396534	1.383286317518485	1.005328936088601	0.0	0.0	1.8260132096834372	0.15555283093409453	0.3345238095238095		0.0	0.0
log-sigma-2-0-mm-3D	ngtdm	Contrast	0.09117579959916343	0.0	0.04219205539358601	0.005000887237761857	0.056052287423833475	0.047484690710428136	0.0	0.0	0.031153164930004765	0.016013205797761595	0.07194999999999999		0.0	0.0
log-sigma-2-0-mm-3D	ngtdm	Strength	0.08095598954523975	0.0	0.5700712589073633	0.19561184562850856	0.3761694164337453	0.15014224106815868	0.0	0.0	0.1558413693683403	0.45687028728904144	0.5837387074357193		0.0	0.0
log-sigma-3-0-mm-3D	firstorder	10Percentile	-51.23379211425781	-21.924758911132812	-26.035496520996094	-25.175139236450196	-41.57599029541016	-41.17052993774414	-13.147560501098633	-10.187495231628418	-50.646559143066405	-31.317749786376954	-24.03172073364258		-26.264640045166015	-9.711298084259033
log-sigma-3-0-mm-3D	firstorder	90Percentile	-33.43081283569336	-11.941739463806151	-12.19822778701782	-2.1759791374206503	-21.116324424743645	-23.815702629089355	-7.522529029846191	-4.072673320770264	-10.782654953002913	-17.078696060180658	-14.561337947845459		-19.99625473022461	-7.563084268569947
log-sigma-3-0-mm-3D	firstorder	Energy	4431271.884413312	10974531.011210676	1110064.624348992	15045886.468311192	2882643.181214908	8036563.2879683105	1004995.7350315792	1793192.370429986	21582798.94769548	2055565.0110837868	780185.160919633		1759692.6731978531	1188071.8303677032
log-sigma-3-0-mm-3D	firstorder	Entropy	0.6079696120060718	-3.203426503814917e-16	0.5916727785823268	0.9128759066644481	0.6690158350565569	0.6360156177392148	-3.203426503814917e-16	-3.203426503814917e-16	1.4635510490714003	0.9751190649408654	-3.203426503814917e-16		0.8865408928220893	-3.203426503814917e-16
log-sigma-3-0-mm-3D	firstorder	InterquartileRange	10.957828521728516	5.92120361328125	7.942015886306763	9.215935230255127	12.40461254119873	8.756074905395508	4.392069339752197	2.4972286224365234	23.131879806518555	6.955524444580078	4.148022651672363		3.2571487426757812	1.8554691076278687
log-sigma-3-0-mm-3D	firstorder	Kurtosis	2.1931512286463413	2.7141285729186415	1.9797024977516144	5.339643344844422	2.3420160827127376	2.3963385450072536	1.8996747772012992	3.6629454321278105	2.1631955836573193	2.2099887622439316	2.396362478686207		2.4187598229525133	1.542409436423514
log-sigma-3-0-mm-3D	firstorder	Maximum	-28.757055282592773	-5.242962837219238	-9.275800704956055	22.966812133789062	-14.223651885986328	-15.705322265625	-6.254574775695801	-1.574026346206665	9.035219192504883	-14.81968879699707	-13.496964454650879		-18.02004051208496	-7.241762161254883
log-sigma-3-0-mm-3D	firstorder	MeanAbsoluteDeviation	5.7156902745774385	3.172595866506803	4.751263754708426	7.295123674465297	6.726559996604919	5.260197264807565	1.989347775777181	1.766171082347429	12.535689494011658	4.250200143403313	3.031057472229004		2.002380673961964	0.8401455976525131
log-sigma-3-0-mm-3D	firstorder	Mean	-42.91630340690043	-16.996081644601194	-18.4677791595459	-16.511593166519614	-31.6662278175354	-32.20555479185922	-10.614491621653238	-7.793552841459002	-30.83540807348309	-24.127405519838685	-20.706585788726805		-23.409051480500594	-8.690198830195836
log-sigma-3-0-mm-3D	firstorder	Median	-42.976036071777344	-17.39550018310547	-17.694540977478027	-19.902036666870117	-32.86673164367676	-32.28825759887695	-10.734416484832764	-7.993527889251709	-32.01598358154297	-23.392004013061523	-21.79319667816162		-23.998218536376953	-8.878594875335693
log-sigma-3-0-mm-3D	firstorder	Minimum	-54.54187774658203	-23.70663833618164	-27.931655883789062	-27.111772537231445	-43.88875961303711	-44.33140182495117	-13.936389923095703	-10.440177917480469	-57.730552673339844	-33.595306396484375	-24.25638771057129		-26.840200424194336	-10.113910675048828
log-sigma-3-0-mm-3D	firstorder	Range	25.784822463989258	18.463675498962402	18.655855178833008	50.07858467102051	29.66510772705078	28.626079559326172	7.681815147399902	8.866151571273804	66.76577186584473	18.775617599487305	10.75942325592041		8.820159912109375	2.8721485137939453
log-sigma-3-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	4.258842585052024	2.3292537050589943	3.2787425994873045	4.472668386441051	5.01493863761425	3.798562093214555	1.3069974184036255	1.2422910413115085	9.575646268544455	3.006263084152118	2.433363199234009		1.3346049034884235	0.6665974807739257
log-sigma-3-0-mm-3D	firstorder	RootMeanSquared	257.17384457702354	283.030149940356	281.5853872462886	283.65346098152554	268.45126099605625	267.871292520979	289.39530850717836	292.21586691625487	269.5725444592743	275.9203462007607	279.3179480304896		276.60147703068907	291.3113001544792
log-sigma-3-0-mm-3D	firstorder	Skewness	0.26983710549651424	0.4709569407005659	-0.15089628572633118	1.6048409980992082	0.4776782200231804	0.12010185083067028	0.32608494202975946	1.1312990898085626	0.20446498062475654	0.024725874004234497	0.8809685839570656		0.588147131139429	0.14398937171191467
log-sigma-3-0-mm-3D	firstorder	TotalEnergy	4431271.884413312	10974531.011210676	1328227.6141054542	15045886.468311192	2882643.181214908	8036563.2879683105	1202509.3476967567	1793192.370429986	21582798.94769548	2055565.0110837868	780185.160919633		1759692.6731978531	1188071.8303677032
log-sigma-3-0-mm-3D	firstorder	Uniformity	0.746045889953219	1.0	0.7551020408163265	0.6633589750922245	0.7112499999999999	0.7302295918367347	1.0	1.0	0.4104002992891883	0.5171467764060356	1.0		0.5765595463137996	1.0
log-sigma-3-0-mm-3D	firstorder	Variance	46.359280554179975	14.847970751193591	29.938939284075268	93.60911781293116	63.06623670189343	41.16447252400717	5.672126570728601	5.505116601172016	219.77917927902877	26.349062332132448	13.704870173487226		5.824292642451587	0.873340102250328
log-sigma-3-0-mm-3D	glcm	Autocorrelation	3.3068673165431983	1.0	3.576388888888889	3.7687507689868855	1.3732020622202807	1.2307263296953084	1.0	1.0	4.8735675531410445	2.674460188933873	1.0		2.6035131535131533	1.0
log-sigma-3-0-mm-3D	glcm	JointAverage	1.8092749403812527	1.0	1.8878472222222222	1.9199834471010961	1.1562796824183463	1.1031111412180088	1.0	1.0	2.156431239546506	1.6224246513720197	1.0		1.615313852813853	1.0
log-sigma-3-0-mm-3D	glcm	ClusterProminence	0.5358028540131722	0.0	0.27610914990390667	1.547359481518363	0.5510160235789189	0.3221927278321491	0.0	0.0	4.376949334554467	0.6156073876983977	0.0		0.405259933188697	0.0
log-sigma-3-0-mm-3D	glcm	ClusterShade	-0.3166726435262746	0.0	-0.19395079946844998	-0.06706032884778519	0.3297543833307497	0.21255083238113345	0.0	0.0	-0.040532820338309974	-0.20374959663625258	0.0		-0.058154372752434146	0.0
log-sigma-3-0-mm-3D	glcm	ClusterTendency	0.37452249622020906	0.0	0.21992862654320988	0.5873443144280508	0.3316956442456526	0.21151064642544265	0.0	0.0	1.2971818295850714	0.5085866131064654	0.0		0.4323807784927914	0.0
log-sigma-3-0-mm-3D	glcm	Contrast	0.24191500920111966	0.0	0.17430555555555555	0.2583663911002476	0.19127397006951657	0.15721418791743583	0.0	0.0	0.40524054662665887	0.3856275303643725	0.0		0.48485680985680985	0.0
log-sigma-3-0-mm-3D	glcm	Correlation	0.22329491615930758	1.0	0.06832983193277306	0.39114701573466665	0.28650870259039196	0.1693559899989457	1.0	1.0	0.5256051647681728	0.1793335607274224	1.0		-0.0655656309502463	1.0
log-sigma-3-0-mm-3D	glcm	DifferenceAverage	0.24191500920111966	0.0	0.17430555555555555	0.2583663911002476	0.19127397006951657	0.15721418791743583	0.0	0.0	0.3953107255198066	0.3856275303643725	0.0		0.48485680985680985	0.0
log-sigma-3-0-mm-3D	glcm	DifferenceEntropy	0.7775901897908922	-3.2034265038149176e-16	0.6470106669391571	0.7912621463092796	0.6122072330206768	0.6053107532469298	-3.203426503814917e-16	-3.2034265038149176e-16	0.9551613246779052	0.6987304015120918	-3.2034265038149176e-16		0.9408425193173898	-3.2034265038149176e-16
log-sigma-3-0-mm-3D	glcm	DifferenceVariance	0.17807314603448293	0.0	0.13992862654320987	0.18276218055845234	0.13605019533478951	0.12846814229364806	0.0	0.0	0.23351377295114506	0.1643436573515059	0.0		0.23004322427212034	0.0
log-sigma-3-0-mm-3D	glcm	JointEnergy	0.5137081012548528	1.0	0.6629542824074075	0.45625196241068444	0.6024649975076259	0.6871694405349127	1.0	1.0	0.22399148447112538	0.38854927091307523	1.0		0.3113379815530789	1.0
log-sigma-3-0-mm-3D	glcm	JointEntropy	1.350606268442854	-3.2034265038149176e-16	0.9345493478192324	1.727525246941666	1.0751233188786675	0.9095829038008675	-3.203426503814917e-16	-3.2034265038149176e-16	2.5505771500118164	1.5916834347080333	-3.2034265038149176e-16		1.79989400065359	-3.2034265038149176e-16
log-sigma-3-0-mm-3D	glcm	Imc1	-0.07730389285267189	0.0	-0.1073955753774143	-0.18434973595505388	-0.26386795412154884	-0.09468086730254202	0.0	0.0	-0.20866901116853323	-0.28083494762610134	0.0		-0.0773018237081374	0.0
log-sigma-3-0-mm-3D	glcm	Imc2	0.27783366093293166	0.0	0.2759562487559581	0.500369407435333	0.4548158159932054	0.23893528535984004	0.0	0.0	0.6482434297079916	0.4640308560016066	0.0		0.28968244085337297	0.0
log-sigma-3-0-mm-3D	glcm	Idm	0.8790424953994402	1.0	0.9128472222222223	0.8708168044498763	0.9043630149652416	0.921392906041282	1.0	1.0	0.803337619350782	0.8071862348178139	1.0		0.757571595071595	1.0
log-sigma-3-0-mm-3D	glcm	Idmn	0.951616998159776	1.0	0.9651388888888888	0.9741633608899752	0.9617452059860967	0.9685571624165129	1.0	1.0	0.9763375529238469	0.9228744939271254	1.0		0.903028638028638	1.0
log-sigma-3-0-mm-3D	glcm	Id	0.8790424953994402	1.0	0.9128472222222223	0.8708168044498763	0.9043630149652416	0.921392906041282	1.0	1.0	0.8039996074245721	0.8071862348178139	1.0		0.757571595071595	1.0
log-sigma-3-0-mm-3D	glcm	Idn	0.9193616635996269	1.0	0.9418981481481482	0.935408402224938	0.9362420099768278	0.947595270694188	1.0	1.0	0.9212688489329337	0.8714574898785424	1.0		0.8383810633810633	1.0
log-sigma-3-0-mm-3D	glcm	InverseVariance	0.24191500920111966	0.0	0.17430555555555555	0.2583663911002476	0.19127397006951657	0.15721418791743583	0.0	0.0	0.3866221320513109	0.3856275303643725	0.0		0.48485680985680985	0.0
log-sigma-3-0-mm-3D	glcm	MaximumProbability	0.688317435780693	1.0	0.8006944444444444	0.6528166283172513	0.7480833325468954	0.8182817648232733	1.0	1.0	0.38626902154629694	0.48943994601889335	1.0		0.3934898434898434	1.0
log-sigma-3-0-mm-3D	glcm	SumEntropy	1.1086912592417346	-3.2034265038149176e-16	0.7602437922636771	1.4691588558414186	0.8838493488091514	0.752368715883432	-3.203426503814917e-16	-3.2034265038149176e-16	2.1348288827743187	1.206055904343661	-3.2034265038149176e-16		1.3150371907967804	-3.2034265038149176e-16
log-sigma-3-0-mm-3D	glcm	SumSquares	0.15410937635533217	0.0	0.09855854552469137	0.21142767638207463	0.13074240357879233	0.09218120858571964	0.0	0.0	0.4256055940529326	0.2235535358677094	0.0		0.2293093970874003	0.0
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformity	25.949085796969964	52.30769230769231	4.171428571428572	51.73217002396044	15.947422162728085	33.11174989269477	4.75	13.538461538461538	62.58216883306804	10.34854033421187	7.545454545454546		10.622960493239132	9.307692307692308
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.688751013882616	1.0	0.6221683673469388	0.5634054755751765	0.6402879684759019	0.5843965003317827	1.0	1.0	0.38430048453474996	0.5149334199293829	1.0		0.5825056711848176	1.0
log-sigma-3-0-mm-3D	glrlm	GrayLevelVariance	0.15562449305869205	0.0	0.18891581632653062	0.27569212997760345	0.17985601576204902	0.20780174983410873	0.0	0.0	0.5125518503872347	0.2425332900353085	0.0		0.2087471644075912	0.0
log-sigma-3-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	3.420546288157568	1.0	3.2339285714285713	4.242899231783922	1.7107964892344196	1.9030767833553144	1.0	1.0	6.181535598961641	2.7291040200387147	1.0		3.10068270223069	1.0
log-sigma-3-0-mm-3D	glrlm	LongRunEmphasis	4.249252424589367	9.992433331329227	5.875	6.249852953806207	3.4974419838437147	6.496000674964033	7.910714285714286	3.555620774399055	4.952554710328943	2.6458690279971746	2.6393939393939396		1.8277230122818355	2.81085026085026
log-sigma-3-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	15.627405673759045	9.992433331329227	22.283928571428575	25.099311537569847	4.688712639216279	7.866707101280733	7.910714285714286	3.555620774399055	26.043365551514775	7.449763830216214	2.6393939393939396		5.639084277435671	2.81085026085026
log-sigma-3-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	1.4047141122969473	9.992433331329227	1.7727678571428571	1.8801675389131463	3.199624320000574	6.153324068384857	7.910714285714286	3.555620774399055	1.3767364044746766	1.4448953274424143	2.6393939393939396		0.874882695993377	2.81085026085026
