Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_22_segment_Rt sup vermis	1: RTSTRUCT: ANON_22_segment_Rt Inf Medial cerebellum	1: RTSTRUCT: ANON_22_segment_Rt Frontal deep	1: RTSTRUCT: ANON_22_segment_Lt Frontal
log-sigma-4-0-mm-3D	firstorder	90Percentile	-17.259531784057618	10.617936897277833	-17.489456939697266	-8.166015529632567
log-sigma-4-0-mm-3D	firstorder	Energy	5709450.85537882	2084333.520083268	239294.50206503196	30677098.906552985
log-sigma-4-0-mm-3D	firstorder	Entropy	-3.203426503814917e-16	0.9876925088958026	-3.203426503814917e-16	0.4708168416915449
log-sigma-4-0-mm-3D	firstorder	InterquartileRange	4.002660751342773	10.500815391540527	0.09420490264892578	9.846227884292603
log-sigma-4-0-mm-3D	firstorder	Kurtosis	2.4319006421927662	2.4032813796534613	1.5	2.378336073572637
log-sigma-4-0-mm-3D	firstorder	Maximum	-14.699329376220703	14.787591934204102	-17.457860946655273	1.9743266105651855
log-sigma-4-0-mm-3D	firstorder	MeanAbsoluteDeviation	1.9071420657744351	7.0825289057423335	0.07697550455729167	5.267460930945759
log-sigma-4-0-mm-3D	firstorder	Mean	-20.346521978508935	0.9125046056249867	-17.57332420349121	-16.685387732470847
log-sigma-4-0-mm-3D	firstorder	Median	-20.42987060546875	1.9029202461242676	-17.615840911865234	-17.11444091796875
log-sigma-4-0-mm-3D	firstorder	Minimum	-24.728317260742188	-18.000789642333984	-17.646270751953125	-28.095237731933594
log-sigma-4-0-mm-3D	firstorder	Range	10.028987884521484	32.788381576538086	0.18840980529785156	30.06956434249878
log-sigma-4-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	1.3251716693609301	4.633136311204375	0.0	3.974705025698174
log-sigma-4-0-mm-3D	firstorder	RootMeanSquared	279.6634683921633	301.03686904656627	282.42668787081243	283.3840885444895
log-sigma-4-0-mm-3D	firstorder	Skewness	0.20076690352337936	-0.4321942321314125	0.6357867395878242	0.32835513332027105
log-sigma-4-0-mm-3D	firstorder	TotalEnergy	5709450.85537882	2084333.520083268	253059.23005992323	30677098.906552985
log-sigma-4-0-mm-3D	firstorder	Uniformity	1.0	0.5085066162570888	1.0	0.8326389079246731
log-sigma-4-0-mm-3D	firstorder	Variance	5.587783617952832	74.86109732919839	0.006820211034209933	39.372115890687695
log-sigma-4-0-mm-3D	glcm	Autocorrelation	1.0	2.5246409573332644	1.0	3.6137150496248527
log-sigma-4-0-mm-3D	glcm	JointAverage	1.0	1.5695738022661099	1.0	1.8909805290467072
log-sigma-4-0-mm-3D	glcm	ClusterProminence	0.0	0.6398003864602922	0.0	0.5613614002835295
log-sigma-4-0-mm-3D	glcm	ClusterShade	0.0	-0.15157660858606703	0.0	-0.32206521566905766
log-sigma-4-0-mm-3D	glcm	ClusterTendency	0.0	0.5991935585054325	0.0	0.2771927839055182
log-sigma-4-0-mm-3D	glcm	Contrast	0.0	0.3681608989301298	0.0	0.12573293864034887
log-sigma-4-0-mm-3D	glcm	Correlation	1.0	0.24604882297189962	1.0	0.38138411597781646
log-sigma-4-0-mm-3D	glcm	DifferenceAverage	0.0	0.3681608989301298	0.0	0.12573293864034887
log-sigma-4-0-mm-3D	glcm	DifferenceEntropy	-3.2034265038149176e-16	0.6926763271671456	-3.203426503814917e-16	0.5380116771005826
log-sigma-4-0-mm-3D	glcm	DifferenceVariance	0.0	0.15921682460428968	0.0	0.10878372928020748
log-sigma-4-0-mm-3D	glcm	JointEnergy	1.0	0.3571059466779292	1.0	0.6909308703809838
log-sigma-4-0-mm-3D	glcm	JointEntropy	-3.2034265038149176e-16	1.6584629942280424	-3.203426503814917e-16	0.9566193101130305
log-sigma-4-0-mm-3D	glcm	Imc1	0.0	-0.29978295948126277	0.0	-0.1616965897755765
log-sigma-4-0-mm-3D	glcm	Imc2	0.0	0.5479535941968722	0.0	0.36766906441056235
log-sigma-4-0-mm-3D	glcm	Idm	1.0	0.8159195505349351	1.0	0.9371335306798257
log-sigma-4-0-mm-3D	glcm	Idmn	1.0	0.9263678202139741	1.0	0.9874267061359652
log-sigma-4-0-mm-3D	glcm	Id	1.0	0.8159195505349351	1.0	0.9371335306798257
log-sigma-4-0-mm-3D	glcm	Idn	1.0	0.8772797003566235	1.0	0.9685667653399128
log-sigma-4-0-mm-3D	glcm	InverseVariance	0.0	0.3681608989301298	0.0	0.12573293864034887
log-sigma-4-0-mm-3D	glcm	MaximumProbability	1.0	0.44532241263010497	1.0	0.824474127921627
log-sigma-4-0-mm-3D	glcm	SumEntropy	-3.2034265038149176e-16	1.290302095297913	-3.203426503814917e-16	0.830886371472682
log-sigma-4-0-mm-3D	glcm	SumSquares	0.0	0.2418386143588906	0.0	0.10073143063646676
log-sigma-4-0-mm-3D	glrlm	GrayLevelNonUniformity	29.615384615384617	8.415184378491894	2.0	95.36800684685082
log-sigma-4-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	1.0	0.50670602007017	1.0	0.7289688402376711
log-sigma-4-0-mm-3D	glrlm	GrayLevelVariance	0.0	0.24664698996491502	0.0	0.14211843348850065
log-sigma-4-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	1.0	2.6545650046134117	1.0	3.64525817967007
log-sigma-4-0-mm-3D	glrlm	LongRunEmphasis	8.033957157918124	2.447710808085302	2.5	12.141647312588548
log-sigma-4-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	8.033957157918124	6.725103036082617	2.5	46.910177644650204
log-sigma-4-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	8.033957157918124	1.378362751085973	2.5	3.468444567360928
log-sigma-4-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	1.0	0.5863587488466471	1.0	0.3556873962055371
log-sigma-4-0-mm-3D	glrlm	RunEntropy	1.7379854736701963	1.862166796709348	0.9999999999999994	2.9657970959658155
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformity	9.75399847332881	10.276667630614998	1.0	27.384361163618077
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.3246198002568054	0.5872915234194286	0.5	0.20407450737594895
log-sigma-4-0-mm-3D	glrlm	RunPercentage	0.4056902002107481	0.7224080267558528	0.6666666666666666	0.3417237213048731
log-sigma-4-0-mm-3D	glrlm	RunVariance	0.7663751035296151	0.2464595428722915	0.25	2.578313931933294
log-sigma-4-0-mm-3D	glrlm	ShortRunEmphasis	0.2968996383147854	0.6964494621250694	0.625	0.30301667854624187
log-sigma-4-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	0.2968996383147854	1.8191571020496384	0.625	1.0619987099117332
log-sigma-4-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.2968996383147854	0.41577255214392717	0.625	0.1297911376617389
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformity	1.0	1.0	1.0	1.0
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	1.0	0.5	1.0	0.3333333333333333
log-sigma-4-0-mm-3D	glszm	GrayLevelVariance	0.0	0.25	0.0	0.6666666666666666
log-sigma-4-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	1.0	2.5	1.0	4.666666666666667
log-sigma-4-0-mm-3D	glszm	LargeAreaEmphasis	5329.0	134.5	9.0	40500.666666666664
log-sigma-4-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	5329.0	388.0	9.0	160920.33333333334
log-sigma-4-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	5329.0	71.125	9.0	10397.231481481482
log-sigma-4-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	1.0	0.625	1.0	0.4537037037037037
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformity	1.0	1.0	1.0	1.0
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	1.0	0.5	1.0	0.3333333333333333
log-sigma-4-0-mm-3D	glszm	SmallAreaEmphasis	0.00018765246762994934	0.007958579881656805	0.1111111111111111	0.08364219289085974
log-sigma-4-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	0.00018765246762994934	0.016834319526627218	0.1111111111111111	0.7503171645845592
log-sigma-4-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.00018765246762994934	0.005739644970414202	0.1111111111111111	0.009566042560027455
log-sigma-4-0-mm-3D	glszm	ZoneEntropy	-3.203426503814917e-16	0.9999999999999993	-3.203426503814917e-16	1.5849625007211552
log-sigma-4-0-mm-3D	glszm	ZonePercentage	0.0136986301369863	0.08695652173913043	0.3333333333333333	0.007853403141361256
log-sigma-4-0-mm-3D	glszm	ZoneVariance	0.0	2.25	0.0	24286.88888888889
log-sigma-4-0-mm-3D	gldm	DependenceEntropy	3.838606457869256	3.5013978254340983	-3.203426503814917e-16	4.493867471862009
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformity	5.712328767123288	3.9565217391304346	3.0	22.49738219895288
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.07825107900168887	0.1720226843100189	1.0	0.05889367067788712
log-sigma-4-0-mm-3D	gldm	DependenceVariance	26.220303996997558	4.257088846880907	0.0	26.00767522820098
log-sigma-4-0-mm-3D	gldm	GrayLevelNonUniformity	73.0	11.695652173913043	3.0	318.0680628272251
log-sigma-4-0-mm-3D	gldm	GrayLevelVariance	0.0	0.24574669187145556	0.0	0.08503741673747978
log-sigma-4-0-mm-3D	gldm	HighGrayLevelEmphasis	1.0	2.6956521739130435	1.0	3.7670157068062826
log-sigma-4-0-mm-3D	gldm	LargeDependenceEmphasis	296.8904109589041	71.78260869565217	9.0	354.1675392670157
log-sigma-4-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	296.8904109589041	208.34782608695653	9.0	1374.782722513089
log-sigma-4-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	296.8904109589041	37.641304347826086	9.0	99.03701279813846
log-sigma-4-0-mm-3D	gldm	LowGrayLevelEmphasis	1.0	0.5760869565217391	1.0	0.31406340895869694
log-sigma-4-0-mm-3D	gldm	SmallDependenceEmphasis	0.004909529743740355	0.01850433917198674	0.1111111111111111	0.005265452859489647
log-sigma-4-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.004909529743740355	0.04606345169599848	0.1111111111111111	0.025431939802388663
log-sigma-4-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.004909529743740355	0.011614561040983802	0.1111111111111111	0.001678165038831792
log-sigma-4-0-mm-3D	ngtdm	Busyness	0.0	2.8560367583805077	0.0	2.8289001911517544
log-sigma-4-0-mm-3D	ngtdm	Coarseness	1000000.0	0.2516599262565378	1000000.0	0.049067881563672124
log-sigma-4-0-mm-3D	ngtdm	Complexity	0.0	0.3455318573466021	0.0	0.39614112148731284
log-sigma-4-0-mm-3D	ngtdm	Contrast	0.0	0.0847898254818613	0.0	0.0030164499185098732
log-sigma-4-0-mm-3D	ngtdm	Strength	0.0	0.2520264363394762	0.0	0.11192206929322943
log-sigma-5-0-mm-3D	firstorder	10Percentile	-21.874679565429688	-9.664395523071288	-16.145204162597658	-18.968720054626466
log-sigma-5-0-mm-3D	firstorder	90Percentile	-18.365361404418945	10.999238586425783	-15.258001708984375	-8.17772750854492
log-sigma-5-0-mm-3D	firstorder	Energy	5715213.143726537	2082298.8642004882	242377.10521447583	31272576.557693414
log-sigma-5-0-mm-3D	firstorder	Entropy	-3.203426503814917e-16	0.9876925088958026	-3.203426503814917e-16	0.026225743127487034
log-sigma-5-0-mm-3D	firstorder	InterquartileRange	2.357229232788086	11.80765688419342	0.5545015335083008	6.378185987472534
log-sigma-5-0-mm-3D	firstorder	Kurtosis	2.0371296702413244	2.308168648584315	1.4999999999999964	2.7818646025396383
log-sigma-5-0-mm-3D	firstorder	Maximum	-17.36238670349121	13.795160293579102	-15.058826446533203	0.31916069984436035
log-sigma-5-0-mm-3D	firstorder	MeanAbsoluteDeviation	1.1302966323483166	7.259493101747366	0.4677509731716582	3.416071624433794
log-sigma-5-0-mm-3D	firstorder	Mean	-20.19867570432898	0.7651326293530671	-15.76045290629069	-13.908644678705025
log-sigma-5-0-mm-3D	firstorder	Median	-20.243976593017578	2.190056324005127	-16.054702758789062	-14.33476734161377
log-sigma-5-0-mm-3D	firstorder	Minimum	-22.532005310058594	-17.243885040283203	-16.167829513549805	-21.08666229248047
log-sigma-5-0-mm-3D	firstorder	Range	5.169618606567383	31.039045333862305	1.1090030670166016	21.40582299232483
log-sigma-5-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	0.8515115316995072	4.946387942687037	0.0	2.530653518446595
log-sigma-5-0-mm-3D	firstorder	RootMeanSquared	279.8045585939453	300.8899021670687	284.2399838249807	286.121274390569
log-sigma-5-0-mm-3D	firstorder	Skewness	0.13693925072833282	-0.4501236873654713	0.6798680260934465	0.5308867980180186
log-sigma-5-0-mm-3D	firstorder	TotalEnergy	5715213.143726537	2082298.8642004882	256319.15108964485	31272576.557693414
log-sigma-5-0-mm-3D	firstorder	Uniformity	1.0	0.5085066162570888	1.0	0.9947781036704038
log-sigma-5-0-mm-3D	firstorder	Variance	1.809932341303226	75.06822055583532	0.24827278828969512	17.120069307832313
log-sigma-5-0-mm-3D	glcm	Autocorrelation	1.0	2.5302345090806635	1.0	1.0018199659024527
log-sigma-5-0-mm-3D	glcm	JointAverage	1.0	1.5655926338618649	1.0	1.0009099829512265
log-sigma-5-0-mm-3D	glcm	ClusterProminence	0.0	0.6908703260309793	0.0	0.0017954057047969148
log-sigma-5-0-mm-3D	glcm	ClusterShade	0.0	-0.16786731310130898	0.0	0.0018014934309372292
log-sigma-5-0-mm-3D	glcm	ClusterTendency	0.0	0.6430928705244613	0.0	0.0018137944160943587
log-sigma-5-0-mm-3D	glcm	Contrast	0.0	0.33308678500986194	0.0	0.0018199659024527555
log-sigma-5-0-mm-3D	glcm	Correlation	1.0	0.32726418880265007	1.0	0.4606269330869385
log-sigma-5-0-mm-3D	glcm	DifferenceAverage	0.0	0.33308678500986194	0.0	0.0018199659024527555
log-sigma-5-0-mm-3D	glcm	DifferenceEntropy	-3.2034265038149176e-16	0.5988598706628186	-3.203426503814917e-16	0.017556585618063898
log-sigma-5-0-mm-3D	glcm	DifferenceVariance	0.0	0.14242486081824626	0.0	0.0018137944160943594
log-sigma-5-0-mm-3D	glcm	JointEnergy	1.0	0.36948531141459207	1.0	0.9963693254246321
log-sigma-5-0-mm-3D	glcm	JointEntropy	-3.2034265038149176e-16	1.5770574903394812	-3.203426503814917e-16	0.01937655152051648
log-sigma-5-0-mm-3D	glcm	Imc1	0.0	-0.399636952992744	0.0	-0.000123511692286106
log-sigma-5-0-mm-3D	glcm	Imc2	0.0	0.5715440676706812	0.0	0.0015470459344383036
log-sigma-5-0-mm-3D	glcm	Idm	1.0	0.8334566074950691	1.0	0.9990900170487736
log-sigma-5-0-mm-3D	glcm	Idmn	1.0	0.9333826429980276	1.0	0.9996360068195096
log-sigma-5-0-mm-3D	glcm	Id	1.0	0.8334566074950691	1.0	0.9990900170487736
log-sigma-5-0-mm-3D	glcm	Idn	1.0	0.8889710716633794	1.0	0.9993933446991825
log-sigma-5-0-mm-3D	glcm	InverseVariance	0.0	0.33308678500986194	0.0	0.0018199659024527555
log-sigma-5-0-mm-3D	glcm	MaximumProbability	1.0	0.44926291657060885	1.0	0.9981800340975473
log-sigma-5-0-mm-3D	glcm	SumEntropy	-3.2034265038149176e-16	1.2439707053296194	-3.203426503814917e-16	0.017556585618063898
log-sigma-5-0-mm-3D	glcm	SumSquares	0.0	0.24404491388358085	0.0	0.0009084400796367786
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformity	29.615384615384617	8.299937929034918	2.0	93.32969640392388
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	1.0	0.5067333442540203	1.0	0.9782517292468247
log-sigma-5-0-mm-3D	glrlm	GrayLevelVariance	0.0	0.24663332787298986	0.0	0.010874135376587636
log-sigma-5-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	1.0	2.662204295147439	1.0	1.0330061443473557
log-sigma-5-0-mm-3D	glrlm	LongRunEmphasis	8.033957157918124	2.48353057199211	2.5	21.87281323753853
log-sigma-5-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	8.033957157918124	6.828575103825941	2.5	21.905819381885888
log-sigma-5-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	8.033957157918124	1.397269439033653	2.5	21.864561701451695
log-sigma-5-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	1.0	0.5844489262131403	1.0	0.991748463913161
log-sigma-5-0-mm-3D	glrlm	RunEntropy	1.7379854736701963	1.9012913501973903	0.9999999999999994	2.6311403721032254
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformity	9.75399847332881	9.866319150934537	1.0	18.18775773981121
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.3246198002568054	0.5748230058556911	0.5	0.1841583247321051
log-sigma-5-0-mm-3D	glrlm	RunPercentage	0.4056902002107481	0.7123745819397993	0.6666666666666666	0.2494965767217076
log-sigma-5-0-mm-3D	glrlm	RunVariance	0.7663751035296151	0.2748728582449349	0.25	3.2072746828610597
log-sigma-5-0-mm-3D	glrlm	ShortRunEmphasis	0.2968996383147854	0.6891342631727247	0.625	0.1770938767653235
log-sigma-5-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	0.2968996383147854	1.81958783041559	0.625	0.21010002111267934
log-sigma-5-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.2968996383147854	0.4065208713620085	0.625	0.16884234067848458
log-sigma-5-0-mm-3D	glszm	GrayLevelNonUniformity	1.0	1.0	1.0	1.0
log-sigma-5-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	1.0	0.5	1.0	0.5
log-sigma-5-0-mm-3D	glszm	GrayLevelVariance	0.0	0.25	0.0	0.25
log-sigma-5-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	1.0	2.5	1.0	2.5
log-sigma-5-0-mm-3D	glszm	LargeAreaEmphasis	5329.0	134.5	9.0	72581.0
log-sigma-5-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	5329.0	388.0	9.0	72582.5
log-sigma-5-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	5329.0	71.125	9.0	72580.625
log-sigma-5-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	1.0	0.625	1.0	0.625
log-sigma-5-0-mm-3D	glszm	SizeZoneNonUniformity	1.0	1.0	1.0	1.0
log-sigma-5-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	1.0	0.5	1.0	0.5
log-sigma-5-0-mm-3D	glszm	SmallAreaEmphasis	0.00018765246762994934	0.007958579881656805	0.1111111111111111	0.5000034444513334
log-sigma-5-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	0.00018765246762994934	0.016834319526627218	0.1111111111111111	2.0000034444513335
log-sigma-5-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.00018765246762994934	0.005739644970414202	0.1111111111111111	0.12500344445133335
log-sigma-5-0-mm-3D	glszm	ZoneEntropy	-3.203426503814917e-16	0.9999999999999993	-3.203426503814917e-16	0.9999999999999993
log-sigma-5-0-mm-3D	glszm	ZonePercentage	0.0136986301369863	0.08695652173913043	0.3333333333333333	0.005235602094240838
log-sigma-5-0-mm-3D	glszm	ZoneVariance	0.0	2.25	0.0	36100.0
log-sigma-5-0-mm-3D	gldm	DependenceEntropy	3.838606457869256	3.5342190211803364	-3.203426503814917e-16	3.81996017687636
log-sigma-5-0-mm-3D	gldm	DependenceNonUniformity	5.712328767123288	3.869565217391304	3.0	39.02094240837696
log-sigma-5-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.07825107900168887	0.16824196597353497	1.0	0.10214906389627477
log-sigma-5-0-mm-3D	gldm	DependenceVariance	26.220303996997558	3.553875236294896	0.0	31.317891505167076
log-sigma-5-0-mm-3D	gldm	GrayLevelNonUniformity	73.0	11.695652173913043	3.0	380.0052356020942
log-sigma-5-0-mm-3D	gldm	GrayLevelVariance	0.0	0.24574669187145556	0.0	0.002610948164798114
log-sigma-5-0-mm-3D	gldm	HighGrayLevelEmphasis	1.0	2.6956521739130435	1.0	1.0078534031413613
log-sigma-5-0-mm-3D	gldm	LargeDependenceEmphasis	296.8904109589041	75.43478260869566	9.0	452.1047120418848
log-sigma-5-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	296.8904109589041	215.91304347826087	9.0	452.1125654450262
log-sigma-5-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	296.8904109589041	40.31521739130435	9.0	452.10274869109946
log-sigma-5-0-mm-3D	gldm	LowGrayLevelEmphasis	1.0	0.5760869565217391	1.0	0.9980366492146597
log-sigma-5-0-mm-3D	gldm	SmallDependenceEmphasis	0.004909529743740355	0.015932409433907935	0.1111111111111111	0.005744352535106675
log-sigma-5-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.004909529743740355	0.04159136092732388	0.1111111111111111	0.013597755676467933
log-sigma-5-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.004909529743740355	0.009517671560553949	0.1111111111111111	0.0037810017497663614
log-sigma-5-0-mm-3D	ngtdm	Busyness	0.0	2.616515429015429	0.0	0.26812289629085906
log-sigma-5-0-mm-3D	ngtdm	Coarseness	1000000.0	0.2746974055759568	1000000.0	1.8795775765993095
log-sigma-5-0-mm-3D	ngtdm	Complexity	0.0	0.31655385152549614	0.0	0.00278552061879432
log-sigma-5-0-mm-3D	ngtdm	Contrast	0.0	0.07755584232941018	0.0	1.046297275359416e-05
log-sigma-5-0-mm-3D	ngtdm	Strength	0.0	0.2755340785711009	0.0	1.3065011255883758
wavelet-LLH	firstorder	10Percentile	-74.0250116525733	-78.01905159730266	27.65361769419797	-101.6123889484803
wavelet-LLH	firstorder	90Percentile	44.35440594381554	10.231960407092627	45.76078473824506	78.82529640508557
wavelet-LLH	firstorder	Energy	5600810.571364626	1691748.3685624776	340087.0419181447	36065615.957681775
wavelet-LLH	firstorder	Entropy	2.6441019406971575	2.663957611136707	-3.203426503814917e-16	3.3445998988930676
wavelet-LLH	firstorder	InterquartileRange	64.30834653675458	56.574834878134425	11.316979402529434	76.96417616405563
wavelet-LLH	firstorder	Kurtosis	2.5427084306249084	2.7421977313008603	1.5	2.8749823858376433
wavelet-LLH	firstorder	Maximum	70.31425779283816	67.91993659729104	48.23588601452653	133.37501274005325
wavelet-LLH	firstorder	MeanAbsoluteDeviation	36.16464661403953	34.64435253304626	7.779881152548047	51.84364881223136
wavelet-LLH	firstorder	Mean	-26.531597971941796	-31.877454976018942	36.566064285704456	0.2501765719288591
wavelet-LLH	firstorder	Median	-38.76771696260242	-44.632808799679665	35.86037963311918	5.341902616302935
wavelet-LLH	firstorder	Minimum	-101.36319243193479	-105.77092152478544	25.601927209467664	-183.46798978581435
wavelet-LLH	firstorder	Range	171.67745022477294	173.69085812207646	22.633958805058864	316.84300252586763
wavelet-LLH	firstorder	RobustMeanAbsoluteDeviation	24.760249427952306	24.083505505447807	0.0	35.19166852449248
wavelet-LLH	firstorder	RootMeanSquared	276.9899501506272	271.20891743086315	336.69325402515597	307.26634573129263
wavelet-LLH	firstorder	Skewness	0.6150080275191137	0.4372965908345259	0.11394563017603448	-0.4690220456821996
wavelet-LLH	firstorder	TotalEnergy	5600810.571364626	1691748.3685624776	359649.570878038	36065615.957681775
wavelet-LLH	firstorder	Uniformity	0.18446237568024018	0.18714555765595464	1.0	0.11564924207121514
wavelet-LLH	firstorder	Variance	1938.4655766672756	1664.577743884041	85.63167727929749	4262.43868758779
wavelet-LLH	glcm	Autocorrelation	19.543167125793424	17.60445857561242	1.0	73.65259481707113
wavelet-LLH	glcm	JointAverage	4.2851699312536	4.074710332402639	1.0	8.454337285482499
wavelet-LLH	glcm	ClusterProminence	189.82139288426853	108.53158678383804	0.0	1146.5702729710522
wavelet-LLH	glcm	ClusterShade	18.003836178154895	5.123778440607032	0.0	-25.435568702030675
wavelet-LLH	glcm	ClusterTendency	7.642972253812126	6.66940574267017	0.0	19.814709110077576
wavelet-LLH	glcm	Contrast	2.942649805251719	2.777897316358855	0.0	11.128981941690007
wavelet-LLH	glcm	Correlation	0.44452649226587115	0.46045686155313253	1.0	0.2846163641989473
wavelet-LLH	glcm	DifferenceAverage	1.3426103251659542	1.3980715865331252	0.0	2.4170782659235663
wavelet-LLH	glcm	DifferenceEntropy	1.901660988300326	1.1361052948136061	-3.203426503814917e-16	2.7638839745435204
wavelet-LLH	glcm	DifferenceVariance	1.0065117984906184	0.33612863826387485	0.0	4.788906112704958
wavelet-LLH	glcm	JointEnergy	0.0577805727402511	0.11892781818421085	1.0	0.016069529054308772
wavelet-LLH	glcm	JointEntropy	4.453328755571317	3.2764998953407196	-3.203426503814917e-16	6.377620028944848
wavelet-LLH	glcm	Imc1	-0.24870220883306218	-0.6472673859931324	0.0	-0.13467195733570653
wavelet-LLH	glcm	Imc2	0.8273232897726035	0.974417300517946	0.0	0.7414217470319228
wavelet-LLH	glcm	Idm	0.483125923134958	0.43894677971601054	1.0	0.36986449007069283
wavelet-LLH	glcm	Idmn	0.9588308000410913	0.959877518107782	1.0	0.9530758602938991
wavelet-LLH	glcm	Id	0.5370616168096157	0.5045684728377037	1.0	0.44161213204234634
wavelet-LLH	glcm	Idn	0.8670741564266026	0.85935091714812	1.0	0.8674201113376218
wavelet-LLH	glcm	InverseVariance	0.4540476579864063	0.43974280112100633	0.0	0.35168970714964554
wavelet-LLH	glcm	MaximumProbability	0.11824443975313229	0.18112208304515998	1.0	0.04138025757379181
wavelet-LLH	glcm	SumEntropy	3.1312235997867766	2.39281381773446	-3.203426503814917e-16	4.068910374807934
wavelet-LLH	glcm	SumSquares	2.646405514765961	2.361825764757256	0.0	7.735922762941896
wavelet-LLH	glrlm	GrayLevelNonUniformity	11.152191638144432	3.7361333809846395	2.0	37.73868657736395
wavelet-LLH	glrlm	GrayLevelNonUniformityNormalized	0.17863966615197033	0.17626652812727592	1.0	0.11368852177188986
wavelet-LLH	glrlm	GrayLevelVariance	3.0315355454691586	3.0337729507072755	0.0	7.0654841272686175
wavelet-LLH	glrlm	HighGrayLevelRunEmphasis	22.897317239471143	20.85963169807563	1.0	79.37378711175626
wavelet-LLH	glrlm	LongRunEmphasis	1.617576022238016	1.44158998895841	2.5	1.5186443600130202
wavelet-LLH	glrlm	LongRunHighGrayLevelEmphasis	36.59114684053982	27.727733771440867	2.5	122.05100125847437
wavelet-LLH	glrlm	LongRunLowGrayLevelEmphasis	0.1372418740963133	0.1637146051001614	2.5	0.037561509818525
wavelet-LLH	glrlm	LowGrayLevelRunEmphasis	0.09021891489731353	0.12545906726567618	1.0	0.026796692708111546
wavelet-LLH	glrlm	RunEntropy	3.185907200260265	2.8886226501336627	0.9999999999999994	3.9353959448561375
wavelet-LLH	glrlm	RunLengthNonUniformity	47.612854432943905	18.523183249499038	1.0	256.59893101557094
wavelet-LLH	glrlm	RunLengthNonUniformityNormalized	0.7495123756202084	0.8537113156545708	0.5	0.7676618661780276
wavelet-LLH	glrlm	RunPercentage	0.8566912539515279	0.9130434782608696	0.6666666666666666	0.869311316955296
wavelet-LLH	glrlm	RunVariance	0.201741865845675	0.10519562422399659	0.25	0.17840636141468583
wavelet-LLH	glrlm	ShortRunEmphasis	0.8836994730112407	0.9180925312504259	0.625	0.8966266566997324
wavelet-LLH	glrlm	ShortRunHighGrayLevelEmphasis	20.40696246699215	19.562834099962245	0.625	70.99287678427478
wavelet-LLH	glrlm	ShortRunLowGrayLevelEmphasis	0.08097973330277398	0.11820801914766897	0.625	0.024529646711814793
