Image type	Feature Class	Feature Name	1: RTSTRUCT: RTstruct_3_segment_1 cerebe 1	1: RTSTRUCT: RTstruct_3_segment_2 Lt Parietal 1	1: RTSTRUCT: RTstruct_3_segment_3 Lt Frontal 1	1: RTSTRUCT: RTstruct_3_segment_4 Rt Thalamic 1	1: RTSTRUCT: RTstruct_3_segment_5 RT Frontal 1
gradient	firstorder	Variance	53.35841399288893	836.9551288856917	25.090758096398535	374.3991717647459	
gradient	glcm	Autocorrelation	1.375	7.1303658479842085	3.0	4.386505252613324	
gradient	glcm	JointAverage	1.1875	2.618796288542844	1.75	2.071036753184496	
gradient	glcm	ClusterProminence	0.015625	38.01226323660832	0.03125	6.761283003444178	
gradient	glcm	ClusterShade	0.0	4.033398981173405	0.0	0.15713422647375716	
gradient	glcm	ClusterTendency	0.0625	3.085246000294707	0.125	1.721567128374367	
gradient	glcm	Contrast	0.375	2.009127345694083	0.5	1.3407866972162457	
gradient	glcm	Correlation	0.16666666666666696	0.20017221310482824	-0.1666666666666663	0.12337357374390263	
gradient	glcm	DifferenceAverage	0.375	1.0559720578012832	0.5	0.8778512337335866	
gradient	glcm	DifferenceEntropy	0.24999999999999958	1.8055909335537625	0.4999999999999995	1.511067445298166	
gradient	glcm	DifferenceVariance	0.0625	0.8796849632906102	0.125	0.5388111527806377	
gradient	glcm	JointEnergy	0.71875	0.07425697293145823	0.5625	0.1159642874732943	
gradient	glcm	JointEntropy	0.6249999999999994	4.128261501744623	0.9999999999999993	3.2681098859067292	
gradient	glcm	Imc1	-0.2877664099472582	-0.06674155198568821	-0.32553281989451643	-0.09697185901489412	
gradient	glcm	Imc2	0.3490293849744526	0.47516234243858	0.4655903961908564	0.5028645983067574	
gradient	glcm	Idm	0.8125	0.5630655747219145	0.75	0.6073679294814724	
gradient	glcm	Idmn	0.9249999999999999	0.9637956107355432	0.9	0.9300326753111816	
gradient	glcm	Id	0.8125	0.5982155786784761	0.75	0.6353456783290343	
gradient	glcm	Idn	0.875	0.8800352042301871	0.8333333333333333	0.8395312650397011	
gradient	glcm	InverseVariance	0.375	0.5005873822627576	0.5	0.5000262929298496	
gradient	glcm	MaximumProbability	0.75	0.13418085615207123	0.625	0.16743597766169582	
gradient	glcm	SumEntropy	0.24999999999999958	2.7327773496194	0.4999999999999995	2.288752351639337	
gradient	glcm	SumSquares	0.109375	1.2735933364971972	0.15625	0.7655884563976532	
gradient	glrlm	GrayLevelNonUniformity	1.8750000000000002	39.759737380467755	1.8750000000000002	16.762948960546446	
gradient	glrlm	GrayLevelNonUniformityNormalized	0.5729166666666667	0.22606961773535278	0.5729166666666667	0.34018258697511583	
gradient	glrlm	GrayLevelVariance	0.21354166666666666	1.594984585730961	0.21354166666666666	0.6567161060183829	
gradient	glrlm	HighGrayLevelRunEmphasis	1.9375	10.017550577028109	3.0625	6.001464432798382	
gradient	glrlm	LongRunEmphasis	1.75	1.9446174336324837	1.75	1.7367366709993286	
gradient	glrlm	LongRunHighGrayLevelEmphasis	2.6875	16.97948170998432	6.0625	9.423124163928337	
gradient	glrlm	LongRunLowGrayLevelEmphasis	1.515625	0.47836483029506127	0.671875	0.674955968436853	
gradient	glrlm	LowGrayLevelRunEmphasis	0.765625	0.2505359540214839	0.484375	0.32133098579737357	
gradient	glrlm	RunEntropy	1.3915414066556493	3.145845309146571	1.3915414066556493	2.3664363315806636	
gradient	glrlm	RunLengthNonUniformity	2.25	116.25696135507035	2.25	34.09689237978994	
gradient	glrlm	RunLengthNonUniformityNormalized	0.6666666666666667	0.6579138461232186	0.6666666666666667	0.6844098420634347	
gradient	glrlm	RunPercentage	0.8125	0.7924462924462925	0.8125	0.8217948717948717	
gradient	glrlm	RunVariance	0.16666666666666666	0.3329739356406526	0.16666666666666666	0.22255934156438575	
gradient	glrlm	ShortRunEmphasis	0.8125	0.8372466743749478	0.8125	0.8491207796387835	
gradient	glrlm	ShortRunHighGrayLevelEmphasis	1.75	8.79830739879354	2.3125	5.304118042655412	
gradient	glrlm	ShortRunLowGrayLevelEmphasis	0.578125	0.20902089957308617	0.4375	0.24858523858159914	
gradient	glszm	GrayLevelNonUniformity	1.0	4.888888888888889	1.0	2.142857142857143	
gradient	glszm	GrayLevelNonUniformityNormalized	0.5	0.2716049382716049	0.5	0.30612244897959184	
gradient	glszm	GrayLevelVariance	0.25	1.9166666666666665	0.25	0.9795918367346939	
gradient	glszm	HighGrayLevelZoneEmphasis	2.5	22.166666666666668	2.5	9.142857142857142	
gradient	glszm	LargeAreaEmphasis	5.0	599.2222222222222	5.0	125.42857142857143	
gradient	glszm	LargeAreaHighGrayLevelEmphasis	6.5	4227.888888888889	18.5	622.7142857142857	
gradient	glszm	LargeAreaLowGrayLevelEmphasis	4.625	137.10729119425548	1.625	44.132936507936506	
gradient	glszm	LowGrayLevelZoneEmphasis	0.625	0.11150415721844292	0.625	0.24404761904761904	
gradient	glszm	SizeZoneNonUniformity	1.0	6.111111111111111	1.0	1.8571428571428572	
gradient	glszm	SizeZoneNonUniformityNormalized	0.5	0.3395061728395062	0.5	0.2653061224489796	
gradient	glszm	SmallAreaEmphasis	0.5555555555555556	0.5796369811071183	0.5555555555555556	0.43191337724483153	
gradient	glszm	SmallAreaHighGrayLevelEmphasis	2.0555555555555554	15.009004740960446	0.7222222222222222	5.8788382314053065	
gradient	glszm	SmallAreaLowGrayLevelEmphasis	0.18055555555555555	0.024466525616148545	0.5138888888888888	0.034897863268896996	
gradient	glszm	ZoneEntropy	0.9999999999999993	2.9670647539754627	0.9999999999999993	2.5216406363433164	
gradient	glszm	ZonePercentage	0.5	0.08108108108108109	0.5	0.11666666666666667	
gradient	glszm	ZoneVariance	1.0	447.11111111111114	1.0	51.95918367346938	
gradient	gldm	DependenceEntropy	0.8112781244591322	5.087048046395468	0.8112781244591322	4.022579761842485	
gradient	gldm	DependenceNonUniformity	2.5	21.27927927927928	2.5	8.266666666666667	
gradient	gldm	DependenceNonUniformityNormalized	0.625	0.09585260936612287	0.625	0.13777777777777778	
gradient	gldm	DependenceVariance	0.75	8.788815842869896	0.75	6.698888888888889	
gradient	gldm	GrayLevelNonUniformity	2.5	52.91891891891892	2.5	19.833333333333332	
gradient	gldm	GrayLevelVariance	0.1875	1.466195925655385	0.1875	0.6875	
gradient	gldm	HighGrayLevelEmphasis	1.75	9.468468468468469	3.25	5.75	
gradient	gldm	LargeDependenceEmphasis	7.0	49.7027027027027	7.0	38.43333333333333	
gradient	gldm	LargeDependenceHighGrayLevelEmphasis	7.75	338.55855855855856	27.25	154.61666666666667	
gradient	gldm	LargeDependenceLowGrayLevelEmphasis	6.8125	11.804234821556252	1.9375	21.888657407407404	
gradient	gldm	LowGrayLevelEmphasis	0.8125	0.24986044718187575	0.4375	0.3506944444444445	
gradient	gldm	SmallDependenceEmphasis	0.3333333333333333	0.08635514674652618	0.3333333333333333	0.09411770894716422	
gradient	gldm	SmallDependenceHighGrayLevelEmphasis	1.0833333333333333	1.647734101606167	0.5833333333333333	0.9517634950393788	
gradient	gldm	SmallDependenceLowGrayLevelEmphasis	0.14583333333333331	0.012693944645398138	0.2708333333333333	0.014530892893582288	
gradient	ngtdm	Busyness	1.4999999999999998	1.9313884856743664	0.3999999999999999	1.66660839053046	
gradient	ngtdm	Coarseness	1.3333333333333335	0.029685747413878045	1.0000000000000002	0.08145081178406596	
gradient	ngtdm	Complexity	0.37499999999999994	16.55875465877007	0.4999999999999999	3.8065431532011234	
gradient	ngtdm	Contrast	0.078125	0.056624991586286325	0.09374999999999999	0.0757714042301952	
gradient	ngtdm	Strength	1.2000000000000002	0.5316899133730358	1.0000000000000002	0.4032597239814522	
log-sigma-1-0-mm-3D	firstorder	10Percentile	-34.40274505615234	-65.98034362792968	-70.44708251953125	-56.300255966186526	
log-sigma-1-0-mm-3D	firstorder	90Percentile	-25.02284164428711	-4.177305030822751	-56.71803588867187	-13.056225872039795	
log-sigma-1-0-mm-3D	firstorder	Energy	292717.47104174044	15604981.208568016	224387.24649350217	4256332.666960748	
log-sigma-1-0-mm-3D	firstorder	Entropy	0.8112781244591322	2.050808045611509	-3.203426503814917e-16	1.7533593350214203	
log-sigma-1-0-mm-3D	firstorder	InterquartileRange	8.124094009399414	32.74266529083252	7.035770416259766	26.664530754089355	
log-sigma-1-0-mm-3D	firstorder	Kurtosis	1.1384020668449732	3.48410437499469	1.9116164896876628	3.5711769254035874	
log-sigma-1-0-mm-3D	firstorder	Maximum	-24.892772674560547	46.525978088378906	-54.99462890625	23.660940170288086	
log-sigma-1-0-mm-3D	firstorder	MeanAbsoluteDeviation	4.410882949829102	19.89041546847021	5.377128601074219	15.193648790717123	
log-sigma-1-0-mm-3D	firstorder	Mean	-29.520437240600586	-36.08636121814315	-63.244102478027344	-34.34430335561434	
log-sigma-1-0-mm-3D	firstorder	Median	-29.039546966552734	-37.716346740722656	-62.3979606628418	-35.80537033081055	
log-sigma-1-0-mm-3D	firstorder	Minimum	-35.10988235473633	-99.58816528320312	-73.18585968017578	-63.66206359863281	
log-sigma-1-0-mm-3D	firstorder	Range	10.217109680175781	146.11414337158203	18.19123077392578	87.3230037689209	
log-sigma-1-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	3.7132110595703125	13.432539874364522	1.6586418151855469	10.726419598691992	
log-sigma-1-0-mm-3D	firstorder	RootMeanSquared	270.51685300630555	265.12772044187074	236.8476548825754	266.3435333975262	
log-sigma-1-0-mm-3D	firstorder	Skewness	-0.09799175422308652	0.563185545727743	-0.35434579077651884	0.8465524431458544	
log-sigma-1-0-mm-3D	firstorder	TotalEnergy	337968.48105785495	15604981.208568016	259075.13000940596	4256332.666960748	
log-sigma-1-0-mm-3D	firstorder	Uniformity	0.625	0.2832562292021752	1.0	0.33111111111111113	
log-sigma-1-0-mm-3D	firstorder	Variance	20.173889919224163	642.2994116223633	43.45661194072454	365.9286230652811	
log-sigma-1-0-mm-3D	glcm	Autocorrelation	1.375	9.52219744908162	1.0	3.6425672328887098	
log-sigma-1-0-mm-3D	glcm	JointAverage	1.1875	3.018089721324139	1.0	1.8744702838581089	
log-sigma-1-0-mm-3D	glcm	ClusterProminence	0.015625	34.12132453946169	0.0	6.110560894105044	
log-sigma-1-0-mm-3D	glcm	ClusterShade	0.0	3.288911632996126	0.0	0.9351706333501995	
log-sigma-1-0-mm-3D	glcm	ClusterTendency	0.0625	3.2307482733626554	0.0	1.3693286771045896	
log-sigma-1-0-mm-3D	glcm	Contrast	0.375	1.5803907769593057	0.0	0.881900800471252	
log-sigma-1-0-mm-3D	glcm	Correlation	0.16666666666666696	0.3449851763003159	1.0	0.1954872587780551	
log-sigma-1-0-mm-3D	glcm	DifferenceAverage	0.375	0.9217181984286715	0.0	0.7013943560113189	
log-sigma-1-0-mm-3D	glcm	DifferenceEntropy	0.24999999999999958	1.6668189533029578	-3.203426503814917e-16	1.2484289764364958	
log-sigma-1-0-mm-3D	glcm	DifferenceVariance	0.0625	0.7068348283842194	0.0	0.3670958437945608	
log-sigma-1-0-mm-3D	glcm	JointEnergy	0.71875	0.08306255536453613	1.0	0.15475082249962052	
log-sigma-1-0-mm-3D	glcm	JointEntropy	0.6249999999999994	4.040224574857228	-3.203426503814917e-16	2.929504622132119	
log-sigma-1-0-mm-3D	glcm	Imc1	-0.2877664099472582	-0.09760664264172002	0.0	-0.12539617640304568	
log-sigma-1-0-mm-3D	glcm	Imc2	0.3490293849744526	0.5539476672884205	0.0	0.5385019868106589	
log-sigma-1-0-mm-3D	glcm	Idm	0.8125	0.6038288655010581	1.0	0.6673534664403338	
log-sigma-1-0-mm-3D	glcm	Idmn	0.9249999999999999	0.9613389255511318	1.0	0.9515125100781334	
log-sigma-1-0-mm-3D	glcm	Id	0.8125	0.6323754638460907	1.0	0.6785859473530471	
log-sigma-1-0-mm-3D	glcm	Idn	0.875	0.8792603851902749	1.0	0.865646435188159	
log-sigma-1-0-mm-3D	glcm	InverseVariance	0.375	0.49333515307593767	0.0	0.5510188809265417	
log-sigma-1-0-mm-3D	glcm	MaximumProbability	0.75	0.16321605700982625	1.0	0.2369751170195767	
log-sigma-1-0-mm-3D	glcm	SumEntropy	0.24999999999999958	2.792228946176206	-3.203426503814917e-16	2.0826390426932315	
log-sigma-1-0-mm-3D	glcm	SumSquares	0.109375	1.2027847625804906	0.0	0.5628073693939604	
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformity	1.8750000000000002	45.222266394219936	2.5	15.32129741784808	
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.5729166666666667	0.26859079302631383	1.0	0.32076929538812643	
log-sigma-1-0-mm-3D	glrlm	GrayLevelVariance	0.21354166666666666	1.1422401495723693	0.0	0.7444249704633226	
log-sigma-1-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	1.9375	10.5600663976788	1.0	5.698116980616441	
log-sigma-1-0-mm-3D	glrlm	LongRunEmphasis	1.75	2.1709242379275056	3.0	1.900287327694228	
log-sigma-1-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	2.6875	21.165906451004325	3.0	9.027497523448263	
log-sigma-1-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	1.515625	0.35796118287404166	3.0	0.7896604439011183	
log-sigma-1-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.765625	0.17217455814025734	1.0	0.35152851065707513	
log-sigma-1-0-mm-3D	glrlm	RunEntropy	1.3915414066556493	3.0658786699559424	0.4591479170272443	2.4958723354781873	
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformity	2.25	102.5919729166666	1.8333333333333335	31.513920522144154	
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.6666666666666667	0.6049003315334976	0.7777777777777778	0.6467792822148616	
log-sigma-1-0-mm-3D	glrlm	RunPercentage	0.8125	0.7588357588357588	0.625	0.7974358974358975	
log-sigma-1-0-mm-3D	glrlm	RunVariance	0.16666666666666666	0.4053935507116106	0.1111111111111111	0.2622995693932604	
log-sigma-1-0-mm-3D	glrlm	ShortRunEmphasis	0.8125	0.8033484321505269	0.5	0.8222970512823615	
log-sigma-1-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	1.75	8.739002194085046	0.5	5.056147587788905	
log-sigma-1-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.578125	0.13978332020229972	0.5	0.2651322607243514	
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformity	1.0	3.6666666666666665	1.0	2.142857142857143	
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.5	0.24444444444444444	1.0	0.30612244897959184	
log-sigma-1-0-mm-3D	glszm	GrayLevelVariance	0.25	1.9555555555555557	0.0	0.9795918367346939	
log-sigma-1-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	2.5	15.4	1.0	9.142857142857142	
log-sigma-1-0-mm-3D	glszm	LargeAreaEmphasis	5.0	883.6	16.0	157.14285714285714	
log-sigma-1-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	6.5	7602.4	16.0	640.2857142857143	
log-sigma-1-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	4.625	129.1735	16.0	57.83531746031746	
log-sigma-1-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.625	0.1996666666666667	1.0	0.24404761904761904	
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformity	1.0	3.933333333333333	1.0	1.5714285714285714	
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.5	0.26222222222222225	1.0	0.22448979591836735	
log-sigma-1-0-mm-3D	glszm	SmallAreaEmphasis	0.5555555555555556	0.4949524893334903	0.0625	0.3197999676060901	
log-sigma-1-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	2.0555555555555554	8.188089916011647	0.0625	3.9825688370586327	
log-sigma-1-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.18055555555555555	0.038553226500039235	0.0625	0.02849046629233704	
log-sigma-1-0-mm-3D	glszm	ZoneEntropy	0.9999999999999993	3.1329145639793943	-3.203426503814917e-16	2.807354922057602	
log-sigma-1-0-mm-3D	glszm	ZonePercentage	0.5	0.06756756756756757	0.25	0.11666666666666667	
log-sigma-1-0-mm-3D	glszm	ZoneVariance	1.0	664.5600000000001	0.0	83.6734693877551	
log-sigma-1-0-mm-3D	gldm	DependenceEntropy	0.8112781244591322	5.246072388885462	-3.203426503814917e-16	4.190759147096377	
log-sigma-1-0-mm-3D	gldm	DependenceNonUniformity	2.5	21.036036036036037	4.0	6.9	
log-sigma-1-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.625	0.09475691908124341	1.0	0.115	
log-sigma-1-0-mm-3D	gldm	DependenceVariance	0.75	10.674701728755785	0.0	8.662222222222223	
log-sigma-1-0-mm-3D	gldm	GrayLevelNonUniformity	2.5	62.88288288288288	4.0	19.866666666666667	
log-sigma-1-0-mm-3D	gldm	GrayLevelVariance	0.1875	1.0533235938641343	0.0	0.7155555555555556	
log-sigma-1-0-mm-3D	gldm	HighGrayLevelEmphasis	1.75	10.216216216216216	1.0	5.266666666666667	
log-sigma-1-0-mm-3D	gldm	LargeDependenceEmphasis	7.0	63.531531531531535	16.0	47.93333333333333	
log-sigma-1-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	7.75	552.6216216216217	16.0	154.03333333333333	
log-sigma-1-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	6.8125	9.961818068068068	16.0	25.14097222222222	
log-sigma-1-0-mm-3D	gldm	LowGrayLevelEmphasis	0.8125	0.16947072072072072	1.0	0.3800925925925926	
log-sigma-1-0-mm-3D	gldm	SmallDependenceEmphasis	0.3333333333333333	0.06279980621712086	0.0625	0.08549746880643068	
log-sigma-1-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	1.0833333333333333	0.8952488205301911	0.0625	0.8675185771923929	
log-sigma-1-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.14583333333333331	0.008524892047650051	0.0625	0.01316220199800595	
log-sigma-1-0-mm-3D	ngtdm	Busyness	1.4999999999999998	1.8290141119007752	0.0	1.5733627357337736	
log-sigma-1-0-mm-3D	ngtdm	Coarseness	1.3333333333333335	0.03352952087783327	1000000.0	0.12544368604267492	
log-sigma-1-0-mm-3D	ngtdm	Complexity	0.37499999999999994	8.241269452128174	0.0	2.733717409115745	
log-sigma-1-0-mm-3D	ngtdm	Contrast	0.078125	0.04330389874714268	0.0	0.060211816644031975	
log-sigma-1-0-mm-3D	ngtdm	Strength	1.2000000000000002	0.3675941004175597	0.0	0.5545853696792981	
log-sigma-2-0-mm-3D	firstorder	10Percentile	-16.27973279953003	-82.9427261352539	-34.876211929321286	-53.81344985961914	
log-sigma-2-0-mm-3D	firstorder	90Percentile	-13.316672420501709	-24.723912811279295	-17.376692390441892	-16.865190505981445	
log-sigma-2-0-mm-3D	firstorder	Energy	325950.4952745262	13557786.26234206	300048.02775476046	4267499.404855407	
log-sigma-2-0-mm-3D	firstorder	Entropy	-3.203426503814917e-16	1.8884879593288397	0.9999999999999993	1.5680242116284708	
log-sigma-2-0-mm-3D	firstorder	InterquartileRange	1.422532558441162	32.92984962463379	11.511247158050537	21.280670642852783	
log-sigma-2-0-mm-3D	firstorder	Kurtosis	2.195453410845169	2.521541803529234	1.5609111939547018	2.9362834560108735	
log-sigma-2-0-mm-3D	firstorder	Maximum	-13.1846284866333	12.679986953735352	-15.21379280090332	5.00803279876709	
log-sigma-2-0-mm-3D	firstorder	MeanAbsoluteDeviation	1.3154075145721436	18.268002638326482	7.419032573699951	12.025979242324832	
log-sigma-2-0-mm-3D	firstorder	Mean	-14.54389238357544	-53.879680616361604	-26.23765802383423	-33.74094648361206	
log-sigma-2-0-mm-3D	firstorder	Median	-13.908116817474365	-53.64353942871094	-26.51567268371582	-34.37441825866699	
log-sigma-2-0-mm-3D	firstorder	Minimum	-17.174707412719727	-99.25106048583984	-36.70549392700195	-61.691551208496094	
log-sigma-2-0-mm-3D	firstorder	Range	3.990078926086426	111.9310474395752	21.491701126098633	66.69958400726318	
log-sigma-2-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	0.2833418846130371	13.230672556999302	4.092214584350586	8.370772083600363	
log-sigma-2-0-mm-3D	firstorder	RootMeanSquared	285.4603717131881	247.12569532492793	273.8831994458406	266.69268846543855	
log-sigma-2-0-mm-3D	firstorder	Skewness	-0.9791497098227805	0.13333791708973095	0.0764602451357111	0.31436438066181566	
log-sigma-2-0-mm-3D	firstorder	TotalEnergy	376338.97763580567	13557786.26234206	346432.2639294095	4267499.404855407	
log-sigma-2-0-mm-3D	firstorder	Uniformity	1.0	0.2936044152260368	0.5	0.40388888888888885	
log-sigma-2-0-mm-3D	firstorder	Variance	2.434443111789051	495.89767632492897	66.18705441498855	231.10650148072412	
log-sigma-2-0-mm-3D	glcm	Autocorrelation	1.0	4.90597644646109	2.125	4.061728797877909	
log-sigma-2-0-mm-3D	glcm	JointAverage	1.0	2.136149061226856	1.5	1.9792347213003845	
log-sigma-2-0-mm-3D	glcm	ClusterProminence	0.0	11.924253173858432	0.25	4.0910078451982015	
log-sigma-2-0-mm-3D	glcm	ClusterShade	0.0	0.8323270934119513	0.0	0.41864093440424	
log-sigma-2-0-mm-3D	glcm	ClusterTendency	0.0	2.242617297112673	0.25	1.1144814907712148	
log-sigma-2-0-mm-3D	glcm	Contrast	0.0	0.8792779285399163	0.75	0.5605392732615714	
log-sigma-2-0-mm-3D	glcm	Correlation	1.0	0.4371393801278103	-0.49999999999999956	0.31472423996587423	
log-sigma-2-0-mm-3D	glcm	DifferenceAverage	0.0	0.6855162624831661	0.75	0.5376122003344984	
log-sigma-2-0-mm-3D	glcm	DifferenceEntropy	-3.203426503814917e-16	1.3113405357586148	-3.203426503814917e-16	1.0324983485974324	
log-sigma-2-0-mm-3D	glcm	DifferenceVariance	0.0	0.3892396942024629	0.0	0.26033622237463766	
log-sigma-2-0-mm-3D	glcm	JointEnergy	1.0	0.1112141577330262	0.5	0.20637926153467148	
log-sigma-2-0-mm-3D	glcm	JointEntropy	-3.203426503814917e-16	3.3785108618806214	0.9999999999999993	2.597202663672413	
log-sigma-2-0-mm-3D	glcm	Imc1	0.0	-0.13026762715211354	-1.0	-0.1290550717078474	
log-sigma-2-0-mm-3D	glcm	Imc2	0.0	0.5836385162245349	0.9298734950321936	0.5154455598766694	
log-sigma-2-0-mm-3D	glcm	Idm	1.0	0.676618035364092	0.625	0.733486607125458	
log-sigma-2-0-mm-3D	glcm	Idmn	1.0	0.9677609144028998	0.8500000000000001	0.967431696977444	
log-sigma-2-0-mm-3D	glcm	Id	1.0	0.6892578584433621	0.625	0.7350150786539296	
log-sigma-2-0-mm-3D	glcm	Idn	1.0	0.8903408324928821	0.7499999999999999	0.8932417956973361	
log-sigma-2-0-mm-3D	glcm	InverseVariance	0.0	0.5185967838594692	0.75	0.5175510115233096	
log-sigma-2-0-mm-3D	glcm	MaximumProbability	1.0	0.16547711971015777	0.5	0.35743556868727866	
log-sigma-2-0-mm-3D	glcm	SumEntropy	-3.203426503814917e-16	2.5289818708591123	0.24999999999999958	2.018190497771067	
log-sigma-2-0-mm-3D	glcm	SumSquares	0.0	0.7804738064131473	0.25	0.4187551910081966	
log-sigma-2-0-mm-3D	glrlm	GrayLevelNonUniformity	2.75	47.370991161759804	1.75	16.670743464766772	
log-sigma-2-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	1.0	0.30154909357912923	0.5	0.36930991981748645	
log-sigma-2-0-mm-3D	glrlm	GrayLevelVariance	0.0	0.8184953016088983	0.25	0.5910260239706141	
log-sigma-2-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	1.0	7.262264071224599	2.5	5.880060896985719	
log-sigma-2-0-mm-3D	glrlm	LongRunEmphasis	2.75	2.684953851936956	1.75	2.2101481256279074	
log-sigma-2-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	2.75	15.147308146880995	4.375	11.047791778588616	
log-sigma-2-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	2.75	1.0221429213394964	1.09375	0.6917420515720939	
log-sigma-2-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	1.0	0.26992949355688417	0.625	0.29253582428397745	
log-sigma-2-0-mm-3D	glrlm	RunEntropy	0.9387218755408664	2.8949935186137705	0.9999999999999993	2.473166685485184	
log-sigma-2-0-mm-3D	glrlm	RunLengthNonUniformity	1.5	88.40790011303974	3.5	26.927429423655155	
log-sigma-2-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.5416666666666667	0.5513024615840367	1.0	0.5844889108170922	
log-sigma-2-0-mm-3D	glrlm	RunPercentage	0.6875	0.7089397089397089	0.875	0.7525641025641026	
log-sigma-2-0-mm-3D	glrlm	RunVariance	0.41666666666666663	0.5825616108017436	0.0	0.35712900036041273	
log-sigma-2-0-mm-3D	glrlm	ShortRunEmphasis	0.7013888888888888	0.7653175192963346	0.8125	0.780730106025592	
log-sigma-2-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	0.7013888888888888	6.158651384070577	2.03125	4.9751778329279555	
log-sigma-2-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.7013888888888888	0.16455719083790396	0.5078125	0.21241817626771034	
log-sigma-2-0-mm-3D	glszm	GrayLevelNonUniformity	1.0	4.0	1.0	1.4	
log-sigma-2-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	1.0	0.4	0.5	0.28	
log-sigma-2-0-mm-3D	glszm	GrayLevelVariance	0.0	1.25	0.25	1.04	
log-sigma-2-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	1.0	13.5	2.5	7.8	
log-sigma-2-0-mm-3D	glszm	LargeAreaEmphasis	16.0	1407.0	4.0	276.4	
log-sigma-2-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	16.0	8143.7	10.0	1241.8	
log-sigma-2-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	16.0	401.3880277777778	2.5	74.1125	
log-sigma-2-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	1.0	0.1776111111111111	0.625	0.30694444444444446	
log-sigma-2-0-mm-3D	glszm	SizeZoneNonUniformity	1.0	1.4	2.0	1.4	
log-sigma-2-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	1.0	0.14	1.0	0.28	
log-sigma-2-0-mm-3D	glszm	SmallAreaEmphasis	0.0625	0.25254641748525103	0.25	0.04913134371395617	
log-sigma-2-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	0.0625	4.939583648492228	0.625	0.5718725970780468	
log-sigma-2-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.0625	0.013591068643940853	0.15625	0.007180598274168054	
log-sigma-2-0-mm-3D	glszm	ZoneEntropy	-3.203426503814917e-16	3.12192809488736	0.9999999999999993	2.321928094887361	
log-sigma-2-0-mm-3D	glszm	ZonePercentage	0.25	0.04504504504504504	0.5	0.08333333333333333	
log-sigma-2-0-mm-3D	glszm	ZoneVariance	0.0	914.1600000000002	0.0	132.40000000000003	
log-sigma-2-0-mm-3D	gldm	DependenceEntropy	0.9999999999999993	4.70755654999551	0.9999999999999993	3.8345789884812236	
log-sigma-2-0-mm-3D	gldm	DependenceNonUniformity	2.0	20.315315315315317	4.0	6.566666666666666	
log-sigma-2-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.5	0.09151042934826718	1.0	0.10944444444444444	
log-sigma-2-0-mm-3D	gldm	DependenceVariance	0.25	15.81300219138057	0.0	10.445555555555556	
log-sigma-2-0-mm-3D	gldm	GrayLevelNonUniformity	4.0	65.18018018018019	2.0	24.233333333333334	
