Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_52_segment_Recur Occipit tentorial
log-sigma-4-0-mm-3D	glcm	JointAverage	1.3954953547925852
log-sigma-4-0-mm-3D	glcm	ClusterProminence	3.1564536053924375
log-sigma-4-0-mm-3D	glcm	ClusterShade	0.9809387950666848
log-sigma-4-0-mm-3D	glcm	ClusterTendency	0.9959080103651553
log-sigma-4-0-mm-3D	glcm	Contrast	0.19182437754677004
log-sigma-4-0-mm-3D	glcm	Correlation	0.6759572132806448
log-sigma-4-0-mm-3D	glcm	DifferenceAverage	0.19182437754677004
log-sigma-4-0-mm-3D	glcm	DifferenceEntropy	0.6957500650147306
log-sigma-4-0-mm-3D	glcm	DifferenceVariance	0.15293455536732908
log-sigma-4-0-mm-3D	glcm	JointEnergy	0.3773956869895915
log-sigma-4-0-mm-3D	glcm	JointEntropy	1.8102865574326639
log-sigma-4-0-mm-3D	glcm	Imc1	-0.3442950539175395
log-sigma-4-0-mm-3D	glcm	Imc2	0.7179380613927278
log-sigma-4-0-mm-3D	glcm	Idm	0.9040878112266151
log-sigma-4-0-mm-3D	glcm	Idmn	0.9887162130854843
log-sigma-4-0-mm-3D	glcm	Id	0.9040878112266151
log-sigma-4-0-mm-3D	glcm	Idn	0.961635124490646
log-sigma-4-0-mm-3D	glcm	InverseVariance	0.19182437754677004
log-sigma-4-0-mm-3D	glcm	MaximumProbability	0.549393264813458
log-sigma-4-0-mm-3D	glcm	SumEntropy	1.6184621798858951
log-sigma-4-0-mm-3D	glcm	SumSquares	0.2969330969779814
log-sigma-4-0-mm-3D	glrlm	GrayLevelNonUniformity	387.75841176960876
log-sigma-4-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.4496048054381837
log-sigma-4-0-mm-3D	glrlm	GrayLevelVariance	0.3656403580761251
log-sigma-4-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	3.314745308613229
log-sigma-4-0-mm-3D	glrlm	LongRunEmphasis	16.51221199668037
log-sigma-4-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	30.788183300880537
log-sigma-4-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	13.21671680183153
log-sigma-4-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.5125228294459105
log-sigma-4-0-mm-3D	glrlm	RunEntropy	3.6454966703786957
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformity	198.3236561151192
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.21860202613725901
log-sigma-4-0-mm-3D	glrlm	RunPercentage	0.34455512513066466
log-sigma-4-0-mm-3D	glrlm	RunVariance	6.542637673779926
log-sigma-4-0-mm-3D	glrlm	ShortRunEmphasis	0.4389252759054543
log-sigma-4-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	1.845455499725195
log-sigma-4-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.15129406872039988
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformity	2.5
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.3125
log-sigma-4-0-mm-3D	glszm	GrayLevelVariance	0.75
log-sigma-4-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	7.0
log-sigma-4-0-mm-3D	glszm	LargeAreaEmphasis	373641.5
log-sigma-4-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	727718.5
log-sigma-4-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	285597.04600694444
log-sigma-4-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.2682291666666667
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformity	1.75
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.21875
log-sigma-4-0-mm-3D	glszm	SmallAreaEmphasis	0.3753681215910107
log-sigma-4-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	3.003311938277079
log-sigma-4-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.0703534751493161
log-sigma-4-0-mm-3D	glszm	ZoneEntropy	2.749999999999998
log-sigma-4-0-mm-3D	glszm	ZonePercentage	0.0031974420463629096
log-sigma-4-0-mm-3D	glszm	ZoneVariance	275828.9375
log-sigma-4-0-mm-3D	gldm	DependenceEntropy	5.2253138041623215
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformity	149.73621103117506
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.05984660712676861
log-sigma-4-0-mm-3D	gldm	DependenceVariance	42.160542389429786
log-sigma-4-0-mm-3D	gldm	GrayLevelNonUniformity	1198.8752997601919
log-sigma-4-0-mm-3D	gldm	GrayLevelVariance	0.3313371684746527
log-sigma-4-0-mm-3D	gldm	HighGrayLevelEmphasis	2.4876099120703437
log-sigma-4-0-mm-3D	gldm	LargeDependenceEmphasis	367.65867306155076
log-sigma-4-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	672.2166266986411
log-sigma-4-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	296.245417554845
log-sigma-4-0-mm-3D	gldm	LowGrayLevelEmphasis	0.6736305400124345
log-sigma-4-0-mm-3D	gldm	SmallDependenceEmphasis	0.007395300884464868
log-sigma-4-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.032689193130268995
log-sigma-4-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.0029304180989413574
log-sigma-4-0-mm-3D	ngtdm	Busyness	38.22949504584495
log-sigma-4-0-mm-3D	ngtdm	Coarseness	0.004719270931045298
log-sigma-4-0-mm-3D	ngtdm	Complexity	1.5586591775518595
log-sigma-4-0-mm-3D	ngtdm	Contrast	0.010878177958171744
log-sigma-4-0-mm-3D	ngtdm	Strength	0.04294083688811612
log-sigma-5-0-mm-3D	firstorder	10Percentile	-37.35360908508301
log-sigma-5-0-mm-3D	firstorder	90Percentile	-9.982052803039549
log-sigma-5-0-mm-3D	firstorder	Energy	191708640.48407635
log-sigma-5-0-mm-3D	firstorder	Entropy	1.1700532826376342
log-sigma-5-0-mm-3D	firstorder	InterquartileRange	14.018461227416992
log-sigma-5-0-mm-3D	firstorder	Kurtosis	3.4885825700903466
log-sigma-5-0-mm-3D	firstorder	Maximum	18.93894386291504
log-sigma-5-0-mm-3D	firstorder	MeanAbsoluteDeviation	8.533155536047735
log-sigma-5-0-mm-3D	firstorder	Mean	-23.40646831008742
log-sigma-5-0-mm-3D	firstorder	Median	-23.64618492126465
log-sigma-5-0-mm-3D	firstorder	Minimum	-44.30615234375
log-sigma-5-0-mm-3D	firstorder	Range	63.24509620666504
log-sigma-5-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	5.9045682094707495
log-sigma-5-0-mm-3D	firstorder	RootMeanSquared	276.80707806495315
log-sigma-5-0-mm-3D	firstorder	Skewness	0.5662674776303929
log-sigma-5-0-mm-3D	firstorder	TotalEnergy	191708640.48407635
log-sigma-5-0-mm-3D	firstorder	Uniformity	0.4717003375716693
log-sigma-5-0-mm-3D	firstorder	Variance	118.17669415838644
log-sigma-5-0-mm-3D	glcm	Autocorrelation	2.5012221320765993
log-sigma-5-0-mm-3D	glcm	JointAverage	1.5121588676485183
log-sigma-5-0-mm-3D	glcm	ClusterProminence	2.120691980518342
log-sigma-5-0-mm-3D	glcm	ClusterShade	0.3658864251649724
log-sigma-5-0-mm-3D	glcm	ClusterTendency	1.0164356171328515
log-sigma-5-0-mm-3D	glcm	Contrast	0.15964519517016962
log-sigma-5-0-mm-3D	glcm	Correlation	0.7278758707668648
log-sigma-5-0-mm-3D	glcm	DifferenceAverage	0.15964519517016962
log-sigma-5-0-mm-3D	glcm	DifferenceEntropy	0.6258715232626995
log-sigma-5-0-mm-3D	glcm	DifferenceVariance	0.13273861719425872
log-sigma-5-0-mm-3D	glcm	JointEnergy	0.3558117204668418
log-sigma-5-0-mm-3D	glcm	JointEntropy	1.7868799932999484
log-sigma-5-0-mm-3D	glcm	Imc1	-0.4170091170657997
log-sigma-5-0-mm-3D	glcm	Imc2	0.7742529588775814
log-sigma-5-0-mm-3D	glcm	Idm	0.9201774024149151
log-sigma-5-0-mm-3D	glcm	Idmn	0.984035480482983
log-sigma-5-0-mm-3D	glcm	Id	0.9201774024149151
log-sigma-5-0-mm-3D	glcm	Idn	0.9600887012074575
log-sigma-5-0-mm-3D	glcm	InverseVariance	0.15964519517016962
log-sigma-5-0-mm-3D	glcm	MaximumProbability	0.4403012344062033
log-sigma-5-0-mm-3D	glcm	SumEntropy	1.6272347981297797
log-sigma-5-0-mm-3D	glcm	SumSquares	0.29402020307575527
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformity	400.72463134890484
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.5020602398601296
log-sigma-5-0-mm-3D	glrlm	GrayLevelVariance	0.3087159843965805
log-sigma-5-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	3.4889347236240695
log-sigma-5-0-mm-3D	glrlm	LongRunEmphasis	17.978357393057465
log-sigma-5-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	42.28173525755059
log-sigma-5-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	12.135547036352351
log-sigma-5-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.456030285532858
log-sigma-5-0-mm-3D	glrlm	RunEntropy	3.6936150131224226
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformity	158.29856394424192
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.1882568444742634
log-sigma-5-0-mm-3D	glrlm	RunPercentage	0.31906782266494493
log-sigma-5-0-mm-3D	glrlm	RunVariance	6.300421550497081
log-sigma-5-0-mm-3D	glrlm	ShortRunEmphasis	0.3826001640723812
log-sigma-5-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	1.6533266219800504
log-sigma-5-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.12018405629509529
log-sigma-5-0-mm-3D	glszm	GrayLevelNonUniformity	2.75
log-sigma-5-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.34375
log-sigma-5-0-mm-3D	glszm	GrayLevelVariance	0.609375
log-sigma-5-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	5.125
log-sigma-5-0-mm-3D	glszm	LargeAreaEmphasis	367104.25
log-sigma-5-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	1000386.375
log-sigma-5-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	209124.41319444444
log-sigma-5-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.3854166666666667
log-sigma-5-0-mm-3D	glszm	SizeZoneNonUniformity	1.25
log-sigma-5-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.15625
log-sigma-5-0-mm-3D	glszm	SmallAreaEmphasis	0.26469062245138286
log-sigma-5-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	1.021103320796703
log-sigma-5-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.07647806945174024
log-sigma-5-0-mm-3D	glszm	ZoneEntropy	2.749999999999998
log-sigma-5-0-mm-3D	glszm	ZonePercentage	0.0031974420463629096
log-sigma-5-0-mm-3D	glszm	ZoneVariance	269291.6875
log-sigma-5-0-mm-3D	gldm	DependenceEntropy	5.221359257046283
log-sigma-5-0-mm-3D	gldm	DependenceNonUniformity	158.55715427657873
log-sigma-5-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.06337216397944793
log-sigma-5-0-mm-3D	gldm	DependenceVariance	37.350573577908264
log-sigma-5-0-mm-3D	gldm	GrayLevelNonUniformity	1180.1942446043165
log-sigma-5-0-mm-3D	gldm	GrayLevelVariance	0.30770347750576515
log-sigma-5-0-mm-3D	gldm	HighGrayLevelEmphasis	2.816546762589928
log-sigma-5-0-mm-3D	gldm	LargeDependenceEmphasis	387.19904076738607
log-sigma-5-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	898.6782573940848
log-sigma-5-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	262.8841704414246
log-sigma-5-0-mm-3D	gldm	LowGrayLevelEmphasis	0.5818345323741008
log-sigma-5-0-mm-3D	gldm	SmallDependenceEmphasis	0.005877842774150819
log-sigma-5-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.023044461146985756
log-sigma-5-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.0023722354648059163
log-sigma-5-0-mm-3D	ngtdm	Busyness	47.853552268516715
log-sigma-5-0-mm-3D	ngtdm	Coarseness	0.005550373649400846
log-sigma-5-0-mm-3D	ngtdm	Complexity	0.5397864602767067
log-sigma-5-0-mm-3D	ngtdm	Contrast	0.016293942208978524
log-sigma-5-0-mm-3D	ngtdm	Strength	0.017321871409930387
wavelet-LLH	firstorder	10Percentile	-39.725809750692044
wavelet-LLH	firstorder	90Percentile	35.95574567962001
wavelet-LLH	firstorder	Energy	224126882.53700554
wavelet-LLH	firstorder	Entropy	2.3374325873599675
wavelet-LLH	firstorder	InterquartileRange	39.72256725231996
wavelet-LLH	firstorder	Kurtosis	2.984881537283948
wavelet-LLH	firstorder	Maximum	89.25539474633752
wavelet-LLH	firstorder	MeanAbsoluteDeviation	23.543666434215247
wavelet-LLH	firstorder	Mean	-2.1663776626442917
wavelet-LLH	firstorder	Median	-1.5473044753003071
wavelet-LLH	firstorder	Minimum	-96.38625583129648
wavelet-LLH	firstorder	Range	185.64165057763398
wavelet-LLH	firstorder	RobustMeanAbsoluteDeviation	16.362980872198882
wavelet-LLH	firstorder	RootMeanSquared	299.29766077102545
wavelet-LLH	firstorder	Skewness	-0.13009160968206349
wavelet-LLH	firstorder	TotalEnergy	224126882.53700554
wavelet-LLH	firstorder	Uniformity	0.23065033185282308
wavelet-LLH	firstorder	Variance	874.2231484171748
wavelet-LLH	glcm	Autocorrelation	19.747646574061374
wavelet-LLH	glcm	JointAverage	4.406788168900902
wavelet-LLH	glcm	ClusterProminence	40.22460083117505
wavelet-LLH	glcm	ClusterShade	-0.8273011802083872
wavelet-LLH	glcm	ClusterTendency	3.5777059847481856
wavelet-LLH	glcm	Contrast	2.267292405838034
wavelet-LLH	glcm	Correlation	0.22166325160361755
wavelet-LLH	glcm	DifferenceAverage	1.1096259908097437
wavelet-LLH	glcm	DifferenceEntropy	1.8699206647544537
wavelet-LLH	glcm	DifferenceVariance	0.9729599624819983
wavelet-LLH	glcm	JointEnergy	0.0620152503686258
wavelet-LLH	glcm	JointEntropy	4.496034006677747
wavelet-LLH	glcm	Imc1	-0.05899733228013196
wavelet-LLH	glcm	Imc2	0.40532757291321675
wavelet-LLH	glcm	Idm	0.5549362052024472
wavelet-LLH	glcm	Idmn	0.9683086997849892
wavelet-LLH	glcm	Id	0.593453861474358
wavelet-LLH	glcm	Idn	0.8883533623058084
wavelet-LLH	glcm	InverseVariance	0.4766385861051778
wavelet-LLH	glcm	MaximumProbability	0.11440639146826305
wavelet-LLH	glcm	SumEntropy	2.935173755928592
wavelet-LLH	glcm	SumSquares	1.4612495976465554
wavelet-LLH	glrlm	GrayLevelNonUniformity	407.47569567765254
wavelet-LLH	glrlm	GrayLevelNonUniformityNormalized	0.21591319240631582
wavelet-LLH	glrlm	GrayLevelVariance	1.6787291375237
wavelet-LLH	glrlm	HighGrayLevelRunEmphasis	21.008511441730704
wavelet-LLH	glrlm	LongRunEmphasis	2.367167533489172
wavelet-LLH	glrlm	LongRunHighGrayLevelEmphasis	49.94194704939938
wavelet-LLH	glrlm	LongRunLowGrayLevelEmphasis	0.16350053985499574
wavelet-LLH	glrlm	LowGrayLevelRunEmphasis	0.08119473821613168
wavelet-LLH	glrlm	RunEntropy	3.428114451153332
wavelet-LLH	glrlm	RunLengthNonUniformity	1192.8830551179105
wavelet-LLH	glrlm	RunLengthNonUniformityNormalized	0.6226194623804644
wavelet-LLH	glrlm	RunPercentage	0.7547193014818914
wavelet-LLH	glrlm	RunVariance	0.546474630633205
wavelet-LLH	glrlm	ShortRunEmphasis	0.8134539581245102
wavelet-LLH	glrlm	ShortRunHighGrayLevelEmphasis	17.14924285052061
wavelet-LLH	glrlm	ShortRunLowGrayLevelEmphasis	0.06913486408239873
wavelet-LLH	glszm	GrayLevelNonUniformity	19.104477611940297
wavelet-LLH	glszm	GrayLevelNonUniformityNormalized	0.14257072844731566
wavelet-LLH	glszm	GrayLevelVariance	4.5591445756293165
wavelet-LLH	glszm	HighGrayLevelZoneEmphasis	21.28358208955224
wavelet-LLH	glszm	LargeAreaEmphasis	8728.313432835821
wavelet-LLH	glszm	LargeAreaHighGrayLevelEmphasis	176878.48507462686
wavelet-LLH	glszm	LargeAreaLowGrayLevelEmphasis	473.68355129116327
wavelet-LLH	glszm	LowGrayLevelZoneEmphasis	0.19997709158290183
wavelet-LLH	glszm	SizeZoneNonUniformity	33.208955223880594
wavelet-LLH	glszm	SizeZoneNonUniformityNormalized	0.24782802405881044
wavelet-LLH	glszm	SmallAreaEmphasis	0.512836192131776
wavelet-LLH	glszm	SmallAreaHighGrayLevelEmphasis	9.514338447338028
wavelet-LLH	glszm	SmallAreaLowGrayLevelEmphasis	0.13679015827008287
wavelet-LLH	glszm	ZoneEntropy	5.226540494847434
wavelet-LLH	glszm	ZonePercentage	0.053557154276578735
wavelet-LLH	glszm	ZoneVariance	8379.683225662731
wavelet-LLH	gldm	DependenceEntropy	5.9583420353475045
wavelet-LLH	gldm	DependenceNonUniformity	192.11590727418064
wavelet-LLH	gldm	DependenceNonUniformityNormalized	0.0767849349617029
wavelet-LLH	gldm	DependenceVariance	15.003129710460248
wavelet-LLH	gldm	GrayLevelNonUniformity	577.0871302957634
wavelet-LLH	gldm	GrayLevelVariance	1.5039378569087174
wavelet-LLH	gldm	HighGrayLevelEmphasis	20.98441247002398
wavelet-LLH	gldm	LargeDependenceEmphasis	69.42765787370104
wavelet-LLH	gldm	LargeDependenceHighGrayLevelEmphasis	1460.9172661870505
wavelet-LLH	gldm	LargeDependenceLowGrayLevelEmphasis	4.000224015798699
wavelet-LLH	gldm	LowGrayLevelEmphasis	0.07638960260363138
wavelet-LLH	gldm	SmallDependenceEmphasis	0.06640596616526906
wavelet-LLH	gldm	SmallDependenceHighGrayLevelEmphasis	1.366798429548983
wavelet-LLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.010746418735318007
wavelet-LLH	ngtdm	Busyness	9.09157538233034
wavelet-LLH	ngtdm	Coarseness	0.0029207598017294556
wavelet-LLH	ngtdm	Complexity	19.71143469653083
wavelet-LLH	ngtdm	Contrast	0.042578622518423856
wavelet-LLH	ngtdm	Strength	0.054544249958182224
wavelet-LHL	firstorder	10Percentile	-18.673463598859442
wavelet-LHL	firstorder	90Percentile	14.785255422334572
wavelet-LHL	firstorder	Energy	223411403.93906546
wavelet-LHL	firstorder	Entropy	1.4377903418773186
wavelet-LHL	firstorder	InterquartileRange	16.811632020333512
wavelet-LHL	firstorder	Kurtosis	4.574759412473153
wavelet-LHL	firstorder	Maximum	65.57622631764663
wavelet-LHL	firstorder	MeanAbsoluteDeviation	10.793784696189249
wavelet-LHL	firstorder	Mean	-1.5179320933615614
wavelet-LHL	firstorder	Median	-0.9389812784650201
wavelet-LHL	firstorder	Minimum	-74.36213081485404
wavelet-LHL	firstorder	Range	139.93835713250067
wavelet-LHL	firstorder	RobustMeanAbsoluteDeviation	7.119523954311677
wavelet-LHL	firstorder	RootMeanSquared	298.8195560433872
wavelet-LHL	firstorder	Skewness	-0.16206157164113671
wavelet-LHL	firstorder	TotalEnergy	223411403.93906546
wavelet-LHL	firstorder	Uniformity	0.4226073976949536
wavelet-LHL	firstorder	Variance	201.582212143899
wavelet-LHL	glcm	Autocorrelation	12.06534784397091
wavelet-LHL	glcm	JointAverage	3.45900906693406
wavelet-LHL	glcm	ClusterProminence	3.653410605475313
wavelet-LHL	glcm	ClusterShade	-0.15180520763482852
wavelet-LHL	glcm	ClusterTendency	1.0376876517759799
wavelet-LHL	glcm	Contrast	0.6353693233279796
wavelet-LHL	glcm	Correlation	0.2397946525117264
wavelet-LHL	glcm	DifferenceAverage	0.5262127905684832
wavelet-LHL	glcm	DifferenceEntropy	1.2180299513920936
wavelet-LHL	glcm	DifferenceVariance	0.35174708721181075
wavelet-LHL	glcm	JointEnergy	0.1972397039899427
wavelet-LHL	glcm	JointEntropy	2.74051644548543
wavelet-LHL	glcm	Imc1	-0.053952963381783646
wavelet-LHL	glcm	Imc2	0.3247355007821632
wavelet-LHL	glcm	Idm	0.7477762350518111
wavelet-LHL	glcm	Idmn	0.983375724465756
wavelet-LHL	glcm	Id	0.75374241053339
wavelet-LHL	glcm	Idn	0.926710856532761
wavelet-LHL	glcm	InverseVariance	0.44316139403797283
wavelet-LHL	glcm	MaximumProbability	0.25695796995058895
wavelet-LHL	glcm	SumEntropy	2.0358447877477595
wavelet-LHL	glcm	SumSquares	0.4182642437759899
wavelet-LHL	glrlm	GrayLevelNonUniformity	560.7165077741641
wavelet-LHL	glrlm	GrayLevelNonUniformityNormalized	0.388912286348568
wavelet-LHL	glrlm	GrayLevelVariance	0.5312624898559399
wavelet-LHL	glrlm	HighGrayLevelRunEmphasis	12.315176559552704
wavelet-LHL	glrlm	LongRunEmphasis	4.544247433579558
wavelet-LHL	glrlm	LongRunHighGrayLevelEmphasis	56.32382242074738
wavelet-LHL	glrlm	LongRunLowGrayLevelEmphasis	0.41830315970841936
wavelet-LHL	glrlm	LowGrayLevelRunEmphasis	0.10159183722738684
wavelet-LHL	glrlm	RunEntropy	3.229157242150056
wavelet-LHL	glrlm	RunLengthNonUniformity	601.0561305736279
wavelet-LHL	glrlm	RunLengthNonUniformityNormalized	0.4095673165446722
wavelet-LHL	glrlm	RunPercentage	0.575754780790752
wavelet-LHL	glrlm	RunVariance	1.3774052788502058
wavelet-LHL	glrlm	ShortRunEmphasis	0.6522810342772882
wavelet-LHL	glrlm	ShortRunHighGrayLevelEmphasis	8.021140372104254
wavelet-LHL	glrlm	ShortRunLowGrayLevelEmphasis	0.06979863912984813
wavelet-LHL	glszm	GrayLevelNonUniformity	16.620689655172413
wavelet-LHL	glszm	GrayLevelNonUniformityNormalized	0.28656361474435194
wavelet-LHL	glszm	GrayLevelVariance	2.5017835909631394
wavelet-LHL	glszm	HighGrayLevelZoneEmphasis	13.689655172413794
wavelet-LHL	glszm	LargeAreaEmphasis	45049.0
wavelet-LHL	glszm	LargeAreaHighGrayLevelEmphasis	554782.3965517242
wavelet-LHL	glszm	LargeAreaLowGrayLevelEmphasis	3976.8878208812257
wavelet-LHL	glszm	LowGrayLevelZoneEmphasis	0.21018199233716475
wavelet-LHL	glszm	SizeZoneNonUniformity	20.75862068965517
wavelet-LHL	glszm	SizeZoneNonUniformityNormalized	0.3579072532699168
wavelet-LHL	glszm	SmallAreaEmphasis	0.6144760795418136
wavelet-LHL	glszm	SmallAreaHighGrayLevelEmphasis	7.70291170566259
wavelet-LHL	glszm	SmallAreaLowGrayLevelEmphasis	0.14997761253383898
wavelet-LHL	glszm	ZoneEntropy	3.800359117091113
wavelet-LHL	glszm	ZonePercentage	0.023181454836131096
wavelet-LHL	glszm	ZoneVariance	43188.11890606421
wavelet-LHL	gldm	DependenceEntropy	5.5153511892393965
wavelet-LHL	gldm	DependenceNonUniformity	140.54836131095124
wavelet-LHL	gldm	DependenceNonUniformityNormalized	0.05617440500038019
wavelet-LHL	gldm	DependenceVariance	24.298837508730028
wavelet-LHL	gldm	GrayLevelNonUniformity	1057.3637090327738
wavelet-LHL	gldm	GrayLevelVariance	0.43475004169326414
wavelet-LHL	gldm	HighGrayLevelEmphasis	12.351318944844124
wavelet-LHL	gldm	LargeDependenceEmphasis	169.02877697841726
wavelet-LHL	gldm	LargeDependenceHighGrayLevelEmphasis	2112.476019184652
wavelet-LHL	gldm	LargeDependenceLowGrayLevelEmphasis	14.894484745536905
wavelet-LHL	gldm	LowGrayLevelEmphasis	0.09661770583533173
wavelet-LHL	gldm	SmallDependenceEmphasis	0.029245248733254715
wavelet-LHL	gldm	SmallDependenceHighGrayLevelEmphasis	0.37509904838350255
wavelet-LHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.005160495071268162
wavelet-LHL	ngtdm	Busyness	15.849209394889481
wavelet-LHL	ngtdm	Coarseness	0.0024000785090671968
wavelet-LHL	ngtdm	Complexity	7.08000322632697
wavelet-LHL	ngtdm	Contrast	0.013137803608975656
wavelet-LHL	ngtdm	Strength	0.03548509434070896
wavelet-LHH	firstorder	10Percentile	-10.197249223326427
wavelet-LHH	firstorder	90Percentile	10.266528564619383
wavelet-LHH	firstorder	Energy	225524340.57078236
wavelet-LHH	firstorder	Entropy	1.0399448380234757
wavelet-LHH	firstorder	InterquartileRange	10.219569851989009
wavelet-LHH	firstorder	Kurtosis	3.631689243685785
wavelet-LHH	firstorder	Maximum	36.438110030293025
wavelet-LHH	firstorder	MeanAbsoluteDeviation	6.382879838707245
wavelet-LHH	firstorder	Mean	0.11722640798303934
wavelet-LHH	firstorder	Median	-0.1306042252958884
wavelet-LHH	firstorder	Minimum	-28.735417418843216
wavelet-LHH	firstorder	Range	65.17352744913624
wavelet-LHH	firstorder	RobustMeanAbsoluteDeviation	4.3221528888990255
wavelet-LHH	firstorder	RootMeanSquared	300.22928925641315
wavelet-LHH	firstorder	Skewness	0.17218609888131997
wavelet-LHH	firstorder	TotalEnergy	225524340.57078236
wavelet-LHH	firstorder	Uniformity	0.49571182382631074
wavelet-LHH	firstorder	Variance	67.27654059046226
wavelet-LHH	glcm	Autocorrelation	6.269437005905611
wavelet-LHH	glcm	JointAverage	2.5003557147427724
wavelet-LHH	glcm	ClusterProminence	0.6093040925641761
wavelet-LHH	glcm	ClusterShade	0.018714973223295586
wavelet-LHH	glcm	ClusterTendency	0.5504878345171758
wavelet-LHH	glcm	Contrast	0.4799391016946949
wavelet-LHH	glcm	Correlation	0.06841216923509606
wavelet-LHH	glcm	DifferenceAverage	0.47352254278699957
wavelet-LHH	glcm	DifferenceEntropy	1.010349187680736
wavelet-LHH	glcm	DifferenceVariance	0.2508829951853111
wavelet-LHH	glcm	JointEnergy	0.25212350529579186
wavelet-LHH	glcm	JointEntropy	2.0505836413734304
wavelet-LHH	glcm	Imc1	-0.01885901220521002
wavelet-LHH	glcm	Imc2	0.1319877648776694
wavelet-LHH	glcm	Idm	0.7638803844972698
wavelet-LHH	glcm	Idmn	0.971884168807525
wavelet-LHH	glcm	Id	0.7642977375563216
wavelet-LHH	glcm	Idn	0.905508186164118
wavelet-LHH	glcm	InverseVariance	0.46800644157138166
wavelet-LHH	glcm	MaximumProbability	0.2743171814455542
wavelet-LHH	glcm	SumEntropy	1.553842800850103
wavelet-LHH	glcm	SumSquares	0.2576067340529677
wavelet-LHH	glrlm	GrayLevelNonUniformity	701.9337405277585
wavelet-LHH	glrlm	GrayLevelNonUniformityNormalized	0.4925023941065386
wavelet-LHH	glrlm	GrayLevelVariance	0.2653990750222528
wavelet-LHH	glrlm	HighGrayLevelRunEmphasis	6.507317675221801
wavelet-LHH	glrlm	LongRunEmphasis	4.661811639187606
wavelet-LHH	glrlm	LongRunHighGrayLevelEmphasis	30.14936501365711
wavelet-LHH	glrlm	LongRunLowGrayLevelEmphasis	0.8482817648972727
wavelet-LHH	glrlm	LowGrayLevelRunEmphasis	0.18260100099422072
wavelet-LHH	glrlm	RunEntropy	2.7588627969403747
wavelet-LHH	glrlm	RunLengthNonUniformity	592.3722560471537
wavelet-LHH	glrlm	RunLengthNonUniformityNormalized	0.4048049363505293
wavelet-LHH	glrlm	RunPercentage	0.5694521306032096
wavelet-LHH	glrlm	RunVariance	1.3293796768370276
