Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_58_segment_Rt occipital
log-sigma-4-0-mm-3D	glcm	Idn	1.0
log-sigma-4-0-mm-3D	glcm	InverseVariance	0.0
log-sigma-4-0-mm-3D	glcm	MaximumProbability	1.0
log-sigma-4-0-mm-3D	glcm	SumEntropy	-3.2034265038149176e-16
log-sigma-4-0-mm-3D	glcm	SumSquares	0.0
log-sigma-4-0-mm-3D	glrlm	GrayLevelNonUniformity	8.461538461538462
log-sigma-4-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	1.0
log-sigma-4-0-mm-3D	glrlm	GrayLevelVariance	0.0
log-sigma-4-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	1.0
log-sigma-4-0-mm-3D	glrlm	LongRunEmphasis	2.506143856143856
log-sigma-4-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	2.506143856143856
log-sigma-4-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	2.506143856143856
log-sigma-4-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	1.0
log-sigma-4-0-mm-3D	glrlm	RunEntropy	0.9721605845103961
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformity	4.846769896769897
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.5568788048171165
log-sigma-4-0-mm-3D	glrlm	RunPercentage	0.7051282051282051
log-sigma-4-0-mm-3D	glrlm	RunVariance	0.33068485626927185
log-sigma-4-0-mm-3D	glrlm	ShortRunEmphasis	0.6946255133755135
log-sigma-4-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	0.6946255133755135
log-sigma-4-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.6946255133755135
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformity	1.0
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	1.0
log-sigma-4-0-mm-3D	glszm	GrayLevelVariance	0.0
log-sigma-4-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	1.0
log-sigma-4-0-mm-3D	glszm	LargeAreaEmphasis	144.0
log-sigma-4-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	144.0
log-sigma-4-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	144.0
log-sigma-4-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	1.0
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformity	1.0
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	1.0
log-sigma-4-0-mm-3D	glszm	SmallAreaEmphasis	0.006944444444444444
log-sigma-4-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	0.006944444444444444
log-sigma-4-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.006944444444444444
log-sigma-4-0-mm-3D	glszm	ZoneEntropy	-3.203426503814917e-16
log-sigma-4-0-mm-3D	glszm	ZonePercentage	0.08333333333333333
log-sigma-4-0-mm-3D	glszm	ZoneVariance	0.0
log-sigma-4-0-mm-3D	gldm	DependenceEntropy	2.2516291673878213
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformity	2.6666666666666665
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.2222222222222222
log-sigma-4-0-mm-3D	gldm	DependenceVariance	2.5555555555555554
log-sigma-4-0-mm-3D	gldm	GrayLevelNonUniformity	12.0
log-sigma-4-0-mm-3D	gldm	GrayLevelVariance	0.0
log-sigma-4-0-mm-3D	gldm	HighGrayLevelEmphasis	1.0
log-sigma-4-0-mm-3D	gldm	LargeDependenceEmphasis	77.66666666666667
log-sigma-4-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	77.66666666666667
log-sigma-4-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	77.66666666666667
log-sigma-4-0-mm-3D	gldm	LowGrayLevelEmphasis	1.0
log-sigma-4-0-mm-3D	gldm	SmallDependenceEmphasis	0.014939653266673467
log-sigma-4-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.014939653266673467
log-sigma-4-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.014939653266673467
log-sigma-4-0-mm-3D	ngtdm	Busyness	0.0
log-sigma-4-0-mm-3D	ngtdm	Coarseness	1000000.0
log-sigma-4-0-mm-3D	ngtdm	Complexity	0.0
log-sigma-4-0-mm-3D	ngtdm	Contrast	0.0
log-sigma-4-0-mm-3D	ngtdm	Strength	0.0
log-sigma-5-0-mm-3D	firstorder	10Percentile	-3.8754756450653076
log-sigma-5-0-mm-3D	firstorder	90Percentile	-3.2977569103240967
log-sigma-5-0-mm-3D	firstorder	Energy	1054013.580755376
log-sigma-5-0-mm-3D	firstorder	Entropy	-3.203426503814917e-16
log-sigma-5-0-mm-3D	firstorder	InterquartileRange	0.3281785249710083
log-sigma-5-0-mm-3D	firstorder	Kurtosis	2.079928564423727
log-sigma-5-0-mm-3D	firstorder	Maximum	-3.22629451751709
log-sigma-5-0-mm-3D	firstorder	MeanAbsoluteDeviation	0.18960041801134744
log-sigma-5-0-mm-3D	firstorder	Mean	-3.6312875151634216
log-sigma-5-0-mm-3D	firstorder	Median	-3.688895106315613
log-sigma-5-0-mm-3D	firstorder	Minimum	-3.9867191314697266
log-sigma-5-0-mm-3D	firstorder	Range	0.7604246139526367
log-sigma-5-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	0.1096649318933487
log-sigma-5-0-mm-3D	firstorder	RootMeanSquared	296.368799071272
log-sigma-5-0-mm-3D	firstorder	Skewness	0.37040978793533497
log-sigma-5-0-mm-3D	firstorder	TotalEnergy	1054013.580755376
log-sigma-5-0-mm-3D	firstorder	Uniformity	1.0
log-sigma-5-0-mm-3D	firstorder	Variance	0.051323028261171785
log-sigma-5-0-mm-3D	glcm	Autocorrelation	1.0
log-sigma-5-0-mm-3D	glcm	JointAverage	1.0
log-sigma-5-0-mm-3D	glcm	ClusterProminence	0.0
log-sigma-5-0-mm-3D	glcm	ClusterShade	0.0
log-sigma-5-0-mm-3D	glcm	ClusterTendency	0.0
log-sigma-5-0-mm-3D	glcm	Contrast	0.0
log-sigma-5-0-mm-3D	glcm	Correlation	1.0
log-sigma-5-0-mm-3D	glcm	DifferenceAverage	0.0
log-sigma-5-0-mm-3D	glcm	DifferenceEntropy	-3.2034265038149176e-16
log-sigma-5-0-mm-3D	glcm	DifferenceVariance	0.0
log-sigma-5-0-mm-3D	glcm	JointEnergy	1.0
log-sigma-5-0-mm-3D	glcm	JointEntropy	-3.2034265038149176e-16
log-sigma-5-0-mm-3D	glcm	Imc1	0.0
log-sigma-5-0-mm-3D	glcm	Imc2	0.0
log-sigma-5-0-mm-3D	glcm	Idm	1.0
log-sigma-5-0-mm-3D	glcm	Idmn	1.0
log-sigma-5-0-mm-3D	glcm	Id	1.0
log-sigma-5-0-mm-3D	glcm	Idn	1.0
log-sigma-5-0-mm-3D	glcm	InverseVariance	0.0
log-sigma-5-0-mm-3D	glcm	MaximumProbability	1.0
log-sigma-5-0-mm-3D	glcm	SumEntropy	-3.2034265038149176e-16
log-sigma-5-0-mm-3D	glcm	SumSquares	0.0
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformity	8.461538461538462
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	1.0
log-sigma-5-0-mm-3D	glrlm	GrayLevelVariance	0.0
log-sigma-5-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	1.0
log-sigma-5-0-mm-3D	glrlm	LongRunEmphasis	2.506143856143856
log-sigma-5-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	2.506143856143856
log-sigma-5-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	2.506143856143856
log-sigma-5-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	1.0
log-sigma-5-0-mm-3D	glrlm	RunEntropy	0.9721605845103961
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformity	4.846769896769897
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.5568788048171165
log-sigma-5-0-mm-3D	glrlm	RunPercentage	0.7051282051282051
log-sigma-5-0-mm-3D	glrlm	RunVariance	0.33068485626927185
log-sigma-5-0-mm-3D	glrlm	ShortRunEmphasis	0.6946255133755135
log-sigma-5-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	0.6946255133755135
log-sigma-5-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.6946255133755135
log-sigma-5-0-mm-3D	glszm	GrayLevelNonUniformity	1.0
log-sigma-5-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	1.0
log-sigma-5-0-mm-3D	glszm	GrayLevelVariance	0.0
log-sigma-5-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	1.0
log-sigma-5-0-mm-3D	glszm	LargeAreaEmphasis	144.0
log-sigma-5-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	144.0
log-sigma-5-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	144.0
log-sigma-5-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	1.0
log-sigma-5-0-mm-3D	glszm	SizeZoneNonUniformity	1.0
log-sigma-5-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	1.0
log-sigma-5-0-mm-3D	glszm	SmallAreaEmphasis	0.006944444444444444
log-sigma-5-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	0.006944444444444444
log-sigma-5-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.006944444444444444
log-sigma-5-0-mm-3D	glszm	ZoneEntropy	-3.203426503814917e-16
log-sigma-5-0-mm-3D	glszm	ZonePercentage	0.08333333333333333
log-sigma-5-0-mm-3D	glszm	ZoneVariance	0.0
log-sigma-5-0-mm-3D	gldm	DependenceEntropy	2.2516291673878213
log-sigma-5-0-mm-3D	gldm	DependenceNonUniformity	2.6666666666666665
log-sigma-5-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.2222222222222222
log-sigma-5-0-mm-3D	gldm	DependenceVariance	2.5555555555555554
log-sigma-5-0-mm-3D	gldm	GrayLevelNonUniformity	12.0
log-sigma-5-0-mm-3D	gldm	GrayLevelVariance	0.0
log-sigma-5-0-mm-3D	gldm	HighGrayLevelEmphasis	1.0
log-sigma-5-0-mm-3D	gldm	LargeDependenceEmphasis	77.66666666666667
log-sigma-5-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	77.66666666666667
log-sigma-5-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	77.66666666666667
log-sigma-5-0-mm-3D	gldm	LowGrayLevelEmphasis	1.0
log-sigma-5-0-mm-3D	gldm	SmallDependenceEmphasis	0.014939653266673467
log-sigma-5-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.014939653266673467
log-sigma-5-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.014939653266673467
log-sigma-5-0-mm-3D	ngtdm	Busyness	0.0
log-sigma-5-0-mm-3D	ngtdm	Coarseness	1000000.0
log-sigma-5-0-mm-3D	ngtdm	Complexity	0.0
log-sigma-5-0-mm-3D	ngtdm	Contrast	0.0
log-sigma-5-0-mm-3D	ngtdm	Strength	0.0
wavelet-LLH	firstorder	10Percentile	-4.54545086983
wavelet-LLH	firstorder	90Percentile	30.944294131406306
wavelet-LLH	firstorder	Energy	1134536.7049409044
wavelet-LLH	firstorder	Entropy	1.8250112108241758
wavelet-LLH	firstorder	InterquartileRange	22.448692511840743
wavelet-LLH	firstorder	Kurtosis	4.914559376588736
wavelet-LLH	firstorder	Maximum	42.02268558226022
wavelet-LLH	firstorder	MeanAbsoluteDeviation	17.58297818317351
wavelet-LLH	firstorder	Mean	6.4839241518214665
wavelet-LLH	firstorder	Median	2.777334863849019
wavelet-LLH	firstorder	Minimum	-60.31224392432436
wavelet-LLH	firstorder	Range	102.33492950658459
wavelet-LLH	firstorder	RobustMeanAbsoluteDeviation	9.581562170702952
wavelet-LLH	firstorder	RootMeanSquared	307.48126026108
wavelet-LLH	firstorder	Skewness	-1.2570714786874198
wavelet-LLH	firstorder	TotalEnergy	1134536.7049409044
wavelet-LLH	firstorder	Uniformity	0.3055555555555556
wavelet-LLH	firstorder	Variance	612.3296482425806
wavelet-LLH	glcm	Autocorrelation	15.265384615384617
wavelet-LLH	glcm	JointAverage	3.907692307692308
wavelet-LLH	glcm	ClusterProminence	7.2095612179487185
wavelet-LLH	glcm	ClusterShade	-1.2591153846153846
wavelet-LLH	glcm	ClusterTendency	1.5044871794871795
wavelet-LLH	glcm	Contrast	1.817948717948718
wavelet-LLH	glcm	Correlation	-0.07907336224721156
wavelet-LLH	glcm	DifferenceAverage	1.123076923076923
wavelet-LLH	glcm	DifferenceEntropy	0.6564022870977472
wavelet-LLH	glcm	DifferenceVariance	0.2955128205128206
wavelet-LLH	glcm	JointEnergy	0.24464743589743593
wavelet-LLH	glcm	JointEntropy	2.1630130564172734
wavelet-LLH	glcm	Imc1	-0.5843871192334873
wavelet-LLH	glcm	Imc2	0.8726464527350527
wavelet-LLH	glcm	Idm	0.507948717948718
wavelet-LLH	glcm	Idmn	0.9377688026853264
wavelet-LLH	glcm	Id	0.5382478632478633
wavelet-LLH	glcm	Idn	0.8282203907203907
wavelet-LLH	glcm	InverseVariance	0.666417378917379
wavelet-LLH	glcm	MaximumProbability	0.29294871794871796
wavelet-LLH	glcm	SumEntropy	1.2392825756424957
wavelet-LLH	glcm	SumSquares	0.8306089743589743
wavelet-LLH	glrlm	GrayLevelNonUniformity	3.4096736596736594
wavelet-LLH	glrlm	GrayLevelNonUniformityNormalized	0.30222460620187896
wavelet-LLH	glrlm	GrayLevelVariance	1.2314446916719644
wavelet-LLH	glrlm	HighGrayLevelRunEmphasis	15.089160839160842
wavelet-LLH	glrlm	LongRunEmphasis	1.2395104895104898
wavelet-LLH	glrlm	LongRunHighGrayLevelEmphasis	19.411713286713287
wavelet-LLH	glrlm	LongRunLowGrayLevelEmphasis	0.1679746989121989
wavelet-LLH	glrlm	LowGrayLevelRunEmphasis	0.15333381895881895
wavelet-LLH	glrlm	RunEntropy	1.9995337021719297
wavelet-LLH	glrlm	RunLengthNonUniformity	10.281468531468533
wavelet-LLH	glrlm	RunLengthNonUniformityNormalized	0.8955618245390973
wavelet-LLH	glrlm	RunPercentage	0.9423076923076922
wavelet-LLH	glrlm	RunVariance	0.07024793388429752
wavelet-LLH	glrlm	ShortRunEmphasis	0.9508061383061382
wavelet-LLH	glrlm	ShortRunHighGrayLevelEmphasis	14.275616744366745
wavelet-LLH	glrlm	ShortRunLowGrayLevelEmphasis	0.15010094939782437
wavelet-LLH	glszm	GrayLevelNonUniformity	1.4
wavelet-LLH	glszm	GrayLevelNonUniformityNormalized	0.28
wavelet-LLH	glszm	GrayLevelVariance	1.76
wavelet-LLH	glszm	HighGrayLevelZoneEmphasis	12.0
wavelet-LLH	glszm	LargeAreaEmphasis	8.0
wavelet-LLH	glszm	LargeAreaHighGrayLevelEmphasis	134.2
wavelet-LLH	glszm	LargeAreaLowGrayLevelEmphasis	0.6956111111111112
wavelet-LLH	glszm	LowGrayLevelZoneEmphasis	0.2649444444444445
wavelet-LLH	glszm	SizeZoneNonUniformity	1.4
wavelet-LLH	glszm	SizeZoneNonUniformityNormalized	0.28
wavelet-LLH	glszm	SmallAreaEmphasis	0.4802222222222222
wavelet-LLH	glszm	SmallAreaHighGrayLevelEmphasis	3.1335555555555556
wavelet-LLH	glszm	SmallAreaLowGrayLevelEmphasis	0.22916666666666666
wavelet-LLH	glszm	ZoneEntropy	2.321928094887361
wavelet-LLH	glszm	ZonePercentage	0.4166666666666667
wavelet-LLH	glszm	ZoneVariance	2.24
wavelet-LLH	gldm	DependenceEntropy	2.855388542207531
wavelet-LLH	gldm	DependenceNonUniformity	3.5
wavelet-LLH	gldm	DependenceNonUniformityNormalized	0.2916666666666667
wavelet-LLH	gldm	DependenceVariance	1.0833333333333335
wavelet-LLH	gldm	GrayLevelNonUniformity	3.6666666666666665
wavelet-LLH	gldm	GrayLevelVariance	1.1875
wavelet-LLH	gldm	HighGrayLevelEmphasis	15.25
wavelet-LLH	gldm	LargeDependenceEmphasis	7.333333333333333
wavelet-LLH	gldm	LargeDependenceHighGrayLevelEmphasis	123.58333333333333
wavelet-LLH	gldm	LargeDependenceLowGrayLevelEmphasis	0.5410416666666666
wavelet-LLH	gldm	LowGrayLevelEmphasis	0.14715277777777777
wavelet-LLH	gldm	SmallDependenceEmphasis	0.30497685185185186
wavelet-LLH	gldm	SmallDependenceHighGrayLevelEmphasis	3.2129629629629632
wavelet-LLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.10211660879629629
wavelet-LLH	ngtdm	Busyness	0.218342151675485
wavelet-LLH	ngtdm	Coarseness	0.43618739903069464
wavelet-LLH	ngtdm	Complexity	5.556150793650793
wavelet-LLH	ngtdm	Contrast	0.169538139329806
wavelet-LLH	ngtdm	Strength	2.82118591723286
wavelet-LHL	firstorder	10Percentile	-19.506612576556204
wavelet-LHL	firstorder	90Percentile	11.841953568786415
wavelet-LHL	firstorder	Energy	1060194.7704173033
wavelet-LHL	firstorder	Entropy	1.3250112108241763
wavelet-LHL	firstorder	InterquartileRange	4.273587519703578
wavelet-LHL	firstorder	Kurtosis	4.550042081719669
wavelet-LHL	firstorder	Maximum	20.54738403004233
wavelet-LHL	firstorder	MeanAbsoluteDeviation	9.688694925901393
wavelet-LHL	firstorder	Mean	-3.1514320618513865
wavelet-LHL	firstorder	Median	-0.9266876038204207
wavelet-LHL	firstorder	Minimum	-42.54973376691851
wavelet-LHL	firstorder	Range	63.09711779696084
wavelet-LHL	firstorder	RobustMeanAbsoluteDeviation	1.5310020717959048
wavelet-LHL	firstorder	RootMeanSquared	297.23654587119995
wavelet-LHL	firstorder	Skewness	-1.1750332890504747
wavelet-LHL	firstorder	TotalEnergy	1060194.7704173033
wavelet-LHL	firstorder	Uniformity	0.4305555555555556
wavelet-LHL	firstorder	Variance	230.4919145123157
wavelet-LHL	glcm	Autocorrelation	5.288461538461538
wavelet-LHL	glcm	JointAverage	2.292948717948718
wavelet-LHL	glcm	ClusterProminence	1.490123450854701
wavelet-LHL	glcm	ClusterShade	0.0886801994301994
wavelet-LHL	glcm	ClusterTendency	0.7340384615384615
wavelet-LHL	glcm	Contrast	0.6833333333333333
wavelet-LHL	glcm	Correlation	0.006552202240596421
wavelet-LHL	glcm	DifferenceAverage	0.6064102564102564
wavelet-LHL	glcm	DifferenceEntropy	0.68320004345253
wavelet-LHL	glcm	DifferenceVariance	0.16378205128205126
wavelet-LHL	glcm	JointEnergy	0.39229700854700855
wavelet-LHL	glcm	JointEntropy	1.567023072373573
wavelet-LHL	glcm	Imc1	-0.5667885933188186
wavelet-LHL	glcm	Imc2	0.7590736687431303
wavelet-LHL	glcm	Idm	0.7044871794871794
wavelet-LHL	glcm	Idmn	0.9352169625246547
wavelet-LHL	glcm	Id	0.7096153846153845
wavelet-LHL	glcm	Idn	0.8522435897435897
wavelet-LHL	glcm	InverseVariance	0.5391025641025641
wavelet-LHL	glcm	MaximumProbability	0.44999999999999996
wavelet-LHL	glcm	SumEntropy	0.9990743544248553
wavelet-LHL	glcm	SumSquares	0.3543429487179487
wavelet-LHL	glrlm	GrayLevelNonUniformity	4.424941724941726
wavelet-LHL	glrlm	GrayLevelNonUniformityNormalized	0.42177856655129387
wavelet-LHL	glrlm	GrayLevelVariance	0.41089319771137955
wavelet-LHL	glrlm	HighGrayLevelRunEmphasis	5.797513597513598
wavelet-LHL	glrlm	LongRunEmphasis	1.5090909090909093
wavelet-LHL	glrlm	LongRunHighGrayLevelEmphasis	8.874669774669773
wavelet-LHL	glrlm	LongRunLowGrayLevelEmphasis	0.3634140550807218
wavelet-LHL	glrlm	LowGrayLevelRunEmphasis	0.2650522317188984
wavelet-LHL	glrlm	RunEntropy	1.7555162258618102
wavelet-LHL	glrlm	RunLengthNonUniformity	8.38041958041958
wavelet-LHL	glrlm	RunLengthNonUniformityNormalized	0.7768990605354241
wavelet-LHL	glrlm	RunPercentage	0.8717948717948718
wavelet-LHL	glrlm	RunVariance	0.1115504697322879
wavelet-LHL	glrlm	ShortRunEmphasis	0.8727272727272726
wavelet-LHL	glrlm	ShortRunHighGrayLevelEmphasis	5.028224553224553
wavelet-LHL	glrlm	ShortRunLowGrayLevelEmphasis	0.24046177587844259
wavelet-LHL	glszm	GrayLevelNonUniformity	1.0
wavelet-LHL	glszm	GrayLevelNonUniformityNormalized	0.3333333333333333
wavelet-LHL	glszm	GrayLevelVariance	0.6666666666666666
wavelet-LHL	glszm	HighGrayLevelZoneEmphasis	4.666666666666667
wavelet-LHL	glszm	LargeAreaEmphasis	20.666666666666668
wavelet-LHL	glszm	LargeAreaHighGrayLevelEmphasis	123.33333333333333
wavelet-LHL	glszm	LargeAreaLowGrayLevelEmphasis	4.2592592592592595
wavelet-LHL	glszm	LowGrayLevelZoneEmphasis	0.4537037037037037
wavelet-LHL	glszm	SizeZoneNonUniformity	1.0
wavelet-LHL	glszm	SizeZoneNonUniformityNormalized	0.3333333333333333
wavelet-LHL	glszm	SmallAreaEmphasis	0.3559259259259259
wavelet-LHL	glszm	SmallAreaHighGrayLevelEmphasis	0.49037037037037035
wavelet-LHL	glszm	SmallAreaLowGrayLevelEmphasis	0.3371296296296296
wavelet-LHL	glszm	ZoneEntropy	1.5849625007211552
wavelet-LHL	glszm	ZonePercentage	0.25
wavelet-LHL	glszm	ZoneVariance	4.666666666666667
wavelet-LHL	gldm	DependenceEntropy	2.688721875540865
wavelet-LHL	gldm	DependenceNonUniformity	3.1666666666666665
wavelet-LHL	gldm	DependenceNonUniformityNormalized	0.2638888888888889
wavelet-LHL	gldm	DependenceVariance	1.8888888888888888
wavelet-LHL	gldm	GrayLevelNonUniformity	5.166666666666667
wavelet-LHL	gldm	GrayLevelVariance	0.38888888888888895
wavelet-LHL	gldm	HighGrayLevelEmphasis	5.833333333333333
wavelet-LHL	gldm	LargeDependenceEmphasis	20.666666666666668
wavelet-LHL	gldm	LargeDependenceHighGrayLevelEmphasis	120.33333333333333
wavelet-LHL	gldm	LargeDependenceLowGrayLevelEmphasis	4.1759259259259265
wavelet-LHL	gldm	LowGrayLevelEmphasis	0.2546296296296296
wavelet-LHL	gldm	SmallDependenceEmphasis	0.13356481481481483
wavelet-LHL	gldm	SmallDependenceHighGrayLevelEmphasis	0.41597222222222224
wavelet-LHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.09223251028806584
wavelet-LHL	ngtdm	Busyness	0.44664115646258506
wavelet-LHL	ngtdm	Coarseness	0.4797715373631603
wavelet-LHL	ngtdm	Complexity	1.5034528963100395
wavelet-LHL	ngtdm	Contrast	0.06171124828532237
wavelet-LHL	ngtdm	Strength	1.225340372325646
wavelet-LHH	firstorder	10Percentile	-5.069490628846322
wavelet-LHH	firstorder	90Percentile	1.1687816063060021
wavelet-LHH	firstorder	Energy	1070471.4676977436
wavelet-LHH	firstorder	Entropy	0.9182958340544889
wavelet-LHH	firstorder	InterquartileRange	2.9423969887607595
wavelet-LHH	firstorder	Kurtosis	4.80359173746084
wavelet-LHH	firstorder	Maximum	7.292393839898106
wavelet-LHH	firstorder	MeanAbsoluteDeviation	3.030526062072702
wavelet-LHH	firstorder	Mean	-1.3608227150764318
wavelet-LHH	firstorder	Median	-0.395476901942409
wavelet-LHH	firstorder	Minimum	-13.026745128411457
wavelet-LHH	firstorder	Range	20.319138968309563
wavelet-LHH	firstorder	RobustMeanAbsoluteDeviation	1.051506265246318
wavelet-LHH	firstorder	RootMeanSquared	298.6736607762369
wavelet-LHH	firstorder	Skewness	-0.8655609221635172
wavelet-LHH	firstorder	TotalEnergy	1070471.4676977436
wavelet-LHH	firstorder	Uniformity	0.5555555555555556
wavelet-LHH	firstorder	Variance	20.597432062623582
wavelet-LHH	glcm	Autocorrelation	1.8141025641025643
wavelet-LHH	glcm	JointAverage	1.3493589743589745
wavelet-LHH	glcm	ClusterProminence	0.12419841524216522
wavelet-LHH	glcm	ClusterShade	-0.018607549857549845
wavelet-LHH	glcm	ClusterTendency	0.23938034188034185
wavelet-LHH	glcm	Contrast	0.46794871794871795
wavelet-LHH	glcm	Correlation	-0.12399267399267369
wavelet-LHH	glcm	DifferenceAverage	0.46794871794871795
wavelet-LHH	glcm	DifferenceEntropy	0.6607516139598033
wavelet-LHH	glcm	DifferenceVariance	0.16245726495726492
wavelet-LHH	glcm	JointEnergy	0.4838782051282051
wavelet-LHH	glcm	JointEntropy	1.205623408831598
wavelet-LHH	glcm	Imc1	-0.29499331067803136
wavelet-LHH	glcm	Imc2	0.5094474985313883
wavelet-LHH	glcm	Idm	0.766025641025641
wavelet-LHH	glcm	Idmn	0.9064102564102565
wavelet-LHH	glcm	Id	0.766025641025641
wavelet-LHH	glcm	Idn	0.8440170940170941
wavelet-LHH	glcm	InverseVariance	0.46794871794871795
wavelet-LHH	glcm	MaximumProbability	0.5416666666666667
wavelet-LHH	glcm	SumEntropy	0.7376746908828802
wavelet-LHH	glcm	SumSquares	0.17683226495726495
wavelet-LHH	glrlm	GrayLevelNonUniformity	5.5940947940947945
wavelet-LHH	glrlm	GrayLevelNonUniformityNormalized	0.5476039729070032
wavelet-LHH	glrlm	GrayLevelVariance	0.2261980135464984
wavelet-LHH	glrlm	HighGrayLevelRunEmphasis	2.0824009324009323
wavelet-LHH	glrlm	LongRunEmphasis	1.6100233100233103
wavelet-LHH	glrlm	LongRunHighGrayLevelEmphasis	3.0039627039627037
wavelet-LHH	glrlm	LongRunLowGrayLevelEmphasis	1.2615384615384617
wavelet-LHH	glrlm	LowGrayLevelRunEmphasis	0.7293997668997669
wavelet-LHH	glrlm	RunEntropy	1.3261188632007135
wavelet-LHH	glrlm	RunLengthNonUniformity	7.794716394716394
wavelet-LHH	glrlm	RunLengthNonUniformityNormalized	0.7501214161820222
wavelet-LHH	glrlm	RunPercentage	0.8525641025641026
wavelet-LHH	glrlm	RunVariance	0.185718019354383
wavelet-LHH	glrlm	ShortRunEmphasis	0.8715326340326339
wavelet-LHH	glrlm	ShortRunHighGrayLevelEmphasis	1.876048951048951
wavelet-LHH	glrlm	ShortRunLowGrayLevelEmphasis	0.6204035547785549
wavelet-LHH	glszm	GrayLevelNonUniformity	1.0
wavelet-LHH	glszm	GrayLevelNonUniformityNormalized	0.5
wavelet-LHH	glszm	GrayLevelVariance	0.25
wavelet-LHH	glszm	HighGrayLevelZoneEmphasis	2.5
wavelet-LHH	glszm	LargeAreaEmphasis	40.0
wavelet-LHH	glszm	LargeAreaHighGrayLevelEmphasis	64.0
wavelet-LHH	glszm	LargeAreaLowGrayLevelEmphasis	34.0
wavelet-LHH	glszm	LowGrayLevelZoneEmphasis	0.625
wavelet-LHH	glszm	SizeZoneNonUniformity	1.0
wavelet-LHH	glszm	SizeZoneNonUniformityNormalized	0.5
wavelet-LHH	glszm	SmallAreaEmphasis	0.0390625
wavelet-LHH	glszm	SmallAreaHighGrayLevelEmphasis	0.1328125
wavelet-LHH	glszm	SmallAreaLowGrayLevelEmphasis	0.015625
wavelet-LHH	glszm	ZoneEntropy	0.9999999999999993
wavelet-LHH	glszm	ZonePercentage	0.16666666666666666
wavelet-LHH	glszm	ZoneVariance	4.0
wavelet-LHH	gldm	DependenceEntropy	2.1887218755408653
wavelet-LHH	gldm	DependenceNonUniformity	2.8333333333333335
wavelet-LHH	gldm	DependenceNonUniformityNormalized	0.2361111111111111
wavelet-LHH	gldm	DependenceVariance	2.6388888888888884
wavelet-LHH	gldm	GrayLevelNonUniformity	6.666666666666667
wavelet-LHH	gldm	GrayLevelVariance	0.2222222222222222
