Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_8_segment_Lt Occipital+Cavity
log-sigma-4-0-mm-3D	firstorder	TotalEnergy	1306946613.060258
log-sigma-4-0-mm-3D	firstorder	Uniformity	0.5389394063136422
log-sigma-4-0-mm-3D	firstorder	Variance	154.79111552500208
log-sigma-4-0-mm-3D	glcm	Autocorrelation	5.421076545331948
log-sigma-4-0-mm-3D	glcm	JointAverage	2.2761442779198693
log-sigma-4-0-mm-3D	glcm	ClusterProminence	3.358398956267561
log-sigma-4-0-mm-3D	glcm	ClusterShade	0.5136017636670969
log-sigma-4-0-mm-3D	glcm	ClusterTendency	1.0604145632936626
log-sigma-4-0-mm-3D	glcm	Contrast	0.09952810506610686
log-sigma-4-0-mm-3D	glcm	Correlation	0.8286462279819544
log-sigma-4-0-mm-3D	glcm	DifferenceAverage	0.09952810506610686
log-sigma-4-0-mm-3D	glcm	DifferenceEntropy	0.4639269585580169
log-sigma-4-0-mm-3D	glcm	DifferenceVariance	0.08919374426988305
log-sigma-4-0-mm-3D	glcm	JointEnergy	0.44772276233891567
log-sigma-4-0-mm-3D	glcm	JointEntropy	1.6452445656883217
log-sigma-4-0-mm-3D	glcm	Imc1	-0.5672147743095031
log-sigma-4-0-mm-3D	glcm	Imc2	0.8514325302449856
log-sigma-4-0-mm-3D	glcm	Idm	0.9502359474669464
log-sigma-4-0-mm-3D	glcm	Idmn	0.9941454055843466
log-sigma-4-0-mm-3D	glcm	Id	0.9502359474669464
log-sigma-4-0-mm-3D	glcm	Idn	0.9800943789867789
log-sigma-4-0-mm-3D	glcm	InverseVariance	0.09952810506610686
log-sigma-4-0-mm-3D	glcm	MaximumProbability	0.6155016680837847
log-sigma-4-0-mm-3D	glcm	SumEntropy	1.5457164606222156
log-sigma-4-0-mm-3D	glcm	SumSquares	0.2899856670899424
log-sigma-4-0-mm-3D	glrlm	GrayLevelNonUniformity	1486.605026358963
log-sigma-4-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.5021459431479122
log-sigma-4-0-mm-3D	glrlm	GrayLevelVariance	0.3498697958985614
log-sigma-4-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	5.270205896249946
log-sigma-4-0-mm-3D	glrlm	LongRunEmphasis	49.52353246721504
log-sigma-4-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	269.07164357395897
log-sigma-4-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	10.894800939425172
log-sigma-4-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.2649176156671784
log-sigma-4-0-mm-3D	glrlm	RunEntropy	4.768818876382277
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformity	317.2733700685066
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.10214152057094157
log-sigma-4-0-mm-3D	glrlm	RunPercentage	0.19590199037441883
log-sigma-4-0-mm-3D	glrlm	RunVariance	18.028233998554843
log-sigma-4-0-mm-3D	glrlm	ShortRunEmphasis	0.21852807895598325
log-sigma-4-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	1.1397444210187957
log-sigma-4-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.06446220591452706
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformity	3.5454545454545454
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.32231404958677684
log-sigma-4-0-mm-3D	glszm	GrayLevelVariance	1.1570247933884297
log-sigma-4-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	7.636363636363637
log-sigma-4-0-mm-3D	glszm	LargeAreaEmphasis	11030376.363636363
log-sigma-4-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	51550941.63636363
log-sigma-4-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	2557501.664772727
log-sigma-4-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.3573232323232323
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformity	1.0
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.09090909090909091
log-sigma-4-0-mm-3D	glszm	SmallAreaEmphasis	0.09286778732758666
log-sigma-4-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	0.8360925057959213
log-sigma-4-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.010324927187914272
log-sigma-4-0-mm-3D	glszm	ZoneEntropy	3.4594316186372938
log-sigma-4-0-mm-3D	glszm	ZonePercentage	0.0007290562036055143
log-sigma-4-0-mm-3D	glszm	ZoneVariance	9148990.049586777
log-sigma-4-0-mm-3D	gldm	DependenceEntropy	4.652200925180426
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformity	2316.619167550371
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.1535405068630946
log-sigma-4-0-mm-3D	gldm	DependenceVariance	28.898610354776896
log-sigma-4-0-mm-3D	gldm	GrayLevelNonUniformity	8131.517762460233
log-sigma-4-0-mm-3D	gldm	GrayLevelVariance	0.27909250881923964
log-sigma-4-0-mm-3D	gldm	HighGrayLevelEmphasis	5.3792417815482505
log-sigma-4-0-mm-3D	gldm	LargeDependenceEmphasis	508.7954665959703
log-sigma-4-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	2762.3091198303287
log-sigma-4-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	114.79992608180159
log-sigma-4-0-mm-3D	gldm	LowGrayLevelEmphasis	0.23660405252150346
log-sigma-4-0-mm-3D	gldm	SmallDependenceEmphasis	0.0030494281389618744
log-sigma-4-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.016982727474135692
log-sigma-4-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.0007646388468985054
log-sigma-4-0-mm-3D	ngtdm	Busyness	65.10649663590488
log-sigma-4-0-mm-3D	ngtdm	Coarseness	0.001609597337693752
log-sigma-4-0-mm-3D	ngtdm	Complexity	0.6149367957562987
log-sigma-4-0-mm-3D	ngtdm	Contrast	0.004486397286043378
log-sigma-4-0-mm-3D	ngtdm	Strength	0.008727053115908639
log-sigma-5-0-mm-3D	firstorder	10Percentile	-21.001837730407715
log-sigma-5-0-mm-3D	firstorder	90Percentile	10.424854755401613
log-sigma-5-0-mm-3D	firstorder	Energy	1305237996.1413064
log-sigma-5-0-mm-3D	firstorder	Entropy	1.1144982844342237
log-sigma-5-0-mm-3D	firstorder	InterquartileRange	16.115604251623154
log-sigma-5-0-mm-3D	firstorder	Kurtosis	2.4980701463043897
log-sigma-5-0-mm-3D	firstorder	Maximum	23.19137191772461
log-sigma-5-0-mm-3D	firstorder	MeanAbsoluteDeviation	9.523143209820343
log-sigma-5-0-mm-3D	firstorder	Mean	-6.109643352853257
log-sigma-5-0-mm-3D	firstorder	Median	-6.579598665237427
log-sigma-5-0-mm-3D	firstorder	Minimum	-37.166473388671875
log-sigma-5-0-mm-3D	firstorder	Range	60.357845306396484
log-sigma-5-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	6.833016561489199
log-sigma-5-0-mm-3D	firstorder	RootMeanSquared	294.12301975819105
log-sigma-5-0-mm-3D	firstorder	Skewness	0.17028503212678453
log-sigma-5-0-mm-3D	firstorder	TotalEnergy	1305237996.1413064
log-sigma-5-0-mm-3D	firstorder	Uniformity	0.5273427616308819
log-sigma-5-0-mm-3D	firstorder	Variance	136.80902149014005
log-sigma-5-0-mm-3D	glcm	Autocorrelation	5.32492320352412
log-sigma-5-0-mm-3D	glcm	JointAverage	2.2528855139729433
log-sigma-5-0-mm-3D	glcm	ClusterProminence	3.0534032610225927
log-sigma-5-0-mm-3D	glcm	ClusterShade	0.15989016502645143
log-sigma-5-0-mm-3D	glcm	ClusterTendency	1.0739023404386872
log-sigma-5-0-mm-3D	glcm	Contrast	0.07621046672685389
log-sigma-5-0-mm-3D	glcm	Correlation	0.8676848824079377
log-sigma-5-0-mm-3D	glcm	DifferenceAverage	0.07621046672685389
log-sigma-5-0-mm-3D	glcm	DifferenceEntropy	0.38584906770307154
log-sigma-5-0-mm-3D	glcm	DifferenceVariance	0.07013903725983907
log-sigma-5-0-mm-3D	glcm	JointEnergy	0.4514169236079393
log-sigma-5-0-mm-3D	glcm	JointEntropy	1.5496126692333112
log-sigma-5-0-mm-3D	glcm	Imc1	-0.6420552535111634
log-sigma-5-0-mm-3D	glcm	Imc2	0.875756355555407
log-sigma-5-0-mm-3D	glcm	Idm	0.9618947666365728
log-sigma-5-0-mm-3D	glcm	Idmn	0.9923789533273145
log-sigma-5-0-mm-3D	glcm	Id	0.9618947666365728
log-sigma-5-0-mm-3D	glcm	Idn	0.9809473833182867
log-sigma-5-0-mm-3D	glcm	InverseVariance	0.07621046672685389
log-sigma-5-0-mm-3D	glcm	MaximumProbability	0.6104083856407968
log-sigma-5-0-mm-3D	glcm	SumEntropy	1.4734022025064581
log-sigma-5-0-mm-3D	glcm	SumSquares	0.2875282017913853
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformity	1409.3612464020714
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.5325263957029214
log-sigma-5-0-mm-3D	glrlm	GrayLevelVariance	0.2837805058900458
log-sigma-5-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	5.063397993699528
log-sigma-5-0-mm-3D	glrlm	LongRunEmphasis	59.594413660826845
log-sigma-5-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	328.70898123285946
log-sigma-5-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	13.432905190449658
log-sigma-5-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.26461717244206345
log-sigma-5-0-mm-3D	glrlm	RunEntropy	4.766598720186089
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformity	247.1264194686814
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.08896838882499229
log-sigma-5-0-mm-3D	glrlm	RunPercentage	0.1752386002120891
log-sigma-5-0-mm-3D	glrlm	RunVariance	19.709924223812557
log-sigma-5-0-mm-3D	glrlm	ShortRunEmphasis	0.18779887270702547
log-sigma-5-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	0.9729772352559443
log-sigma-5-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.050174760775619935
log-sigma-5-0-mm-3D	glszm	GrayLevelNonUniformity	9.0
log-sigma-5-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.6428571428571429
log-sigma-5-0-mm-3D	glszm	GrayLevelVariance	0.5153061224489796
log-sigma-5-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	7.5
log-sigma-5-0-mm-3D	glszm	LargeAreaEmphasis	8482532.0
log-sigma-5-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	40242584.78571428
log-sigma-5-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	1962547.2162698412
log-sigma-5-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.24801587301587302
log-sigma-5-0-mm-3D	glszm	SizeZoneNonUniformity	1.7142857142857142
log-sigma-5-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.12244897959183673
log-sigma-5-0-mm-3D	glszm	SmallAreaEmphasis	0.2555408963942945
log-sigma-5-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	2.2998136072144075
log-sigma-5-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.028399483784812104
log-sigma-5-0-mm-3D	glszm	ZoneEntropy	3.1820058147602106
log-sigma-5-0-mm-3D	glszm	ZonePercentage	0.0009278897136797455
log-sigma-5-0-mm-3D	glszm	ZoneVariance	7321063.918367346
log-sigma-5-0-mm-3D	gldm	DependenceEntropy	4.409251888291405
log-sigma-5-0-mm-3D	gldm	DependenceNonUniformity	2994.837619300106
log-sigma-5-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.1984913586492647
log-sigma-5-0-mm-3D	gldm	DependenceVariance	27.469269574663567
log-sigma-5-0-mm-3D	gldm	GrayLevelNonUniformity	7956.547587486744
log-sigma-5-0-mm-3D	gldm	GrayLevelVariance	0.27643139305610687
log-sigma-5-0-mm-3D	gldm	HighGrayLevelEmphasis	5.3082582184517495
log-sigma-5-0-mm-3D	gldm	LargeDependenceEmphasis	531.1932661717922
log-sigma-5-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	2871.0089475079535
log-sigma-5-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	126.14876612760693
log-sigma-5-0-mm-3D	gldm	LowGrayLevelEmphasis	0.2444565953811712
log-sigma-5-0-mm-3D	gldm	SmallDependenceEmphasis	0.0030421694109763813
log-sigma-5-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.017381143421613725
log-sigma-5-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.0007342930546775739
log-sigma-5-0-mm-3D	ngtdm	Busyness	96.97844044552814
log-sigma-5-0-mm-3D	ngtdm	Coarseness	0.0020097784802849622
log-sigma-5-0-mm-3D	ngtdm	Complexity	0.2396662207914287
log-sigma-5-0-mm-3D	ngtdm	Contrast	0.006855767229263301
log-sigma-5-0-mm-3D	ngtdm	Strength	0.005356703446289691
wavelet-LLH	firstorder	10Percentile	-26.314766372934614
wavelet-LLH	firstorder	90Percentile	23.43732114577731
wavelet-LLH	firstorder	Energy	1358788171.9221816
wavelet-LLH	firstorder	Entropy	1.8745615396059623
wavelet-LLH	firstorder	InterquartileRange	22.50112425660167
wavelet-LLH	firstorder	Kurtosis	6.135373409503048
wavelet-LLH	firstorder	Maximum	83.33394927432117
wavelet-LLH	firstorder	MeanAbsoluteDeviation	15.644671176167641
wavelet-LLH	firstorder	Mean	-0.6866497666935896
wavelet-LLH	firstorder	Median	0.5112944726917925
wavelet-LLH	firstorder	Minimum	-145.3494150798157
wavelet-LLH	firstorder	Range	228.68336435413687
wavelet-LLH	firstorder	RobustMeanAbsoluteDeviation	9.662120761773705
wavelet-LLH	firstorder	RootMeanSquared	300.09588560471536
wavelet-LLH	firstorder	Skewness	-0.6884839256263339
wavelet-LLH	firstorder	TotalEnergy	1358788171.9221816
wavelet-LLH	firstorder	Uniformity	0.33715346636600096
wavelet-LLH	firstorder	Variance	469.0589289924871
wavelet-LLH	glcm	Autocorrelation	42.079408081876906
wavelet-LLH	glcm	JointAverage	6.471835096221415
wavelet-LLH	glcm	ClusterProminence	23.41890195449666
wavelet-LLH	glcm	ClusterShade	-1.8374627238367576
wavelet-LLH	glcm	ClusterTendency	2.0695851402289347
wavelet-LLH	glcm	Contrast	1.2905848765031156
wavelet-LLH	glcm	Correlation	0.22973621867374763
wavelet-LLH	glcm	DifferenceAverage	0.7454794041090943
wavelet-LLH	glcm	DifferenceEntropy	1.5542589184408775
wavelet-LLH	glcm	DifferenceVariance	0.7014689762785397
wavelet-LLH	glcm	JointEnergy	0.13375117413119697
wavelet-LLH	glcm	JointEntropy	3.5824524413474936
wavelet-LLH	glcm	Imc1	-0.08008003017688875
wavelet-LLH	glcm	Imc2	0.40903807633926836
wavelet-LLH	glcm	Idm	0.6775045423483728
wavelet-LLH	glcm	Idmn	0.9879710862996548
wavelet-LLH	glcm	Id	0.6954668160844949
wavelet-LLH	glcm	Idn	0.9359730817052588
wavelet-LLH	glcm	InverseVariance	0.45278326780760597
wavelet-LLH	glcm	MaximumProbability	0.22536155610662198
wavelet-LLH	glcm	SumEntropy	2.4855649254086725
wavelet-LLH	glcm	SumSquares	0.8400425041830127
wavelet-LLH	glrlm	GrayLevelNonUniformity	2663.7382900653984
wavelet-LLH	glrlm	GrayLevelNonUniformityNormalized	0.2929487793904023
wavelet-LLH	glrlm	GrayLevelVariance	1.0902371311865882
wavelet-LLH	glrlm	HighGrayLevelRunEmphasis	42.49451927729501
wavelet-LLH	glrlm	LongRunEmphasis	4.568926835271391
wavelet-LLH	glrlm	LongRunHighGrayLevelEmphasis	197.65209355325322
wavelet-LLH	glrlm	LongRunLowGrayLevelEmphasis	0.11408582130484385
wavelet-LLH	glrlm	LowGrayLevelRunEmphasis	0.027837971509174105
wavelet-LLH	glrlm	RunEntropy	3.6119667982742403
wavelet-LLH	glrlm	RunLengthNonUniformity	4246.191092590583
wavelet-LLH	glrlm	RunLengthNonUniformityNormalized	0.4520940107174764
wavelet-LLH	glrlm	RunPercentage	0.602353373032058
wavelet-LLH	glrlm	RunVariance	1.5224692141313587
wavelet-LLH	glrlm	ShortRunEmphasis	0.6870487113589324
wavelet-LLH	glrlm	ShortRunHighGrayLevelEmphasis	29.101875406300678
wavelet-LLH	glrlm	ShortRunLowGrayLevelEmphasis	0.019982412484585706
wavelet-LLH	glszm	GrayLevelNonUniformity	63.19512195121951
wavelet-LLH	glszm	GrayLevelNonUniformityNormalized	0.19266805472932777
wavelet-LLH	glszm	GrayLevelVariance	4.718285246876858
wavelet-LLH	glszm	HighGrayLevelZoneEmphasis	42.1219512195122
wavelet-LLH	glszm	LargeAreaEmphasis	223668.57317073172
wavelet-LLH	glszm	LargeAreaHighGrayLevelEmphasis	9674107.11890244
wavelet-LLH	glszm	LargeAreaLowGrayLevelEmphasis	5297.478983074429
wavelet-LLH	glszm	LowGrayLevelZoneEmphasis	0.054127638973385205
wavelet-LLH	glszm	SizeZoneNonUniformity	45.28048780487805
wavelet-LLH	glszm	SizeZoneNonUniformityNormalized	0.13805026769779893
wavelet-LLH	glszm	SmallAreaEmphasis	0.33391206189205797
wavelet-LLH	glszm	SmallAreaHighGrayLevelEmphasis	13.302569691148046
wavelet-LLH	glszm	SmallAreaLowGrayLevelEmphasis	0.0200204622628718
wavelet-LLH	glszm	ZoneEntropy	5.9355605507568026
wavelet-LLH	glszm	ZonePercentage	0.021739130434782608
wavelet-LLH	glszm	ZoneVariance	221552.57317073172
wavelet-LLH	gldm	DependenceEntropy	5.8967979125351375
wavelet-LLH	gldm	DependenceNonUniformity	813.7721367974549
wavelet-LLH	gldm	DependenceNonUniformityNormalized	0.0539350567866818
wavelet-LLH	gldm	DependenceVariance	25.550503149286648
wavelet-LLH	gldm	GrayLevelNonUniformity	5086.971500530222
wavelet-LLH	gldm	GrayLevelVariance	0.8490034102863766
wavelet-LLH	gldm	HighGrayLevelEmphasis	42.76106839872747
wavelet-LLH	gldm	LargeDependenceEmphasis	154.11916755037115
wavelet-LLH	gldm	LargeDependenceHighGrayLevelEmphasis	6697.548316542948
wavelet-LLH	gldm	LargeDependenceLowGrayLevelEmphasis	3.6883400692630945
wavelet-LLH	gldm	LowGrayLevelEmphasis	0.026482943843752497
wavelet-LLH	gldm	SmallDependenceEmphasis	0.02633642114428034
wavelet-LLH	gldm	SmallDependenceHighGrayLevelEmphasis	1.0931513191510935
wavelet-LLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.0010925306637134544
wavelet-LLH	ngtdm	Busyness	23.243808592738027
wavelet-LLH	ngtdm	Coarseness	0.00045815535963394916
wavelet-LLH	ngtdm	Complexity	26.76772083329863
wavelet-LLH	ngtdm	Contrast	0.01093719701715381
wavelet-LLH	ngtdm	Strength	0.02297476100123599
wavelet-LHL	firstorder	10Percentile	-22.75390254979376
wavelet-LHL	firstorder	90Percentile	18.87283180373719
wavelet-LHL	firstorder	Energy	1350371669.8215566
wavelet-LHL	firstorder	Entropy	1.6912254492883316
wavelet-LHL	firstorder	InterquartileRange	19.267959733351503
wavelet-LHL	firstorder	Kurtosis	6.197479259698955
wavelet-LHL	firstorder	Maximum	74.34283343501403
wavelet-LHL	firstorder	MeanAbsoluteDeviation	13.414850610125471
wavelet-LHL	firstorder	Mean	-1.4198331373975415
wavelet-LHL	firstorder	Median	-0.16570605145545614
wavelet-LHL	firstorder	Minimum	-131.1527648879199
wavelet-LHL	firstorder	Range	205.49559832293392
wavelet-LHL	firstorder	RobustMeanAbsoluteDeviation	8.203736541891416
wavelet-LHL	firstorder	RootMeanSquared	299.16502637363925
wavelet-LHL	firstorder	Skewness	-0.7687597982708346
wavelet-LHL	firstorder	TotalEnergy	1350371669.8215566
wavelet-LHL	firstorder	Uniformity	0.375858800515941
wavelet-LHL	firstorder	Variance	349.5969614407562
wavelet-LHL	glcm	Autocorrelation	41.75175138555775
wavelet-LHL	glcm	JointAverage	6.448438618690568
wavelet-LHL	glcm	ClusterProminence	16.342402535654305
wavelet-LHL	glcm	ClusterShade	-1.7029729599597363
wavelet-LHL	glcm	ClusterTendency	1.6588955467341906
wavelet-LHL	glcm	Contrast	0.9814045469786319
wavelet-LHL	glcm	Correlation	0.2549156898791274
wavelet-LHL	glcm	DifferenceAverage	0.6637817428924344
wavelet-LHL	glcm	DifferenceEntropy	1.4228393637441163
wavelet-LHL	glcm	DifferenceVariance	0.5228861906703721
wavelet-LHL	glcm	JointEnergy	0.15845220366114343
wavelet-LHL	glcm	JointEntropy	3.2596294255726805
wavelet-LHL	glcm	Imc1	-0.06766589363916348
wavelet-LHL	glcm	Imc2	0.377385817904678
wavelet-LHL	glcm	Idm	0.6985083165690704
wavelet-LHL	glcm	Idmn	0.9885435123267434
wavelet-LHL	glcm	Id	0.7114410786148907
wavelet-LHL	glcm	Idn	0.9363092861386669
wavelet-LHL	glcm	InverseVariance	0.4670917059384782
wavelet-LHL	glcm	MaximumProbability	0.2289022953817722
wavelet-LHL	glcm	SumEntropy	2.3106923393653407
wavelet-LHL	glcm	SumSquares	0.6600750234282055
wavelet-LHL	glrlm	GrayLevelNonUniformity	2975.836937605316
wavelet-LHL	glrlm	GrayLevelNonUniformityNormalized	0.3338152727626739
wavelet-LHL	glrlm	GrayLevelVariance	0.8392028381067183
wavelet-LHL	glrlm	HighGrayLevelRunEmphasis	41.864600103069314
wavelet-LHL	glrlm	LongRunEmphasis	4.492540734912272
wavelet-LHL	glrlm	LongRunHighGrayLevelEmphasis	191.61808054284012
wavelet-LHL	glrlm	LongRunLowGrayLevelEmphasis	0.11133122602388894
wavelet-LHL	glrlm	LowGrayLevelRunEmphasis	0.026606795155310035
wavelet-LHL	glrlm	RunEntropy	3.471977873965778
wavelet-LHL	glrlm	RunLengthNonUniformity	3919.3593194599944
wavelet-LHL	glrlm	RunLengthNonUniformityNormalized	0.4305085855238246
wavelet-LHL	glrlm	RunPercentage	0.5901429561954483
wavelet-LHL	glrlm	RunVariance	1.4286837933564358
wavelet-LHL	glrlm	ShortRunEmphasis	0.6704872244615436
wavelet-LHL	glrlm	ShortRunHighGrayLevelEmphasis	27.904010129131773
wavelet-LHL	glrlm	ShortRunLowGrayLevelEmphasis	0.018402255552509895
wavelet-LHL	glszm	GrayLevelNonUniformity	80.60736196319019
wavelet-LHL	glszm	GrayLevelNonUniformityNormalized	0.24726184651285332
wavelet-LHL	glszm	GrayLevelVariance	3.4423952726862135
wavelet-LHL	glszm	HighGrayLevelZoneEmphasis	43.52760736196319
wavelet-LHL	glszm	LargeAreaEmphasis	252532.8343558282
wavelet-LHL	glszm	LargeAreaHighGrayLevelEmphasis	10782708.180981595
wavelet-LHL	glszm	LargeAreaLowGrayLevelEmphasis	6057.800296819136
wavelet-LHL	glszm	LowGrayLevelZoneEmphasis	0.038009842769191296
wavelet-LHL	glszm	SizeZoneNonUniformity	54.88957055214724
wavelet-LHL	glszm	SizeZoneNonUniformityNormalized	0.16837291580413263
wavelet-LHL	glszm	SmallAreaEmphasis	0.4005269113212807
wavelet-LHL	glszm	SmallAreaHighGrayLevelEmphasis	18.201887775021806
wavelet-LHL	glszm	SmallAreaLowGrayLevelEmphasis	0.01629007797900816
wavelet-LHL	glszm	ZoneEntropy	5.442932270684722
wavelet-LHL	glszm	ZonePercentage	0.021606574761399787
wavelet-LHL	glszm	ZoneVariance	250390.7915239565
wavelet-LHL	gldm	DependenceEntropy	5.694660846253042
wavelet-LHL	gldm	DependenceNonUniformity	854.8351007423117
wavelet-LHL	gldm	DependenceNonUniformityNormalized	0.05665662120508429
wavelet-LHL	gldm	DependenceVariance	23.30802520933394
wavelet-LHL	gldm	GrayLevelNonUniformity	5670.957582184517
wavelet-LHL	gldm	GrayLevelVariance	0.6615860643011688
wavelet-LHL	gldm	HighGrayLevelEmphasis	42.19691145281018
wavelet-LHL	gldm	LargeDependenceEmphasis	159.17696182396605
wavelet-LHL	gldm	LargeDependenceHighGrayLevelEmphasis	6840.981243372216
wavelet-LHL	gldm	LargeDependenceLowGrayLevelEmphasis	3.8308123033540427
wavelet-LHL	gldm	LowGrayLevelEmphasis	0.025728266430290744
wavelet-LHL	gldm	SmallDependenceEmphasis	0.02566653262123288
wavelet-LHL	gldm	SmallDependenceHighGrayLevelEmphasis	1.0948649610157173
wavelet-LHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.000863598605086634
wavelet-LHL	ngtdm	Busyness	29.879105800152438
wavelet-LHL	ngtdm	Coarseness	0.00039961528302646823
wavelet-LHL	ngtdm	Complexity	21.800525024185553
wavelet-LHL	ngtdm	Contrast	0.009913349353271607
wavelet-LHL	ngtdm	Strength	0.02082359029987933
wavelet-LHH	firstorder	10Percentile	-7.379779726883297
wavelet-LHH	firstorder	90Percentile	7.485518405221107
wavelet-LHH	firstorder	Energy	1358809637.8693132
wavelet-LHH	firstorder	Entropy	1.0298668781479285
wavelet-LHH	firstorder	InterquartileRange	7.041135672416664
wavelet-LHH	firstorder	Kurtosis	5.612588755517926
wavelet-LHH	firstorder	Maximum	46.1259481319615
wavelet-LHH	firstorder	MeanAbsoluteDeviation	4.695431198288641
wavelet-LHH	firstorder	Mean	0.030468063996539882
wavelet-LHH	firstorder	Median	-0.06773043609053997
wavelet-LHH	firstorder	Minimum	-39.12864520904039
wavelet-LHH	firstorder	Range	85.2545933410019
wavelet-LHH	firstorder	RobustMeanAbsoluteDeviation	2.9810109868079544
wavelet-LHH	firstorder	RootMeanSquared	300.0982560319484
wavelet-LHH	firstorder	Skewness	0.18953502148474985
wavelet-LHH	firstorder	TotalEnergy	1358809637.8693132
wavelet-LHH	firstorder	Uniformity	0.4969598380909059
wavelet-LHH	firstorder	Variance	40.68150671597959
wavelet-LHH	glcm	Autocorrelation	6.256190094952395
wavelet-LHH	glcm	JointAverage	2.4983789817032505
wavelet-LHH	glcm	ClusterProminence	0.594803359106421
wavelet-LHH	glcm	ClusterShade	0.01437313922591892
wavelet-LHH	glcm	ClusterTendency	0.5416403254999995
wavelet-LHH	glcm	Contrast	0.48447676293233743
wavelet-LHH	glcm	Correlation	0.0557252321545701
wavelet-LHH	glcm	DifferenceAverage	0.47871864051839746
wavelet-LHH	glcm	DifferenceEntropy	1.0137561013190406
wavelet-LHH	glcm	DifferenceVariance	0.2520360798117889
wavelet-LHH	glcm	JointEnergy	0.2507502777236716
wavelet-LHH	glcm	JointEntropy	2.049151267368369
wavelet-LHH	glcm	Imc1	-0.012624732605961704
wavelet-LHH	glcm	Imc2	0.08395069453342088
wavelet-LHH	glcm	Idm	0.7612164919821953
wavelet-LHH	glcm	Idmn	0.9716044031528213
wavelet-LHH	glcm	Id	0.7615947696324492
wavelet-LHH	glcm	Idn	0.9044475696327079
wavelet-LHH	glcm	InverseVariance	0.4737331456366537
wavelet-LHH	glcm	MaximumProbability	0.2661555185976337
wavelet-LHH	glcm	SumEntropy	1.548679318513266
wavelet-LHH	glcm	SumSquares	0.2565292721080843
wavelet-LHH	glrlm	GrayLevelNonUniformity	3964.967981913925
wavelet-LHH	glrlm	GrayLevelNonUniformityNormalized	0.4945062030788247
wavelet-LHH	glrlm	GrayLevelVariance	0.2611278774039724
wavelet-LHH	glrlm	HighGrayLevelRunEmphasis	6.509390122237722
wavelet-LHH	glrlm	LongRunEmphasis	5.521155670231345
wavelet-LHH	glrlm	LongRunHighGrayLevelEmphasis	35.72597307631626
