Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_50_segment_Rt Ventricle	1: RTSTRUCT: ANON_50_segment_Lt Ventricle	1: RTSTRUCT: ANON_50_segment_Vermis	1: RTSTRUCT: ANON_50_segment_Lt Post Cerebellum	1: RTSTRUCT: ANON_50_segment_Rt Cerebellum
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.5234097382315178	0.4059635728414559	0.3646815402742088	0.5123616235934688	0.6872562358276645
log-sigma-4-0-mm-3D	glrlm	RunPercentage	0.6263736263736264	0.5021367521367521	0.44642857142857145	0.653846153846154	0.8020833333333334
log-sigma-4-0-mm-3D	glrlm	RunVariance	0.40648048088777294	0.5884852325499653	0.6805940508952335	0.41890813004545424	0.15637188208616778
log-sigma-4-0-mm-3D	glrlm	ShortRunEmphasis	0.5692456903118667	0.4253473562070567	0.34514790997811345	0.6249441750082776	0.7892857142857143
log-sigma-4-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	0.5692456903118667	0.4253473562070567	0.34514790997811345	0.6249441750082776	1.269642857142857
log-sigma-4-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.5692456903118667	0.4253473562070567	0.34514790997811345	0.6249441750082776	0.6691964285714286
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformity	1.0	1.0	1.0	1.0	1.0
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	1.0	1.0	1.0	1.0	0.5
log-sigma-4-0-mm-3D	glszm	GrayLevelVariance	0.0	0.0	0.0	0.0	0.25
log-sigma-4-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	1.0	1.0	1.0	1.0	2.5
log-sigma-4-0-mm-3D	glszm	LargeAreaEmphasis	441.0	1296.0	3136.0	324.0	25.0
log-sigma-4-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	441.0	1296.0	3136.0	324.0	26.5
log-sigma-4-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	441.0	1296.0	3136.0	324.0	24.625
log-sigma-4-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	1.0	1.0	1.0	1.0	0.625
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformity	1.0	1.0	1.0	1.0	1.0
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	1.0	1.0	1.0	1.0	0.5
log-sigma-4-0-mm-3D	glszm	SmallAreaEmphasis	0.0022675736961451248	0.0007716049382716049	0.00031887755102040814	0.0030864197530864196	0.5102040816326531
log-sigma-4-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	0.0022675736961451248	0.0007716049382716049	0.00031887755102040814	0.0030864197530864196	2.010204081632653
log-sigma-4-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.0022675736961451248	0.0007716049382716049	0.00031887755102040814	0.0030864197530864196	0.13520408163265307
log-sigma-4-0-mm-3D	glszm	ZoneEntropy	-3.203426503814917e-16	-3.203426503814917e-16	-3.203426503814917e-16	-3.203426503814917e-16	0.9999999999999993
log-sigma-4-0-mm-3D	glszm	ZonePercentage	0.047619047619047616	0.027777777777777776	0.017857142857142856	0.05555555555555555	0.25
log-sigma-4-0-mm-3D	glszm	ZoneVariance	0.0	0.0	0.0	0.0	9.0
log-sigma-4-0-mm-3D	gldm	DependenceEntropy	2.4342500190281036	3.4648117240741376	3.910983102443535	3.1552215288595082	1.7499999999999987
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformity	4.238095238095238	3.6666666666666665	4.285714285714286	2.2222222222222223	2.75
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.2018140589569161	0.10185185185185185	0.07653061224489796	0.12345679012345678	0.34375
log-sigma-4-0-mm-3D	gldm	DependenceVariance	7.537414965986395	17.66358024691358	22.702806122448976	7.5555555555555545	3.6875
log-sigma-4-0-mm-3D	gldm	GrayLevelNonUniformity	21.0	36.0	56.0	18.0	6.25
log-sigma-4-0-mm-3D	gldm	GrayLevelVariance	0.0	0.0	0.0	0.0	0.109375
log-sigma-4-0-mm-3D	gldm	HighGrayLevelEmphasis	1.0	1.0	1.0	1.0	1.375
log-sigma-4-0-mm-3D	gldm	LargeDependenceEmphasis	122.33333333333333	212.11111111111111	259.64285714285717	107.55555555555556	36.75
log-sigma-4-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	122.33333333333333	212.11111111111111	259.64285714285717	107.55555555555556	37.125
log-sigma-4-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	122.33333333333333	212.11111111111111	259.64285714285717	107.55555555555556	36.65625
log-sigma-4-0-mm-3D	gldm	LowGrayLevelEmphasis	1.0	1.0	1.0	1.0	0.90625
log-sigma-4-0-mm-3D	gldm	SmallDependenceEmphasis	0.010856114050558493	0.006453672296562755	0.00548625153079226	0.013861398027475007	0.14714852607709752
log-sigma-4-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.010856114050558493	0.006453672296562755	0.00548625153079226	0.013861398027475007	0.5221485260770975
log-sigma-4-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.010856114050558493	0.006453672296562755	0.00548625153079226	0.013861398027475007	0.05339852607709751
log-sigma-4-0-mm-3D	ngtdm	Busyness	0.0	0.0	0.0	0.0	0.7333333333333332
log-sigma-4-0-mm-3D	ngtdm	Coarseness	1000000.0	1000000.0	1000000.0	1000000.0	1.090909090909091
log-sigma-4-0-mm-3D	ngtdm	Complexity	0.0	0.0	0.0	0.0	0.22916666666666663
log-sigma-4-0-mm-3D	ngtdm	Contrast	0.0	0.0	0.0	0.0	0.026041666666666664
log-sigma-4-0-mm-3D	ngtdm	Strength	0.0	0.0	0.0	0.0	1.05
log-sigma-5-0-mm-3D	firstorder	10Percentile	-17.566741943359375	-14.427188873291016	-0.7278439998626709	-9.588748836517334	4.732767534255982
log-sigma-5-0-mm-3D	firstorder	90Percentile	-10.024057388305664	-5.610336065292358	2.0836986303329468	-1.7175338745117181	7.545514011383057
log-sigma-5-0-mm-3D	firstorder	Energy	1714892.4639546117	3007000.165927012	5063513.5312246	1555317.6523938265	749679.022662474
log-sigma-5-0-mm-3D	firstorder	Entropy	-3.203426503814917e-16	-3.203426503814917e-16	0.8631205685666303	0.3095434291503245	-3.203426503814917e-16
log-sigma-5-0-mm-3D	firstorder	InterquartileRange	4.259599685668945	4.547206163406372	1.5177302286028862	5.380031585693359	1.8441728353500366
log-sigma-5-0-mm-3D	firstorder	Kurtosis	2.043914742981315	2.356245908442726	2.2673551116880075	2.7186865600252843	1.6302020859552349
log-sigma-5-0-mm-3D	firstorder	Maximum	-8.466514587402344	-4.356022834777832	3.1507277488708496	2.4103832244873047	7.6271867752075195
log-sigma-5-0-mm-3D	firstorder	MeanAbsoluteDeviation	2.477703029606617	2.670914747096874	0.893459619730901	2.9495571748709972	1.001275897026062
log-sigma-5-0-mm-3D	firstorder	Mean	-14.249830654689244	-11.006181134117973	0.6971000176189202	-6.070803854200575	6.118548154830933
log-sigma-5-0-mm-3D	firstorder	Median	-14.625005722045898	-11.51909351348877	0.5738427639007568	-7.3394269943237305	5.891438245773315
log-sigma-5-0-mm-3D	firstorder	Minimum	-17.985397338867188	-15.174779891967773	-1.2160032987594604	-10.16160774230957	4.345566749572754
log-sigma-5-0-mm-3D	firstorder	Range	9.518882751464844	10.818757057189941	4.36673104763031	12.571990966796875	3.2816200256347656
log-sigma-5-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	1.9783660136292136	1.9294082108809023	0.6590504724116734	2.1971621026798167	0.7904052734375
log-sigma-5-0-mm-3D	firstorder	RootMeanSquared	285.7648437134991	289.01173399511214	300.6989931578647	293.9498873007123	306.1206916116734
log-sigma-5-0-mm-3D	firstorder	Skewness	0.45383895522098466	0.7045226368775797	0.24291714720002167	0.8061263475571112	-0.025084417448364895
log-sigma-5-0-mm-3D	firstorder	TotalEnergy	1714892.4639546117	3007000.165927012	5063513.5312246	1555317.6523938265	749679.022662474
log-sigma-5-0-mm-3D	firstorder	Uniformity	1.0	1.0	0.5918367346938775	0.8950617283950617	1.0
log-sigma-5-0-mm-3D	firstorder	Variance	8.386621726779257	10.35504417523022	1.1385271476531356	12.163897185645869	1.312308387705116
log-sigma-5-0-mm-3D	glcm	Autocorrelation	1.0	1.0	3.0043915497965	1.0995754245754243	1.0
log-sigma-5-0-mm-3D	glcm	JointAverage	1.0	1.0	1.710453035333584	1.0497877122877122	1.0
log-sigma-5-0-mm-3D	glcm	ClusterProminence	0.0	0.0	0.7296673227368959	0.04742115137776871	0.0
log-sigma-5-0-mm-3D	glcm	ClusterShade	0.0	0.0	-0.3674237975596913	0.05367617327962136	0.0
log-sigma-5-0-mm-3D	glcm	ClusterTendency	0.0	0.0	0.5683183084736709	0.08206665899036028	0.0
log-sigma-5-0-mm-3D	glcm	Contrast	0.0	0.0	0.25393511240850414	0.09957542457542456	0.0
log-sigma-5-0-mm-3D	glcm	Correlation	1.0	1.0	0.37955053079900253	0.3299896684512071	1.0
log-sigma-5-0-mm-3D	glcm	DifferenceAverage	0.0	0.0	0.25393511240850414	0.09957542457542456	0.0
log-sigma-5-0-mm-3D	glcm	DifferenceEntropy	-3.2034265038149176e-16	-3.2034265038149176e-16	0.7595433559693061	0.3856318523155341	-3.203426503814917e-16
log-sigma-5-0-mm-3D	glcm	DifferenceVariance	0.0	0.0	0.17466456203462594	0.08206665899036028	0.0
log-sigma-5-0-mm-3D	glcm	JointEnergy	1.0	1.0	0.4142087275242865	0.8271122992267472	1.0
log-sigma-5-0-mm-3D	glcm	JointEntropy	-3.2034265038149176e-16	-3.2034265038149176e-16	1.5664818865944075	0.48520727689095844	-3.203426503814917e-16
log-sigma-5-0-mm-3D	glcm	Imc1	0.0	0.0	-0.19306619583601595	-0.016132737619737575	0.0
log-sigma-5-0-mm-3D	glcm	Imc2	0.0	0.0	0.4501488838898157	0.08806106071888291	0.0
log-sigma-5-0-mm-3D	glcm	Idm	1.0	1.0	0.8730324437957481	0.9502122877122877	1.0
log-sigma-5-0-mm-3D	glcm	Idmn	1.0	1.0	0.9492129775182991	0.9800849150849152	1.0
log-sigma-5-0-mm-3D	glcm	Id	1.0	1.0	0.8730324437957481	0.9502122877122877	1.0
log-sigma-5-0-mm-3D	glcm	Idn	1.0	1.0	0.9153549625304986	0.9668081918081918	1.0
log-sigma-5-0-mm-3D	glcm	InverseVariance	0.0	0.0	0.25393511240850414	0.09957542457542456	0.0
log-sigma-5-0-mm-3D	glcm	MaximumProbability	1.0	1.0	0.5834854791293318	0.9004245754245755	1.0
log-sigma-5-0-mm-3D	glcm	SumEntropy	-3.2034265038149176e-16	-3.2034265038149176e-16	1.3125467741859036	0.3856318523155341	-3.203426503814917e-16
log-sigma-5-0-mm-3D	glcm	SumSquares	0.0	0.0	0.20556335522054378	0.04541052089144621	0.0
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformity	13.153846153846153	18.076923076923077	18.163888241281292	10.551522409214718	5.916666666666667
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	1.0	1.0	0.560207216678569	0.8475737585854712	1.0
log-sigma-5-0-mm-3D	glrlm	GrayLevelVariance	0.0	0.0	0.21989639166071556	0.07621312070726438	0.0
log-sigma-5-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	1.0	1.0	3.0144860342312856	1.2503605368989983	1.0
log-sigma-5-0-mm-3D	glrlm	LongRunEmphasis	3.766682092417386	5.055393409129547	4.072611963393544	2.7673676750599827	2.217857142857143
log-sigma-5-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	3.766682092417386	5.055393409129547	13.340828190354724	3.0177282119589814	2.217857142857143
log-sigma-5-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	3.766682092417386	5.055393409129547	1.75555790665325	2.7047775408352326	2.217857142857143
log-sigma-5-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	1.0	1.0	0.49637849144217855	0.9374098657752502	1.0
log-sigma-5-0-mm-3D	glrlm	RunEntropy	1.0552295204419422	1.4571408294146158	2.1859027279955843	1.3991079364277657	0.8710605194926054
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformity	7.094854655148773	7.440796428531862	14.051234831812284	6.6711160634237565	3.648015873015874
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.5234097382315178	0.4059635728414559	0.41822095946345245	0.5220771929315309	0.5981358654572939
log-sigma-5-0-mm-3D	glrlm	RunPercentage	0.6263736263736264	0.5021367521367521	0.581043956043956	0.688034188034188	0.7395833333333334
log-sigma-5-0-mm-3D	glrlm	RunVariance	0.40648048088777294	0.5884852325499653	0.5604651296579004	0.4214807991218119	0.21655706727135296
log-sigma-5-0-mm-3D	glrlm	ShortRunEmphasis	0.5692456903118667	0.4253473562070567	0.5465444063911254	0.6824412710390274	0.7186838624338625
log-sigma-5-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	0.5692456903118667	0.4253473562070567	1.5650008152627264	0.9328018079380258	0.7186838624338625
log-sigma-5-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.5692456903118667	0.4253473562070567	0.2919303041732253	0.6198511368142777	0.7186838624338625
log-sigma-5-0-mm-3D	glszm	GrayLevelNonUniformity	1.0	1.0	1.0	1.0	1.0
log-sigma-5-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	1.0	1.0	0.5	0.5	1.0
log-sigma-5-0-mm-3D	glszm	GrayLevelVariance	0.0	0.0	0.25	0.25	0.0
log-sigma-5-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	1.0	1.0	2.5	2.5	1.0
log-sigma-5-0-mm-3D	glszm	LargeAreaEmphasis	441.0	1296.0	928.0	145.0	64.0
log-sigma-5-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	441.0	1296.0	3328.0	146.5	64.0
log-sigma-5-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	441.0	1296.0	328.0	144.625	64.0
log-sigma-5-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	1.0	1.0	0.625	0.625	1.0
log-sigma-5-0-mm-3D	glszm	SizeZoneNonUniformity	1.0	1.0	1.0	1.0	1.0
log-sigma-5-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	1.0	1.0	0.5	0.5	1.0
log-sigma-5-0-mm-3D	glszm	SmallAreaEmphasis	0.0022675736961451248	0.0007716049382716049	0.002265625	0.5017301038062284	0.015625
log-sigma-5-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	0.0022675736961451248	0.0007716049382716049	0.0032031250000000002	2.0017301038062283	0.015625
log-sigma-5-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.0022675736961451248	0.0007716049382716049	0.00203125	0.12673010380622837	0.015625
log-sigma-5-0-mm-3D	glszm	ZoneEntropy	-3.203426503814917e-16	-3.203426503814917e-16	0.9999999999999993	0.9999999999999993	-3.203426503814917e-16
log-sigma-5-0-mm-3D	glszm	ZonePercentage	0.047619047619047616	0.027777777777777776	0.03571428571428571	0.1111111111111111	0.125
log-sigma-5-0-mm-3D	glszm	ZoneVariance	0.0	0.0	144.0	64.0	0.0
log-sigma-5-0-mm-3D	gldm	DependenceEntropy	2.4342500190281036	3.4648117240741376	4.338057155316633	3.3082708345352563	1.4056390622295654
log-sigma-5-0-mm-3D	gldm	DependenceNonUniformity	4.238095238095238	3.6666666666666665	4.857142857142857	2.0	3.25
log-sigma-5-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.2018140589569161	0.10185185185185185	0.08673469387755102	0.1111111111111111	0.40625
log-sigma-5-0-mm-3D	gldm	DependenceVariance	7.537414965986395	17.66358024691358	16.77423469387755	10.65432098765432	0.9375
log-sigma-5-0-mm-3D	gldm	GrayLevelNonUniformity	21.0	36.0	33.142857142857146	16.11111111111111	8.0
log-sigma-5-0-mm-3D	gldm	GrayLevelVariance	0.0	0.0	0.20408163265306123	0.05246913580246913	0.0
log-sigma-5-0-mm-3D	gldm	HighGrayLevelEmphasis	1.0	1.0	3.142857142857143	1.1666666666666667	1.0
log-sigma-5-0-mm-3D	gldm	LargeDependenceEmphasis	122.33333333333333	212.11111111111111	158.21428571428572	93.66666666666667	53.5
log-sigma-5-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	122.33333333333333	212.11111111111111	551.5357142857143	93.83333333333333	53.5
log-sigma-5-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	122.33333333333333	212.11111111111111	59.88392857142857	93.625	53.5
log-sigma-5-0-mm-3D	gldm	LowGrayLevelEmphasis	1.0	1.0	0.4642857142857143	0.9583333333333334	1.0
log-sigma-5-0-mm-3D	gldm	SmallDependenceEmphasis	0.010856114050558493	0.006453672296562755	0.010785288541464858	0.07002449207588975	0.020465561224489795
log-sigma-5-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.010856114050558493	0.006453672296562755	0.0320462994662278	0.23669115874255642	0.020465561224489795
log-sigma-5-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.010856114050558493	0.006453672296562755	0.005470035810274118	0.028357825409223086	0.020465561224489795
log-sigma-5-0-mm-3D	ngtdm	Busyness	0.0	0.0	2.887131965256965	0.5282326007326008	0.0
log-sigma-5-0-mm-3D	ngtdm	Coarseness	1000000.0	1000000.0	0.15153446578291788	1.1358632526047536	1000000.0
log-sigma-5-0-mm-3D	ngtdm	Complexity	0.0	0.0	0.23568424206179306	0.09782085198751865	0.0
log-sigma-5-0-mm-3D	ngtdm	Contrast	0.0	0.0	0.04713638821210421	0.005460730113507891	0.0
log-sigma-5-0-mm-3D	ngtdm	Strength	0.0	0.0	0.15462851554964224	1.0676052207068485	0.0
wavelet-LLH	firstorder	10Percentile	-39.45247003075975	-68.32560414928835	-51.68083130068156	-53.18865370344727	-57.4253226703436
wavelet-LLH	firstorder	90Percentile	15.491373370377511	30.86161438412257	39.08487815939626	5.654101590328364	17.60095346860949
wavelet-LLH	firstorder	Energy	1782056.062351213	2874133.0981682064	4754065.439698605	1339379.6129039268	670656.1543144705
wavelet-LLH	firstorder	Entropy	1.4373770511116033	2.2516291673878204	2.267086631490387	1.9274512249645177	2.2499999999999982
wavelet-LLH	firstorder	InterquartileRange	44.31772791580125	74.83269292472981	62.685489498266115	40.83605455642284	43.73586967336922
wavelet-LLH	firstorder	Kurtosis	1.376580711540074	2.009906351230247	1.655578834938199	2.456481087182648	1.9854091012027795
wavelet-LLH	firstorder	Maximum	19.809727653913306	62.667557479391206	49.23593627777096	29.115487777350516	39.321017483968106
wavelet-LLH	firstorder	MeanAbsoluteDeviation	22.813491007939653	32.346317335170475	31.403407593730684	20.618938114816558	27.107772883310496
wavelet-LLH	firstorder	Mean	-9.674794363252298	-20.078243907077592	-10.745611461469322	-28.368155449649755	-12.208184151268142
wavelet-LLH	firstorder	Median	3.1907760716734526	-27.196286040584102	-14.830643088589072	-34.927282251707936	-3.682484408875166
wavelet-LLH	firstorder	Minimum	-50.55185766739442	-84.05066520608123	-62.90326408051315	-58.10357414786205	-58.73875462151578
wavelet-LLH	firstorder	Range	70.36158532130773	146.71822268547243	112.13920035828411	87.21906192521257	98.05977210548389
wavelet-LLH	firstorder	RobustMeanAbsoluteDeviation	20.329050473913533	24.85165691780568	25.891026140173143	15.55595842334502	20.078103558221603
wavelet-LLH	firstorder	RootMeanSquared	291.3070759403467	282.55447351735984	291.3657936493295	272.78192479462894	289.53759564054684
wavelet-LLH	firstorder	Skewness	-0.2842133348620912	0.32737804668187365	0.23527236604329058	0.7718719816755849	-0.15900161054899004
wavelet-LLH	firstorder	TotalEnergy	1782056.062351213	2874133.0981682064	4754065.439698605	1339379.6129039268	670656.1543144705
wavelet-LLH	firstorder	Uniformity	0.42403628117913833	0.22530864197530864	0.2161989795918367	0.308641975308642	0.21875
wavelet-LLH	firstorder	Variance	571.0874648950746	1480.8409705268446	1225.9244201043825	626.1195208369667	1007.8900197984194
wavelet-LLH	glcm	Autocorrelation	9.77863247863248	14.591557592897844	9.646173858944762	4.44012099012099	7.708333333333332
wavelet-LLH	glcm	JointAverage	3.0307692307692307	3.674648597052934	2.910247161602917	2.042696192696193	2.8020833333333335
wavelet-LLH	glcm	ClusterProminence	16.80405413105413	114.55528290803524	62.84237063871678	16.700023346514776	12.29985291280864
wavelet-LLH	glcm	ClusterShade	-1.5451965811965804	9.601043385662157	2.9432534930911576	2.823748747148154	-0.3272569444444426
wavelet-LLH	glcm	ClusterTendency	3.25025641025641	7.185722748020805	5.942171310469486	2.3490602262896636	2.1568287037037037
wavelet-LLH	glcm	Contrast	0.9717948717948718	2.8672932214025075	1.245207193799949	1.5765290265290264	3.6458333333333335
wavelet-LLH	glcm	Correlation	0.5185857294576414	0.4284380659619145	0.6480697002609301	0.32432671248071837	-0.22485981745905223
wavelet-LLH	glcm	DifferenceAverage	0.5871794871794872	1.367726421009423	0.8674731647710172	0.9927461427461426	1.673611111111111
wavelet-LLH	glcm	DifferenceEntropy	1.1035846909731377	1.42920338366679	1.2210746238620023	0.6899032685692401	0.38051380221854963
wavelet-LLH	glcm	DifferenceVariance	0.5341975308641975	0.5512289898156696	0.35972184081260566	0.16683632344887755	0.09201388888888888
wavelet-LLH	glcm	JointEnergy	0.27199905033238364	0.11152924530279867	0.08968328831798322	0.3007325177427991	0.3252314814814815
wavelet-LLH	glcm	JointEntropy	2.1899598307517896	3.3691705181678175	3.70920930744293	1.9860159794764631	1.757351736291399
wavelet-LLH	glcm	Imc1	-0.3972070885506493	-0.4881905753508828	-0.36773195910428197	-0.7485570593760056	-0.9321076981541992
wavelet-LLH	glcm	Imc2	0.7060437141158533	0.9347658841167258	0.8869022910866897	0.9404218500862347	0.9628035392863764
wavelet-LLH	glcm	Idm	0.7448717948717948	0.46609346953459685	0.6040368205173846	0.562005217005217	0.36041666666666666
wavelet-LLH	glcm	Idmn	0.9496229260935144	0.947958218054104	0.955453086801045	0.9440097553492778	0.8831932308732512
wavelet-LLH	glcm	Id	0.7705128205128204	0.5236183755894065	0.6266982892360846	0.6009240759240759	0.43460648148148145
wavelet-LLH	glcm	Idn	0.8953846153846154	0.8484466402469018	0.8642347494281459	0.8484419020133307	0.763930224867725
wavelet-LLH	glcm	InverseVariance	0.25064102564102564	0.4564863803953253	0.5607634438234174	0.4819361194361194	0.4890046296296296
wavelet-LLH	glcm	MaximumProbability	0.38803418803418804	0.17585950824810753	0.14592655722733638	0.367483904983905	0.3298611111111111
wavelet-LLH	glcm	SumEntropy	1.7950880358799952	2.4494842041231553	2.8868987886087547	1.2851612786217634	0.8406850696247328
wavelet-LLH	glcm	SumSquares	1.0555128205128204	2.5132539923558275	1.796844626067359	0.9813973132046724	1.4506655092592593
wavelet-LLH	glrlm	GrayLevelNonUniformity	6.479879565143913	7.138254907485676	9.876671623242816	4.830308153385077	1.7003968253968254
wavelet-LLH	glrlm	GrayLevelNonUniformityNormalized	0.39875674479491247	0.22395013906707342	0.21436804238191393	0.2958118797448698	0.21951766817838247
wavelet-LLH	glrlm	GrayLevelVariance	1.1203711827677303	2.5662220164284126	1.9448045476778772	1.49038873845913	1.863916052532124
wavelet-LLH	glrlm	HighGrayLevelRunEmphasis	10.042823245395285	16.71539870386024	10.806188344880658	7.010712364558519	10.16765873015873
wavelet-LLH	glrlm	LongRunEmphasis	2.0620261040063372	1.6465483234714002	1.9298729981125218	1.5588872665795743	1.119047619047619
wavelet-LLH	glrlm	LongRunHighGrayLevelEmphasis	22.26202352197827	29.403592561284867	20.68821764315193	9.45953277491739	11.245039682539682
wavelet-LLH	glrlm	LongRunLowGrayLevelEmphasis	0.3373251880059056	0.20451465361198481	0.5243809364764324	0.6553527007180853	0.3713662918871252
wavelet-LLH	glrlm	LowGrayLevelRunEmphasis	0.19636703482553436	0.13752669143171498	0.2725686143697365	0.3958717970064124	0.3284182098765432
wavelet-LLH	glrlm	RunEntropy	2.239928029757568	2.568385160715537	2.900852118711645	2.172257034237939	2.2489629598347363
wavelet-LLH	glrlm	RunLengthNonUniformity	10.28905758447316	27.636348267117498	34.38713970006373	14.315038807346498	7.384920634920635
wavelet-LLH	glrlm	RunLengthNonUniformityNormalized	0.6164118154765342	0.8280968791704211	0.7103586080041091	0.8435436353395317	0.9425547996976569
wavelet-LLH	glrlm	RunPercentage	0.7692307692307693	0.8846153846153846	0.8228021978021978	0.8974358974358974	0.96875
wavelet-LLH	glrlm	RunVariance	0.23261058256719572	0.1893400710306881	0.2535489647549635	0.136740579024449	0.02872260015117158
wavelet-LLH	glrlm	ShortRunEmphasis	0.7688807391549115	0.9011349049810587	0.8394050313021416	0.9006822237591469	0.9702380952380952
wavelet-LLH	glrlm	ShortRunHighGrayLevelEmphasis	7.444979325513382	14.915254688331611	8.90084176878166	6.639377502839041	9.898313492063492
wavelet-LLH	glrlm	ShortRunLowGrayLevelEmphasis	0.16473357705959898	0.12707494489556673	0.22913071912534713	0.3453275229044459	0.3176811893738977
wavelet-LLH	glszm	GrayLevelNonUniformity	1.0	1.2857142857142858	1.0	1.3333333333333333	1.0
wavelet-LLH	glszm	GrayLevelNonUniformityNormalized	0.25	0.1836734693877551	0.2	0.2222222222222222	0.2
wavelet-LLH	glszm	GrayLevelVariance	1.25	3.836734693877551	2.0	1.8055555555555554	2.0
wavelet-LLH	glszm	HighGrayLevelZoneEmphasis	7.5	18.714285714285715	11.0	9.833333333333334	11.0
wavelet-LLH	glszm	LargeAreaEmphasis	46.75	39.714285714285715	135.6	14.333333333333334	2.8
wavelet-LLH	glszm	LargeAreaHighGrayLevelEmphasis	550.5	678.7142857142857	1402.6	67.16666666666667	26.6
wavelet-LLH	glszm	LargeAreaLowGrayLevelEmphasis	6.168402777777778	4.485058309037901	34.474222222222224	6.368935185185184	0.9968888888888889
wavelet-LLH	glszm	LowGrayLevelZoneEmphasis	0.3559027777777778	0.219185293164885	0.2927222222222222	0.2856018518518519	0.2927222222222222
wavelet-LLH	glszm	SizeZoneNonUniformity	1.5	2.142857142857143	1.0	2.0	2.6
wavelet-LLH	glszm	SizeZoneNonUniformityNormalized	0.375	0.30612244897959184	0.2	0.3333333333333333	0.52
wavelet-LLH	glszm	SmallAreaEmphasis	0.5059723657024794	0.43724636018428537	0.009675066213849374	0.5285865457294029	0.55
wavelet-LLH	glszm	SmallAreaHighGrayLevelEmphasis	2.5486828512396693	9.563512309685779	0.10008452411465676	6.649901738473168	7.1
wavelet-LLH	glszm	SmallAreaLowGrayLevelEmphasis	0.2788834725091828	0.15568637158714163	0.003169923960869751	0.07552626606198035	0.11668055555555557
wavelet-LLH	glszm	ZoneEntropy	1.9999999999999987	2.807354922057602	2.321928094887361	2.5849625007211543	2.321928094887361
wavelet-LLH	glszm	ZonePercentage	0.19047619047619047	0.19444444444444445	0.08928571428571429	0.3333333333333333	0.625
wavelet-LLH	glszm	ZoneVariance	19.1875	13.26530612244898	10.16	5.333333333333333	0.24
wavelet-LLH	gldm	DependenceEntropy	2.9277989702947824	3.6279868068776704	4.719964690100789	3.4613201402110048	2.2499999999999982
wavelet-LLH	gldm	DependenceNonUniformity	3.5714285714285716	7.222222222222222	8.571428571428571	3.3333333333333335	5.0
wavelet-LLH	gldm	DependenceNonUniformityNormalized	0.17006802721088435	0.2006172839506173	0.15306122448979592	0.18518518518518517	0.625
wavelet-LLH	gldm	DependenceVariance	6.476190476190476	2.611111111111111	3.667091836734694	2.8888888888888884	0.1875
wavelet-LLH	gldm	GrayLevelNonUniformity	8.904761904761905	8.11111111111111	12.107142857142858	5.555555555555555	1.75
wavelet-LLH	gldm	GrayLevelVariance	1.09297052154195	2.60108024691358	1.9818239795918369	1.4228395061728396	1.859375
