Image type	Feature Class	Feature Name	RTSTRUCT: ANON_5_segment_Rt Med Frontal Flax	RTSTRUCT: ANON_5_segment_Rt Sup Frontal	RTSTRUCT: ANON_5_segment_Lt Temporal	RTSTRUCT: ANON_5_segment_Lt Parietal
log-sigma-4-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.47248024148533496	0.18973593234684102	0.2985288516121187	0.4121729389749479
log-sigma-4-0-mm-3D	glrlm	GrayLevelVariance	0.32168241775474715	2.3398454747050286	0.9633112150219332	0.43788337641920666
log-sigma-4-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	5.756572842953856	17.579420602448252	22.871940368303438	5.968867913968954
log-sigma-4-0-mm-3D	glrlm	LongRunEmphasis	6.435517502460329	7.755982054891865	21.565873572753	16.221320000098608
log-sigma-4-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	30.015662900102956	110.9548860458621	491.89294210890154	107.79109476282893
log-sigma-4-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	1.5517910050563264	1.0375921121483584	1.0957698564992622	3.3197243310886657
log-sigma-4-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.23496733675798517	0.11863619541720742	0.05515237657293907	0.2654596717355479
log-sigma-4-0-mm-3D	glrlm	RunEntropy	2.8158181509770412	4.621607140967715	4.879490252102886	3.930294519213838
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformity	29.501670090020607	1126.3518233939046	452.30892925240016	48.34136002777721
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.29852723431201916	0.31830382418108744	0.16194790062070544	0.1726929347079698
log-sigma-4-0-mm-3D	glrlm	RunPercentage	0.4756984309223115	0.4699262381454163	0.28563213601133425	0.3042754512002804
log-sigma-4-0-mm-3D	glrlm	RunVariance	1.6142232231605187	2.8062345965703184	7.162323798958582	3.8403087852894116
log-sigma-4-0-mm-3D	glrlm	ShortRunEmphasis	0.5192386117194483	0.5485018775561821	0.28159215594547066	0.2862440458129194
log-sigma-4-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	3.501787121505172	10.564999929642092	6.317706419376517	1.5886600146804744
log-sigma-4-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.1170266153086861	0.0555698656549627	0.016278016127079166	0.08526622743737708
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformity	1.0	3.0952380952380953	2.272727272727273	1.5
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.3333333333333333	0.1473922902494331	0.2066115702479339	0.375
log-sigma-4-0-mm-3D	glszm	GrayLevelVariance	0.6666666666666666	4.884353741496598	3.520661157024793	0.5
log-sigma-4-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	4.666666666666667	28.476190476190474	23.363636363636363	4.5
log-sigma-4-0-mm-3D	glszm	LargeAreaEmphasis	7983.0	492084.38095238095	2511603.6363636362	84809.5
log-sigma-4-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	35736.0	5632927.619047619	57855653.18181818	587235.0
log-sigma-4-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	1898.0833333333333	59754.03259866645	115420.36280354565	14954.236111111111
log-sigma-4-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.4537037037037037	0.18606731184537306	0.15511286332714905	0.4027777777777778
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformity	1.0	1.4761904761904763	1.0	1.0
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.3333333333333333	0.07029478458049887	0.09090909090909091	0.25
log-sigma-4-0-mm-3D	glszm	SmallAreaEmphasis	0.009419360856587532	0.13170160191520205	0.10128230690570984	0.2500681381636495
log-sigma-4-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	0.010623045278201982	4.69558942902325	0.45759622343156375	1.0000836714705799
log-sigma-4-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.009279190779990504	0.004359777622005513	0.09121879065954398	0.06256563885406537
log-sigma-4-0-mm-3D	glszm	ZoneEntropy	1.5849625007211552	4.297079327540659	3.4594316186372938	1.9999999999999987
log-sigma-4-0-mm-3D	glszm	ZonePercentage	0.014925373134328358	0.0028767123287671234	0.0011917659804983748	0.004555808656036446
log-sigma-4-0-mm-3D	glszm	ZoneVariance	3493.9999999999995	371245.3786848072	1807530.0826446281	36629.25
log-sigma-4-0-mm-3D	gldm	DependenceEntropy	4.634486288394934	6.6245814291900125	5.9389796983880165	5.449916836579176
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformity	10.27363184079602	440.7512328767123	586.3328277356446	52.476082004555806
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.05111259622286577	0.06037688121598799	0.06352468339497776	0.059767747157808436
log-sigma-4-0-mm-3D	gldm	DependenceVariance	36.26246875077349	23.976549746669168	25.921944716050284	31.939715962453494
log-sigma-4-0-mm-3D	gldm	GrayLevelNonUniformity	119.14925373134328	1492.4876712328767	3103.2910075839654	387.2118451025057
log-sigma-4-0-mm-3D	gldm	GrayLevelVariance	0.22499443083092002	2.2793650591105274	0.8075090881986645	0.38758619973951985
log-sigma-4-0-mm-3D	gldm	HighGrayLevelEmphasis	5.104477611940299	15.953150684931506	22.940303358613217	6.339407744874715
log-sigma-4-0-mm-3D	gldm	LargeDependenceEmphasis	250.35323383084577	242.48164383561644	409.0463705308776	396.3234624145786
log-sigma-4-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	1070.726368159204	3259.2915068493153	9418.342903575298	2622.3507972665147
log-sigma-4-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	61.37935323383085	35.60735009668251	21.034036848686746	82.20842824601367
log-sigma-4-0-mm-3D	gldm	LowGrayLevelEmphasis	0.23922056384742954	0.12966181273879415	0.05294741710335271	0.23209314097696784
log-sigma-4-0-mm-3D	gldm	SmallDependenceEmphasis	0.010280931285370259	0.007846939630997023	0.003690733241710994	0.005312386940770998
log-sigma-4-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.07093927385648126	0.16052768990101318	0.08295954415100365	0.0293401935846164
log-sigma-4-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.002294814732382498	0.0007954200817718626	0.0003007751246690793	0.0013729852009389495
log-sigma-4-0-mm-3D	ngtdm	Busyness	3.7457525869426833	16.634357617579916	12.733455711340211	8.231642123506107
log-sigma-4-0-mm-3D	ngtdm	Coarseness	0.04658053691930521	0.002711097231074899	0.0019249783389850112	0.020799841162314824
log-sigma-4-0-mm-3D	ngtdm	Complexity	0.8791090851924226	6.7773160061503495	4.0964324870879985	0.41601696753090434
log-sigma-4-0-mm-3D	ngtdm	Contrast	0.019050992739992178	0.021730415983741293	0.007244534050706071	0.01780023653724208
log-sigma-4-0-mm-3D	ngtdm	Strength	0.10991320883171461	0.06710577330038513	0.04270112869206319	0.061877078446402466
log-sigma-5-0-mm-3D	firstorder	10Percentile	-24.73046112060547	-53.7262321472168	-17.92420253753662	-14.09942979812622
log-sigma-5-0-mm-3D	firstorder	90Percentile	-4.679327964782715	21.37483024597168	26.242718505859376	9.98678436279297
log-sigma-5-0-mm-3D	firstorder	Energy	16338448.050380327	573887702.860486	868434702.5291371	78093652.58459885
log-sigma-5-0-mm-3D	firstorder	Entropy	0.6925435154743448	2.2073231694974496	1.607483631154524	0.9930681527536184
log-sigma-5-0-mm-3D	firstorder	InterquartileRange	11.36579418182373	37.12105965614319	24.657970666885376	13.25531780719757
log-sigma-5-0-mm-3D	firstorder	Kurtosis	2.515211615548564	3.6736552677177423	3.0778571724998387	2.1647676844921464
log-sigma-5-0-mm-3D	firstorder	Maximum	7.01173734664917	83.896240234375	62.74327087402344	15.585968017578125
log-sigma-5-0-mm-3D	firstorder	MeanAbsoluteDeviation	6.628520561851743	23.094655986288117	14.219685548047778	7.364730315506425
log-sigma-5-0-mm-3D	firstorder	Mean	-15.006491157397702	-21.174848799542204	6.219359677742646	-1.8942125998182828
log-sigma-5-0-mm-3D	firstorder	Median	-15.544023513793945	-26.9326171875	7.862461090087891	-1.2820056676864624
log-sigma-5-0-mm-3D	firstorder	Minimum	-29.332130432128906	-73.22804260253906	-47.63422393798828	-20.765750885009766
log-sigma-5-0-mm-3D	firstorder	Range	36.343867778778076	157.12428283691406	110.37749481201172	36.35171890258789
log-sigma-5-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	4.890347008186194	15.596134721135535	10.019069024601896	5.5016074996852256
log-sigma-5-0-mm-3D	firstorder	RootMeanSquared	285.1066663477408	280.3832267032123	306.73810783178357	298.23637371488513
log-sigma-5-0-mm-3D	firstorder	Skewness	0.39999407055788183	0.9400634951486471	-0.16577466931800156	-0.11014493811306647
log-sigma-5-0-mm-3D	firstorder	TotalEnergy	16338448.050380327	573887702.860486	868434702.5291371	78093652.58459885
log-sigma-5-0-mm-3D	firstorder	Uniformity	0.7594118957451547	0.2584790392193657	0.39677095156990777	0.50479709009397
log-sigma-5-0-mm-3D	firstorder	Variance	64.51111350358553	871.2888745467961	317.9705547761511	77.87412512227732
log-sigma-5-0-mm-3D	glcm	Autocorrelation	3.8009820345234995	8.228593531296546	7.895588426006933	2.286884131614725
log-sigma-5-0-mm-3D	glcm	JointAverage	1.9373382802514707	2.635645588922436	2.722195345512961	1.4440791674908988
log-sigma-5-0-mm-3D	glcm	ClusterProminence	0.8103271075136138	102.51727379396701	14.389654583820223	0.9266202956183045
log-sigma-5-0-mm-3D	glcm	ClusterShade	-0.22916867208377506	10.569396521529598	-0.16643839574018118	0.18914910367497187
log-sigma-5-0-mm-3D	glcm	ClusterTendency	0.3270480535498396	5.424619064893846	2.0886487784577277	0.8966629634729286
log-sigma-5-0-mm-3D	glcm	Contrast	0.13674362907187157	0.29752925584378404	0.14794288298958824	0.09070674171594262
log-sigma-5-0-mm-3D	glcm	Correlation	0.4079843843540098	0.895802323859515	0.8676951595072491	0.8160719915711824
log-sigma-5-0-mm-3D	glcm	DifferenceAverage	0.13674362907187157	0.29378247983259437	0.14794288298958824	0.09070674171594262
log-sigma-5-0-mm-3D	glcm	DifferenceEntropy	0.5688844104993468	0.8735781499774269	0.5968467727549044	0.41173021533865684
log-sigma-5-0-mm-3D	glcm	DifferenceVariance	0.11694199100609938	0.20794695345551314	0.12467410497065722	0.07930515009738055
log-sigma-5-0-mm-3D	glcm	JointEnergy	0.6670642570436863	0.15135600930789933	0.30275284017986637	0.4270099973081838
log-sigma-5-0-mm-3D	glcm	JointEntropy	1.1263754331479392	3.281947152432486	2.307894493336775	1.4015545371214901
log-sigma-5-0-mm-3D	glcm	Imc1	-0.1914466698825674	-0.5044576011184517	-0.5723431370179539	-0.5853125279487746
log-sigma-5-0-mm-3D	glcm	Imc2	0.4369304331084824	0.9417440573290963	0.9154613567565006	0.8115661078703957
log-sigma-5-0-mm-3D	glcm	Idm	0.9316281854640646	0.8534834376848216	0.9260285585052059	0.9546466291420288
log-sigma-5-0-mm-3D	glcm	Idmn	0.9863256370928131	0.9940578981495647	0.994309889115785	0.9818586516568116
log-sigma-5-0-mm-3D	glcm	Id	0.9316281854640646	0.8537332227522344	0.9260285585052059	0.9546466291420288
log-sigma-5-0-mm-3D	glcm	Idn	0.9658140927320322	0.9633292285766365	0.9753428528350688	0.9697644194280192
log-sigma-5-0-mm-3D	glcm	InverseVariance	0.13674362907187157	0.2905040508228034	0.14794288298958824	0.09070674171594262
log-sigma-5-0-mm-3D	glcm	MaximumProbability	0.8116274574105121	0.3031699689468754	0.47530657601472576	0.5105674616511299
log-sigma-5-0-mm-3D	glcm	SumEntropy	0.9896318040760682	2.9778141494683905	2.1599516103471887	1.3108477954055477
log-sigma-5-0-mm-3D	glcm	SumSquares	0.11594792065542782	1.4305370801844077	0.5591479153618288	0.24684242629721784
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformity	47.228340696099814	635.6329717867375	734.7929019917209	115.53281807247643
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.5976067614075801	0.23648282380882574	0.35612078864928703	0.5012457328281842
log-sigma-5-0-mm-3D	glrlm	GrayLevelVariance	0.24535734122230962	1.6423205460684078	0.665777497493544	0.2493771335859079
log-sigma-5-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	4.074926677205709	9.79214879998606	8.537115191343474	2.4544786716882623
log-sigma-5-0-mm-3D	glrlm	LongRunEmphasis	9.25558416047487	12.556855022883116	33.46357007601551	20.86204781942128
log-sigma-5-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	36.446684734466416	93.2509340570457	261.77743718173167	47.59879648270468
log-sigma-5-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	2.6308025192164055	3.7185028375096394	5.920147565140597	14.177860653600437
log-sigma-5-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.3450990391768889	0.246514761821415	0.18476364971154474	0.6363803320779344
log-sigma-5-0-mm-3D	glrlm	RunEntropy	2.9518694768313645	4.74521822457633	4.939738473311437	3.7215628127949523
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformity	18.991948228046258	637.0595540560952	269.96579150040475	37.885783238734774
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.23350914800561554	0.22822345926691237	0.12469619797955486	0.15606381685529205
log-sigma-5-0-mm-3D	glrlm	RunPercentage	0.3926521239954076	0.3688619599578503	0.2235519626635553	0.2625722796565621
log-sigma-5-0-mm-3D	glrlm	RunVariance	2.0926307234359482	4.368188751631472	10.303155294734617	4.0437959105442935
log-sigma-5-0-mm-3D	glrlm	ShortRunEmphasis	0.4003639529410059	0.4092499001019858	0.19267238557426686	0.22015698071827455
log-sigma-5-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	1.7987325166130128	4.7204056439645	1.813541770735361	0.579308721152415
log-sigma-5-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.15433107365631868	0.07911022644107812	0.03209360618122142	0.13036904560973953
log-sigma-5-0-mm-3D	glszm	GrayLevelNonUniformity	1.0	1.9090909090909092	2.0	1.0
log-sigma-5-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.3333333333333333	0.17355371900826447	0.25	0.5
log-sigma-5-0-mm-3D	glszm	GrayLevelVariance	0.6666666666666666	2.8099173553719012	1.609375	0.25
log-sigma-5-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	4.666666666666667	19.545454545454547	11.375	2.5
log-sigma-5-0-mm-3D	glszm	LargeAreaEmphasis	10227.0	1241247.6363636365	4010421.75	194570.0
log-sigma-5-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	40719.0	7350730.090909091	32414280.0	429794.0
log-sigma-5-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	2634.0	326118.9553700268	569245.0643750001	135764.0
log-sigma-5-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.4537037037037037	0.16049165120593692	0.2298263888888889	0.625
log-sigma-5-0-mm-3D	glszm	SizeZoneNonUniformity	1.0	1.1818181818181819	1.0	1.0
log-sigma-5-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.3333333333333333	0.10743801652892562	0.125	0.5
log-sigma-5-0-mm-3D	glszm	SmallAreaEmphasis	0.005155042742570817	0.18226973910900313	2.6148485281451963e-05	5.340616959682914e-06
log-sigma-5-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	0.038109882904439646	3.101163215423901	0.0005008119108619234	1.4905967434124296e-05
log-sigma-5-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.001488806410379787	0.013761735128103636	2.486580652681904e-06	2.949279341072568e-06
log-sigma-5-0-mm-3D	glszm	ZoneEntropy	1.5849625007211552	3.4594316186372938	2.9999999999999973	0.9999999999999993
log-sigma-5-0-mm-3D	glszm	ZonePercentage	0.014925373134328358	0.0015068493150684932	0.000866738894907909	0.002277904328018223
log-sigma-5-0-mm-3D	glszm	ZoneVariance	5738.0	800834.4132231404	2679282.6875	1849.0
log-sigma-5-0-mm-3D	gldm	DependenceEntropy	4.690754956855917	6.391835951091984	5.449054206443444	5.007504724710351
log-sigma-5-0-mm-3D	gldm	DependenceNonUniformity	10.064676616915422	412.46520547945204	845.2171180931745	67.75626423690206
log-sigma-5-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.05007301799460409	0.056502082942390695	0.0915728188616657	0.07717114377779277
log-sigma-5-0-mm-3D	gldm	DependenceVariance	39.1105665701344	26.504291611934697	25.45427865467662	30.407386844194455
log-sigma-5-0-mm-3D	gldm	GrayLevelNonUniformity	152.6417910447761	1886.89698630137	3662.195882990249	443.2118451025057
log-sigma-5-0-mm-3D	gldm	GrayLevelVariance	0.13232345734016485	1.481526196284481	0.5531651581293746	0.247601454953015
log-sigma-5-0-mm-3D	gldm	HighGrayLevelEmphasis	3.955223880597015	8.498219178082191	8.092741061755147	2.353075170842825
log-sigma-5-0-mm-3D	gldm	LargeDependenceEmphasis	321.0497512437811	329.5980821917808	474.37074756229686	437.3621867881549
log-sigma-5-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	1257.0298507462687	2383.320684931507	3741.980281690141	999.9749430523918
log-sigma-5-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	87.88944168048646	104.36604837697637	87.74722017575539	296.70899772209566
log-sigma-5-0-mm-3D	gldm	LowGrayLevelEmphasis	0.31094527363184077	0.2806473752057901	0.1849546767786204	0.6617312072892938
log-sigma-5-0-mm-3D	gldm	SmallDependenceEmphasis	0.008862922478040092	0.0056161194478751555	0.0028999803015413743	0.003396201433311385
log-sigma-5-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.05326835372408125	0.06624936508188377	0.02471309175543573	0.008245278448177166
log-sigma-5-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.002417298343822351	0.0011859951963791643	0.000528778365210502	0.0021839321795949405
log-sigma-5-0-mm-3D	ngtdm	Busyness	1.9333620233631768	26.827770614912065	30.02683235366604	53.66260870428776
log-sigma-5-0-mm-3D	ngtdm	Coarseness	0.07876058670472978	0.0024154573264847136	0.002239680956209741	0.026389492916040674
log-sigma-5-0-mm-3D	ngtdm	Complexity	0.41858207231422484	5.29280238693317	1.4065613356671847	0.08631860927625534
log-sigma-5-0-mm-3D	ngtdm	Contrast	0.00632139014989483	0.01671029373204189	0.007801134617004886	0.021372027179389616
log-sigma-5-0-mm-3D	ngtdm	Strength	0.16683532091186432	0.05916289609673586	0.020110669248659774	0.02639021657267002
wavelet-LLH	firstorder	10Percentile	-72.60780537657709	-50.80511219149531	-28.293792015892606	-26.55774359285611
wavelet-LLH	firstorder	90Percentile	65.51139260879248	43.766337965584356	31.589098355437866	27.705863531302146
wavelet-LLH	firstorder	Energy	16650496.626620654	661033146.4008746	845109464.3396504	79357457.15136825
wavelet-LLH	firstorder	Entropy	2.915517331715143	2.7220902466206884	2.2343383195014637	1.9743864782523257
wavelet-LLH	firstorder	InterquartileRange	51.38325478190613	34.379223159111554	26.186756934161245	23.761502864790653
wavelet-LLH	firstorder	Kurtosis	3.301629171764948	6.428644762527195	12.423931212877322	4.702953935059887
wavelet-LLH	firstorder	Maximum	120.91162959601414	253.21160322186097	209.51317389803626	94.87989897909179
wavelet-LLH	firstorder	MeanAbsoluteDeviation	37.18336040728701	29.33579833176002	20.874562563477088	16.850610860721435
wavelet-LLH	firstorder	Mean	-16.542702189425086	-2.4484544799294996	0.7656573022749541	-0.2327457875895983
wavelet-LLH	firstorder	Median	-21.91528863356245	-2.147349533118856	1.1567128583828445	-0.7939197946572077
wavelet-LLH	firstorder	Minimum	-133.61947395765847	-194.90246429269766	-258.2225751673355	-99.32647199850939
wavelet-LLH	firstorder	Range	254.5311035536726	448.11406751455866	467.73574906537175	194.20637097760118
wavelet-LLH	firstorder	RobustMeanAbsoluteDeviation	23.30685593179896	15.267496570965418	11.310659629194415	10.54641317685387
wavelet-LLH	firstorder	RootMeanSquared	287.81642009226925	300.9194008506912	302.59073911761647	300.6398968081436
wavelet-LLH	firstorder	Skewness	0.5976801797701542	0.3049685825895738	-0.860986672833419	-0.09752998849514781
wavelet-LLH	firstorder	TotalEnergy	16650496.626620654	661033146.4008746	845109464.3396504	79357457.15136825
wavelet-LLH	firstorder	Uniformity	0.16596123858320339	0.21627070744980298	0.290451410857008	0.3118990665262219
wavelet-LLH	firstorder	Variance	2490.251992656659	2015.5635669564072	1101.1747872759377	523.9408547633236
wavelet-LLH	glcm	Autocorrelation	34.233369277933186	71.01706895619844	133.3569435747075	20.47810043201863
wavelet-LLH	glcm	JointAverage	5.767202829854654	8.380544443495138	11.526599763907141	4.496124629730932
wavelet-LLH	glcm	ClusterProminence	337.90432075755956	390.03119213664894	249.94084580302012	24.619730187062075
wavelet-LLH	glcm	ClusterShade	19.663099701771603	2.375215853217333	-8.134958462794689	-0.4483275763808621
wavelet-LLH	glcm	ClusterTendency	9.36822363383822	7.772128797844828	4.625645513182169	2.502617638203223
wavelet-LLH	glcm	Contrast	5.490331381558862	4.638070900661108	2.64790971217195	1.4513404427392038
wavelet-LLH	glcm	Correlation	0.2418380908367444	0.24558899184093325	0.2681092151498156	0.26963102346026246
wavelet-LLH	glcm	DifferenceAverage	1.661964869538996	1.368781072559296	0.9861292028609067	0.8316616980795248
wavelet-LLH	glcm	DifferenceEntropy	2.318996591525995	2.213922886694847	1.8629121384373233	1.618202194926036
wavelet-LLH	glcm	DifferenceVariance	2.5069336536300857	2.672178051103962	1.6317704399596573	0.712244335397235
wavelet-LLH	glcm	JointEnergy	0.0427275925875578	0.06350894497424092	0.10188407259910087	0.10760005702521266
wavelet-LLH	glcm	JointEntropy	5.1854839892353635	5.128443662628333	4.275448595086057	3.8365330014118326
wavelet-LLH	glcm	Imc1	-0.16821140515542504	-0.09035972132569317	-0.08845989259099755	-0.0884149709115322
wavelet-LLH	glcm	Imc2	0.758420988055884	0.5703270798759593	0.5243546354789171	0.4623412269318204
wavelet-LLH	glcm	Idm	0.4663028310916755	0.5451695301842023	0.6281950152597952	0.6441000244505648
wavelet-LLH	glcm	Idmn	0.9616969641854379	0.9883237892015038	0.9938473888946378	0.9791974940757714
wavelet-LLH	glcm	Id	0.5205266953014205	0.5857342304822041	0.6543323175066884	0.6671276615443887
wavelet-LLH	glcm	Idn	0.8816347650521338	0.938110028122667	0.956129657256545	0.9139430111219581
wavelet-LLH	glcm	InverseVariance	0.4278713250148148	0.43245148221505353	0.446273138718887	0.46709376553519966
wavelet-LLH	glcm	MaximumProbability	0.10899555021188854	0.1542573340993183	0.17861705609512749	0.18653309304225302
wavelet-LLH	glcm	SumEntropy	3.4322747767427746	3.3426939327928076	2.9025050238901753	2.6561601071662824
wavelet-LLH	glcm	SumSquares	3.7146387538492696	3.102549924626484	1.8183888063385298	0.9884895202356064
wavelet-LLH	glrlm	GrayLevelNonUniformity	25.495326858855663	940.2424871940755	1441.9307624290932	168.07148363064329
wavelet-LLH	glrlm	GrayLevelNonUniformityNormalized	0.15184598861244586	0.17862452490807063	0.24335297316035728	0.2842235861438913
wavelet-LLH	glrlm	GrayLevelVariance	4.455947893635909	4.135484019592576	2.52467300247112	1.11738317881774
wavelet-LLH	glrlm	HighGrayLevelRunEmphasis	38.83967594579504	75.0371382783337	135.51350598786595	21.325302668059848
wavelet-LLH	glrlm	LongRunEmphasis	1.7490298061084866	2.7003680662741165	3.6692591024595673	3.1971764281016966
wavelet-LLH	glrlm	LongRunHighGrayLevelEmphasis	64.88435450900575	194.6483319128489	491.9079920737468	66.56911009203229
wavelet-LLH	glrlm	LongRunLowGrayLevelEmphasis	0.07917093324536893	0.04577512731966745	0.02928802236617522	0.19031390913448976
wavelet-LLH	glrlm	LowGrayLevelRunEmphasis	0.05024201273408792	0.019439156489069426	0.008870087703916429	0.06626234410545921
wavelet-LLH	glrlm	RunEntropy	3.6419747003421685	4.037228760559237	3.8793180652821015	3.381392983692602
wavelet-LLH	glrlm	RunLengthNonUniformity	123.11370198475349	3145.517508426872	2948.1577494063195	313.5119540925946
wavelet-LLH	glrlm	RunLengthNonUniformityNormalized	0.7242240846901326	0.5932808689382482	0.4912390884527953	0.5153859484501392
wavelet-LLH	glrlm	RunPercentage	0.8342900880214313	0.7203371970495258	0.6402783565297109	0.6732083406343088
wavelet-LLH	glrlm	RunVariance	0.26863045129451535	0.7319095624455674	1.123445560552916	0.8208471150775641
wavelet-LLH	glrlm	ShortRunEmphasis	0.8708635744835879	0.7966450596895509	0.7238264783245166	0.7337352402814642
wavelet-LLH	glrlm	ShortRunHighGrayLevelEmphasis	34.241617539241865	60.57151764789363	98.47416091713859	15.78909351234127
wavelet-LLH	glrlm	ShortRunLowGrayLevelEmphasis	0.04521918418414891	0.01617667399487527	0.0067394759489203685	0.05065594392810208
wavelet-LLH	glszm	GrayLevelNonUniformity	4.297297297297297	47.70545454545454	37.45194805194805	4.777777777777778
wavelet-LLH	glszm	GrayLevelNonUniformityNormalized	0.11614317019722425	0.08673719008264463	0.09727778714791702	0.17695473251028807
wavelet-LLH	glszm	GrayLevelVariance	8.432432432432433	13.37358347107438	13.760458762017205	4.249657064471879
wavelet-LLH	glszm	HighGrayLevelZoneEmphasis	44.432432432432435	95.32545454545455	139.02597402597402	24.666666666666668
wavelet-LLH	glszm	LargeAreaEmphasis	144.8918918918919	18496.421818181818	60828.825974025975	8589.555555555555
wavelet-LLH	glszm	LargeAreaHighGrayLevelEmphasis	4539.027027027027	1301015.0436363637	8103305.981818181	173106.55555555556
wavelet-LLH	glszm	LargeAreaLowGrayLevelEmphasis	5.38273625195162	267.6403604512321	460.52939817896856	455.3673053665911
wavelet-LLH	glszm	LowGrayLevelZoneEmphasis	0.08227057112067934	0.03177688435653653	0.01973536934824731	0.12383330183925421
wavelet-LLH	glszm	SizeZoneNonUniformity	10.621621621621621	155.06545454545454	97.56103896103896	3.6666666666666665
wavelet-LLH	glszm	SizeZoneNonUniformityNormalized	0.2870708546384222	0.2819371900826446	0.2534052960026986	0.13580246913580246
wavelet-LLH	glszm	SmallAreaEmphasis	0.5474743863899971	0.5459277634926434	0.5152850774292279	0.28660209547873117
wavelet-LLH	glszm	SmallAreaHighGrayLevelEmphasis	19.90896114949457	54.94037255180367	73.38948242976424	6.0716147638659645
wavelet-LLH	glszm	SmallAreaLowGrayLevelEmphasis	0.061699980977596616	0.01850030178699153	0.011932969088238285	0.03749264454088827
wavelet-LLH	glszm	ZoneEntropy	4.4455435681562285	6.085172602179513	6.103246517461969	4.356558335416667
wavelet-LLH	glszm	ZonePercentage	0.18407960199004975	0.07534246575342465	0.04171180931744312	0.030751708428246014
wavelet-LLH	glszm	ZoneVariance	115.38056975894813	18320.256528925616	60254.0720526227	7532.101508916323
wavelet-LLH	gldm	DependenceEntropy	5.607195838037359	6.394595542697938	6.1569886197930455	5.739653079865489
wavelet-LLH	gldm	DependenceNonUniformity	20.691542288557216	446.1161643835616	489.93131094257853	58.876993166287015
wavelet-LLH	gldm	DependenceNonUniformityNormalized	0.10294299646048365	0.061111803340213926	0.05308031537839421	0.06705807877709227
wavelet-LLH	gldm	DependenceVariance	11.029231949704215	23.149994370425972	26.507411110550297	18.824020215752306
wavelet-LLH	gldm	GrayLevelNonUniformity	33.35820895522388	1578.7761643835615	2680.866522210184	273.84738041002277
wavelet-LLH	gldm	GrayLevelVariance	4.074156580282667	3.3148914242822296	1.844986154949532	0.9446777984755164
wavelet-LLH	gldm	HighGrayLevelEmphasis	38.18905472636816	73.81506849315069	134.86359696641387	21.112756264236904
wavelet-LLH	gldm	LargeDependenceEmphasis	39.208955223880594	91.56328767123287	133.68710725893825	109.00911161731207
