Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_28_segment_Lt Post Central Gyrus	1: RTSTRUCT: ANON_28_segment_Lt Temporal
log-sigma-2-0-mm-3D	glcm	Idn	0.9285297123174081	0.8759920634920634
log-sigma-2-0-mm-3D	glcm	InverseVariance	0.34430499057998787	0.49603174603174605
log-sigma-2-0-mm-3D	glcm	MaximumProbability	0.36637370247362805	0.43595848595848596
log-sigma-2-0-mm-3D	glcm	SumEntropy	2.199058063646826	1.3028927965497963
log-sigma-2-0-mm-3D	glcm	SumSquares	0.452340549204828	0.3374881170416885
log-sigma-2-0-mm-3D	glrlm	GrayLevelNonUniformity	101.30306342931264	4.380642434488588
log-sigma-2-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.3541054400091632	0.3675806413929829
log-sigma-2-0-mm-3D	glrlm	GrayLevelVariance	0.608154868219112	0.520021561087034
log-sigma-2-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	7.815722433869406	4.285988370603755
log-sigma-2-0-mm-3D	glrlm	LongRunEmphasis	6.20145774896995	1.5983593329747174
log-sigma-2-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	45.248144840778075	6.592537590614513
log-sigma-2-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	1.1643834885257338	0.6865513937629321
log-sigma-2-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.20317858869044006	0.43851070581839807
log-sigma-2-0-mm-3D	glrlm	RunEntropy	3.50441542185574	1.9125852945995352
log-sigma-2-0-mm-3D	glrlm	RunLengthNonUniformity	94.68979007029836	9.200071723148648
log-sigma-2-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.3236474898999282	0.7549588427829418
log-sigma-2-0-mm-3D	glrlm	RunPercentage	0.4948096885813149	0.8516483516483517
log-sigma-2-0-mm-3D	glrlm	RunVariance	1.8476966081585071	0.12252057860852912
log-sigma-2-0-mm-3D	glrlm	ShortRunEmphasis	0.5674281400674565	0.8504101667563206
log-sigma-2-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	4.851742565618862	3.7093510656010653
log-sigma-2-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.11037306609081504	0.37650053383226456
log-sigma-2-0-mm-3D	glszm	GrayLevelNonUniformity	6.090909090909091	1.0
log-sigma-2-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.5537190082644629	0.3333333333333333
log-sigma-2-0-mm-3D	glszm	GrayLevelVariance	0.9752066115702479	0.6666666666666666
log-sigma-2-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	12.909090909090908	4.666666666666667
log-sigma-2-0-mm-3D	glszm	LargeAreaEmphasis	12006.0	24.666666666666668
log-sigma-2-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	89116.0	97.66666666666667
log-sigma-2-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	1918.9987373737372	9.75
log-sigma-2-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.1691919191919192	0.4537037037037037
log-sigma-2-0-mm-3D	glszm	SizeZoneNonUniformity	2.272727272727273	1.0
log-sigma-2-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.2066115702479339	0.3333333333333333
log-sigma-2-0-mm-3D	glszm	SmallAreaEmphasis	0.409759567692916	0.06467309145880575
log-sigma-2-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	6.5543803713617725	0.3813775510204082
log-sigma-2-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.025719140589239384	0.02664923994289074
log-sigma-2-0-mm-3D	glszm	ZoneEntropy	2.5503407095463864	1.5849625007211552
log-sigma-2-0-mm-3D	glszm	ZonePercentage	0.01903114186851211	0.21428571428571427
log-sigma-2-0-mm-3D	glszm	ZoneVariance	9244.975206611569	2.888888888888889
log-sigma-2-0-mm-3D	gldm	DependenceEntropy	5.769849455051173	2.2170218858797166
log-sigma-2-0-mm-3D	gldm	DependenceNonUniformity	27.33217993079585	3.7142857142857144
log-sigma-2-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.04728750853078866	0.2653061224489796
log-sigma-2-0-mm-3D	gldm	DependenceVariance	35.839920499036175	2.265306122448979
log-sigma-2-0-mm-3D	gldm	GrayLevelNonUniformity	230.98269896193773	5.285714285714286
log-sigma-2-0-mm-3D	gldm	GrayLevelVariance	0.49522874486656054	0.4948979591836734
log-sigma-2-0-mm-3D	gldm	HighGrayLevelEmphasis	7.429065743944637	4.214285714285714
log-sigma-2-0-mm-3D	gldm	LargeDependenceEmphasis	235.63667820069205	25.857142857142858
log-sigma-2-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	1674.9065743944636	99.35714285714286
log-sigma-2-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	43.643118031526335	9.625
log-sigma-2-0-mm-3D	gldm	LowGrayLevelEmphasis	0.19915417147251058	0.4345238095238095
log-sigma-2-0-mm-3D	gldm	SmallDependenceEmphasis	0.019810939675552253	0.05645651117589893
log-sigma-2-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.24671010148758435	0.2913022351797862
log-sigma-2-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.002455807284169793	0.024200106629953567
log-sigma-2-0-mm-3D	ngtdm	Busyness	6.504186068497349	0.6612626262626261
log-sigma-2-0-mm-3D	ngtdm	Coarseness	0.01578995138264644	0.5292904605514398
log-sigma-2-0-mm-3D	ngtdm	Complexity	1.8140707521660808	1.1288975094169895
log-sigma-2-0-mm-3D	ngtdm	Contrast	0.026355904440866874	0.06943806382581891
log-sigma-2-0-mm-3D	ngtdm	Strength	0.07641615193912907	1.1878642440863902
log-sigma-3-0-mm-3D	firstorder	10Percentile	-83.37694549560547	-14.835438632965086
log-sigma-3-0-mm-3D	firstorder	90Percentile	-22.22924079895019	14.603819274902346
log-sigma-3-0-mm-3D	firstorder	Energy	35809228.1455563	1265932.755124772
log-sigma-3-0-mm-3D	firstorder	Entropy	1.926247785077529	0.9999999999999993
log-sigma-3-0-mm-3D	firstorder	InterquartileRange	34.21707820892334	15.89691150188446
log-sigma-3-0-mm-3D	firstorder	Kurtosis	2.2467447589005825	1.95029902458115
log-sigma-3-0-mm-3D	firstorder	Maximum	3.094160795211792	17.726266860961914
log-sigma-3-0-mm-3D	firstorder	MeanAbsoluteDeviation	18.788241266039073	9.763531787054882
log-sigma-3-0-mm-3D	firstorder	Mean	-52.11609121760076	0.49773846353803364
log-sigma-3-0-mm-3D	firstorder	Median	-51.40296936035156	0.7340309619903564
log-sigma-3-0-mm-3D	firstorder	Minimum	-100.19258117675781	-18.59784698486328
log-sigma-3-0-mm-3D	firstorder	Range	103.2867419719696	36.324113845825195
log-sigma-3-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	14.016755264163411	6.766731119155883
log-sigma-3-0-mm-3D	firstorder	RootMeanSquared	248.90496562488897	300.7054509369559
log-sigma-3-0-mm-3D	firstorder	Skewness	-0.00032825245212646616	-0.15940606488029363
log-sigma-3-0-mm-3D	firstorder	TotalEnergy	35809228.1455563	1265932.755124772
log-sigma-3-0-mm-3D	firstorder	Uniformity	0.28732893523784436	0.5
log-sigma-3-0-mm-3D	firstorder	Variance	507.2496794863383	124.87740149709761
log-sigma-3-0-mm-3D	glcm	Autocorrelation	11.043464318954578	2.431807081807082
log-sigma-3-0-mm-3D	glcm	JointAverage	3.236944711695687	1.5372405372405376
log-sigma-3-0-mm-3D	glcm	ClusterProminence	17.946126571526115	0.6193092221416953
log-sigma-3-0-mm-3D	glcm	ClusterShade	0.8444478804697659	-0.002419015994223578
log-sigma-3-0-mm-3D	glcm	ClusterTendency	2.779320273414671	0.5844890206794969
log-sigma-3-0-mm-3D	glcm	Contrast	0.5211268554389789	0.35982905982905977
log-sigma-3-0-mm-3D	glcm	Correlation	0.68367273573019	0.23626373626373603
log-sigma-3-0-mm-3D	glcm	DifferenceAverage	0.4815032147495307	0.35982905982905977
log-sigma-3-0-mm-3D	glcm	DifferenceEntropy	1.07977580647858	0.5936087812658734
log-sigma-3-0-mm-3D	glcm	DifferenceVariance	0.27996159719302083	0.1464292497625831
log-sigma-3-0-mm-3D	glcm	JointEnergy	0.1260260334118317	0.3814117099831386
log-sigma-3-0-mm-3D	glcm	JointEntropy	3.2379684922275085	1.5054106215803504
log-sigma-3-0-mm-3D	glcm	Imc1	-0.26750041332937585	-0.43207257413123645
log-sigma-3-0-mm-3D	glcm	Imc2	0.7811776806831431	0.5261798321721054
log-sigma-3-0-mm-3D	glcm	Idm	0.7632107566941795	0.8200854700854701
log-sigma-3-0-mm-3D	glcm	Idmn	0.9860761267747147	0.9280341880341881
log-sigma-3-0-mm-3D	glcm	Id	0.7658523327401426	0.8200854700854701
log-sigma-3-0-mm-3D	glcm	Idn	0.9319213914766643	0.88005698005698
log-sigma-3-0-mm-3D	glcm	InverseVariance	0.4468325291462634	0.35982905982905977
log-sigma-3-0-mm-3D	glcm	MaximumProbability	0.19816863348907637	0.44780219780219777
log-sigma-3-0-mm-3D	glcm	SumEntropy	2.6914635103037745	1.1455815617512908
log-sigma-3-0-mm-3D	glcm	SumSquares	0.8251117822134126	0.23607952012713918
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformity	99.13001382737545	5.533944687790841
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.2958852486491196	0.5034612189252421
log-sigma-3-0-mm-3D	glrlm	GrayLevelVariance	0.8557956503007543	0.24826939053737895
log-sigma-3-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	13.912917003083567	2.47309101155255
log-sigma-3-0-mm-3D	glrlm	LongRunEmphasis	4.365691292237548	1.9656394887164117
log-sigma-3-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	49.74205692982919	4.934949665718897
log-sigma-3-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	0.5387456377396507	1.2233119444657907
log-sigma-3-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.09880002000257189	0.6317272471118625
log-sigma-3-0-mm-3D	glrlm	RunEntropy	3.384159625224353	1.665129273645369
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformity	143.77042212699487	7.565748781133398
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.4173870613036876	0.6659238464212976
log-sigma-3-0-mm-3D	glrlm	RunPercentage	0.5794516901783336	0.7857142857142857
log-sigma-3-0-mm-3D	glrlm	RunVariance	1.185764795640368	0.17174765292749872
log-sigma-3-0-mm-3D	glrlm	ShortRunEmphasis	0.6539151127375056	0.7708001400309091
log-sigma-3-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	10.016678308482069	1.8698363602209758
log-sigma-3-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.055905737635018535	0.4960410849833926
log-sigma-3-0-mm-3D	glszm	GrayLevelNonUniformity	3.0	1.0
log-sigma-3-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.2727272727272727	0.5
log-sigma-3-0-mm-3D	glszm	GrayLevelVariance	2.3801652892561984	0.25
log-sigma-3-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	20.636363636363637	2.5
log-sigma-3-0-mm-3D	glszm	LargeAreaEmphasis	8443.09090909091	49.0
log-sigma-3-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	99444.81818181818	122.5
log-sigma-3-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	883.7618181818183	30.625
log-sigma-3-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.15265151515151515	0.625
log-sigma-3-0-mm-3D	glszm	SizeZoneNonUniformity	2.090909090909091	2.0
log-sigma-3-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.19008264462809918	1.0
log-sigma-3-0-mm-3D	glszm	SmallAreaEmphasis	0.38717332699051377	0.02040816326530612
log-sigma-3-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	8.747281705230142	0.0510204081632653
log-sigma-3-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.10137274989862116	0.012755102040816325
log-sigma-3-0-mm-3D	glszm	ZoneEntropy	3.277613436819112	0.9999999999999993
log-sigma-3-0-mm-3D	glszm	ZonePercentage	0.01903114186851211	0.14285714285714285
log-sigma-3-0-mm-3D	glszm	ZoneVariance	5682.066115702479	0.0
log-sigma-3-0-mm-3D	gldm	DependenceEntropy	5.327280251898558	1.7244078178625908
log-sigma-3-0-mm-3D	gldm	DependenceNonUniformity	45.93425605536332	7.857142857142857
log-sigma-3-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.07947103123765281	0.5612244897959183
log-sigma-3-0-mm-3D	gldm	DependenceVariance	19.62543551921074	0.6734693877551019
log-sigma-3-0-mm-3D	gldm	GrayLevelNonUniformity	166.07612456747404	7.0
log-sigma-3-0-mm-3D	gldm	GrayLevelVariance	0.8838046718789285	0.25
log-sigma-3-0-mm-3D	gldm	HighGrayLevelEmphasis	12.583044982698961	2.5
log-sigma-3-0-mm-3D	gldm	LargeDependenceEmphasis	162.05190311418684	43.857142857142854
log-sigma-3-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	1549.1366782006921	117.35714285714286
log-sigma-3-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	23.707817185697806	25.482142857142858
log-sigma-3-0-mm-3D	gldm	LowGrayLevelEmphasis	0.11172914263744714	0.625
log-sigma-3-0-mm-3D	gldm	SmallDependenceEmphasis	0.019423446370047746	0.024993926141885326
log-sigma-3-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.37726906271558674	0.055606171039844506
log-sigma-3-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.0028386731486384487	0.01734086491739553
log-sigma-3-0-mm-3D	ngtdm	Busyness	2.51271627103061	1.8989898989898988
log-sigma-3-0-mm-3D	ngtdm	Coarseness	0.019464372205160906	0.5265957446808511
log-sigma-3-0-mm-3D	ngtdm	Complexity	5.00564129451669	0.27128427128427124
log-sigma-3-0-mm-3D	ngtdm	Contrast	0.020072752504602217	0.06782106782106781
log-sigma-3-0-mm-3D	ngtdm	Strength	0.2319915418658273	0.5265957446808511
log-sigma-4-0-mm-3D	firstorder	10Percentile	-69.06308975219727	-3.2858864307403564
log-sigma-4-0-mm-3D	firstorder	90Percentile	-20.649053573608395	12.388740158081054
log-sigma-4-0-mm-3D	firstorder	Energy	37774929.12462375	1300374.161095611
log-sigma-4-0-mm-3D	firstorder	Entropy	1.630695141766394	0.7495952572594793
log-sigma-4-0-mm-3D	firstorder	InterquartileRange	24.569446563720703	8.08990802615881
log-sigma-4-0-mm-3D	firstorder	Kurtosis	2.4915014112096943	1.8933398261613577
log-sigma-4-0-mm-3D	firstorder	Maximum	-1.9575352668762207	12.521936416625977
log-sigma-4-0-mm-3D	firstorder	MeanAbsoluteDeviation	14.422638346752365	5.123297301786287
log-sigma-4-0-mm-3D	firstorder	Mean	-44.96651550642759	4.712742581963539
log-sigma-4-0-mm-3D	firstorder	Median	-44.78769302368164	4.995777010917664
log-sigma-4-0-mm-3D	firstorder	Minimum	-84.34901428222656	-5.6475419998168945
log-sigma-4-0-mm-3D	firstorder	Range	82.39147901535034	18.16947841644287
log-sigma-4-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	10.329650870845922	3.6764207631349555
log-sigma-4-0-mm-3D	firstorder	RootMeanSquared	255.6453572011794	304.76854931191065
log-sigma-4-0-mm-3D	firstorder	Skewness	0.06264941566257613	-0.22377743564948221
log-sigma-4-0-mm-3D	firstorder	TotalEnergy	37774929.12462375	1300374.161095611
log-sigma-4-0-mm-3D	firstorder	Uniformity	0.365135714371236	0.6632653061224489
log-sigma-4-0-mm-3D	firstorder	Variance	312.47044558536123	34.01315786452658
log-sigma-4-0-mm-3D	glcm	Autocorrelation	6.932915226510129	3.5518925518925517
log-sigma-4-0-mm-3D	glcm	JointAverage	2.563810069091455	1.8813797313797311
log-sigma-4-0-mm-3D	glcm	ClusterProminence	8.835459451573033	0.16951302271509944
log-sigma-4-0-mm-3D	glcm	ClusterShade	0.12738958077670096	-0.1037768911752282
log-sigma-4-0-mm-3D	glcm	ClusterTendency	1.8211779266476484	0.19094927999689906
log-sigma-4-0-mm-3D	glcm	Contrast	0.38434194213011313	0.18449328449328448
log-sigma-4-0-mm-3D	glcm	Correlation	0.6508157853035788	0.37240259740259746
log-sigma-4-0-mm-3D	glcm	DifferenceAverage	0.38288368474768514	0.18449328449328448
log-sigma-4-0-mm-3D	glcm	DifferenceEntropy	0.938029941487049	0.5193068243227894
log-sigma-4-0-mm-3D	glcm	DifferenceVariance	0.22865429640267168	0.12262902881950502
log-sigma-4-0-mm-3D	glcm	JointEnergy	0.18773975600679133	0.6896496889354032
log-sigma-4-0-mm-3D	glcm	JointEntropy	2.7723068488383764	0.7965835376826809
log-sigma-4-0-mm-3D	glcm	Imc1	-0.27737654260476485	-0.075628888682971
log-sigma-4-0-mm-3D	glcm	Imc2	0.756394526554627	0.2328395608285151
log-sigma-4-0-mm-3D	glcm	Idm	0.8087039833644003	0.9077533577533577
log-sigma-4-0-mm-3D	glcm	Idmn	0.9774173844167422	0.9631013431013431
log-sigma-4-0-mm-3D	glcm	Id	0.8088012005232288	0.9077533577533577
log-sigma-4-0-mm-3D	glcm	Idn	0.9234718716298774	0.9385022385022386
log-sigma-4-0-mm-3D	glcm	InverseVariance	0.3816077095380606	0.18449328449328448
log-sigma-4-0-mm-3D	glcm	MaximumProbability	0.2842694183226974	0.7891330891330891
log-sigma-4-0-mm-3D	glcm	SumEntropy	2.3852791618486977	0.6120902531893967
log-sigma-4-0-mm-3D	glcm	SumSquares	0.5513799671944403	0.0938606411225459
log-sigma-4-0-mm-3D	glrlm	GrayLevelNonUniformity	108.13719220176091	6.432982402213171
log-sigma-4-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.3615274119972212	0.6063339708951788
log-sigma-4-0-mm-3D	glrlm	GrayLevelVariance	0.6060823993774515	0.19683301455241053
log-sigma-4-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	8.619162979921988	3.1719703373549524
log-sigma-4-0-mm-3D	glrlm	LongRunEmphasis	5.607295254645985	2.172380183918645
log-sigma-4-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	40.88586360318971	7.705721842260304
log-sigma-4-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	1.096679359433078	0.7890447693332308
log-sigma-4-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.18056648081004667	0.4570074156612618
log-sigma-4-0-mm-3D	glrlm	RunEntropy	3.35483021882464	1.4564186451885108
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformity	108.46353048543	6.689467797160105
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.3453165717088828	0.6178781974126373
log-sigma-4-0-mm-3D	glrlm	RunPercentage	0.5178333776949694	0.7527472527472526
log-sigma-4-0-mm-3D	glrlm	RunVariance	1.4438204610595848	0.23344708653700938
log-sigma-4-0-mm-3D	glrlm	ShortRunEmphasis	0.5620734493568104	0.7435349906503753
log-sigma-4-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	5.423844675808531	2.1850526076487613
log-sigma-4-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.08783309392822974	0.3831555864007787
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformity	2.7142857142857144	1.0
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.3877551020408163	0.5
log-sigma-4-0-mm-3D	glszm	GrayLevelVariance	1.2653061224489797	0.25
log-sigma-4-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	11.142857142857142	2.5
log-sigma-4-0-mm-3D	glszm	LargeAreaEmphasis	16927.428571428572	65.0
log-sigma-4-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	125877.85714285714	246.5
log-sigma-4-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	2734.4146825396824	19.625
log-sigma-4-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.23015873015873017	0.625
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformity	1.2857142857142858	1.0
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.1836734693877551	0.5
log-sigma-4-0-mm-3D	glszm	SmallAreaEmphasis	0.14559469825605292	0.05968778696051423
log-sigma-4-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	2.3262887529901555	0.07208448117539026
log-sigma-4-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.009298556046717522	0.05658861340679522
log-sigma-4-0-mm-3D	glszm	ZoneEntropy	2.807354922057602	0.9999999999999993
log-sigma-4-0-mm-3D	glszm	ZonePercentage	0.012110726643598616	0.14285714285714285
log-sigma-4-0-mm-3D	glszm	ZoneVariance	10109.387755102041	16.0
log-sigma-4-0-mm-3D	gldm	DependenceEntropy	5.331155585989576	2.182005814760212
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformity	37.916955017301035	3.2857142857142856
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.06560026819602256	0.23469387755102042
log-sigma-4-0-mm-3D	gldm	DependenceVariance	19.217538104189366	9.387755102040817
log-sigma-4-0-mm-3D	gldm	GrayLevelNonUniformity	211.0484429065744	9.285714285714286
log-sigma-4-0-mm-3D	gldm	GrayLevelVariance	0.5695842961650364	0.16836734693877553
log-sigma-4-0-mm-3D	gldm	HighGrayLevelEmphasis	7.8633217993079585	3.357142857142857
log-sigma-4-0-mm-3D	gldm	LargeDependenceEmphasis	202.44982698961937	64.57142857142857
log-sigma-4-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	1329.856401384083	254.64285714285714
log-sigma-4-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	43.07992118415994	17.053571428571427
log-sigma-4-0-mm-3D	gldm	LowGrayLevelEmphasis	0.19235390234525182	0.4107142857142857
log-sigma-4-0-mm-3D	gldm	SmallDependenceEmphasis	0.011419419572976826	0.05484953229619278
log-sigma-4-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.12820866015805701	0.08844574823239017
log-sigma-4-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.0015216058687084527	0.04645047831214343
log-sigma-4-0-mm-3D	ngtdm	Busyness	6.820655358804731	0.5339181286549708
log-sigma-4-0-mm-3D	ngtdm	Coarseness	0.01706455696972745	0.6900328587075574
log-sigma-4-0-mm-3D	ngtdm	Complexity	1.7532525549458413	0.20702947845804992
log-sigma-4-0-mm-3D	ngtdm	Contrast	0.029225899382804888	0.042006802721088435
log-sigma-4-0-mm-3D	ngtdm	Strength	0.08361450945589241	0.5725853094274147
log-sigma-5-0-mm-3D	firstorder	10Percentile	-47.879939270019534	1.8143348932266234
log-sigma-5-0-mm-3D	firstorder	90Percentile	-20.07423362731933	8.396057701110841
log-sigma-5-0-mm-3D	firstorder	Energy	40686458.12518974	1304286.9090978946
log-sigma-5-0-mm-3D	firstorder	Entropy	1.011435402699316	-3.203426503814917e-16
log-sigma-5-0-mm-3D	firstorder	InterquartileRange	13.61676025390625	3.8886404633522034
log-sigma-5-0-mm-3D	firstorder	Kurtosis	2.85733785191109	1.84241084329076
log-sigma-5-0-mm-3D	firstorder	Maximum	-4.114655017852783	8.845455169677734
log-sigma-5-0-mm-3D	firstorder	MeanAbsoluteDeviation	8.342411544764545	2.2371493918555116
log-sigma-5-0-mm-3D	firstorder	Mean	-34.89332677006309	5.215848769460406
log-sigma-5-0-mm-3D	firstorder	Median	-35.53318405151367	5.428726673126221
log-sigma-5-0-mm-3D	firstorder	Minimum	-55.08942794799805	0.5759141445159912
log-sigma-5-0-mm-3D	firstorder	Range	50.974772930145264	8.269541025161743
log-sigma-5-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	5.775876490922036	1.6239075422286984
log-sigma-5-0-mm-3D	firstorder	RootMeanSquared	265.31452290506473	305.2267200784519
log-sigma-5-0-mm-3D	firstorder	Skewness	0.4665772977224723	-0.25217486071374956
log-sigma-5-0-mm-3D	firstorder	TotalEnergy	40686458.12518974	1304286.9090978946
log-sigma-5-0-mm-3D	firstorder	Uniformity	0.606943163994684	1.0
log-sigma-5-0-mm-3D	firstorder	Variance	110.24787329756069	6.636309787480828
log-sigma-5-0-mm-3D	glcm	Autocorrelation	4.300561781006369	1.0
log-sigma-5-0-mm-3D	glcm	JointAverage	2.0433437532457344	1.0
log-sigma-5-0-mm-3D	glcm	ClusterProminence	2.145630649797914	0.0
log-sigma-5-0-mm-3D	glcm	ClusterShade	0.10999944214799515	0.0
log-sigma-5-0-mm-3D	glcm	ClusterTendency	0.6910858859050978	0.0
log-sigma-5-0-mm-3D	glcm	Contrast	0.1904482016423463	0.0
log-sigma-5-0-mm-3D	glcm	Correlation	0.5646684677083351	1.0
log-sigma-5-0-mm-3D	glcm	DifferenceAverage	0.1904482016423463	0.0
log-sigma-5-0-mm-3D	glcm	DifferenceEntropy	0.684387337835229	-3.2034265038149176e-16
log-sigma-5-0-mm-3D	glcm	DifferenceVariance	0.15027637271580946	0.0
log-sigma-5-0-mm-3D	glcm	JointEnergy	0.48661706981334607	1.0
log-sigma-5-0-mm-3D	glcm	JointEntropy	1.6787326901989945	-3.2034265038149176e-16
log-sigma-5-0-mm-3D	glcm	Imc1	-0.2854492166007302	0.0
log-sigma-5-0-mm-3D	glcm	Imc2	0.6259456207526176	0.0
log-sigma-5-0-mm-3D	glcm	Idm	0.9047758991788268	1.0
log-sigma-5-0-mm-3D	glcm	Idmn	0.9809551798357654	1.0
log-sigma-5-0-mm-3D	glcm	Id	0.9047758991788268	1.0
log-sigma-5-0-mm-3D	glcm	Idn	0.9523879495894134	1.0
log-sigma-5-0-mm-3D	glcm	InverseVariance	0.1904482016423463	0.0
log-sigma-5-0-mm-3D	glcm	MaximumProbability	0.6823650303342225	1.0
log-sigma-5-0-mm-3D	glcm	SumEntropy	1.4882844885566489	-3.2034265038149176e-16
log-sigma-5-0-mm-3D	glcm	SumSquares	0.22038352188686097	0.0
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformity	101.33400193171161	9.615384615384615
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.4729211923681316	1.0
log-sigma-5-0-mm-3D	glrlm	GrayLevelVariance	0.34387787464568853	0.0
log-sigma-5-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	5.235533761435255	1.0
log-sigma-5-0-mm-3D	glrlm	LongRunEmphasis	11.113792294139797	2.8748110863495477
log-sigma-5-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	48.45524708554927	2.8748110863495477
log-sigma-5-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	2.9917448727912737	2.8748110863495477
log-sigma-5-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.275328467405065	1.0
log-sigma-5-0-mm-3D	glrlm	RunEntropy	3.3559023309008347	0.9317288524094418
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformity	49.454755815752236	5.768017025709333
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.22015269938573198	0.5806192011980134
log-sigma-5-0-mm-3D	glrlm	RunPercentage	0.3707745541655576	0.6868131868131868
log-sigma-5-0-mm-3D	glrlm	RunVariance	2.8552087856280357	0.2775249755391408
log-sigma-5-0-mm-3D	glrlm	ShortRunEmphasis	0.3730058313446911	0.6487422833576679
log-sigma-5-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	2.4170143707885767	0.6487422833576679
