Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_3_segment_RT Temporal
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformity	204.8855981
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.059490592
log-sigma-4-0-mm-3D	gldm	DependenceVariance	23.72782506
log-sigma-4-0-mm-3D	gldm	GrayLevelNonUniformity	937.3867596
log-sigma-4-0-mm-3D	gldm	GrayLevelVariance	1.07870747
log-sigma-4-0-mm-3D	gldm	HighGrayLevelEmphasis	12.80197445
log-sigma-4-0-mm-3D	gldm	LargeDependenceEmphasis	267.4285714
log-sigma-4-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	3358.333914
log-sigma-4-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	35.4231888
log-sigma-4-0-mm-3D	gldm	LowGrayLevelEmphasis	0.136306943
log-sigma-4-0-mm-3D	gldm	SmallDependenceEmphasis	0.006801674
log-sigma-4-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.101694334
log-sigma-4-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.000838436
log-sigma-4-0-mm-3D	ngtdm	Busyness	11.15294196
log-sigma-4-0-mm-3D	ngtdm	Coarseness	0.004391567
log-sigma-4-0-mm-3D	ngtdm	Complexity	3.663905304
log-sigma-4-0-mm-3D	ngtdm	Contrast	0.019025916
log-sigma-4-0-mm-3D	ngtdm	Strength	0.052695197
log-sigma-5-0-mm-3D	firstorder	10Percentile	-51.17747192
log-sigma-5-0-mm-3D	firstorder	90Percentile	-2.813119292
log-sigma-5-0-mm-3D	firstorder	Energy	258641470.9
log-sigma-5-0-mm-3D	firstorder	Entropy	1.715757849
log-sigma-5-0-mm-3D	firstorder	InterquartileRange	27.39877176
log-sigma-5-0-mm-3D	firstorder	Kurtosis	2.795400696
log-sigma-5-0-mm-3D	firstorder	Maximum	22.67236137
log-sigma-5-0-mm-3D	firstorder	MeanAbsoluteDeviation	15.35182916
log-sigma-5-0-mm-3D	firstorder	Mean	-26.60971803
log-sigma-5-0-mm-3D	firstorder	Median	-25.64620209
log-sigma-5-0-mm-3D	firstorder	Minimum	-88.35644531
log-sigma-5-0-mm-3D	firstorder	Range	111.0288067
log-sigma-5-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	11.05601071
log-sigma-5-0-mm-3D	firstorder	RootMeanSquared	274.0422404
log-sigma-5-0-mm-3D	firstorder	Skewness	-0.3407616
log-sigma-5-0-mm-3D	firstorder	TotalEnergy	258641470.9
log-sigma-5-0-mm-3D	firstorder	Uniformity	0.353035999
log-sigma-5-0-mm-3D	firstorder	Variance	356.9032399
log-sigma-5-0-mm-3D	glcm	Autocorrelation	11.93394449
log-sigma-5-0-mm-3D	glcm	JointAverage	3.384292334
log-sigma-5-0-mm-3D	glcm	ClusterProminence	13.62429492
log-sigma-5-0-mm-3D	glcm	ClusterShade	-0.892101949
log-sigma-5-0-mm-3D	glcm	ClusterTendency	2.143379761
log-sigma-5-0-mm-3D	glcm	Contrast	0.222585186
log-sigma-5-0-mm-3D	glcm	Correlation	0.810947875
log-sigma-5-0-mm-3D	glcm	DifferenceAverage	0.222585186
log-sigma-5-0-mm-3D	glcm	DifferenceEntropy	0.755733747
log-sigma-5-0-mm-3D	glcm	DifferenceVariance	0.17090555
log-sigma-5-0-mm-3D	glcm	JointEnergy	0.242363661
log-sigma-5-0-mm-3D	glcm	JointEntropy	2.558454644
log-sigma-5-0-mm-3D	glcm	Imc1	-0.458065851
log-sigma-5-0-mm-3D	glcm	Imc2	0.87963639
log-sigma-5-0-mm-3D	glcm	Idm	0.888707407
log-sigma-5-0-mm-3D	glcm	Idmn	0.991439031
log-sigma-5-0-mm-3D	glcm	Id	0.888707407
log-sigma-5-0-mm-3D	glcm	Idn	0.962902469
log-sigma-5-0-mm-3D	glcm	InverseVariance	0.222585186
log-sigma-5-0-mm-3D	glcm	MaximumProbability	0.347522177
log-sigma-5-0-mm-3D	glcm	SumEntropy	2.335869458
log-sigma-5-0-mm-3D	glcm	SumSquares	0.591491237
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformity	354.7791848
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.310516599
log-sigma-5-0-mm-3D	glrlm	GrayLevelVariance	0.83479525
log-sigma-5-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	13.3596728
log-sigma-5-0-mm-3D	glrlm	LongRunEmphasis	15.51730932
log-sigma-5-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	185.3568908
log-sigma-5-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	1.619571469
log-sigma-5-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.112873264
log-sigma-5-0-mm-3D	glrlm	RunEntropy	4.427575773
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformity	227.969434
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.1909494
log-sigma-5-0-mm-3D	glrlm	RunPercentage	0.331568838
log-sigma-5-0-mm-3D	glrlm	RunVariance	5.086596502
log-sigma-5-0-mm-3D	glrlm	ShortRunEmphasis	0.363663145
log-sigma-5-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	5.534540866
log-sigma-5-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.041352277
log-sigma-5-0-mm-3D	glszm	GrayLevelNonUniformity	2.818181818
log-sigma-5-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.256198347
log-sigma-5-0-mm-3D	glszm	GrayLevelVariance	1.702479339
log-sigma-5-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	14.27272727
log-sigma-5-0-mm-3D	glszm	LargeAreaEmphasis	372482.3636
log-sigma-5-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	4657379
log-sigma-5-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	33359.80707
log-sigma-5-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.18010101
log-sigma-5-0-mm-3D	glszm	SizeZoneNonUniformity	1.181818182
log-sigma-5-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.107438017
log-sigma-5-0-mm-3D	glszm	SmallAreaEmphasis	0.108415416
log-sigma-5-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	2.55151096
log-sigma-5-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.004806059
log-sigma-5-0-mm-3D	glszm	ZoneEntropy	3.277613437
log-sigma-5-0-mm-3D	glszm	ZonePercentage	0.003193961
log-sigma-5-0-mm-3D	glszm	ZoneVariance	274456.4463
log-sigma-5-0-mm-3D	gldm	DependenceEntropy	5.880294408
log-sigma-5-0-mm-3D	gldm	DependenceNonUniformity	184.3908246
log-sigma-5-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.053539728
log-sigma-5-0-mm-3D	gldm	DependenceVariance	31.46653643
log-sigma-5-0-mm-3D	gldm	GrayLevelNonUniformity	1215.855981
log-sigma-5-0-mm-3D	gldm	GrayLevelVariance	0.641126027
log-sigma-5-0-mm-3D	gldm	HighGrayLevelEmphasis	12.43408827
log-sigma-5-0-mm-3D	gldm	LargeDependenceEmphasis	369.2619048
log-sigma-5-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	4337.867886
log-sigma-5-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	38.98665199
log-sigma-5-0-mm-3D	gldm	LowGrayLevelEmphasis	0.108812589
log-sigma-5-0-mm-3D	gldm	SmallDependenceEmphasis	0.005363025
log-sigma-5-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.083202441
log-sigma-5-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.000573542
log-sigma-5-0-mm-3D	ngtdm	Busyness	13.57912145
log-sigma-5-0-mm-3D	ngtdm	Coarseness	0.004240364
log-sigma-5-0-mm-3D	ngtdm	Complexity	2.1696779
log-sigma-5-0-mm-3D	ngtdm	Contrast	0.013804865
log-sigma-5-0-mm-3D	ngtdm	Strength	0.038156349
wavelet-LLH	firstorder	10Percentile	-74.93260129
wavelet-LLH	firstorder	90Percentile	53.62974671
wavelet-LLH	firstorder	Energy	303341621.2
wavelet-LLH	firstorder	Entropy	3.064060601
wavelet-LLH	firstorder	InterquartileRange	58.31195041
wavelet-LLH	firstorder	Kurtosis	3.960772702
wavelet-LLH	firstorder	Maximum	202.7627154
wavelet-LLH	firstorder	MeanAbsoluteDeviation	38.77473487
wavelet-LLH	firstorder	Mean	-7.780702275
wavelet-LLH	firstorder	Median	-4.689520171
wavelet-LLH	firstorder	Minimum	-216.8038866
wavelet-LLH	firstorder	Range	419.566602
wavelet-LLH	firstorder	RobustMeanAbsoluteDeviation	24.64984193
wavelet-LLH	firstorder	RootMeanSquared	296.7798632
wavelet-LLH	firstorder	Skewness	-0.452223494
wavelet-LLH	firstorder	TotalEnergy	303341621.2
wavelet-LLH	firstorder	Uniformity	0.149852088
wavelet-LLH	firstorder	Variance	2686.169258
wavelet-LLH	glcm	Autocorrelation	85.9995502
wavelet-LLH	glcm	JointAverage	9.191163334
wavelet-LLH	glcm	ClusterProminence	629.0299761
wavelet-LLH	glcm	ClusterShade	-20.43057803
wavelet-LLH	glcm	ClusterTendency	12.19897773
wavelet-LLH	glcm	Contrast	6.111411895
wavelet-LLH	glcm	Correlation	0.330355347
wavelet-LLH	glcm	DifferenceAverage	1.705817802
wavelet-LLH	glcm	DifferenceEntropy	2.417596412
wavelet-LLH	glcm	DifferenceVariance	2.99466923
wavelet-LLH	glcm	JointEnergy	0.029400343
wavelet-LLH	glcm	JointEntropy	5.890047798
wavelet-LLH	glcm	Imc1	-0.094344242
wavelet-LLH	glcm	Imc2	0.575873341
wavelet-LLH	glcm	Idm	0.468559387
wavelet-LLH	glcm	Idmn	0.982792992
wavelet-LLH	glcm	Id	0.523273493
wavelet-LLH	glcm	Idn	0.920075701
wavelet-LLH	glcm	InverseVariance	0.4121978
wavelet-LLH	glcm	MaximumProbability	0.07875637
wavelet-LLH	glcm	SumEntropy	3.77181545
wavelet-LLH	glcm	SumSquares	4.577597407
wavelet-LLH	glrlm	GrayLevelNonUniformity	380.8293064
wavelet-LLH	glrlm	GrayLevelNonUniformityNormalized	0.140022885
wavelet-LLH	glrlm	GrayLevelVariance	4.735817812
wavelet-LLH	glrlm	HighGrayLevelRunEmphasis	88.69469289
wavelet-LLH	glrlm	LongRunEmphasis	2.07891098
wavelet-LLH	glrlm	LongRunHighGrayLevelEmphasis	185.5386973
wavelet-LLH	glrlm	LongRunLowGrayLevelEmphasis	0.031907299
wavelet-LLH	glrlm	LowGrayLevelRunEmphasis	0.016974656
wavelet-LLH	glrlm	RunEntropy	4.026870849
wavelet-LLH	glrlm	RunLengthNonUniformity	1842.280413
wavelet-LLH	glrlm	RunLengthNonUniformityNormalized	0.66988847
wavelet-LLH	glrlm	RunPercentage	0.789980345
wavelet-LLH	glrlm	RunVariance	0.434312957
wavelet-LLH	glrlm	ShortRunEmphasis	0.842571652
wavelet-LLH	glrlm	ShortRunHighGrayLevelEmphasis	74.62644937
wavelet-LLH	glrlm	ShortRunLowGrayLevelEmphasis	0.014707874
wavelet-LLH	glszm	GrayLevelNonUniformity	21.83064516
wavelet-LLH	glszm	GrayLevelNonUniformityNormalized	0.088026795
wavelet-LLH	glszm	GrayLevelVariance	10.85833442
wavelet-LLH	glszm	HighGrayLevelZoneEmphasis	93.53629032
wavelet-LLH	glszm	LargeAreaEmphasis	5201.951613
wavelet-LLH	glszm	LargeAreaHighGrayLevelEmphasis	469901.0887
wavelet-LLH	glszm	LargeAreaLowGrayLevelEmphasis	60.09393456
wavelet-LLH	glszm	LowGrayLevelZoneEmphasis	0.028665829
wavelet-LLH	glszm	SizeZoneNonUniformity	51.10483871
wavelet-LLH	glszm	SizeZoneNonUniformityNormalized	0.206067898
wavelet-LLH	glszm	SmallAreaEmphasis	0.455446132
wavelet-LLH	glszm	SmallAreaHighGrayLevelEmphasis	48.07654699
wavelet-LLH	glszm	SmallAreaLowGrayLevelEmphasis	0.012713695
wavelet-LLH	glszm	ZoneEntropy	6.091202747
wavelet-LLH	glszm	ZonePercentage	0.072009292
wavelet-LLH	glszm	ZoneVariance	5009.100156
wavelet-LLH	gldm	DependenceEntropy	6.546466547
wavelet-LLH	gldm	DependenceNonUniformity	300.6608595
wavelet-LLH	gldm	DependenceNonUniformityNormalized	0.087299901
wavelet-LLH	gldm	DependenceVariance	12.45982274
wavelet-LLH	gldm	GrayLevelNonUniformity	516.0905923
wavelet-LLH	gldm	GrayLevelVariance	4.379428412
wavelet-LLH	gldm	HighGrayLevelEmphasis	88.87630662
wavelet-LLH	gldm	LargeDependenceEmphasis	54.19802555
wavelet-LLH	gldm	LargeDependenceHighGrayLevelEmphasis	4855.293844
wavelet-LLH	gldm	LargeDependenceLowGrayLevelEmphasis	0.718567873
wavelet-LLH	gldm	LowGrayLevelEmphasis	0.016352733
wavelet-LLH	gldm	SmallDependenceEmphasis	0.080840734
wavelet-LLH	gldm	SmallDependenceHighGrayLevelEmphasis	7.537093648
wavelet-LLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.001860614
wavelet-LLH	ngtdm	Busyness	1.982394481
wavelet-LLH	ngtdm	Coarseness	0.002468657
wavelet-LLH	ngtdm	Complexity	143.1652029
wavelet-LLH	ngtdm	Contrast	0.037353532
wavelet-LLH	ngtdm	Strength	0.250159961
wavelet-LHL	firstorder	10Percentile	-66.97936826
wavelet-LHL	firstorder	90Percentile	53.2625807
wavelet-LHL	firstorder	Energy	309297819.7
wavelet-LHL	firstorder	Entropy	2.952581709
wavelet-LHL	firstorder	InterquartileRange	54.36443551
wavelet-LHL	firstorder	Kurtosis	3.95358813
wavelet-LHL	firstorder	Maximum	143.0985168
wavelet-LHL	firstorder	MeanAbsoluteDeviation	36.34646755
wavelet-LHL	firstorder	Mean	-4.24598874
wavelet-LHL	firstorder	Median	-0.970474704
wavelet-LHL	firstorder	Minimum	-215.916539
wavelet-LHL	firstorder	Range	359.0150558
wavelet-LHL	firstorder	RobustMeanAbsoluteDeviation	23.37540842
wavelet-LHL	firstorder	RootMeanSquared	299.6793775
wavelet-LHL	firstorder	Skewness	-0.609519414
wavelet-LHL	firstorder	TotalEnergy	309297819.7
wavelet-LHL	firstorder	Uniformity	0.160197135
wavelet-LHL	firstorder	Variance	2337.294109
wavelet-LHL	glcm	Autocorrelation	88.61726846
wavelet-LHL	glcm	JointAverage	9.346570332
wavelet-LHL	glcm	ClusterProminence	429.3141963
wavelet-LHL	glcm	ClusterShade	-20.18873378
wavelet-LHL	glcm	ClusterTendency	10.03897561
wavelet-LHL	glcm	Contrast	5.003847289
wavelet-LHL	glcm	Correlation	0.329869374
wavelet-LHL	glcm	DifferenceAverage	1.558383062
wavelet-LHL	glcm	DifferenceEntropy	2.322577212
wavelet-LHL	glcm	DifferenceVariance	2.452405602
wavelet-LHL	glcm	JointEnergy	0.033608261
wavelet-LHL	glcm	JointEntropy	5.649890736
wavelet-LHL	glcm	Imc1	-0.083026409
wavelet-LHL	glcm	Imc2	0.549758379
wavelet-LHL	glcm	Idm	0.484669935
wavelet-LHL	glcm	Idmn	0.980019436
wavelet-LHL	glcm	Id	0.537155809
wavelet-LHL	glcm	Idn	0.913339776
wavelet-LHL	glcm	InverseVariance	0.422870076
wavelet-LHL	glcm	MaximumProbability	0.088130851
wavelet-LHL	glcm	SumEntropy	3.633072049
wavelet-LHL	glcm	SumSquares	3.760705724
wavelet-LHL	glrlm	GrayLevelNonUniformity	394.2679344
wavelet-LHL	glrlm	GrayLevelNonUniformityNormalized	0.146415676
wavelet-LHL	glrlm	GrayLevelVariance	4.259655058
wavelet-LHL	glrlm	HighGrayLevelRunEmphasis	90.4947096
wavelet-LHL	glrlm	LongRunEmphasis	2.110267121
wavelet-LHL	glrlm	LongRunHighGrayLevelEmphasis	192.8112584
wavelet-LHL	glrlm	LongRunLowGrayLevelEmphasis	0.029349378
wavelet-LHL	glrlm	LowGrayLevelRunEmphasis	0.015674935
wavelet-LHL	glrlm	RunEntropy	3.96299193
wavelet-LHL	glrlm	RunLengthNonUniformity	1787.318379
wavelet-LHL	glrlm	RunLengthNonUniformityNormalized	0.658241684
wavelet-LHL	glrlm	RunPercentage	0.781827928
wavelet-LHL	glrlm	RunVariance	0.439905719
wavelet-LHL	glrlm	ShortRunEmphasis	0.836625651
wavelet-LHL	glrlm	ShortRunHighGrayLevelEmphasis	75.45489453
wavelet-LHL	glrlm	ShortRunLowGrayLevelEmphasis	0.013569971
wavelet-LHL	glszm	GrayLevelNonUniformity	24.27203065
wavelet-LHL	glszm	GrayLevelNonUniformityNormalized	0.092996286
wavelet-LHL	glszm	GrayLevelVariance	10.22275069
wavelet-LHL	glszm	HighGrayLevelZoneEmphasis	86.33333333
wavelet-LHL	glszm	LargeAreaEmphasis	5761.739464
wavelet-LHL	glszm	LargeAreaHighGrayLevelEmphasis	524142.9387
wavelet-LHL	glszm	LargeAreaLowGrayLevelEmphasis	65.39882972
wavelet-LHL	glszm	LowGrayLevelZoneEmphasis	0.027606107
wavelet-LHL	glszm	SizeZoneNonUniformity	59.40613027
wavelet-LHL	glszm	SizeZoneNonUniformityNormalized	0.227609695
wavelet-LHL	glszm	SmallAreaEmphasis	0.484259967
wavelet-LHL	glszm	SmallAreaHighGrayLevelEmphasis	43.42232398
wavelet-LHL	glszm	SmallAreaLowGrayLevelEmphasis	0.011939061
wavelet-LHL	glszm	ZoneEntropy	5.945503341
wavelet-LHL	glszm	ZonePercentage	0.075783972
wavelet-LHL	glszm	ZoneVariance	5587.620822
wavelet-LHL	gldm	DependenceEntropy	6.47451644
wavelet-LHL	gldm	DependenceNonUniformity	287.742741
wavelet-LHL	gldm	DependenceNonUniformityNormalized	0.083548996
wavelet-LHL	gldm	DependenceVariance	15.45892872
wavelet-LHL	gldm	GrayLevelNonUniformity	551.7189315
wavelet-LHL	gldm	GrayLevelVariance	3.797418645
wavelet-LHL	gldm	HighGrayLevelEmphasis	90.8597561
wavelet-LHL	gldm	LargeDependenceEmphasis	59.98083624
wavelet-LHL	gldm	LargeDependenceHighGrayLevelEmphasis	5492.787166
wavelet-LHL	gldm	LargeDependenceLowGrayLevelEmphasis	0.71451724
wavelet-LHL	gldm	LowGrayLevelEmphasis	0.014978752
wavelet-LHL	gldm	SmallDependenceEmphasis	0.083712924
wavelet-LHL	gldm	SmallDependenceHighGrayLevelEmphasis	7.355033242
wavelet-LHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.001790328
wavelet-LHL	ngtdm	Busyness	2.207572957
wavelet-LHL	ngtdm	Coarseness	0.002544019
wavelet-LHL	ngtdm	Complexity	100.8991418
wavelet-LHL	ngtdm	Contrast	0.038096829
wavelet-LHL	ngtdm	Strength	0.200405535
wavelet-LHH	firstorder	10Percentile	-14.57432948
wavelet-LHH	firstorder	90Percentile	15.20253264
wavelet-LHH	firstorder	Energy	310998744
wavelet-LHH	firstorder	Entropy	1.370357156
wavelet-LHH	firstorder	InterquartileRange	14.01820872
wavelet-LHH	firstorder	Kurtosis	5.120184006
wavelet-LHH	firstorder	Maximum	70.96090132
wavelet-LHH	firstorder	MeanAbsoluteDeviation	9.516530227
wavelet-LHH	firstorder	Mean	0.222669894
wavelet-LHH	firstorder	Median	-0.183493086
wavelet-LHH	firstorder	Minimum	-64.88619314
wavelet-LHH	firstorder	Range	135.8470945
wavelet-LHH	firstorder	RobustMeanAbsoluteDeviation	5.962233288
wavelet-LHH	firstorder	RootMeanSquared	300.5022625
wavelet-LHH	firstorder	Skewness	0.178498193
wavelet-LHH	firstorder	TotalEnergy	310998744
wavelet-LHH	firstorder	Uniformity	0.437829564
wavelet-LHH	firstorder	Variance	167.9582483
wavelet-LHH	glcm	Autocorrelation	12.34406858
wavelet-LHH	glcm	JointAverage	3.508182957
wavelet-LHH	glcm	ClusterProminence	2.51498409
wavelet-LHH	glcm	ClusterShade	0.153594102
wavelet-LHH	glcm	ClusterTendency	0.858625062
wavelet-LHH	glcm	Contrast	0.712067573
wavelet-LHH	glcm	Correlation	0.092582262
wavelet-LHH	glcm	DifferenceAverage	0.576370545
wavelet-LHH	glcm	DifferenceEntropy	1.26291729
wavelet-LHH	glcm	DifferenceVariance	0.374294484
wavelet-LHH	glcm	JointEnergy	0.19984966
wavelet-LHH	glcm	JointEntropy	2.691497272
wavelet-LHH	glcm	Imc1	-0.027486376
wavelet-LHH	glcm	Imc2	0.217126205
wavelet-LHH	glcm	Idm	0.725266841
wavelet-LHH	glcm	Idmn	0.98146927
wavelet-LHH	glcm	Id	0.732440384
wavelet-LHH	glcm	Idn	0.919985559
wavelet-LHH	glcm	InverseVariance	0.475611522
wavelet-LHH	glcm	MaximumProbability	0.248833042
wavelet-LHH	glcm	SumEntropy	1.908274709
wavelet-LHH	glcm	SumSquares	0.392673159
wavelet-LHH	glrlm	GrayLevelNonUniformity	818.6889962
wavelet-LHH	glrlm	GrayLevelNonUniformityNormalized	0.407030185
wavelet-LHH	glrlm	GrayLevelVariance	0.477680171
wavelet-LHH	glrlm	HighGrayLevelRunEmphasis	12.86565742
wavelet-LHH	glrlm	LongRunEmphasis	4.492647142
wavelet-LHH	glrlm	LongRunHighGrayLevelEmphasis	56.1391153
wavelet-LHH	glrlm	LongRunLowGrayLevelEmphasis	0.401393435
wavelet-LHH	glrlm	LowGrayLevelRunEmphasis	0.092883971
wavelet-LHH	glrlm	RunEntropy	3.125637901
wavelet-LHH	glrlm	RunLengthNonUniformity	860.2245164
wavelet-LHH	glrlm	RunLengthNonUniformityNormalized	0.420811225
wavelet-LHH	glrlm	RunPercentage	0.583512016
wavelet-LHH	glrlm	RunVariance	1.372528667
wavelet-LHH	glrlm	ShortRunEmphasis	0.658235379
wavelet-LHH	glrlm	ShortRunHighGrayLevelEmphasis	8.582582623
wavelet-LHH	glrlm	ShortRunLowGrayLevelEmphasis	0.062709346
wavelet-LHH	glszm	GrayLevelNonUniformity	29.4109589
wavelet-LHH	glszm	GrayLevelNonUniformityNormalized	0.402889848
wavelet-LHH	glszm	GrayLevelVariance	2.533683618
wavelet-LHH	glszm	HighGrayLevelZoneEmphasis	13.34246575
wavelet-LHH	glszm	LargeAreaEmphasis	70826.32877
wavelet-LHH	glszm	LargeAreaHighGrayLevelEmphasis	872574.7808
wavelet-LHH	glszm	LargeAreaLowGrayLevelEmphasis	6238.21833
wavelet-LHH	glszm	LowGrayLevelZoneEmphasis	0.189379756
wavelet-LHH	glszm	SizeZoneNonUniformity	18.7260274
wavelet-LHH	glszm	SizeZoneNonUniformityNormalized	0.256520923
wavelet-LHH	glszm	SmallAreaEmphasis	0.492979202
wavelet-LHH	glszm	SmallAreaHighGrayLevelEmphasis	5.264199674
wavelet-LHH	glszm	SmallAreaLowGrayLevelEmphasis	0.11485774
wavelet-LHH	glszm	ZoneEntropy	3.746963226
wavelet-LHH	glszm	ZonePercentage	0.021196283
wavelet-LHH	glszm	ZoneVariance	68600.55733
wavelet-LHH	gldm	DependenceEntropy	5.23261798
wavelet-LHH	gldm	DependenceNonUniformity	227.9889663
wavelet-LHH	gldm	DependenceNonUniformityNormalized	0.066198887
wavelet-LHH	gldm	DependenceVariance	18.66461256
wavelet-LHH	gldm	GrayLevelNonUniformity	1507.885017
wavelet-LHH	gldm	GrayLevelVariance	0.396304283
wavelet-LHH	gldm	HighGrayLevelEmphasis	12.68902439
wavelet-LHH	gldm	LargeDependenceEmphasis	158.5824623
wavelet-LHH	gldm	LargeDependenceHighGrayLevelEmphasis	1958.697154
wavelet-LHH	gldm	LargeDependenceLowGrayLevelEmphasis	13.99697598
wavelet-LHH	gldm	LowGrayLevelEmphasis	0.090911489
wavelet-LHH	gldm	SmallDependenceEmphasis	0.025219049
wavelet-LHH	gldm	SmallDependenceHighGrayLevelEmphasis	0.319832793
wavelet-LHH	gldm	SmallDependenceLowGrayLevelEmphasis	0.003947334
wavelet-LHH	ngtdm	Busyness	25.57491589
wavelet-LHH	ngtdm	Coarseness	0.001449456
wavelet-LHH	ngtdm	Complexity	8.173363923
wavelet-LHH	ngtdm	Contrast	0.013647563
wavelet-LHH	ngtdm	Strength	0.022347194
wavelet-HLL	firstorder	10Percentile	-82.32475592
wavelet-HLL	firstorder	90Percentile	64.84283073
wavelet-HLL	firstorder	Energy	307614795.8
wavelet-HLL	firstorder	Entropy	3.283757385
wavelet-HLL	firstorder	InterquartileRange	72.15751965
wavelet-HLL	firstorder	Kurtosis	3.539146084
wavelet-HLL	firstorder	Maximum	210.3841663
wavelet-HLL	firstorder	MeanAbsoluteDeviation	45.72557165
wavelet-HLL	firstorder	Mean	-7.072605802
wavelet-HLL	firstorder	Median	-4.696477495
wavelet-HLL	firstorder	Minimum	-223.5208145
wavelet-HLL	firstorder	Range	433.9049808
wavelet-HLL	firstorder	RobustMeanAbsoluteDeviation	30.30381623
wavelet-HLL	firstorder	RootMeanSquared	298.8629224
wavelet-HLL	firstorder	Skewness	-0.122424676
wavelet-HLL	firstorder	TotalEnergy	307614795.8
wavelet-HLL	firstorder	Uniformity	0.125128824
wavelet-HLL	firstorder	Variance	3512.588115
wavelet-HLL	glcm	Autocorrelation	87.72811056
wavelet-HLL	glcm	JointAverage	9.26788511
wavelet-HLL	glcm	ClusterProminence	802.7840685
wavelet-HLL	glcm	ClusterShade	-13.81180282
wavelet-HLL	glcm	ClusterTendency	15.19269269
wavelet-HLL	glcm	Contrast	7.858211714
wavelet-HLL	glcm	Correlation	0.31457016
wavelet-HLL	glcm	DifferenceAverage	2.047175707
wavelet-HLL	glcm	DifferenceEntropy	2.605632982
wavelet-HLL	glcm	DifferenceVariance	3.417818106
wavelet-HLL	glcm	JointEnergy	0.019166075
wavelet-HLL	glcm	JointEntropy	6.349639127
wavelet-HLL	glcm	Imc1	-0.071489089
wavelet-HLL	glcm	Imc2	0.509769091
wavelet-HLL	glcm	Idm	0.400036917
wavelet-HLL	glcm	Idmn	0.977947316
wavelet-HLL	glcm	Id	0.46788815
wavelet-HLL	glcm	Idn	0.90523516
wavelet-HLL	glcm	InverseVariance	0.382269698
wavelet-HLL	glcm	MaximumProbability	0.047654289
wavelet-HLL	glcm	SumEntropy	3.967872462
wavelet-HLL	glcm	SumSquares	5.7627261
wavelet-HLL	glrlm	GrayLevelNonUniformity	344.8053946
wavelet-HLL	glrlm	GrayLevelNonUniformityNormalized	0.119160492
wavelet-HLL	glrlm	GrayLevelVariance	6.090118871
wavelet-HLL	glrlm	HighGrayLevelRunEmphasis	90.85700927
wavelet-HLL	glrlm	LongRunEmphasis	1.696412734
wavelet-HLL	glrlm	LongRunHighGrayLevelEmphasis	153.131686
wavelet-HLL	glrlm	LongRunLowGrayLevelEmphasis	0.0276324
wavelet-HLL	glrlm	LowGrayLevelRunEmphasis	0.017642486
wavelet-HLL	glrlm	RunEntropy	4.05318124
wavelet-HLL	glrlm	RunLengthNonUniformity	2142.695054
wavelet-HLL	glrlm	RunLengthNonUniformityNormalized	0.735884681
wavelet-HLL	glrlm	RunPercentage	0.84061467
wavelet-HLL	glrlm	RunVariance	0.263253319
wavelet-HLL	glrlm	ShortRunEmphasis	0.880432225
wavelet-HLL	glrlm	ShortRunHighGrayLevelEmphasis	80.14077808
wavelet-HLL	glrlm	ShortRunLowGrayLevelEmphasis	0.015906398
wavelet-HLL	glszm	GrayLevelNonUniformity	31.84466019
wavelet-HLL	glszm	GrayLevelNonUniformityNormalized	0.077292865
wavelet-HLL	glszm	GrayLevelVariance	13.78708526
wavelet-HLL	glszm	HighGrayLevelZoneEmphasis	100.25
wavelet-HLL	glszm	LargeAreaEmphasis	2040.121359
