Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_9_segment_Left cerebellar	1: RTSTRUCT: ANON_9_segment_RT Sup Frontal
log-sigma-2-0-mm-3D	glrlm	GrayLevelNonUniformity	17.481650697956777	49.90151712000419
log-sigma-2-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.7445049571419328	0.27564321945479153
log-sigma-2-0-mm-3D	glrlm	GrayLevelVariance	0.12774752142903353	1.0446889411775286
log-sigma-2-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	1.4543299927817281	6.715236918592558
log-sigma-2-0-mm-3D	glrlm	LongRunEmphasis	4.45105472407456	3.2694783346431295
log-sigma-2-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	5.133561974381371	16.81568910364609
log-sigma-2-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	4.280427911497857	1.4724285618451183
log-sigma-2-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.8864175018045679	0.33995687849533557
log-sigma-2-0-mm-3D	glrlm	RunEntropy	1.960114584892571	3.158160833207203
log-sigma-2-0-mm-3D	glrlm	RunLengthNonUniformity	8.956863324999642	98.9508913595382
log-sigma-2-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.37137023284937143	0.5164651788658826
log-sigma-2-0-mm-3D	glrlm	RunPercentage	0.5456171735241503	0.6762342135476463
log-sigma-2-0-mm-3D	glrlm	RunVariance	0.6837066829738969	0.784489255786974
log-sigma-2-0-mm-3D	glrlm	ShortRunEmphasis	0.5185964388865181	0.7269796402931052
log-sigma-2-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	0.9158821172869758	5.461419380585929
log-sigma-2-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.41927501928640376	0.20450730131973044
log-sigma-2-0-mm-3D	glszm	GrayLevelNonUniformity	1.0	2.5555555555555554
log-sigma-2-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.5	0.2839506172839506
log-sigma-2-0-mm-3D	glszm	GrayLevelVariance	0.25	1.5802469135802468
log-sigma-2-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	2.5	14.222222222222221
log-sigma-2-0-mm-3D	glszm	LargeAreaEmphasis	768.5	2216.222222222222
log-sigma-2-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	792.5	10020.777777777777
log-sigma-2-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	762.5	911.0283641975309
log-sigma-2-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.625	0.18790123456790125
log-sigma-2-0-mm-3D	glszm	SizeZoneNonUniformity	1.0	1.6666666666666667
log-sigma-2-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.5	0.18518518518518517
log-sigma-2-0-mm-3D	glszm	SmallAreaEmphasis	0.03157873109796187	0.34066954134215555
log-sigma-2-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	0.12532873109796186	6.490084563045498
log-sigma-2-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.008141231097961867	0.018715226761360844
log-sigma-2-0-mm-3D	glszm	ZoneEntropy	0.9999999999999993	2.947702779220087
log-sigma-2-0-mm-3D	glszm	ZonePercentage	0.046511627906976744	0.033582089552238806
log-sigma-2-0-mm-3D	glszm	ZoneVariance	306.25	1329.5061728395062
log-sigma-2-0-mm-3D	gldm	DependenceEntropy	3.896626673055177	5.5110650519866144
log-sigma-2-0-mm-3D	gldm	DependenceNonUniformity	3.511627906976744	17.53731343283582
log-sigma-2-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.08166576527852894	0.0654377366896859
log-sigma-2-0-mm-3D	gldm	DependenceVariance	27.221200648999456	20.34773891735353
log-sigma-2-0-mm-3D	gldm	GrayLevelNonUniformity	35.74418604651163	75.51492537313433
log-sigma-2-0-mm-3D	gldm	GrayLevelVariance	0.08436992969172526	1.0149671419024282
log-sigma-2-0-mm-3D	gldm	HighGrayLevelEmphasis	1.2790697674418605	5.9440298507462686
log-sigma-2-0-mm-3D	gldm	LargeDependenceEmphasis	191.41860465116278	109.04477611940298
log-sigma-2-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	195.88372093023256	409.6529850746269
log-sigma-2-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	190.30232558139534	62.22042806799336
log-sigma-2-0-mm-3D	gldm	LowGrayLevelEmphasis	0.9302325581395349	0.3959774046434494
log-sigma-2-0-mm-3D	gldm	SmallDependenceEmphasis	0.0131395059096565	0.03710336761577326
log-sigma-2-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.030581366374772784	0.4488577648054131
log-sigma-2-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.008779040793377433	0.006054005176742365
log-sigma-2-0-mm-3D	ngtdm	Busyness	1.2480798771121353	4.274304519125382
log-sigma-2-0-mm-3D	ngtdm	Coarseness	0.5556923076923077	0.033351201546709466
log-sigma-2-0-mm-3D	ngtdm	Complexity	0.08370032707512426	4.426463000547841
log-sigma-2-0-mm-3D	ngtdm	Contrast	0.008253241553454114	0.046671680923073736
log-sigma-2-0-mm-3D	ngtdm	Strength	0.47547169811320755	0.29400057648588374
log-sigma-3-0-mm-3D	firstorder	10Percentile	-0.9876126766204834	-78.91773147583008
log-sigma-3-0-mm-3D	firstorder	90Percentile	3.6906021595001253	-28.983268547058103
log-sigma-3-0-mm-3D	firstorder	Energy	3900890.906563709	16120874.24790379
log-sigma-3-0-mm-3D	firstorder	Entropy	0.8841151220488472	1.7819658033090204
log-sigma-3-0-mm-3D	firstorder	InterquartileRange	2.7099177837371826	26.56017780303955
log-sigma-3-0-mm-3D	firstorder	Kurtosis	2.986104843832616	2.5722920765145028
log-sigma-3-0-mm-3D	firstorder	Maximum	5.990719795227051	-4.8799872398376465
log-sigma-3-0-mm-3D	firstorder	MeanAbsoluteDeviation	1.5491282026983066	15.748150700063848
log-sigma-3-0-mm-3D	firstorder	Mean	1.1889587141746698	-55.48565495014191
log-sigma-3-0-mm-3D	firstorder	Median	0.5940539836883545	-56.59996032714844
log-sigma-3-0-mm-3D	firstorder	Minimum	-1.5841621160507202	-85.75591278076172
log-sigma-3-0-mm-3D	firstorder	Range	7.574881911277771	80.87592554092407
log-sigma-3-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	1.0450017771882898	11.604634345863696
log-sigma-3-0-mm-3D	firstorder	RootMeanSquared	301.1949421486028	245.2600983657702
log-sigma-3-0-mm-3D	firstorder	Skewness	0.7373301278352504	0.5298963354142463
log-sigma-3-0-mm-3D	firstorder	TotalEnergy	3900890.906563709	16120874.24790379
log-sigma-3-0-mm-3D	firstorder	Uniformity	0.5781503515413737	0.3237079527734462
log-sigma-3-0-mm-3D	firstorder	Variance	3.604324571398188	365.25091522621733
log-sigma-3-0-mm-3D	glcm	Autocorrelation	2.8427553670539334	5.001613760077982
log-sigma-3-0-mm-3D	glcm	JointAverage	1.6669779277734007	2.1466923431529135
log-sigma-3-0-mm-3D	glcm	ClusterProminence	0.6346048561415721	12.019431104007756
log-sigma-3-0-mm-3D	glcm	ClusterShade	-0.2552283546365247	1.145305504138118
log-sigma-3-0-mm-3D	glcm	ClusterTendency	0.5660497174765498	2.1427269669696725
log-sigma-3-0-mm-3D	glcm	Contrast	0.3163568325325372	0.5736546169179658
log-sigma-3-0-mm-3D	glcm	Correlation	0.27551923075305085	0.5728473778666774
log-sigma-3-0-mm-3D	glcm	DifferenceAverage	0.3163568325325372	0.5348977211629861
log-sigma-3-0-mm-3D	glcm	DifferenceEntropy	0.8512056762663005	1.0381524539967115
log-sigma-3-0-mm-3D	glcm	DifferenceVariance	0.20166489707900717	0.2603847648516092
log-sigma-3-0-mm-3D	glcm	JointEnergy	0.3571318279164493	0.15193424780158418
log-sigma-3-0-mm-3D	glcm	JointEntropy	1.7028160078812842	3.007526590782177
log-sigma-3-0-mm-3D	glcm	Imc1	-0.1344098083729596	-0.2527558826253645
log-sigma-3-0-mm-3D	glcm	Imc2	0.3945821907816797	0.7419580856713335
log-sigma-3-0-mm-3D	glcm	Idm	0.8418215837337313	0.7364268289940049
log-sigma-3-0-mm-3D	glcm	Idmn	0.9367286334934927	0.9669395559887372
log-sigma-3-0-mm-3D	glcm	Id	0.8418215837337313	0.739010622044337
log-sigma-3-0-mm-3D	glcm	Idn	0.8945477224891543	0.8943123522925689
log-sigma-3-0-mm-3D	glcm	InverseVariance	0.3163568325325372	0.5009854373773787
log-sigma-3-0-mm-3D	glcm	MaximumProbability	0.5087995115071322	0.26824706968104167
log-sigma-3-0-mm-3D	glcm	SumEntropy	1.3864591753487472	2.429606273337974
log-sigma-3-0-mm-3D	glcm	SumSquares	0.2206016375022717	0.6790953959719095
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformity	15.996153154250605	54.73827930687047
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.56431238015288	0.31354602617407284
log-sigma-3-0-mm-3D	glrlm	GrayLevelVariance	0.21784380992356	0.7494659103216552
log-sigma-3-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	3.0271276113659984	6.564181228496867
log-sigma-3-0-mm-3D	glrlm	LongRunEmphasis	2.995480157350561	3.6812339471632525
log-sigma-3-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	9.565793934316018	19.89622783964377
log-sigma-3-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	1.3529017131091972	1.2920988540977463
log-sigma-3-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.4932180971585004	0.29328664888236666
log-sigma-3-0-mm-3D	glrlm	RunEntropy	2.095841813753293	3.026757024662536
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformity	13.941809875260715	91.52483397650616
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.47377016560263513	0.49078888018434774
log-sigma-3-0-mm-3D	glrlm	RunPercentage	0.6601073345259392	0.6538461538461539
log-sigma-3-0-mm-3D	glrlm	RunVariance	0.4959955973376256	0.8965141066090728
log-sigma-3-0-mm-3D	glrlm	ShortRunEmphasis	0.664490828513073	0.7038705364135871
log-sigma-3-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	1.9773113667715454	5.168744797837335
log-sigma-3-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.33628569394845503	0.17457785516326416
log-sigma-3-0-mm-3D	glszm	GrayLevelNonUniformity	1.0	2.0
log-sigma-3-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.5	0.3333333333333333
log-sigma-3-0-mm-3D	glszm	GrayLevelVariance	0.25	1.3333333333333333
log-sigma-3-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	2.5	10.333333333333334
log-sigma-3-0-mm-3D	glszm	LargeAreaEmphasis	534.5	3854.3333333333335
log-sigma-3-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	1884.5	19888.666666666668
log-sigma-3-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	197.0	1105.2233796296296
log-sigma-3-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.625	0.25810185185185186
log-sigma-3-0-mm-3D	glszm	SizeZoneNonUniformity	1.0	1.0
log-sigma-3-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.5	0.16666666666666666
log-sigma-3-0-mm-3D	glszm	SmallAreaEmphasis	0.0035141354372123603	0.20886257655287
log-sigma-3-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	0.005180802103879027	3.340377567484179
log-sigma-3-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.0030974687705456936	0.013125264967062277
log-sigma-3-0-mm-3D	glszm	ZoneEntropy	0.9999999999999993	2.5849625007211543
log-sigma-3-0-mm-3D	glszm	ZonePercentage	0.046511627906976744	0.022388059701492536
log-sigma-3-0-mm-3D	glszm	ZoneVariance	72.25	1859.2222222222224
log-sigma-3-0-mm-3D	gldm	DependenceEntropy	3.8881492782505194	5.080258903880633
log-sigma-3-0-mm-3D	gldm	DependenceNonUniformity	4.906976744186046	19.23134328358209
log-sigma-3-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.1141157382368848	0.07175874359545556
log-sigma-3-0-mm-3D	gldm	DependenceVariance	9.48512709572742	16.53731343283582
log-sigma-3-0-mm-3D	gldm	GrayLevelNonUniformity	24.86046511627907	86.75373134328358
log-sigma-3-0-mm-3D	gldm	GrayLevelVariance	0.21092482422931313	0.7297282245488973
log-sigma-3-0-mm-3D	gldm	HighGrayLevelEmphasis	3.0930232558139537	5.91044776119403
log-sigma-3-0-mm-3D	gldm	LargeDependenceEmphasis	106.25581395348837	116.53731343283582
log-sigma-3-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	355.8837209302326	472.32835820895525
log-sigma-3-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	43.848837209302324	50.58823072139303
log-sigma-3-0-mm-3D	gldm	LowGrayLevelEmphasis	0.47674418604651164	0.3288505389718076
log-sigma-3-0-mm-3D	gldm	SmallDependenceEmphasis	0.013469768229440064	0.024442818201065038
log-sigma-3-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.03960109689616449	0.247658362304691
log-sigma-3-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.006936936062758958	0.004358328638628065
log-sigma-3-0-mm-3D	ngtdm	Busyness	2.8333716673891063	4.801705719793312
log-sigma-3-0-mm-3D	ngtdm	Coarseness	0.16144963040876525	0.038867339515014865
log-sigma-3-0-mm-3D	ngtdm	Complexity	0.28808754649494434	1.8217424024932451
log-sigma-3-0-mm-3D	ngtdm	Contrast	0.059239982981374444	0.043365588621713934
log-sigma-3-0-mm-3D	ngtdm	Strength	0.16560533017004372	0.16993543473785497
log-sigma-4-0-mm-3D	firstorder	10Percentile	2.811090898513794	-70.05337448120117
log-sigma-4-0-mm-3D	firstorder	90Percentile	8.830159187316895	-27.186584663391105
log-sigma-4-0-mm-3D	firstorder	Energy	4022106.243222636	16922852.564545818
log-sigma-4-0-mm-3D	firstorder	Entropy	-3.203426503814917e-16	1.4883378049170117
log-sigma-4-0-mm-3D	firstorder	InterquartileRange	3.990307331085205	24.28006362915039
log-sigma-4-0-mm-3D	firstorder	Kurtosis	1.9106414723111933	2.719792824064591
log-sigma-4-0-mm-3D	firstorder	Maximum	10.072868347167969	-0.02803516387939453
log-sigma-4-0-mm-3D	firstorder	MeanAbsoluteDeviation	1.982092587608721	13.692819772252102
log-sigma-4-0-mm-3D	firstorder	Mean	5.829865300378134	-49.26693025631691
log-sigma-4-0-mm-3D	firstorder	Median	5.802829742431641	-49.897674560546875
log-sigma-4-0-mm-3D	firstorder	Minimum	1.8462681770324707	-78.16181182861328
log-sigma-4-0-mm-3D	firstorder	Range	8.226600170135498	78.13377666473389
log-sigma-4-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	1.4833723204851808	10.064590987872636
log-sigma-4-0-mm-3D	firstorder	RootMeanSquared	305.83877205735325	251.28663365919004
log-sigma-4-0-mm-3D	firstorder	Skewness	0.05520644035120759	0.47635312425745907
log-sigma-4-0-mm-3D	firstorder	TotalEnergy	4022106.243222636	16922852.564545818
log-sigma-4-0-mm-3D	firstorder	Uniformity	1.0	0.40089663622187566
log-sigma-4-0-mm-3D	firstorder	Variance	5.4479839022499545	277.8999926773473
log-sigma-4-0-mm-3D	glcm	Autocorrelation	1.0	6.369378440969983
log-sigma-4-0-mm-3D	glcm	JointAverage	1.0	2.4766316056411366
log-sigma-4-0-mm-3D	glcm	ClusterProminence	0.0	4.758645495299356
log-sigma-4-0-mm-3D	glcm	ClusterShade	0.0	0.6648946924434203
log-sigma-4-0-mm-3D	glcm	ClusterTendency	0.0	1.314051396596257
log-sigma-4-0-mm-3D	glcm	Contrast	0.0	0.37555551193030073
log-sigma-4-0-mm-3D	glcm	Correlation	1.0	0.5510822178598063
log-sigma-4-0-mm-3D	glcm	DifferenceAverage	0.0	0.37046030964002835
log-sigma-4-0-mm-3D	glcm	DifferenceEntropy	-3.2034265038149176e-16	0.9288299512338992
log-sigma-4-0-mm-3D	glcm	DifferenceVariance	0.0	0.22635120413289905
log-sigma-4-0-mm-3D	glcm	JointEnergy	1.0	0.23966230275420422
log-sigma-4-0-mm-3D	glcm	JointEntropy	-3.2034265038149176e-16	2.469779056358772
log-sigma-4-0-mm-3D	glcm	Imc1	0.0	-0.2317306247819964
log-sigma-4-0-mm-3D	glcm	Imc2	0.0	0.6643400622918499
log-sigma-4-0-mm-3D	glcm	Idm	1.0	0.815279365409013
log-sigma-4-0-mm-3D	glcm	Idmn	1.0	0.977998414632752
log-sigma-4-0-mm-3D	glcm	Id	1.0	0.8156190455616978
log-sigma-4-0-mm-3D	glcm	Idn	1.0	0.9260777781483367
log-sigma-4-0-mm-3D	glcm	InverseVariance	0.0	0.36600200763603996
log-sigma-4-0-mm-3D	glcm	MaximumProbability	1.0	0.3809140761321839
log-sigma-4-0-mm-3D	glcm	SumEntropy	-3.2034265038149176e-16	2.091098221030837
log-sigma-4-0-mm-3D	glcm	SumSquares	0.0	0.4224017271316395
log-sigma-4-0-mm-3D	glrlm	GrayLevelNonUniformity	21.923076923076923	54.71755264465365
log-sigma-4-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	1.0	0.3660754533889691
log-sigma-4-0-mm-3D	glrlm	GrayLevelVariance	0.0	0.5626536768864618
log-sigma-4-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	1.0	7.827424707468869
log-sigma-4-0-mm-3D	glrlm	LongRunEmphasis	5.183731652962423	5.085501570057914
log-sigma-4-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	5.183731652962423	32.78192211757562
log-sigma-4-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	5.183731652962423	1.011161663129207
log-sigma-4-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	1.0	0.19019718925988574
log-sigma-4-0-mm-3D	glrlm	RunEntropy	1.54676091449175	3.133272218981309
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformity	8.149780703626856	59.25654545623222
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.3636739048003923	0.37610814791374697
log-sigma-4-0-mm-3D	glrlm	RunPercentage	0.5098389982110911	0.5548220436280139
log-sigma-4-0-mm-3D	glrlm	RunVariance	0.7227214901772574	1.298879091018546
log-sigma-4-0-mm-3D	glrlm	ShortRunEmphasis	0.45535113628062346	0.5980859358535094
log-sigma-4-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	0.45535113628062346	5.211538060534147
log-sigma-4-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.45535113628062346	0.11059971544594807
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformity	1.0	1.4
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	1.0	0.28
log-sigma-4-0-mm-3D	glszm	GrayLevelVariance	0.0	1.36
log-sigma-4-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	1.0	9.2
log-sigma-4-0-mm-3D	glszm	LargeAreaEmphasis	1849.0	5711.2
log-sigma-4-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	1849.0	36170.6
log-sigma-4-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	1849.0	1074.0305555555556
log-sigma-4-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	1.0	0.2972222222222222
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformity	1.0	1.4
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	1.0	0.28
log-sigma-4-0-mm-3D	glszm	SmallAreaEmphasis	0.0005408328826392645	0.008884050706164819
log-sigma-4-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	0.0005408328826392645	0.08065511435986158
log-sigma-4-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.0005408328826392645	0.004384958830983374
log-sigma-4-0-mm-3D	glszm	ZoneEntropy	-3.203426503814917e-16	2.321928094887361
log-sigma-4-0-mm-3D	glszm	ZonePercentage	0.023255813953488372	0.018656716417910446
log-sigma-4-0-mm-3D	glszm	ZoneVariance	0.0	2838.2400000000002
log-sigma-4-0-mm-3D	gldm	DependenceEntropy	3.826941500442395	5.18225891760385
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformity	3.6511627906976742	15.417910447761194
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.08491076257436452	0.05752951659612386
log-sigma-4-0-mm-3D	gldm	DependenceVariance	20.19037317468902	26.654878592114056
log-sigma-4-0-mm-3D	gldm	GrayLevelNonUniformity	43.0	107.44029850746269
log-sigma-4-0-mm-3D	gldm	GrayLevelVariance	0.0	0.47631710848741365
log-sigma-4-0-mm-3D	gldm	HighGrayLevelEmphasis	1.0	7.085820895522388
log-sigma-4-0-mm-3D	gldm	LargeDependenceEmphasis	209.09302325581396	184.77611940298507
log-sigma-4-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	209.09302325581396	1046.4514925373135
log-sigma-4-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	209.09302325581396	38.6301824212272
log-sigma-4-0-mm-3D	gldm	LowGrayLevelEmphasis	1.0	0.19475538971807627
log-sigma-4-0-mm-3D	gldm	SmallDependenceEmphasis	0.007231172988188526	0.014303062872888742
log-sigma-4-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.007231172988188526	0.14624288259325713
log-sigma-4-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.007231172988188526	0.002701920985995193
log-sigma-4-0-mm-3D	ngtdm	Busyness	0.0	3.220256506499058
log-sigma-4-0-mm-3D	ngtdm	Coarseness	1000000.0	0.03646940581602893
log-sigma-4-0-mm-3D	ngtdm	Complexity	0.0	1.7426899881837958
log-sigma-4-0-mm-3D	ngtdm	Contrast	0.0	0.023528611830888013
log-sigma-4-0-mm-3D	ngtdm	Strength	0.0	0.1743761180089023
log-sigma-5-0-mm-3D	firstorder	10Percentile	4.625591564178467	-59.37305793762207
log-sigma-5-0-mm-3D	firstorder	90Percentile	8.308881187438965	-24.231485366821282
log-sigma-5-0-mm-3D	firstorder	Energy	4044488.2779037734	18000139.508711353
log-sigma-5-0-mm-3D	firstorder	Entropy	-3.203426503814917e-16	1.3234790163062502
log-sigma-5-0-mm-3D	firstorder	InterquartileRange	1.9778316020965576	18.380207061767578
log-sigma-5-0-mm-3D	firstorder	Kurtosis	2.046591215354949	3.07150251297289
log-sigma-5-0-mm-3D	firstorder	Maximum	8.541313171386719	1.487051010131836
log-sigma-5-0-mm-3D	firstorder	MeanAbsoluteDeviation	1.1192113954741096	11.187276395372624
log-sigma-5-0-mm-3D	firstorder	Mean	6.6857421010039575	-41.219981189984
log-sigma-5-0-mm-3D	firstorder	Median	6.816840648651123	-41.148366928100586
log-sigma-5-0-mm-3D	firstorder	Minimum	4.036747932434082	-68.9422607421875
log-sigma-5-0-mm-3D	firstorder	Range	4.504565238952637	70.42931175231934
log-sigma-5-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	0.8315033811949283	7.753645616615169
log-sigma-5-0-mm-3D	firstorder	RootMeanSquared	306.6885503699066	259.161531982219
log-sigma-5-0-mm-3D	firstorder	Skewness	-0.43834898825549035	0.3985544528416058
log-sigma-5-0-mm-3D	firstorder	TotalEnergy	4044488.2779037734	18000139.508711353
log-sigma-5-0-mm-3D	firstorder	Uniformity	1.0	0.4624359545555803
log-sigma-5-0-mm-3D	firstorder	Variance	1.722519951206124	197.60152405849044
log-sigma-5-0-mm-3D	glcm	Autocorrelation	1.0	3.36379077138855
log-sigma-5-0-mm-3D	glcm	JointAverage	1.0	1.7771102972656836
log-sigma-5-0-mm-3D	glcm	ClusterProminence	0.0	3.344969444715133
log-sigma-5-0-mm-3D	glcm	ClusterShade	0.0	0.0962396485374413
log-sigma-5-0-mm-3D	glcm	ClusterTendency	0.0	1.0835064127781848
log-sigma-5-0-mm-3D	glcm	Contrast	0.0	0.26417637345327105
log-sigma-5-0-mm-3D	glcm	Correlation	1.0	0.607554450444768
log-sigma-5-0-mm-3D	glcm	DifferenceAverage	0.0	0.2633263947027398
log-sigma-5-0-mm-3D	glcm	DifferenceEntropy	-3.2034265038149176e-16	0.7980594765126838
log-sigma-5-0-mm-3D	glcm	DifferenceVariance	0.0	0.18515498095798447
log-sigma-5-0-mm-3D	glcm	JointEnergy	1.0	0.3126092270211219
log-sigma-5-0-mm-3D	glcm	JointEntropy	-3.2034265038149176e-16	2.1186856021454323
log-sigma-5-0-mm-3D	glcm	Imc1	0.0	-0.30356843819014534
log-sigma-5-0-mm-3D	glcm	Imc2	0.0	0.699155589058187
log-sigma-5-0-mm-3D	glcm	Idm	1.0	0.8684218005236832
log-sigma-5-0-mm-3D	glcm	Idmn	1.0	0.9844752129512876
log-sigma-5-0-mm-3D	glcm	Id	1.0	0.8684784657737186
log-sigma-5-0-mm-3D	glcm	Idn	1.0	0.9473630536844697
log-sigma-5-0-mm-3D	glcm	InverseVariance	0.0	0.2625826632960249
log-sigma-5-0-mm-3D	glcm	MaximumProbability	1.0	0.48794964849110334
log-sigma-5-0-mm-3D	glcm	SumEntropy	-3.2034265038149176e-16	1.8557841968179585
log-sigma-5-0-mm-3D	glcm	SumSquares	0.0	0.336920696557864
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformity	21.923076923076923	53.32237097803872
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	1.0	0.40916525081612387
log-sigma-5-0-mm-3D	glrlm	GrayLevelVariance	0.0	0.4617987146915083
log-sigma-5-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	1.0	4.180454255900629
log-sigma-5-0-mm-3D	glrlm	LongRunEmphasis	5.183731652962423	6.739472536800664
log-sigma-5-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	5.183731652962423	23.637658899318335
log-sigma-5-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	5.183731652962423	2.985186961051019
log-sigma-5-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	1.0	0.42128412013359645
log-sigma-5-0-mm-3D	glrlm	RunEntropy	1.54676091449175	3.1886549697128754
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformity	8.149780703626856	43.479571833557024
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.3636739048003923	0.31388603173390084
log-sigma-5-0-mm-3D	glrlm	RunPercentage	0.5098389982110911	0.48277841561423646
log-sigma-5-0-mm-3D	glrlm	RunVariance	0.7227214901772574	1.5734074844915233
log-sigma-5-0-mm-3D	glrlm	ShortRunEmphasis	0.45535113628062346	0.47778092261721816
log-sigma-5-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	0.45535113628062346	2.370700810642252
log-sigma-5-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.45535113628062346	0.17866995581551934
log-sigma-5-0-mm-3D	glszm	GrayLevelNonUniformity	1.0	2.0
log-sigma-5-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	1.0	0.3333333333333333
log-sigma-5-0-mm-3D	glszm	GrayLevelVariance	0.0	0.8888888888888888
log-sigma-5-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	1.0	8.0
log-sigma-5-0-mm-3D	glszm	LargeAreaEmphasis	1849.0	5501.333333333333
log-sigma-5-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	1849.0	19798.5
log-sigma-5-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	1849.0	2045.1030092592591
log-sigma-5-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	1.0	0.2743055555555555
