Image type	Feature Class	Feature Name	RTSTRUCT: ANON_6_segment_Lt flax frontal071720	RTSTRUCT: ANON_6_segment_Rt ant frontal071720	RTSTRUCT: ANON_6_segment_Lt occipital 071720	RTSTRUCT: ANON_6_segment_Ltlat pcerebellar 071720	RTSTRUCT: ANON_6_segment_Lt temporal071720
log-sigma-4-0-mm-3D	firstorder	TotalEnergy	10025771.319318306	6676682.50151393	7337929.904851299	3833825.2915471946	1192987.558763926
log-sigma-4-0-mm-3D	firstorder	Uniformity	0.5457003785830179	0.5270416441319632	0.8071585098612126	1.0	1.0
log-sigma-4-0-mm-3D	firstorder	Variance	52.34878466796206	52.781172174421236	36.26841536486383	3.2661413198424443	2.879584198474407
log-sigma-4-0-mm-3D	glcm	Autocorrelation	2.660182307223181	2.6881736162464347	3.557993259434465	1.0	1.0
log-sigma-4-0-mm-3D	glcm	JointAverage	1.5964496143692353	1.601419132976133	1.878412137799985	1.0	1.0
log-sigma-4-0-mm-3D	glcm	ClusterProminence	0.7558705927208837	0.7872169209804141	0.47443885391941887	0.0	0.0
log-sigma-4-0-mm-3D	glcm	ClusterShade	-0.22337184680665725	-0.24657558040400562	-0.2950083835839493	0.0	0.0
log-sigma-4-0-mm-3D	glcm	ClusterTendency	0.7037035159178665	0.72628691993672	0.2724615297460033	0.0	0.0
log-sigma-4-0-mm-3D	glcm	Contrast	0.25833307176904896	0.23216756536392852	0.15448630793097956	0.0	0.0
log-sigma-4-0-mm-3D	glcm	Correlation	0.46352311141251423	0.5153438030657423	0.275770475545977	1.0	1.0
log-sigma-4-0-mm-3D	glcm	DifferenceAverage	0.25833307176904896	0.23216756536392852	0.15448630793097956	0.0	0.0
log-sigma-4-0-mm-3D	glcm	DifferenceEntropy	0.8067725106525158	0.711982755747813	0.6101205825151955	-3.2034265038149176e-16	-3.2034265038149176e-16
log-sigma-4-0-mm-3D	glcm	DifferenceVariance	0.18690594185404327	0.1604019019660124	0.1288916814951404	0.0	0.0
log-sigma-4-0-mm-3D	glcm	JointEnergy	0.33207576430249897	0.3603708553836633	0.6576343996663684	1.0	1.0
log-sigma-4-0-mm-3D	glcm	JointEntropy	1.7694350376840309	1.6707981579704119	1.009730819224747	-3.2034265038149176e-16	-3.2034265038149176e-16
log-sigma-4-0-mm-3D	glcm	Imc1	-0.18070893347498174	-0.27692750393559307	-0.1069661116606179	0.0	0.0
log-sigma-4-0-mm-3D	glcm	Imc2	0.5135016775052466	0.5670515141494136	0.26949225268182614	0.0	0.0
log-sigma-4-0-mm-3D	glcm	Idm	0.8708334641154756	0.8839162173180358	0.9227568460345102	1.0	1.0
log-sigma-4-0-mm-3D	glcm	Idmn	0.9483333856461902	0.9535664869272141	0.9691027384138041	1.0	1.0
log-sigma-4-0-mm-3D	glcm	Id	0.8708334641154756	0.8839162173180358	0.9227568460345102	1.0	1.0
log-sigma-4-0-mm-3D	glcm	Idn	0.9138889760769838	0.9226108115453572	0.9485045640230069	1.0	1.0
log-sigma-4-0-mm-3D	glcm	InverseVariance	0.25833307176904896	0.23216756536392852	0.15448630793097956	0.0	0.0
log-sigma-4-0-mm-3D	glcm	MaximumProbability	0.46728307848471073	0.4853353502941686	0.8011689838344952	1.0	1.0
log-sigma-4-0-mm-3D	glcm	SumEntropy	1.511101965914982	1.4386305926064837	0.8552445112937678	-3.2034265038149176e-16	-3.2034265038149176e-16
log-sigma-4-0-mm-3D	glcm	SumSquares	0.24050914692172887	0.23961362132516215	0.1067369594192457	0.0	0.0
log-sigma-4-0-mm-3D	glrlm	GrayLevelNonUniformity	37.04755817464012	23.32660738451021	35.248091335667375	21.076923076923077	10.692307692307692
log-sigma-4-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.5593978574268984	0.5231169797661168	0.7121422394209471	1.0	1.0
log-sigma-4-0-mm-3D	glrlm	GrayLevelVariance	0.22030107128655077	0.23844151011694162	0.1439288802895264	0.0	0.0
log-sigma-4-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	3.0145290542296204	2.8149246826212657	3.4745128191697736	1.0	1.0
log-sigma-4-0-mm-3D	glrlm	LongRunEmphasis	5.265035474005915	5.036008354596957	6.814130267150441	5.651610297474065	3.1822493745570672
log-sigma-4-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	15.656419763644466	14.719120854426835	25.964452251897562	5.651610297474065	3.1822493745570672
log-sigma-4-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	2.6671894015962776	2.615230229639486	2.0265497709636615	5.651610297474065	3.1822493745570672
log-sigma-4-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.49636773644259485	0.5462688293446835	0.38137179520755676	1.0	1.0
log-sigma-4-0-mm-3D	glrlm	RunEntropy	2.603988306888471	2.500559525937928	2.3636918746647693	1.5312296764839433	1.0248255894299358
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformity	22.68142624920782	16.951003323782302	14.569495076452434	8.344430522893665	5.444077290231136
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.33008456028239963	0.36014900125063665	0.2887897533802664	0.38748505489088664	0.5072961352387055
log-sigma-4-0-mm-3D	glrlm	RunPercentage	0.5140131186642815	0.5196779964221825	0.44629244629244624	0.46837606837606827	0.6289592760180996
log-sigma-4-0-mm-3D	glrlm	RunVariance	1.0744391612960267	0.7323373150152541	1.2012813104596345	0.7006430858468439	0.3262181940650907
log-sigma-4-0-mm-3D	glrlm	ShortRunEmphasis	0.5165754197604413	0.4687619241454742	0.4074210282342637	0.36811526525545324	0.5812244498141934
log-sigma-4-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	1.6504405062687508	1.325766010587471	1.2565066767396575	0.36811526525545324	0.5812244498141934
log-sigma-4-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.23310914813336403	0.254510902534975	0.19514961610791517	0.36811526525545324	0.5812244498141934
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformity	1.0	1.0	1.0	1.0	1.0
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.5	0.5	0.5	1.0	1.0
log-sigma-4-0-mm-3D	glszm	GrayLevelVariance	0.25	0.25	0.25	0.0	0.0
log-sigma-4-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	2.5	2.5	2.5	1.0	1.0
log-sigma-4-0-mm-3D	glszm	LargeAreaEmphasis	4540.5	1949.0	4972.5	2025.0	289.0
log-sigma-4-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	15124.5	6162.5	19674.0	2025.0	289.0
log-sigma-4-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	1894.5	895.625	1297.125	2025.0	289.0
log-sigma-4-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.625	0.625	0.625	1.0	1.0
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformity	1.0	1.0	1.0	1.0	1.0
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.5	0.5	0.5	1.0	1.0
log-sigma-4-0-mm-3D	glszm	SmallAreaEmphasis	0.0003177752582514487	0.0006371361107760343	0.0035232374247525762	0.0004938271604938272	0.0034602076124567475
log-sigma-4-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	0.0005303602922650542	0.0011711339747845783	0.003676283032343638	0.0004938271604938272	0.0034602076124567475
log-sigma-4-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.00026462899974804736	0.0005036366447738983	0.0034849760228548104	0.0004938271604938272	0.0034602076124567475
log-sigma-4-0-mm-3D	glszm	ZoneEntropy	0.9999999999999993	0.9999999999999993	0.9999999999999993	-3.203426503814917e-16	-3.203426503814917e-16
log-sigma-4-0-mm-3D	glszm	ZonePercentage	0.015503875968992248	0.023255813953488372	0.018018018018018018	0.022222222222222223	0.058823529411764705
log-sigma-4-0-mm-3D	glszm	ZoneVariance	380.25	100.0	1892.25	0.0	0.0
log-sigma-4-0-mm-3D	gldm	DependenceEntropy	4.935429682855779	4.772813337278977	4.370175552044074	3.518653373674754	2.469240782172282
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformity	8.286821705426357	6.27906976744186	6.81981981981982	4.644444444444445	3.7058823529411766
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.06423892794904153	0.0730124391563007	0.06143981819657495	0.10320987654320987	0.2179930795847751
log-sigma-4-0-mm-3D	gldm	DependenceVariance	22.789736193738356	17.063818280151434	28.72575277980684	18.590617283950618	7.522491349480969
log-sigma-4-0-mm-3D	gldm	GrayLevelNonUniformity	70.3953488372093	45.325581395348834	89.5945945945946	45.0	17.0
log-sigma-4-0-mm-3D	gldm	GrayLevelVariance	0.22714981070849108	0.2364791779340184	0.09642074506939373	0.0	0.0
log-sigma-4-0-mm-3D	gldm	HighGrayLevelEmphasis	2.953488372093023	2.8488372093023258	3.675675675675676	1.0	1.0
log-sigma-4-0-mm-3D	gldm	LargeDependenceEmphasis	208.72093023255815	199.0	265.77477477477476	238.2888888888889	120.88235294117646
log-sigma-4-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	596.1627906976744	583.5930232558139	1040.3963963963963	238.2888888888889	120.88235294117646
log-sigma-4-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	111.86046511627907	102.85174418604652	72.11936936936937	238.2888888888889	120.88235294117646
log-sigma-4-0-mm-3D	gldm	LowGrayLevelEmphasis	0.5116279069767442	0.5377906976744186	0.3310810810810811	1.0	1.0
log-sigma-4-0-mm-3D	gldm	SmallDependenceEmphasis	0.01055537112709976	0.007555420607257192	0.006496280312066975	0.005707152696380497	0.010748284176115251
log-sigma-4-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.035500475181455694	0.021324069096465458	0.020086161063593434	0.005707152696380497	0.010748284176115251
log-sigma-4-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.004319095113510773	0.004113258484955122	0.0030988101241853612	0.005707152696380497	0.010748284176115251
log-sigma-4-0-mm-3D	ngtdm	Busyness	8.534147541057255	5.397524571637519	2.439998142524609	0.0	0.0
log-sigma-4-0-mm-3D	ngtdm	Coarseness	0.061446118827877066	0.109131711782408	0.12228988685436433	1000000.0	1000000.0
log-sigma-4-0-mm-3D	ngtdm	Complexity	0.2523166029806003	0.21309859044323357	0.14733857787828172	0.0	0.0
log-sigma-4-0-mm-3D	ngtdm	Contrast	0.05499315837083366	0.04992496787624804	0.013354971077459333	0.0	0.0
log-sigma-4-0-mm-3D	ngtdm	Strength	0.06403892040272947	0.11015561951966354	0.13008719464045193	0.0	0.0
log-sigma-5-0-mm-3D	firstorder	10Percentile	-16.486609649658202	-24.66087055206299	-44.88656997680664	-4.341056251525879	-34.8138931274414
log-sigma-5-0-mm-3D	firstorder	90Percentile	-9.40369758605957	-10.430795192718506	-34.98782730102539	-3.2763178825378416	-29.735264205932616
log-sigma-5-0-mm-3D	firstorder	Energy	10580777.379719786	6827367.407338544	7485810.728957163	3948069.304846069	1214680.5368760992
log-sigma-5-0-mm-3D	firstorder	Entropy	-3.203426503814917e-16	0.36505518964028427	-3.203426503814917e-16	-3.203426503814917e-16	-3.203426503814917e-16
log-sigma-5-0-mm-3D	firstorder	InterquartileRange	3.3347930908203125	8.181515455245972	5.416786193847656	0.6988005638122559	2.19622802734375
log-sigma-5-0-mm-3D	firstorder	Kurtosis	4.299288065175041	2.355309704578368	3.388418520750917	2.9059050796199477	4.219479209643664
log-sigma-5-0-mm-3D	firstorder	Maximum	-4.218194484710693	-4.656846523284912	-27.921863555908203	-2.5176963806152344	-25.956218719482422
log-sigma-5-0-mm-3D	firstorder	MeanAbsoluteDeviation	2.1975966075830504	4.589096093061745	3.1966320781213935	0.3720056547941985	1.854926878193259
log-sigma-5-0-mm-3D	firstorder	Mean	-13.619917241177818	-18.29409310984057	-40.33903625419548	-3.799617984559801	-32.70627122766831
log-sigma-5-0-mm-3D	firstorder	Median	-14.349258422851562	-19.14413070678711	-41.13848876953125	-3.8142788410186768	-33.51203536987305
log-sigma-5-0-mm-3D	firstorder	Minimum	-16.989059448242188	-26.567649841308594	-46.30492401123047	-4.623376846313477	-35.214595794677734
log-sigma-5-0-mm-3D	firstorder	Range	12.770864963531494	21.91080331802368	18.383060455322266	2.105680465698242	9.258377075195312
log-sigma-5-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	1.4745408113091096	3.454563033622029	2.244677233133122	0.2663171659197126	1.151970744838376
log-sigma-5-0-mm-3D	firstorder	RootMeanSquared	286.394011940451	281.75874983500995	259.6916176870393	296.20073166861647	267.3046881123288
log-sigma-5-0-mm-3D	firstorder	Skewness	1.2890531995891845	0.5023367869946643	0.8473056408468551	0.4496428881014553	1.3803618150435508
log-sigma-5-0-mm-3D	firstorder	TotalEnergy	10580777.379719786	6827367.407338544	7485810.728957163	3948069.304846069	1214680.5368760992
log-sigma-5-0-mm-3D	firstorder	Uniformity	1.0	0.8702001081665764	1.0	1.0	1.0
log-sigma-5-0-mm-3D	firstorder	Variance	7.978274397333273	29.77513178054086	15.920203511377283	0.20713493103767638	5.858845812548943
log-sigma-5-0-mm-3D	glcm	Autocorrelation	1.0	3.7792084090371807	1.0	1.0	1.0
log-sigma-5-0-mm-3D	glcm	JointAverage	1.0	1.9412321417408587	1.0	1.0	1.0
log-sigma-5-0-mm-3D	glcm	ClusterProminence	0.0	0.22665212459696404	0.0	0.0	0.0
log-sigma-5-0-mm-3D	glcm	ClusterShade	0.0	-0.15238274240782335	0.0	0.0	0.0
log-sigma-5-0-mm-3D	glcm	ClusterTendency	0.0	0.13191895658245245	0.0	0.0	0.0
log-sigma-5-0-mm-3D	glcm	Contrast	0.0	0.08897603237079028	0.0	0.0	0.0
log-sigma-5-0-mm-3D	glcm	Correlation	1.0	0.16219325837634205	1.0	1.0	1.0
log-sigma-5-0-mm-3D	glcm	DifferenceAverage	0.0	0.08897603237079028	0.0	0.0	0.0
log-sigma-5-0-mm-3D	glcm	DifferenceEntropy	-3.2034265038149176e-16	0.4205616833628603	-3.2034265038149176e-16	-3.2034265038149176e-16	-3.2034265038149176e-16
log-sigma-5-0-mm-3D	glcm	DifferenceVariance	0.0	0.07989148323130021	0.0	0.0	0.0
log-sigma-5-0-mm-3D	glcm	JointEnergy	1.0	0.8096610222920785	1.0	1.0	1.0
log-sigma-5-0-mm-3D	glcm	JointEntropy	-3.2034265038149176e-16	0.591514855087427	-3.2034265038149176e-16	-3.2034265038149176e-16	-3.2034265038149176e-16
log-sigma-5-0-mm-3D	glcm	Imc1	0.0	-0.14444537283735986	0.0	0.0	0.0
log-sigma-5-0-mm-3D	glcm	Imc2	0.0	0.22069745280204686	0.0	0.0	0.0
log-sigma-5-0-mm-3D	glcm	Idm	1.0	0.9555119838146049	1.0	1.0	1.0
log-sigma-5-0-mm-3D	glcm	Idmn	1.0	0.9822047935258419	1.0	1.0	1.0
log-sigma-5-0-mm-3D	glcm	Id	1.0	0.9555119838146049	1.0	1.0	1.0
log-sigma-5-0-mm-3D	glcm	Idn	1.0	0.9703413225430698	1.0	1.0	1.0
log-sigma-5-0-mm-3D	glcm	InverseVariance	0.0	0.08897603237079028	0.0	0.0	0.0
log-sigma-5-0-mm-3D	glcm	MaximumProbability	1.0	0.8967441255554635	1.0	1.0	1.0
log-sigma-5-0-mm-3D	glcm	SumEntropy	-3.2034265038149176e-16	0.502538822716637	-3.2034265038149176e-16	-3.2034265038149176e-16	-3.2034265038149176e-16
log-sigma-5-0-mm-3D	glcm	SumSquares	0.0	0.055223747238310694	0.0	0.0	0.0
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformity	45.07692307692308	28.39996346211255	38.53846153846154	21.076923076923077	10.692307692307692
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	1.0	0.7644497655932198	1.0	1.0	1.0
log-sigma-5-0-mm-3D	glrlm	GrayLevelVariance	0.0	0.11777511720339014	0.0	0.0	0.0
log-sigma-5-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	1.0	3.587273594150115	1.0	1.0	1.0
log-sigma-5-0-mm-3D	glrlm	LongRunEmphasis	10.869334532665475	7.261914610083036	10.52761381465129	5.651610297474065	3.1822493745570672
log-sigma-5-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	10.869334532665475	28.316360950393936	10.52761381465129	5.651610297474065	3.1822493745570672
log-sigma-5-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	10.869334532665475	1.9983030250053118	10.52761381465129	5.651610297474065	3.1822493745570672
log-sigma-5-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	1.0	0.35318160146247113	1.0	1.0	1.0
log-sigma-5-0-mm-3D	glrlm	RunEntropy	2.0787179901428745	2.17187846147625	1.8543955035515463	1.5312296764839433	1.0248255894299358
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformity	11.860443797138345	11.03330240969377	11.832275962256833	8.344430522893665	5.444077290231136
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.2582535757258569	0.2920263825766421	0.3054857834880949	0.38748505489088664	0.5072961352387055
log-sigma-5-0-mm-3D	glrlm	RunPercentage	0.34943351222420993	0.43291592128801426	0.34719334719334716	0.46837606837606827	0.6289592760180996
log-sigma-5-0-mm-3D	glrlm	RunVariance	1.4896189652523673	1.125795247317409	1.0308440850661205	0.7006430858468439	0.3262181940650907
log-sigma-5-0-mm-3D	glrlm	ShortRunEmphasis	0.27469054915619445	0.38740169690550263	0.21690719083419818	0.36811526525545324	0.5812244498141934
log-sigma-5-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	0.27469054915619445	1.1932131294841843	0.21690719083419818	0.36811526525545324	0.5812244498141934
log-sigma-5-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.27469054915619445	0.18594883876083232	0.21690719083419818	0.36811526525545324	0.5812244498141934
log-sigma-5-0-mm-3D	glszm	GrayLevelNonUniformity	1.0	1.0	1.0	1.0	1.0
log-sigma-5-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	1.0	0.5	1.0	1.0	1.0
log-sigma-5-0-mm-3D	glszm	GrayLevelVariance	0.0	0.25	0.0	0.0	0.0
log-sigma-5-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	1.0	2.5	1.0	1.0	1.0
log-sigma-5-0-mm-3D	glszm	LargeAreaEmphasis	16641.0	3218.0	12321.0	2025.0	289.0
log-sigma-5-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	16641.0	12818.0	12321.0	2025.0	289.0
log-sigma-5-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	16641.0	818.0	12321.0	2025.0	289.0
log-sigma-5-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	1.0	0.625	1.0	1.0	1.0
log-sigma-5-0-mm-3D	glszm	SizeZoneNonUniformity	1.0	1.0	1.0	1.0	1.0
log-sigma-5-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	1.0	0.5	1.0	1.0	1.0
log-sigma-5-0-mm-3D	glszm	SmallAreaEmphasis	6.009254251547383e-05	0.013967013888888888	8.116224332440549e-05	0.0004938271604938272	0.0034602076124567475
log-sigma-5-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	6.009254251547383e-05	0.014201388888888888	8.116224332440549e-05	0.0004938271604938272	0.0034602076124567475
log-sigma-5-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	6.009254251547383e-05	0.013908420138888888	8.116224332440549e-05	0.0004938271604938272	0.0034602076124567475
log-sigma-5-0-mm-3D	glszm	ZoneEntropy	-3.203426503814917e-16	0.9999999999999993	-3.203426503814917e-16	-3.203426503814917e-16	-3.203426503814917e-16
log-sigma-5-0-mm-3D	glszm	ZonePercentage	0.007751937984496124	0.023255813953488372	0.009009009009009009	0.022222222222222223	0.058823529411764705
log-sigma-5-0-mm-3D	glszm	ZoneVariance	0.0	1369.0	0.0	0.0	0.0
log-sigma-5-0-mm-3D	gldm	DependenceEntropy	4.120388488382766	4.083474345363383	3.8159850163986513	3.518653373674754	2.469240782172282
log-sigma-5-0-mm-3D	gldm	DependenceNonUniformity	8.364341085271318	6.1395348837209305	9.522522522522523	4.644444444444445	3.7058823529411766
log-sigma-5-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.06483985337419626	0.0713899405083829	0.0857884911938966	0.10320987654320987	0.2179930795847751
log-sigma-5-0-mm-3D	gldm	DependenceVariance	31.380325701580432	33.86479177934019	27.377647918188458	18.590617283950618	7.522491349480969
log-sigma-5-0-mm-3D	gldm	GrayLevelNonUniformity	129.0	74.83720930232558	111.0	45.0	17.0
log-sigma-5-0-mm-3D	gldm	GrayLevelVariance	0.0	0.06489994591671173	0.0	0.0	0.0
log-sigma-5-0-mm-3D	gldm	HighGrayLevelEmphasis	1.0	3.7906976744186047	1.0	1.0	1.0
log-sigma-5-0-mm-3D	gldm	LargeDependenceEmphasis	352.3178294573643	281.74418604651163	350.4054054054054	238.2888888888889	120.88235294117646
log-sigma-5-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	352.3178294573643	1122.2325581395348	350.4054054054054	238.2888888888889	120.88235294117646
log-sigma-5-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	352.3178294573643	71.62209302325581	350.4054054054054	238.2888888888889	120.88235294117646
log-sigma-5-0-mm-3D	gldm	LowGrayLevelEmphasis	1.0	0.3023255813953488	1.0	1.0	1.0
log-sigma-5-0-mm-3D	gldm	SmallDependenceEmphasis	0.004375566668251944	0.008040843694216144	0.003940489915216172	0.005707152696380497	0.010748284176115251
log-sigma-5-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.004375566668251944	0.021504460048182402	0.003940489915216172	0.005707152696380497	0.010748284176115251
log-sigma-5-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.004375566668251944	0.004674939605724579	0.003940489915216172	0.005707152696380497	0.010748284176115251
log-sigma-5-0-mm-3D	ngtdm	Busyness	0.0	1.0321770079358907	0.0	0.0	0.0
log-sigma-5-0-mm-3D	ngtdm	Coarseness	1000000.0	0.2705163717792499	1000000.0	1000000.0	1000000.0
log-sigma-5-0-mm-3D	ngtdm	Complexity	0.0	0.08596823105577457	0.0	0.0	0.0
log-sigma-5-0-mm-3D	ngtdm	Contrast	0.0	0.006056686688496676	0.0	0.0	0.0
log-sigma-5-0-mm-3D	ngtdm	Strength	0.0	0.24919583023785694	0.0	0.0	0.0
wavelet-LLH	firstorder	10Percentile	-44.911007728052425	-68.81910796243349	-50.28988833991043	-79.41662058571688	-103.19214548760948
wavelet-LLH	firstorder	90Percentile	26.16057931018104	71.43565057754249	41.16922353150086	65.0559365426538	34.4798226186742
wavelet-LLH	firstorder	Energy	10665403.63408086	7706960.892156351	9437154.967844892	3959889.9966375437	1483962.671834824
wavelet-LLH	firstorder	Entropy	2.2078585670820585	2.907754928951859	2.536288306475501	3.073650822877426	1.6589797521242038
wavelet-LLH	firstorder	InterquartileRange	33.7264625522413	94.11918159154612	48.8287995218897	73.05507006561712	15.919875575617292
wavelet-LLH	firstorder	Kurtosis	4.07856164569176	1.753973328986489	3.089233052422116	2.104863735457728	2.4906357036721953
wavelet-LLH	firstorder	Maximum	78.96936090652535	93.86424503004372	90.87353942212226	100.7881480055272	45.43647415037424
wavelet-LLH	firstorder	MeanAbsoluteDeviation	23.019399097573203	46.67527497925082	29.345241985341765	46.25231377701218	43.44498609175758
wavelet-LLH	firstorder	Mean	-14.151615599589855	-5.431080826149328	-10.789586311354158	-8.33492508878908	-9.239665729028456
wavelet-LLH	firstorder	Median	-19.385422280744137	-14.882521962045697	-15.842446391203804	-2.301349452232208	13.788160998340311
wavelet-LLH	firstorder	Minimum	-75.60712437839814	-89.33636679787632	-77.09873116179533	-102.16670334947135	-108.44118092554287
wavelet-LLH	firstorder	Range	154.57648528492348	183.20061182792006	167.97227058391758	202.95485135499854	153.87765507591712
wavelet-LLH	firstorder	RobustMeanAbsoluteDeviation	13.879806245685893	37.464516858940414	20.38927051691243	34.10500810317461	29.0037523827665
wavelet-LLH	firstorder	RootMeanSquared	287.5370368335433	299.3590224586515	291.58088779055595	296.6438192189992	295.4520635782338
wavelet-LLH	firstorder	Skewness	0.9556592166709539	0.28130677698613793	0.7826434704961756	0.06211790813237277	-1.1045179918857473
wavelet-LLH	firstorder	TotalEnergy	10665403.63408086	7706960.892156351	9437154.967844892	3959889.9966375437	1483962.671834824
wavelet-LLH	firstorder	Uniformity	0.27408208641307613	0.1400757166035695	0.20396071747423097	0.1328395061728395	0.37024221453287204
wavelet-LLH	firstorder	Variance	968.2486866897825	2844.976184148874	1376.7507387711335	2929.0395578720195	2750.3498872695845
wavelet-LLH	glcm	Autocorrelation	14.75194054899571	19.253394547084035	16.21769510872547	28.23481524609301	26.783333333333335
wavelet-LLH	glcm	JointAverage	3.794538614940559	4.10845676312742	3.9209026986285944	5.156057569207149	5.121474358974359
wavelet-LLH	glcm	ClusterProminence	60.834056787874864	416.5921132294564	119.18331865843737	432.3255506596355	318.78294086427184
wavelet-LLH	glcm	ClusterShade	6.662000569105873	17.539119430522163	12.695349144385945	8.167713865956129	-28.410605146011395
wavelet-LLH	glcm	ClusterTendency	3.3868601747973583	14.863821709042238	5.821835496113205	14.608010921904167	10.012686965811968
wavelet-LLH	glcm	Contrast	1.9785406105834404	5.388272774093291	2.450309872591063	8.037598735836418	8.572435897435897
wavelet-LLH	glcm	Correlation	0.26861079523706805	0.4636379745983629	0.38644733607816895	0.28480176776401867	0.1576460598057488
wavelet-LLH	glcm	DifferenceAverage	0.932522792604961	1.6638449565421196	1.133626960738869	2.273256629123008	2.0544871794871797
wavelet-LLH	glcm	DifferenceEntropy	1.7292872109844473	2.17253671197891	1.8489933047728253	2.2994497001940415	0.9108783740432288
wavelet-LLH	glcm	DifferenceVariance	1.045226392364713	2.2930839082931587	1.0602354578851132	2.082825160864736	2.3461057692307694
wavelet-LLH	glcm	JointEnergy	0.11125978393500091	0.037851626067273346	0.06788946845542891	0.04176741862562271	0.3095138888888889
wavelet-LLH	glcm	JointEntropy	3.8355329453831817	4.978520749997168	4.369576995896224	4.786154580066162	1.9434793418528227
wavelet-LLH	glcm	Imc1	-0.1604471380746824	-0.2618951872585608	-0.1809980053647125	-0.4676736848446429	-0.7381544591700978
wavelet-LLH	glcm	Imc2	0.6669405174282547	0.8485933983759103	0.7169180993109078	0.9709841427785901	0.9411529539157022
wavelet-LLH	glcm	Idm	0.6262824564021537	0.4662380097382719	0.5561021396519751	0.3365547718841632	0.48101142823993503
wavelet-LLH	glcm	Idmn	0.9732970575669675	0.9349218826190836	0.9662201888872395	0.9326885989057304	0.8802119249426941
wavelet-LLH	glcm	Id	0.6531324057866599	0.5198408264147932	0.5950593276477814	0.42357222861491856	0.5260470085470086
wavelet-LLH	glcm	Idn	0.9063937553760423	0.8481114246816575	0.8870844199660698	0.8296690901552981	0.8116598679098679
wavelet-LLH	glcm	InverseVariance	0.4523772355929363	0.43125184705854996	0.4641614968857502	0.29798482280641536	0.3893445512820512
wavelet-LLH	glcm	MaximumProbability	0.2241824869385922	0.07644152319298482	0.13724418825330692	0.08345382427756219	0.39615384615384613
wavelet-LLH	glcm	SumEntropy	2.67903465258868	3.5291553157240405	3.038104787355888	3.3606925170839026	1.222966521340003
wavelet-LLH	glcm	SumSquares	1.3413501963451997	5.0630236207838815	2.0680363421760672	5.661402414435148	4.646280715811965
wavelet-LLH	glrlm	GrayLevelNonUniformity	22.90599078326982	10.24647529154212	16.461402021202254	5.400284105248905	5.258398464280817
wavelet-LLH	glrlm	GrayLevelNonUniformityNormalized	0.23809557058890765	0.13973053696828502	0.18647596976558967	0.13141347716710944	0.3478884258413985
