Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_48_segment_Lt Med Cerebellar	1: RTSTRUCT: ANON_48_segment_Lt Lat Cerebellar
log-sigma-2-0-mm-3D	glcm	Idmn	0.9617055140018846	0.968039691724582
log-sigma-2-0-mm-3D	glcm	Id	0.6549461587531293	0.5582338997702618
log-sigma-2-0-mm-3D	glcm	Idn	0.8765427903192666	0.8797998903592
log-sigma-2-0-mm-3D	glcm	InverseVariance	0.5509051277515891	0.500142278693927
log-sigma-2-0-mm-3D	glcm	MaximumProbability	0.15356731991973385	0.08385659678861393
log-sigma-2-0-mm-3D	glcm	SumEntropy	2.6777555395840698	3.3020591486035604
log-sigma-2-0-mm-3D	glcm	SumSquares	0.9103989364113174	2.155618121982527
log-sigma-2-0-mm-3D	glrlm	GrayLevelNonUniformity	31.895072945378974	29.647137794482106
log-sigma-2-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.2824911670739226	0.193274856441166
log-sigma-2-0-mm-3D	glrlm	GrayLevelVariance	0.9514526196284708	2.144138974647528
log-sigma-2-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	14.068159971114458	27.013002682686537
log-sigma-2-0-mm-3D	glrlm	LongRunEmphasis	2.071377933649838	1.6665929858776647
log-sigma-2-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	26.77588089988693	42.47530585199118
log-sigma-2-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	0.22991065363353544	0.10993231175386996
log-sigma-2-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.109528593862632	0.06337036661732712
log-sigma-2-0-mm-3D	glrlm	RunEntropy	2.8268583840891566	3.208693109763001
log-sigma-2-0-mm-3D	glrlm	RunLengthNonUniformity	70.7916511220335	108.40385683940029
log-sigma-2-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.6185911836229594	0.7045852350880204
log-sigma-2-0-mm-3D	glrlm	RunPercentage	0.7734457323498418	0.8336120401337793
log-sigma-2-0-mm-3D	glrlm	RunVariance	0.3426415002888331	0.21616825394073777
log-sigma-2-0-mm-3D	glrlm	ShortRunEmphasis	0.8086259311113341	0.8640376885047284
log-sigma-2-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	11.7899557914058	23.922438500711184
log-sigma-2-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.08725835600633237	0.05351726452254732
log-sigma-2-0-mm-3D	glszm	GrayLevelNonUniformity	4.0	3.933333333333333
log-sigma-2-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.4	0.26222222222222225
log-sigma-2-0-mm-3D	glszm	GrayLevelVariance	2.0	4.595555555555555
log-sigma-2-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	18.0	37.46666666666667
log-sigma-2-0-mm-3D	glszm	LargeAreaEmphasis	565.4	410.8
log-sigma-2-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	7230.5	10696.333333333334
log-sigma-2-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	52.50825	20.269222033257748
log-sigma-2-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.16636111111111113	0.11103306878306878
log-sigma-2-0-mm-3D	glszm	SizeZoneNonUniformity	1.6	3.1333333333333333
log-sigma-2-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.16	0.2088888888888889
log-sigma-2-0-mm-3D	glszm	SmallAreaEmphasis	0.33622936058701836	0.43728182772305346
log-sigma-2-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	7.798237690031128	20.193308269914823
log-sigma-2-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.03751787665484464	0.07373407921128715
log-sigma-2-0-mm-3D	glszm	ZoneEntropy	2.846439344671013	3.323231428797617
log-sigma-2-0-mm-3D	glszm	ZonePercentage	0.0684931506849315	0.08152173913043478
log-sigma-2-0-mm-3D	glszm	ZoneVariance	352.24	260.3288888888889
log-sigma-2-0-mm-3D	gldm	DependenceEntropy	4.523208447755717	4.8364225823553735
log-sigma-2-0-mm-3D	gldm	DependenceNonUniformity	17.47945205479452	27.097826086956523
log-sigma-2-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.11972227434790768	0.14727079395085066
log-sigma-2-0-mm-3D	gldm	DependenceVariance	5.987990242071683	3.7958412098298675
log-sigma-2-0-mm-3D	gldm	GrayLevelNonUniformity	41.54794520547945	35.65217391304348
log-sigma-2-0-mm-3D	gldm	GrayLevelVariance	0.9182304372302496	2.1400933364839316
log-sigma-2-0-mm-3D	gldm	HighGrayLevelEmphasis	13.554794520547945	26.331521739130434
log-sigma-2-0-mm-3D	gldm	LargeDependenceEmphasis	53.465753424657535	32.16304347826087
log-sigma-2-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	587.568493150685	698.320652173913
log-sigma-2-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	6.404674657534247	2.5027589686236813
log-sigma-2-0-mm-3D	gldm	LowGrayLevelEmphasis	0.11058789954337898	0.0646720490732525
log-sigma-2-0-mm-3D	gldm	SmallDependenceEmphasis	0.05235484560767867	0.08348445698730378
log-sigma-2-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.9956930052583627	3.146241793567266
log-sigma-2-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.00639967956271537	0.00814824725195452
log-sigma-2-0-mm-3D	ngtdm	Busyness	1.2359283974065116	0.6027161522070524
log-sigma-2-0-mm-3D	ngtdm	Coarseness	0.055932680261938025	0.04364950919291458
log-sigma-2-0-mm-3D	ngtdm	Complexity	5.060281460616047	18.552889181962268
log-sigma-2-0-mm-3D	ngtdm	Contrast	0.04634903408481354	0.055885301421910075
log-sigma-2-0-mm-3D	ngtdm	Strength	0.4377500377705119	0.8997060847914738
log-sigma-3-0-mm-3D	firstorder	10Percentile	-48.62050437927246	-55.93368415832519
log-sigma-3-0-mm-3D	firstorder	90Percentile	-14.357405662536621	-6.9979012012481645
log-sigma-3-0-mm-3D	firstorder	Energy	10602710.079823237	13550501.797407102
log-sigma-3-0-mm-3D	firstorder	Entropy	1.3025798827398096	1.6579348847825472
log-sigma-3-0-mm-3D	firstorder	InterquartileRange	19.388718605041504	28.863572597503662
log-sigma-3-0-mm-3D	firstorder	Kurtosis	2.11362697084333	2.304351724183694
log-sigma-3-0-mm-3D	firstorder	Maximum	-2.70822811126709	7.844757080078125
log-sigma-3-0-mm-3D	firstorder	MeanAbsoluteDeviation	11.078506956361744	15.350336539384774
log-sigma-3-0-mm-3D	firstorder	Mean	-30.83336112597217	-29.255054161600444
log-sigma-3-0-mm-3D	firstorder	Median	-30.6576509475708	-28.576562881469727
log-sigma-3-0-mm-3D	firstorder	Minimum	-55.55060577392578	-74.08175659179688
log-sigma-3-0-mm-3D	firstorder	Range	52.84237766265869	81.926513671875
log-sigma-3-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	8.41706342532717	11.258356048009881
log-sigma-3-0-mm-3D	firstorder	RootMeanSquared	269.4833982207392	271.3743383366366
log-sigma-3-0-mm-3D	firstorder	Skewness	0.09826299453260401	-0.3056844536954788
log-sigma-3-0-mm-3D	firstorder	TotalEnergy	10602710.079823237	13550501.797407102
log-sigma-3-0-mm-3D	firstorder	Uniformity	0.44379808594483017	0.35202032136105865
log-sigma-3-0-mm-3D	firstorder	Variance	170.62243385621733	341.20581060939116
log-sigma-3-0-mm-3D	glcm	Autocorrelation	4.8647492506504255	5.047202705027275
log-sigma-3-0-mm-3D	glcm	JointAverage	2.168254656015412	2.1767980545211283
log-sigma-3-0-mm-3D	glcm	ClusterProminence	2.84303845687652	7.611674719964037
log-sigma-3-0-mm-3D	glcm	ClusterShade	-0.11994506726305468	-0.0261049235748752
log-sigma-3-0-mm-3D	glcm	ClusterTendency	1.045346828892559	1.8357639384266191
log-sigma-3-0-mm-3D	glcm	Contrast	0.3986229806613932	0.6033659497102487
log-sigma-3-0-mm-3D	glcm	Correlation	0.446302946458232	0.5059507735972125
log-sigma-3-0-mm-3D	glcm	DifferenceAverage	0.39636053722247916	0.5516867853681084
log-sigma-3-0-mm-3D	glcm	DifferenceEntropy	0.944035066928908	1.1065586775959768
log-sigma-3-0-mm-3D	glcm	DifferenceVariance	0.23129963371809306	0.28617922794392303
log-sigma-3-0-mm-3D	glcm	JointEnergy	0.24578695317423518	0.14140150126256426
log-sigma-3-0-mm-3D	glcm	JointEntropy	2.382034211460192	3.026288073634153
log-sigma-3-0-mm-3D	glcm	Imc1	-0.1648341492125417	-0.16901263571086075
log-sigma-3-0-mm-3D	glcm	Imc2	0.5607233164765073	0.6358887471626639
log-sigma-3-0-mm-3D	glcm	Idm	0.8020459757326518	0.7293245237501598
log-sigma-3-0-mm-3D	glcm	Idmn	0.9602421224002721	0.9654198705642585
log-sigma-3-0-mm-3D	glcm	Id	0.8021968052952461	0.7327698013729692
log-sigma-3-0-mm-3D	glcm	Idn	0.9010229878663257	0.8913852817377831
log-sigma-3-0-mm-3D	glcm	InverseVariance	0.39438089921342934	0.5064675165687358
log-sigma-3-0-mm-3D	glcm	MaximumProbability	0.411908836188742	0.20734291629641788
log-sigma-3-0-mm-3D	glcm	SumEntropy	1.9798246585287258	2.396703590628144
log-sigma-3-0-mm-3D	glcm	SumSquares	0.36099245238848804	0.609782472034217
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformity	37.94375759221038	44.66284272453637
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.42300979675380207	0.36031639029173956
log-sigma-3-0-mm-3D	glrlm	GrayLevelVariance	0.4089827918379942	0.6024748817365483
log-sigma-3-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	5.932833304785045	6.659603804849909
log-sigma-3-0-mm-3D	glrlm	LongRunEmphasis	3.8167429758421294	2.9462267420153507
log-sigma-3-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	20.458404427485394	17.094225526846877
log-sigma-3-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	0.9728484570858285	0.9258665443002863
log-sigma-3-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.25742505957709927	0.2630521462006616
log-sigma-3-0-mm-3D	glrlm	RunEntropy	2.680465872209442	2.8292303524570395
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformity	40.130284934592595	62.95837429812933
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.4275358765326679	0.497234163911773
log-sigma-3-0-mm-3D	glrlm	RunPercentage	0.6138040042149632	0.673913043478261
log-sigma-3-0-mm-3D	glrlm	RunVariance	0.8025426772494195	0.6221691058144205
log-sigma-3-0-mm-3D	glrlm	ShortRunEmphasis	0.6396331761827218	0.7206233377208865
log-sigma-3-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	4.086802373510047	5.190570913541734
log-sigma-3-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.15664719292841658	0.1614783832172208
log-sigma-3-0-mm-3D	glszm	GrayLevelNonUniformity	1.5	2.0
log-sigma-3-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.375	0.3333333333333333
log-sigma-3-0-mm-3D	glszm	GrayLevelVariance	0.6875	1.3333333333333333
log-sigma-3-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	5.75	10.333333333333334
log-sigma-3-0-mm-3D	glszm	LargeAreaEmphasis	2338.5	1980.6666666666667
log-sigma-3-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	12758.5	12688.166666666666
log-sigma-3-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	514.0555555555555	444.5208333333333
log-sigma-3-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.3680555555555556	0.25810185185185186
log-sigma-3-0-mm-3D	glszm	SizeZoneNonUniformity	1.0	1.0
log-sigma-3-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.25	0.16666666666666666
log-sigma-3-0-mm-3D	glszm	SmallAreaEmphasis	0.25186417325511257	0.21528908016668116
log-sigma-3-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	2.2526933579071238	3.440607420901301
log-sigma-3-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.029533543363222378	0.01367743304765239
log-sigma-3-0-mm-3D	glszm	ZoneEntropy	1.9999999999999987	2.5849625007211543
log-sigma-3-0-mm-3D	glszm	ZonePercentage	0.0273972602739726	0.03260869565217391
log-sigma-3-0-mm-3D	glszm	ZoneVariance	1006.25	1040.2222222222222
log-sigma-3-0-mm-3D	gldm	DependenceEntropy	4.588011670358082	4.621297769931645
log-sigma-3-0-mm-3D	gldm	DependenceNonUniformity	11.068493150684931	19.25
log-sigma-3-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.07581159692249953	0.10461956521739131
log-sigma-3-0-mm-3D	gldm	DependenceVariance	15.724338525051603	10.619092627599244
log-sigma-3-0-mm-3D	gldm	GrayLevelNonUniformity	64.79452054794521	64.77173913043478
log-sigma-3-0-mm-3D	gldm	GrayLevelVariance	0.36930005629574025	0.6119742438563327
log-sigma-3-0-mm-3D	gldm	HighGrayLevelEmphasis	5.602739726027397	6.201086956521739
log-sigma-3-0-mm-3D	gldm	LargeDependenceEmphasis	137.63013698630138	100.45652173913044
log-sigma-3-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	658.1506849315068	481.2228260869565
log-sigma-3-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	36.31278538812786	40.7487922705314
log-sigma-3-0-mm-3D	gldm	LowGrayLevelEmphasis	0.2602739726027397	0.2930253623188406
log-sigma-3-0-mm-3D	gldm	SmallDependenceEmphasis	0.01902400190559702	0.024403188120561005
log-sigma-3-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.14453011251056547	0.2657319612655512
log-sigma-3-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.0035292032959691635	0.0037054507940758583
log-sigma-3-0-mm-3D	ngtdm	Busyness	4.438780325892355	2.78885044975482
log-sigma-3-0-mm-3D	ngtdm	Coarseness	0.05481986389682723	0.045127910380106315
log-sigma-3-0-mm-3D	ngtdm	Complexity	1.0320268623754894	2.117777340939745
log-sigma-3-0-mm-3D	ngtdm	Contrast	0.03975049523452252	0.03894347989235009
log-sigma-3-0-mm-3D	ngtdm	Strength	0.1423757220337667	0.21413002977149073
log-sigma-4-0-mm-3D	firstorder	10Percentile	-25.45751190185547	-9.180452442169189
log-sigma-4-0-mm-3D	firstorder	90Percentile	-0.26295168697834015	12.336235523223882
log-sigma-4-0-mm-3D	firstorder	Energy	12078735.235076163	16742010.810135253
log-sigma-4-0-mm-3D	firstorder	Entropy	0.9375727483073806	0.9855485948562839
log-sigma-4-0-mm-3D	firstorder	InterquartileRange	15.808822631835938	12.372853398323059
log-sigma-4-0-mm-3D	firstorder	Kurtosis	2.124325088441611	2.2298550485810797
log-sigma-4-0-mm-3D	firstorder	Maximum	11.642446517944336	21.799957275390625
log-sigma-4-0-mm-3D	firstorder	MeanAbsoluteDeviation	8.098065312130407	6.831604612558121
log-sigma-4-0-mm-3D	firstorder	Mean	-12.528374065070937	1.5335941450751347
log-sigma-4-0-mm-3D	firstorder	Median	-12.670552730560303	1.3489947319030762
log-sigma-4-0-mm-3D	firstorder	Minimum	-29.671794891357422	-16.497711181640625
log-sigma-4-0-mm-3D	firstorder	Range	41.31424140930176	38.29766845703125
log-sigma-4-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	6.182379440243902	5.128240505869202
log-sigma-4-0-mm-3D	firstorder	RootMeanSquared	287.6300805791118	301.64414329722644
log-sigma-4-0-mm-3D	firstorder	Skewness	0.12706184093623732	0.10160387723705586
log-sigma-4-0-mm-3D	firstorder	TotalEnergy	12078735.235076163	16742010.810135253
log-sigma-4-0-mm-3D	firstorder	Uniformity	0.6524676299493337	0.5099834593572778
log-sigma-4-0-mm-3D	firstorder	Variance	91.12753627454416	66.68078747079228
log-sigma-4-0-mm-3D	glcm	Autocorrelation	3.86294064896687	2.4167438071873995
log-sigma-4-0-mm-3D	glcm	JointAverage	1.9485967974908145	1.5118106624675096
log-sigma-4-0-mm-3D	glcm	ClusterProminence	1.1989248148669078	0.7635500715465218
log-sigma-4-0-mm-3D	glcm	ClusterShade	-0.16914623610341503	-0.03324354270960132
log-sigma-4-0-mm-3D	glcm	ClusterTendency	0.4779966182583688	0.7615692096693342
log-sigma-4-0-mm-3D	glcm	Contrast	0.21510334857578545	0.2373763604302577
log-sigma-4-0-mm-3D	glcm	Correlation	0.38008044367730154	0.5248549381363549
log-sigma-4-0-mm-3D	glcm	DifferenceAverage	0.21510334857578545	0.2373763604302577
log-sigma-4-0-mm-3D	glcm	DifferenceEntropy	0.738122980610024	0.7804094204119573
log-sigma-4-0-mm-3D	glcm	DifferenceVariance	0.16596030969498576	0.17847118054761024
log-sigma-4-0-mm-3D	glcm	JointEnergy	0.5308093467348605	0.3220560344025938
log-sigma-4-0-mm-3D	glcm	JointEntropy	1.533108796347057	1.779473460102005
log-sigma-4-0-mm-3D	glcm	Imc1	-0.16544078689851316	-0.2192415799871602
log-sigma-4-0-mm-3D	glcm	Imc2	0.4689249310669463	0.5799463332130063
log-sigma-4-0-mm-3D	glcm	Idm	0.8924483257121073	0.881311819784871
log-sigma-4-0-mm-3D	glcm	Idmn	0.9784896651424213	0.9525247279139484
log-sigma-4-0-mm-3D	glcm	Id	0.8924483257121073	0.881311819784871
log-sigma-4-0-mm-3D	glcm	Idn	0.9462241628560536	0.9208745465232475
log-sigma-4-0-mm-3D	glcm	InverseVariance	0.21510334857578545	0.2373763604302577
log-sigma-4-0-mm-3D	glcm	MaximumProbability	0.7163431924206022	0.3937913785734508
log-sigma-4-0-mm-3D	glcm	SumEntropy	1.3180054477712722	1.5420970996717478
log-sigma-4-0-mm-3D	glcm	SumSquares	0.17327499170853855	0.249736392524898
log-sigma-4-0-mm-3D	glrlm	GrayLevelNonUniformity	38.032381012600304	46.942450953291605
log-sigma-4-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.51260658421268	0.5342727443425548
log-sigma-4-0-mm-3D	glrlm	GrayLevelVariance	0.3208083030758149	0.23286362782872264
log-sigma-4-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	4.420869114723915	2.8919189180673084
log-sigma-4-0-mm-3D	glrlm	LongRunEmphasis	5.8683144697406515	5.9822095644186675
log-sigma-4-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	23.54132384729065	15.545058917996942
log-sigma-4-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	1.7400846741832392	3.5914972260240985
log-sigma-4-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.3377355092138031	0.527020270483173
log-sigma-4-0-mm-3D	glrlm	RunEntropy	2.790543967160226	2.7643043160878653
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformity	24.627379583743576	26.721137988362063
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.3207097784626128	0.295075679173509
log-sigma-4-0-mm-3D	glrlm	RunPercentage	0.5042149631190728	0.4778428093645485
log-sigma-4-0-mm-3D	glrlm	RunVariance	1.4044614666002349	1.2103324415646421
log-sigma-4-0-mm-3D	glrlm	ShortRunEmphasis	0.5255232569086498	0.46989569111159324
log-sigma-4-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	2.5963966620701737	1.5140783748749962
log-sigma-4-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.18445439719422252	0.20885002017074245
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformity	3.0	1.0
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.5	0.5
log-sigma-4-0-mm-3D	glszm	GrayLevelVariance	0.5833333333333334	0.25
log-sigma-4-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	6.833333333333333	2.5
log-sigma-4-0-mm-3D	glszm	LargeAreaEmphasis	2300.3333333333335	8633.0
log-sigma-4-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	9148.333333333334	25170.5
log-sigma-4-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	605.0	4498.625
log-sigma-4-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.2824074074074074	0.625
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformity	1.3333333333333333	1.0
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.2222222222222222	0.5
log-sigma-4-0-mm-3D	glszm	SmallAreaEmphasis	0.2527210408837461	0.0001254668400501257
log-sigma-4-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	2.2692191043786054	0.0002615212618188332
log-sigma-4-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.028660539641947036	9.145323460794882e-05
log-sigma-4-0-mm-3D	glszm	ZoneEntropy	2.2516291673878213	0.9999999999999993
log-sigma-4-0-mm-3D	glszm	ZonePercentage	0.0410958904109589	0.010869565217391304
log-sigma-4-0-mm-3D	glszm	ZoneVariance	1708.2222222222222	169.0
log-sigma-4-0-mm-3D	gldm	DependenceEntropy	4.793460141338593	4.925991068426043
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformity	7.383561643835616	12.695652173913043
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.05057234002627135	0.06899810964083176
log-sigma-4-0-mm-3D	gldm	DependenceVariance	35.13867517357853	21.026819470699433
log-sigma-4-0-mm-3D	gldm	GrayLevelNonUniformity	95.26027397260275	93.83695652173913
log-sigma-4-0-mm-3D	gldm	GrayLevelVariance	0.20529179958716456	0.24500827032136108
log-sigma-4-0-mm-3D	gldm	HighGrayLevelEmphasis	4.1506849315068495	2.7119565217391304
log-sigma-4-0-mm-3D	gldm	LargeDependenceEmphasis	228.08219178082192	233.4891304347826
log-sigma-4-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	892.5205479452055	560.6358695652174
log-sigma-4-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	64.02739726027397	151.7024456521739
log-sigma-4-0-mm-3D	gldm	LowGrayLevelEmphasis	0.3188736681887367	0.5720108695652174
log-sigma-4-0-mm-3D	gldm	SmallDependenceEmphasis	0.02428760407767467	0.006531654331600649
log-sigma-4-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.1821889816780235	0.01973059840239767
log-sigma-4-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.004875972631059066	0.003231918313901394
log-sigma-4-0-mm-3D	ngtdm	Busyness	2.28572204931573	14.230030615623825
log-sigma-4-0-mm-3D	ngtdm	Coarseness	0.07392914704220882	0.04935267500863985
log-sigma-4-0-mm-3D	ngtdm	Complexity	0.6326551783081938	0.22024267611610596
log-sigma-4-0-mm-3D	ngtdm	Contrast	0.015442167440074971	0.05296798921281047
log-sigma-4-0-mm-3D	ngtdm	Strength	0.158828976327489	0.05027816635361694
log-sigma-5-0-mm-3D	firstorder	10Percentile	-10.312169551849365	-2.1593452572822565
log-sigma-5-0-mm-3D	firstorder	90Percentile	9.559476852416992	28.145259666442872
log-sigma-5-0-mm-3D	firstorder	Energy	13128974.822240667	18202655.683742926
log-sigma-5-0-mm-3D	firstorder	Entropy	0.9998646331239291	1.2463320608894244
log-sigma-5-0-mm-3D	firstorder	InterquartileRange	11.70975387096405	17.505065202713013
log-sigma-5-0-mm-3D	firstorder	Kurtosis	2.1236295977647304	2.580976376782967
log-sigma-5-0-mm-3D	firstorder	Maximum	17.828548431396484	34.031341552734375
log-sigma-5-0-mm-3D	firstorder	MeanAbsoluteDeviation	6.366802302270787	9.514299641280576
log-sigma-5-0-mm-3D	firstorder	Mean	-0.22030024659143735	14.317327742667302
log-sigma-5-0-mm-3D	firstorder	Median	-0.4679558277130127	15.840703964233398
log-sigma-5-0-mm-3D	firstorder	Minimum	-14.881686210632324	-19.154460906982422
log-sigma-5-0-mm-3D	firstorder	Range	32.71023464202881	53.1858024597168
log-sigma-5-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	4.848974854462779	6.993236180149518
log-sigma-5-0-mm-3D	firstorder	RootMeanSquared	299.87411539484395	314.52738599696073
log-sigma-5-0-mm-3D	firstorder	Skewness	0.04893130651397966	-0.5230754285193314
log-sigma-5-0-mm-3D	firstorder	TotalEnergy	13128974.822240667	18202655.683742926
log-sigma-5-0-mm-3D	firstorder	Uniformity	0.5000938262338149	0.4992911153119092
log-sigma-5-0-mm-3D	firstorder	Variance	56.61669959639808	132.09402278980943
log-sigma-5-0-mm-3D	glcm	Autocorrelation	2.289839889828204	4.424603049491552
log-sigma-5-0-mm-3D	glcm	JointAverage	1.4702760106304438	2.0674731541393885
log-sigma-5-0-mm-3D	glcm	ClusterProminence	0.7556003181768632	2.6065208346629896
log-sigma-5-0-mm-3D	glcm	ClusterShade	0.05470367435330202	0.04880885870468192
log-sigma-5-0-mm-3D	glcm	ClusterTendency	0.7506483437044137	0.8634138676524251
log-sigma-5-0-mm-3D	glcm	Contrast	0.24197628412625424	0.26347898219900096
log-sigma-5-0-mm-3D	glcm	Correlation	0.510341714107223	0.523390910623172
log-sigma-5-0-mm-3D	glcm	DifferenceAverage	0.24197628412625424	0.26347898219900096
log-sigma-5-0-mm-3D	glcm	DifferenceEntropy	0.724836251559281	0.7785742868732276
log-sigma-5-0-mm-3D	glcm	DifferenceVariance	0.1647542216821844	0.18059338524978008
log-sigma-5-0-mm-3D	glcm	JointEnergy	0.3389334644024818	0.3778143562279316
log-sigma-5-0-mm-3D	glcm	JointEntropy	1.7158569961421628	1.9741563526007861
log-sigma-5-0-mm-3D	glcm	Imc1	-0.273945922295051	-0.26097063790425395
log-sigma-5-0-mm-3D	glcm	Imc2	0.5506708356497934	0.6024529048965003
log-sigma-5-0-mm-3D	glcm	Idm	0.879011857936873	0.8682605089004997
log-sigma-5-0-mm-3D	glcm	Idmn	0.9516047431747493	0.9736521017800999
log-sigma-5-0-mm-3D	glcm	Id	0.879011857936873	0.8682605089004997
log-sigma-5-0-mm-3D	glcm	Idn	0.9193412386245821	0.9341302544502497
log-sigma-5-0-mm-3D	glcm	InverseVariance	0.24197628412625424	0.26347898219900096
log-sigma-5-0-mm-3D	glcm	MaximumProbability	0.41197471370319033	0.5818105848670003
log-sigma-5-0-mm-3D	glcm	SumEntropy	1.473880712015909	1.7106773704017857
log-sigma-5-0-mm-3D	glcm	SumSquares	0.24815615695766688	0.2817232124628565
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformity	37.91865058501344	36.4736935356869
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.502786469644707	0.40075514918336635
log-sigma-5-0-mm-3D	glrlm	GrayLevelVariance	0.24860676517764652	0.45510577858094364
log-sigma-5-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	2.553611292609629	4.83123198550236
log-sigma-5-0-mm-3D	glrlm	LongRunEmphasis	5.6468174522223755	6.351530007553156
log-sigma-5-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	13.86467360048021	28.431660798765595
log-sigma-5-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	3.5923534151579184	1.8640231128515432
log-sigma-5-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.6115971768475927	0.3509840589185744
log-sigma-5-0-mm-3D	glrlm	RunEntropy	2.6397149345043145	3.050390685418618
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformity	28.486341513759132	30.009648941020483
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.3481405126882255	0.3120727980300171
log-sigma-5-0-mm-3D	glrlm	RunPercentage	0.5163329820864067	0.49498327759197325
