Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_49_segment_Lt Frontal	1: RTSTRUCT: ANON_49_segment_Left Ventricle	1: RTSTRUCT: ANON_49_segment_Rt Post Parietal	1: RTSTRUCT: ANON_49_segment_Rt Post Parietal 2	1: RTSTRUCT: ANON_49_segment_Lt inf Frontal	1: RTSTRUCT: ANON_49_segment_Lt Hippocampal	1: RTSTRUCT: ANON_49_segment_Rt Sup Cerebellar	1: RTSTRUCT: ANON_49_segment_Lt lat Frontal
original	glszm	SmallAreaHighGrayLevelEmphasis	15.283525962534114	0.8197513136606501	1.146694214876033	12.842909563886675	0.24544294752122237	15.569340874663212	3.9254823777258347	3.4166666666666665
original	glszm	SmallAreaLowGrayLevelEmphasis	0.0717087614151643	0.569674107661206	0.5737672996195723	0.02844804201807943	0.24446598272115785	0.12695526094439832	0.1404715966530336	0.3755787037037037
original	glszm	ZoneEntropy	4.568521477219521	2.306890595608516	1.6644977792004598	3.844232898763187	1.9219280948873612	4.581187847112707	3.277613436819112	1.5849625007211552
original	glszm	ZonePercentage	0.016776315789473684	0.021067415730337078	0.14	0.07167235494880546	0.041666666666666664	0.04385334291876348	0.15714285714285714	0.5
original	glszm	ZoneVariance	58966.27758554403	9383.582222222221	88.40816326530611	553.5691609977324	740.8000000000001	3623.469497446923	45.50413223140497	2.0
original	gldm	DependenceEntropy	6.572985351047181	5.5050944570124125	4.006886761135432	5.5738835908201825	4.317644968735255	6.383730274273118	4.452736639283654	1.251629167387822
original	gldm	DependenceNonUniformity	396.95888157894734	42.78370786516854	5.64	26.55631399317406	12.466666666666667	114.9352983465133	11.885714285714286	3.3333333333333335
original	gldm	DependenceNonUniformityNormalized	0.0652892897333795	0.06008947733871986	0.1128	0.09063588393574765	0.10388888888888889	0.08262782052229568	0.16979591836734695	0.5555555555555556
original	gldm	DependenceVariance	19.366144390581717	22.209285443757103	11.3536	13.587648079767964	8.799722222222222	19.010025939579748	3.187755102040817	2.0
original	gldm	GrayLevelNonUniformity	1078.2434210526317	246.66573033707866	19.76	58.092150170648466	55.11666666666667	199.44284687275342	15.714285714285714	3.0
original	gldm	GrayLevelVariance	2.377549233898892	0.6149298541850776	0.48640000000000005	2.6341133851297047	0.3388888888888889	3.840880136814615	1.563469387755102	0.3333333333333333
original	gldm	HighGrayLevelEmphasis	39.28717105263158	8.262640449438202	6.44	62.815699658703075	5.783333333333333	27.675772825305536	21.557142857142857	4.333333333333333
original	gldm	LargeDependenceEmphasis	120.81875	124.46910112359551	61.48	56.03754266211604	80.76666666666667	73.72322070452911	24.085714285714285	11.0
original	gldm	LargeDependenceHighGrayLevelEmphasis	5321.981578947369	1037.3946629213483	439.8	4090.078498293515	527.0666666666667	1286.6276060388209	563.9571428571429	44.333333333333336
original	gldm	LargeDependenceLowGrayLevelEmphasis	3.352921879428855	18.480024968789014	10.06111111111111	0.8606737975496102	14.774999999999999	10.319599932592256	1.280685860058309	2.8518518518518516
original	gldm	LowGrayLevelEmphasis	0.03493600214056139	0.1845544631710362	0.2413888888888889	0.026352239132285453	0.23935185185185184	0.08197616289906008	0.07464633948817621	0.35185185185185186
original	gldm	SmallDependenceEmphasis	0.029603332541504473	0.03630772652705241	0.1129561546547904	0.07972595026325185	0.033492942038618585	0.06442951742087524	0.1288338394881762	0.375
original	gldm	SmallDependenceHighGrayLevelEmphasis	0.902113808177014	0.17553099889808835	0.3661817807820025	3.5045594751606273	0.11187713553254783	1.941989376506386	1.872429482507289	1.8333333333333333
original	gldm	SmallDependenceLowGrayLevelEmphasis	0.0021719597678881574	0.018786104353288775	0.08540967304806311	0.004107348630157885	0.019789444440510628	0.007573943037250469	0.025282853166729655	0.19560185185185186
original	ngtdm	Busyness	8.009142371468474	11.998458222663107	0.9232172173508492	0.49703842547036137	5.809714811919803	3.664462500806889	0.4391373358937889	0.12321428571428572
original	ngtdm	Coarseness	0.002003770512297977	0.010428990781246235	0.12197845804452384	0.026401453193019994	0.03853555712503979	0.0070391244061878125	0.08496984835023375	1.7391304347826089
original	ngtdm	Complexity	21.334819066853225	2.7660629045378347	2.9086902019212415	30.04418240633177	1.693194008252257	29.444454104468612	16.463958370259885	1.1133333333333335
original	ngtdm	Contrast	0.02730170951706631	0.05191496819517379	0.0420163175724342	0.05994838429605961	0.05874890899912232	0.06610141244265856	0.06550745784934982	0.049999999999999996
original	ngtdm	Strength	0.06976004913953088	0.04293000634893106	0.5371475013509251	1.033318392544542	0.10735686624455144	0.23156355052256444	1.3151228401700787	2.222222222222222
exponential	firstorder	10Percentile	19.268359749530273	9.187144302808333	76.17092386319567	41.884082153715184	4.8393507779906715	3.774617138219793	11.618406250366556	22.02304137099485
exponential	firstorder	90Percentile	113.10471685227925	59.769901685729934	174.39432890284021	255.79036506746334	11.134109858857666	46.24505432443695	48.35657983124726	67.86491150231465
exponential	firstorder	Energy	793841924.6106843	77810577.91104738	9176363.869716868	59169777.61719565	11370751.055244196	143975991.9446978	7514299.28149511	727102.0590049443
exponential	firstorder	Entropy	2.5230175720333787	1.6224504102881288	2.6484740974690966	3.5002601607157144	-3.203426503814917e-16	1.1947895160988309	1.2648412392896364	1.7924812503605767
exponential	firstorder	InterquartileRange	50.131686364787356	24.625782594244583	57.208485173134065	132.48209979854562	3.662338229155872	18.68514932265176	18.64753633211203	25.459602788197344
exponential	firstorder	Kurtosis	5.674737776602366	5.152555281882513	3.9768115518516964	1.890995221289716	2.573253932360988	12.857881076195783	3.9613103943072	1.8504205221950976
exponential	firstorder	Maximum	269.86353758799913	124.68618147038215	257.6903130376625	310.2819612005604	14.506521525024022	185.90313544615935	75.34936598599192	75.6277414434348
exponential	firstorder	MeanAbsoluteDeviation	31.448434310520874	16.352439867146536	34.005991355390236	67.68195459652554	2.0497677827763523	15.184856224450407	12.324524076592642	17.015552475655202
exponential	firstorder	Mean	58.98168112862882	29.892110389323115	126.16876031881846	142.4081881703383	7.81490241788595	20.907338064591986	27.26687369288678	47.546370084477644
exponential	firstorder	Median	47.67166169424817	23.92632663309044	123.7805635890148	128.89727941582763	7.662513142735851	13.845479543864373	22.698421312002733	52.751157380123445
exponential	firstorder	Minimum	5.22216450926795	3.2325251922769698	61.123249292651636	5.467068823747552	2.6006929794123836	2.153095100682472	6.01227696056727	16.55226662341096
exponential	firstorder	Range	264.6413730787312	121.45365627810519	196.5670637450109	304.81489237681285	11.905828545611637	183.7500403454769	69.33708902542466	59.07547482002384
exponential	firstorder	RobustMeanAbsoluteDeviation	20.923362037683546	10.918942560281112	24.001955519652164	53.28444604767776	1.4943777564932306	8.415152291605768	8.528721428594563	10.39036849571315
exponential	firstorder	RootMeanSquared	361.33932255083187	330.5820919801735	428.40083729416	449.38250244728846	307.82504575440515	321.7225295397293	327.6387226699361	348.1144589080207
exponential	firstorder	Skewness	1.523710408044626	1.4210872682603939	0.9489887456658621	0.2418589587037721	0.25751938841220917	2.7289486868392756	1.1899833544105287	-0.2822807781016864
exponential	firstorder	TotalEnergy	793841924.6106843	77810577.91104738	9176363.869716868	59169777.61719565	11370751.055244196	143975991.9446978	7514299.28149511	727102.0590049443
exponential	firstorder	Uniformity	0.21280768481648202	0.3832415414720363	0.18080000000000002	0.09480599657538236	1.0	0.5935791400091271	0.4726530612244899	0.33333333333333337
exponential	firstorder	Variance	1698.258635557594	455.7150408665527	1907.4651226588767	6219.6285456257265	6.244643168973878	523.8663897396461	243.52597607138912	395.197141927357
exponential	glcm	Autocorrelation	11.163896460998055	3.4096238753440535	15.301855870821388	47.025300630416126	1.0	2.301149267893502	2.7936126690661407	7.375
exponential	glcm	JointAverage	3.014681505214002	1.790999721950743	3.865327652801416	6.4832783203535	1.0	1.3893672264650994	1.655383130784999	2.75
exponential	glcm	ClusterProminence	487.64692718909896	16.444822149033268	203.0109051402519	1862.147673908467	0.0	64.47985905501645	3.6473172462130603	2.5
exponential	glcm	ClusterShade	40.35269242982592	2.858426883321548	14.882190209941342	-6.183121912498704	0.0	9.512509712690052	0.780430108932316	0.0
exponential	glcm	ClusterTendency	9.945334823951852	2.0851513510750688	8.161885906217613	31.139629173397147	0.0	2.2825854015174922	1.1033959602993042	1.0
exponential	glcm	Contrast	1.6469606539380828	1.2777255849611597	6.739454088029801	11.182357049216437	0.0	0.8005466342733375	0.8933409048492182	2.0
exponential	glcm	Correlation	0.7162381443633975	0.24136418842827262	0.09806984949481504	0.47193160353280983	1.0	0.47615440257926017	0.11105623254709505	-0.13333333333333328
exponential	glcm	DifferenceAverage	0.8405130711007426	0.7629861247626963	1.9825400120452592	2.5504195435891934	0.0	0.4006720732715084	0.6649571089649446	1.125
exponential	glcm	DifferenceEntropy	1.7170849106258799	1.6142479694117358	2.369637886535204	2.8742887032561777	-3.2034265038149176e-16	1.1992726518798515	1.3291674803328433	0.37499999999999956
exponential	glcm	DifferenceVariance	0.9244378899344864	0.6882602528741504	2.6774424559277574	4.568698341493117	0.0	0.6382398537353642	0.437017014525309	0.375
exponential	glcm	JointEnergy	0.07165753365881465	0.14248950051557513	0.04746648719177782	0.012878495166864233	1.0	0.4601905993763331	0.18506697112336007	0.40625
exponential	glcm	JointEntropy	4.572208909811838	3.3331692946186013	4.658933660054627	6.567335822802211	-3.2034265038149176e-16	2.132415478871473	2.72155342866273	1.4999999999999991
exponential	glcm	Imc1	-0.21653079831070615	-0.04390888598391774	-0.26966281657555774	-0.1382910992971446	0.0	-0.15927453330326963	-0.08042385190222055	-0.5794330766139244
exponential	glcm	Imc2	0.80851644934582	0.3456937991185981	0.8691751962693541	0.7835836574247732	0.0	0.5436785282338309	0.42556186197489815	0.7129635366686824
exponential	glcm	Idm	0.6529682176081931	0.6689898633752605	0.396222868167959	0.34322631188047875	1.0	0.8356608597733935	0.6903598251059552	0.525
exponential	glcm	Idmn	0.98734184979443	0.956910457150652	0.93263032710787	0.9442792307817818	1.0	0.9890440120377294	0.9525158851632375	0.901764705882353
exponential	glcm	Id	0.6761851526556376	0.6909103662579645	0.47111672709251007	0.42124416293229017	1.0	0.8465082035893696	0.7015123064382929	0.5677083333333333
exponential	glcm	Idn	0.9346138934016547	0.8840906003693905	0.8371431158678695	0.8509806291434543	1.0	0.959348593350999	0.8741558736820167	0.8023809523809524
exponential	glcm	InverseVariance	0.4419363313730945	0.432045998157663	0.33103559462724375	0.3198559786030337	0.0	0.21008474760632515	0.5035895020212616	0.5069444444444444
exponential	glcm	MaximumProbability	0.18427931930236446	0.2731098585934937	0.09519775174572774	0.03372014139150326	1.0	0.6674357356985615	0.252661251141604	0.4375
exponential	glcm	SumEntropy	3.4400364018130847	2.3677471928139777	3.1369051254396902	4.330919926745683	-3.2034265038149176e-16	1.6747923476447601	1.966739103544442	0.6249999999999994
exponential	glcm	SumSquares	2.898073869472484	0.8407192340090573	3.725334998561853	10.580496555653394	0.0	0.7707830089477075	0.49918421628713044	0.75
exponential	glrlm	GrayLevelNonUniformity	706.9540905196317	156.7553684403808	7.867129874074117	24.666186353041535	42.92307692307692	194.76743446861448	24.667725961851833	1.775
exponential	glrlm	GrayLevelNonUniformityNormalized	0.18561930988837913	0.34153786110236994	0.1765923324134726	0.09540127801285658	1.0	0.3532252707602467	0.4726090772085605	0.3133333333333333
exponential	glrlm	GrayLevelVariance	3.4248649954674875	0.9195908264707968	3.5916462218583756	9.548385557145748	0.0	1.3823702806268254	0.47212777462025546	0.9455555555555555
exponential	glrlm	HighGrayLevelRunEmphasis	12.694223324621296	4.311209417768443	16.01911786674173	48.341719862000055	1.0	4.873696391810881	2.68826180238785	7.925000000000001
exponential	glrlm	LongRunEmphasis	3.8253474949891073	3.4666932630076506	1.3843185499078896	1.4349412359471485	10.16444568862998	12.62586504996735	2.219322048420597	1.225
exponential	glrlm	LongRunHighGrayLevelEmphasis	33.22841340793563	10.104818299448375	21.25740815510424	70.43370236496791	10.16444568862998	18.687683966234715	5.648855946807981	9.95
exponential	glrlm	LongRunLowGrayLevelEmphasis	1.2560554075914914	2.3832127633201514	0.26179582958951103	0.14145091699904386	10.16444568862998	11.84228937395481	1.4928342146871847	0.3115451388888889
exponential	glrlm	LowGrayLevelRunEmphasis	0.30658261325793323	0.5571762609236954	0.21572048787318548	0.08496709463335937	1.0	0.586982001597876	0.6914004103932523	0.2865451388888889
exponential	glrlm	RunEntropy	4.13335990107902	3.1241105953238626	3.082155115194094	4.006052834595986	2.0830838015099724	3.688754623104832	2.2421244420305766	1.9910238170581205
exponential	glrlm	RunLengthNonUniformity	1835.79866414378	230.5536288502967	35.44329573038225	204.20036170540723	11.362709268911296	192.71420297927028	30.34944085693135	5.025
exponential	glrlm	RunLengthNonUniformityNormalized	0.478363035771442	0.4995306272071864	0.7913001083038332	0.7875898963538229	0.25772061169638955	0.3492613096213683	0.5708845912104864	0.8800000000000001
exponential	glrlm	RunPercentage	0.6252530364372468	0.6439066551426103	0.8907692307692308	0.8826463638750327	0.35769230769230764	0.3949012885030139	0.7461538461538461	0.9375
exponential	glrlm	RunVariance	1.2046349371387008	1.008904443685424	0.11358570738238465	0.14580417859126138	1.4859933932025071	5.978423440421495	0.3452084207385205	0.06
exponential	glrlm	ShortRunEmphasis	0.7159376913392206	0.7327914568338775	0.9078957153355897	0.9079414526535298	0.2817037251260921	0.6086953383313545	0.7709098126895294	0.9437500000000001
exponential	glrlm	ShortRunHighGrayLevelEmphasis	10.115392467099339	3.52230230491052	14.749298822776723	43.55774297591731	0.2817037251260921	4.091347073242596	2.114473495888135	7.418749999999999
exponential	glrlm	ShortRunLowGrayLevelEmphasis	0.21777284573788172	0.3842339243046782	0.20482280132106695	0.07335428145649593	0.2817037251260921	0.256681319346637	0.544127307911788	0.28029513888888885
exponential	glszm	GrayLevelNonUniformity	10.043478260869565	3.2857142857142856	2.7142857142857144	7.869565217391305	1.0	6.487179487179487	1.0	1.0
exponential	glszm	GrayLevelNonUniformityNormalized	0.10916824196597354	0.23469387755102042	0.19387755102040816	0.11405166981726528	1.0	0.1663379355687048	0.25	0.25
exponential	glszm	GrayLevelVariance	7.828331758034026	1.8214285714285714	6.678571428571428	7.115731989077924	0.0	3.562130177514793	1.25	1.25
exponential	glszm	HighGrayLevelZoneEmphasis	40.641304347826086	14.071428571428571	18.928571428571427	47.04347826086956	1.0	17.76923076923077	7.5	7.5
exponential	glszm	LargeAreaEmphasis	82891.5	13748.285714285714	25.0	48.594202898550726	14400.0	28843.5641025641	579.0	3.0
exponential	glszm	LargeAreaHighGrayLevelEmphasis	492127.70652173914	29160.64285714286	351.2857142857143	2394.0289855072465	14400.0	32646.79487179487	1069.5	25.5
exponential	glszm	LargeAreaLowGrayLevelEmphasis	27601.30452217358	10468.170992063493	3.18635411042724	4.5465541455757315	14400.0	28035.578914944184	459.578125	0.578125
exponential	glszm	LowGrayLevelZoneEmphasis	0.16812635268654114	0.21380952380952384	0.4144228934960227	0.07045916449541507	1.0	0.21432092708878422	0.3559027777777778	0.3559027777777778
exponential	glszm	SizeZoneNonUniformity	24.347826086956523	2.7142857142857144	5.428571428571429	17.985507246376812	1.0	10.846153846153847	1.0	2.5
exponential	glszm	SizeZoneNonUniformityNormalized	0.2646502835538752	0.19387755102040816	0.3877551020408163	0.26065952530980885	1.0	0.2781065088757396	0.25	0.625
exponential	glszm	SmallAreaEmphasis	0.5217997190729634	0.4099560035194707	0.5960813902007083	0.5256687024551029	6.944444444444444e-05	0.541660209426148	0.2783264987771829	0.7777777777777778
exponential	glszm	SmallAreaHighGrayLevelEmphasis	21.129573621754847	6.79381480722509	10.509712957497047	23.605955225239576	6.944444444444444e-05	12.03509174735826	4.251748720999405	5.5
exponential	glszm	SmallAreaLowGrayLevelEmphasis	0.09924074811008005	0.09012518885047598	0.3639881449007628	0.035045856479119876	6.944444444444444e-05	0.11578178218080278	0.018960140752491535	0.33121141975308643
exponential	glszm	ZoneEntropy	5.189376430141736	3.5216406363433146	2.8352377453121145	4.95597681278786	-3.203426503814917e-16	4.282340283509325	1.9999999999999987	1.9999999999999987
exponential	glszm	ZonePercentage	0.015131578947368421	0.019662921348314606	0.28	0.2354948805460751	0.008333333333333333	0.028037383177570093	0.05714285714285714	0.6666666666666666
exponential	glszm	ZoneVariance	78524.01417769378	11161.836734693876	12.244897959183673	30.562486872505776	0.0	27571.452991452996	272.75	0.75
exponential	gldm	DependenceEntropy	6.516938884948981	5.485393599009063	4.311272380112904	5.968198018107991	4.207991152163901	5.092176429256149	3.582103899313222	1.7924812503605767
exponential	gldm	DependenceNonUniformity	350.06184210526317	44.77808988764045	8.0	41.382252559726965	7.1	81.23005032350827	11.142857142857142	3.0
exponential	gldm	DependenceNonUniformityNormalized	0.05757596087257618	0.06289057568488828	0.16	0.14123635685913638	0.059166666666666666	0.05839687298598725	0.15918367346938775	0.5
exponential	gldm	DependenceVariance	25.181535664819947	29.17478853680091	3.6544	6.185092429731272	30.343333333333334	70.9004419393234	5.468571428571429	1.0
exponential	gldm	GrayLevelNonUniformity	1293.8707236842106	272.8679775280899	9.04	27.77815699658703	120.0	825.6685837526959	33.08571428571429	2.0
exponential	gldm	GrayLevelVariance	2.855565459444252	0.7804076978916803	3.3696	9.949259746764668	0.0	0.7802433327941098	0.4212244897959184	0.8888888888888888
exponential	gldm	HighGrayLevelEmphasis	10.928453947368421	3.692415730337079	15.76	48.70307167235495	1.0	2.755571531272466	2.6285714285714286	8.0
exponential	gldm	LargeDependenceEmphasis	140.60263157894738	134.41011235955057	18.4	22.59726962457338	343.6333333333333	350.87922358015817	63.22857142857143	5.0
exponential	gldm	LargeDependenceHighGrayLevelEmphasis	969.6399671052632	283.9676966292135	245.92	1257.8020477815699	343.6333333333333	401.6427030913012	165.31428571428572	44.0
exponential	gldm	LargeDependenceLowGrayLevelEmphasis	46.303186865943424	103.69145365168539	2.2427223607961704	3.1649518873606173	343.6333333333333	341.68832008510327	38.175892857142856	0.71875
