Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_26_segment_Rt Sup Frontal	1: RTSTRUCT: ANON_26_segment_Lt Temporal	1: RTSTRUCT: ANON_26_segment_Lt Parietal
diagnostics	Versions	PyRadiomics	v3.0.1.post15+g2791e23	v3.0.1.post15+g2791e23	v3.0.1.post15+g2791e23
diagnostics	Versions	Numpy	1.23.4	1.23.4	1.23.4
diagnostics	Versions	SimpleITK	2.2.0rc2.dev368	2.2.0rc2.dev368	2.2.0rc2.dev368
diagnostics	Versions	PyWavelet	1.4.1	1.4.1	1.4.1
diagnostics	Versions	Python	3.9.10	3.9.10	3.9.10
diagnostics	Configuration	Settings	{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': True, 'normalizeScale': 100, 'removeOutliers': 3, 'resampledPixelSpacing': [1, 1, 1], 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 25, 'voxelArrayShift': 300, 'correctMask': True}	{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': True, 'normalizeScale': 100, 'removeOutliers': 3, 'resampledPixelSpacing': [1, 1, 1], 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 25, 'voxelArrayShift': 300, 'correctMask': True}	{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': True, 'normalizeScale': 100, 'removeOutliers': 3, 'resampledPixelSpacing': [1, 1, 1], 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 25, 'voxelArrayShift': 300, 'correctMask': True}
diagnostics	Configuration	EnabledImageTypes	{'Original': {}, 'Exponential': {}, 'Square': {}, 'SquareRoot': {}, 'Logarithm': {}, 'Gradient': {}, 'LBP2D': {}, 'LBP3D': {}, 'LoG': {'sigma': [1.0, 2.0, 3.0, 4.0, 5.0]}, 'Wavelet': {}}	{'Original': {}, 'Exponential': {}, 'Square': {}, 'SquareRoot': {}, 'Logarithm': {}, 'Gradient': {}, 'LBP2D': {}, 'LBP3D': {}, 'LoG': {'sigma': [1.0, 2.0, 3.0, 4.0, 5.0]}, 'Wavelet': {}}	{'Original': {}, 'Exponential': {}, 'Square': {}, 'SquareRoot': {}, 'Logarithm': {}, 'Gradient': {}, 'LBP2D': {}, 'LBP3D': {}, 'LoG': {'sigma': [1.0, 2.0, 3.0, 4.0, 5.0]}, 'Wavelet': {}}
diagnostics	Image-original	Hash	3b1bf563caa259c5e5cb5eae0d9365d118dab3a2	3b1bf563caa259c5e5cb5eae0d9365d118dab3a2	3b1bf563caa259c5e5cb5eae0d9365d118dab3a2
diagnostics	Image-original	Dimensionality	3D	3D	3D
diagnostics	Image-original	Spacing	(1.015625, 1.015625, 1.1436464088397844)	(1.015625, 1.015625, 1.1436464088397844)	(1.015625, 1.015625, 1.1436464088397844)
diagnostics	Image-original	Size	(256, 256, 182)	(256, 256, 182)	(256, 256, 182)
diagnostics	Image-original	Mean	75.00853536417196	75.00853536417196	75.00853536417196
diagnostics	Image-original	Minimum	0.0	0.0	0.0
diagnostics	Image-original	Maximum	1775.0	1775.0	1775.0
diagnostics	Mask-original	Hash	e5e8555ed0185f98f4bcf619a6ac5958691eca5e	20c864f724b2069f685cf9b55f6370324e432594	76134be55eeafad978e8c7e38440b7e5d25a9d4d
diagnostics	Mask-original	Spacing	(1.015625, 1.015625, 1.1436464088397844)	(1.015625, 1.015625, 1.1436464088397844)	(1.015625, 1.015625, 1.1436464088397844)
diagnostics	Mask-original	Size	(256, 256, 182)	(256, 256, 182)	(256, 256, 182)
diagnostics	Mask-original	BoundingBox	(87, 123, 131, 26, 28, 16)	(159, 89, 72, 23, 31, 28)	(167, 157, 116, 13, 13, 7)
diagnostics	Mask-original	VoxelNum	5160	8537	730
diagnostics	Mask-original	VolumeNum	1	1	1
diagnostics	Mask-original	CenterOfMassIndex	(99.46531007751938, 135.9672480620155, 139.225)	(170.33735504275506, 104.03596111046035, 85.3541056577252)	(172.8068493150685, 163.12191780821917, 118.86575342465754)
diagnostics	Mask-original	CenterOfMass	(-32.57331693638562, 12.619581218699153, 47.40597115932901)	(39.40610373159069, -19.810632091121548, -14.203283696201026)	(41.91418385161512, 40.198542680052014, 24.122191926754923)
diagnostics	Image-interpolated	Spacing	(1.0, 1.0, 1.0)	(1.0, 1.0, 1.0)	(1.0, 1.0, 1.0)
diagnostics	Image-interpolated	Size	(39, 40, 30)	(36, 44, 44)	(25, 26, 20)
diagnostics	Image-interpolated	Mean	164.91313317976977	60.66326997721999	84.30176280799051
diagnostics	Image-interpolated	Minimum	-87.5660167349154	-56.62399633920892	-31.182602659402836
diagnostics	Image-interpolated	Maximum	365.81562902342233	337.62632260760046	283.3074265819129
diagnostics	Mask-interpolated	Spacing	(1.0, 1.0, 1.0)	(1.0, 1.0, 1.0)	(1.0, 1.0, 1.0)
diagnostics	Mask-interpolated	Size	(39, 40, 30)	(36, 44, 44)	(25, 26, 20)
diagnostics	Mask-interpolated	BoundingBox	(6, 6, 6, 27, 28, 18)	(6, 6, 6, 24, 32, 32)	(6, 6, 6, 13, 14, 8)
diagnostics	Mask-interpolated	VoxelNum	6247	10264	910
diagnostics	Mask-interpolated	VolumeNum	1	1	1
diagnostics	Mask-interpolated	CenterOfMassIndex	(18.95757963822635, 18.98607331519129, 15.336801664799104)	(18.187353858144974, 21.621492595479346, 21.70644972720187)	(11.801098901098902, 12.614285714285714, 9.343956043956045)
diagnostics	Mask-interpolated	CenterOfMass	(-32.64300534563933, 12.50610572090562, 47.446778348989234)	(39.586768874437766, -19.85847499845261, -14.183573588607999)	(42.20051391709793, 40.134318120366565, 24.45393272814619)
diagnostics	Mask-interpolated	Mean	243.00318333000595	64.22478772816504	92.4508228985055
diagnostics	Mask-interpolated	Minimum	-2.8170317034193406	-30.474482652092203	-12.115268196586394
diagnostics	Mask-interpolated	Maximum	340.30230923077823	253.52323262395535	283.3074265819129
original	shape	Elongation	0.9208431419844862	0.8286157487239164	0.8691137586828364
original	shape	Flatness	0.6449752781203639	0.6454370469850813	0.6541517596532438
original	shape	LeastAxisLength	15.935063130254905	19.461768277569345	8.618012059928452
original	shape	MajorAxisLength	24.70647119482483	30.152852812644927	13.174331388326054
original	shape	Maximum2DDiameterColumn	27.51363298439521	32.55764119219941	13.341664064126334
original	shape	Maximum2DDiameterRow	28.861739379323623	34.828149534535996	14.317821063276353
original	shape	Maximum2DDiameterSlice	29.732137494637012	31.016124838541646	15.264337522473747
original	shape	Maximum3DDiameter	30.23243291566195	35.185224171518364	15.556349186104045
original	shape	MeshVolume	6220.125	10231.125	896.75
original	shape	MinorAxisLength	22.750784562391697	24.985128709511827	11.449992671041327
original	shape	Sphericity	0.7959156699792443	0.8056011867170916	0.8399550515320209
original	shape	SurfaceArea	2055.022009486124	2829.086899756648	535.3966733637915
original	shape	SurfaceVolumeRatio	0.3303827510678843	0.27651767520743303	0.5970411746459899
original	shape	VoxelVolume	6247.0	10264.0	910.0
original	firstorder	10Percentile	120.61412400755782	-2.6552881616204993	19.115610128954533
original	firstorder	90Percentile	309.2803813537136	150.8157114665924	200.09785135282894
original	firstorder	Energy	1874499499.9150345	1398603890.5521924	144267794.39306784
original	firstorder	Entropy	3.141481936246077	3.079840015696181	3.277695204241345
original	firstorder	InterquartileRange	98.44931155435154	107.12903011712716	88.22887646856515
original	firstorder	Kurtosis	2.9709211066978702	2.074185093625978	2.9069680594693073
original	firstorder	Maximum	340.30230923077823	253.52323262395535	283.3074265819129
original	firstorder	MeanAbsoluteDeviation	59.649066431610514	52.35197514489805	53.70792931253567
original	firstorder	Mean	243.00318333000595	64.22478772816504	92.4508228985055
original	firstorder	Median	270.82351539271394	54.15452837215976	77.79649376270592
original	firstorder	Minimum	-2.8170317034193406	-30.474482652092203	-12.115268196586394
original	firstorder	Range	343.11934093419757	283.99771527604753	295.4226947784993
original	firstorder	RobustMeanAbsoluteDeviation	43.48102132563136	42.4047346461817	37.38892572567372
original	firstorder	RootMeanSquared	547.7809331135334	369.1382460214312	398.16584207410364
original	firstorder	Skewness	-1.0270412035582634	0.47492077436589386	0.8328423320865598
original	firstorder	TotalEnergy	1874499499.9150345	1398603890.5521924	144267794.39306784
original	firstorder	Uniformity	0.1469880762871829	0.13203863445415162	0.12217848085979954
original	firstorder	Variance	5211.4935762131845	3603.348680151818	4518.389400865897
original	glcm	Autocorrelation	130.23407508664656	28.644882036528728	32.324038593560516
original	glcm	JointAverage	11.150637305934891	4.948400276175845	5.152704597573772
original	glcm	ClusterProminence	2630.603842408551	820.9445397583999	1935.250524793525
original	glcm	ClusterShade	-165.96202351297512	36.846861965470374	102.2118753002545
original	glcm	ClusterTendency	29.721091978431808	20.33686611292469	27.76376359790257
original	glcm	Contrast	6.1370558002571745	3.711529659790223	4.679021841923928
original	glcm	Correlation	0.6586100242963868	0.6909585063425905	0.7125573363714885
original	glcm	DifferenceAverage	1.736193405665318	1.306260296933919	1.5360665402610452
original	glcm	DifferenceEntropy	2.493310080002576	2.192516304089672	2.3221509792304924
original	glcm	DifferenceVariance	3.069863588296276	1.9733282099401337	2.244492269639844
original	glcm	JointEnergy	0.03507887319519782	0.04089625727255734	0.025527184577893106
original	glcm	JointEntropy	5.9157978961335065	5.507239734252151	5.971908064167821
original	glcm	Imc1	-0.12655098945586338	-0.19199245670745893	-0.19549030075537782
original	glcm	Imc2	0.7307867820204839	0.8216516903304019	0.8403742960697117
original	glcm	Idm	0.4652070354858036	0.5492693510979219	0.4879798877073921
original	glcm	Idmn	0.9755980583214062	0.9799919077122236	0.9751432665744686
original	glcm	Id	0.5207961565090906	0.592040239547156	0.5409023204622426
original	glcm	Idn	0.9051364090208449	0.9166783602538893	0.9031286686559482
original	glcm	InverseVariance	0.4031696859894863	0.40813028573705407	0.41266894519009806
original	glcm	MaximumProbability	0.09218112852938755	0.12879267863460392	0.06455044214004815
original	glcm	SumEntropy	3.9994607518450964	3.8785022368739877	4.192459138010834
original	glcm	SumSquares	8.964536944672249	6.012098943178729	8.110696359956622
original	glrlm	GrayLevelNonUniformity	645.0261846932927	844.8707191770798	84.31005960760955
original	glrlm	GrayLevelNonUniformityNormalized	0.13197251210786812	0.11760275961403528	0.11752478328580024
original	glrlm	GrayLevelVariance	8.282546401695283	5.745971980217115	7.464424771351985
original	glrlm	HighGrayLevelRunEmphasis	130.54389144377527	36.107910985447525	37.64822622892751
original	glrlm	LongRunEmphasis	2.1304626857659366	3.0307815162389784	2.0381346226928345
original	glrlm	LongRunHighGrayLevelEmphasis	300.862157702337	73.06010148595114	60.27869416159191
original	glrlm	LongRunLowGrayLevelEmphasis	0.024242000840558296	0.30755028741072143	0.2248005350528525
original	glrlm	LowGrayLevelRunEmphasis	0.012512240039713287	0.0683742093804685	0.0826675303468992
original	glrlm	RunEntropy	4.130244494039459	4.293817434889195	4.158916937717532
original	glrlm	RunLengthNonUniformity	3268.380837214271	4257.5998281261045	483.11049634620093
original	glrlm	RunLengthNonUniformityNormalized	0.6676967899461099	0.5906492176247551	0.6695397950175038
original	glrlm	RunPercentage	0.7814951176564751	0.6998845854067989	0.7881656804733729
original	glrlm	RunVariance	0.4804791890669296	0.9690530529604445	0.40626527545784913
original	glrlm	ShortRunEmphasis	0.8437600568279924	0.7964129881933361	0.8436275717783711
original	glrlm	ShortRunHighGrayLevelEmphasis	107.95515097864133	31.068775109776706	33.72407483677751
original	glrlm	ShortRunLowGrayLevelEmphasis	0.010773995843936242	0.04720717318155366	0.062397659476552465
original	glszm	GrayLevelNonUniformity	77.59800664451828	72.14345114345114	11.318181818181818
original	glszm	GrayLevelNonUniformityNormalized	0.1289003432633194	0.14998638491361985	0.12861570247933884
original	glszm	GrayLevelVariance	6.84568602995552	5.481546155142829	6.1570247933884295
original	glszm	HighGrayLevelZoneEmphasis	98.01328903654485	43.65904365904366	47.81818181818182
original	glszm	LargeAreaEmphasis	7827.752491694352	22055.925155925157	820.5454545454545
original	glszm	LargeAreaHighGrayLevelEmphasis	1373708.1212624584	442432.90644490643	15541.386363636364
original	glszm	LargeAreaLowGrayLevelEmphasis	48.87344348322968	2486.226147410422	83.46456124056452
original	glszm	LowGrayLevelZoneEmphasis	0.018437360652447617	0.049503633648911444	0.048973696711671316
original	glszm	SizeZoneNonUniformity	194.75747508305648	111.56548856548856	17.386363636363637
original	glszm	SizeZoneNonUniformityNormalized	0.3235174004701935	0.2319448826725334	0.19757231404958678
original	glszm	SmallAreaEmphasis	0.5864363904688431	0.4889037793612455	0.42527269743195256
original	glszm	SmallAreaHighGrayLevelEmphasis	58.72660925361232	20.648501245131218	17.605166076546997
original	glszm	SmallAreaLowGrayLevelEmphasis	0.009917776592972912	0.028660059557325084	0.017193216312469242
original	glszm	ZoneEntropy	5.389274952366212	5.748438326035248	5.222263829963682
original	glszm	ZonePercentage	0.09636625580278534	0.04686282151208106	0.0967032967032967
original	glszm	ZoneVariance	7720.0687768346925	21600.577469841504	713.6110537190083
original	gldm	DependenceEntropy	6.489440739690719	6.8168457890561305	6.521688346725055
original	gldm	DependenceNonUniformity	480.5133664158796	620.1508183943881	76.46593406593406
original	gldm	DependenceNonUniformityNormalized	0.07691905977523285	0.060419993997894404	0.08402849897355393
original	gldm	DependenceVariance	14.354538957313245	32.00016246843275	16.296094674556212
original	gldm	GrayLevelNonUniformity	918.2345125660316	1355.2445440374124	111.18241758241759
original	gldm	GrayLevelVariance	8.448143394406392	5.865689636161836	7.412264219297185
original	gldm	HighGrayLevelEmphasis	134.3209540579478	31.55826188620421	34.52087912087912
original	gldm	LargeDependenceEmphasis	58.991996158155914	109.49298519095869	58.646153846153844
original	gldm	LargeDependenceHighGrayLevelEmphasis	8891.788858652153	1702.0424785658613	1008.7208791208791
original	gldm	LargeDependenceLowGrayLevelEmphasis	0.6277122484953582	13.802348293103035	9.236556120115763
original	gldm	LowGrayLevelEmphasis	0.012125760135672627	0.08163940315025199	0.09384386730247166
original	gldm	SmallDependenceEmphasis	0.10288700636291699	0.062320569352991725	0.09269959022031729
original	gldm	SmallDependenceHighGrayLevelEmphasis	10.999429619656183	2.657134555388298	4.247752922077381
original	gldm	SmallDependenceLowGrayLevelEmphasis	0.001608166844132768	0.003031246149139645	0.004184006594455525
original	ngtdm	Busyness	4.1691022449118424	19.52772897570759	2.321506974146369
original	ngtdm	Coarseness	0.0011143036548544253	0.0009471570692512459	0.010466377262724872
original	ngtdm	Complexity	124.71825538943175	67.0008624746323	64.09601680061017
original	ngtdm	Contrast	0.09146331077585901	0.06868913335282167	0.09288011442502137
original	ngtdm	Strength	0.1583287377564397	0.0654362439737359	0.719953959549859
exponential	firstorder	10Percentile	7.000691569344945	0.955245319530473	1.4637410845828298
exponential	firstorder	90Percentile	146.93355712584574	13.472176539735324	53.95260943341143
exponential	firstorder	Energy	915788189.7291759	957407248.9674387	93749540.0179505
exponential	firstorder	Entropy	2.819651021451772	0.149146708246559	1.1429648552595757
exponential	firstorder	InterquartileRange	99.86808674582525	5.915122043135199	11.02652455462804
exponential	firstorder	Kurtosis	1.7988375837992958	16.694645254680353	16.51066843294487
exponential	firstorder	Maximum	242.37675814909218	79.17717877993317	283.3074265819128
exponential	firstorder	MeanAbsoluteDeviation	48.32993048901902	4.585914717661162	22.25724623196328
exponential	firstorder	Mean	79.0040220039029	5.341717911171058	18.768844747521616
exponential	firstorder	Median	79.00499612188403	2.544226169468034	4.714037944742815
exponential	firstorder	Minimum	0.9555669475152947	0.591263217789885	0.7854751046654845
exponential	firstorder	Range	241.42119120157687	78.58591556214328	282.52195147724734
exponential	firstorder	RobustMeanAbsoluteDeviation	40.11957872684333	2.696840752324905	7.516681823508263
exponential	firstorder	RootMeanSquared	382.8791933044516	305.4147686678628	320.96958196564105
exponential	firstorder	Skewness	0.12456219262942828	2.964498472207576	3.4794805812931133
exponential	firstorder	TotalEnergy	915788189.7291759	957407248.9674387	93749540.0179505
exponential	firstorder	Uniformity	0.15734066839036476	0.960617465853912	0.6796377249124502
exponential	firstorder	Variance	2952.427970332655	44.616223498977334	1407.8961655288138
exponential	glcm	Autocorrelation	15.903271625384782	1.0491124597533512	3.1533790465055196
exponential	glcm	JointAverage	3.6834558637432075	1.0220506919219408	1.537941682672668
exponential	glcm	ClusterProminence	346.2067442073407	0.19366806657653338	407.0065109444548
exponential	glcm	ClusterShade	-3.0139732426836736	0.0929252811681294	40.31974154906176
exponential	glcm	ClusterTendency	14.07208550384499	0.05835503665005111	5.837388736165225
exponential	glcm	Contrast	4.732880451738422	0.040256480501761366	2.685648142926257
exponential	glcm	Correlation	0.49690160568817465	0.18234683913861588	0.3714129686065679
exponential	glcm	DifferenceAverage	1.5074335133724048	0.035814983066705004	0.6512544714846722
exponential	glcm	DifferenceEntropy	2.375146972362639	0.2239491098312329	1.4067808356143074
exponential	glcm	DifferenceVariance	2.4297587011079425	0.038961875386148266	2.248229351431304
exponential	glcm	JointEnergy	0.04824748641224667	0.9275778438741202	0.5375768288717819
exponential	glcm	JointEntropy	5.2799337400797315	0.2946649037275526	2.1829167623564385
exponential	glcm	Imc1	-0.11479527336474481	-0.06741504075650297	-0.18013093955599546
exponential	glcm	Imc2	0.6780472069115345	0.13301308930542255	0.5778758160063386
exponential	glcm	Idm	0.5156151967545036	0.9825366582101531	0.8192580312593427
exponential	glcm	Idmn	0.9596384212122673	0.9977198114294018	0.9847182880442374
exponential	glcm	Id	0.5692222052643074	0.9827955298977046	0.838524461318529
exponential	glcm	Idn	0.8835207605475612	0.9929807986564234	0.9587672378813527
exponential	glcm	InverseVariance	0.3436920940932343	0.0322802719247443	0.11952738462941735
exponential	glcm	MaximumProbability	0.17013946331033353	0.9628437450812365	0.730101673596163
exponential	glcm	SumEntropy	3.5770558897101585	0.25606421984683564	1.6906520906266413
exponential	glcm	SumSquares	4.701241488895853	0.02465287928795312	2.1307592197728713
exponential	glrlm	GrayLevelNonUniformity	622.7973026549578	937.5875734769162	138.3835154999269
exponential	glrlm	GrayLevelNonUniformityNormalized	0.14041228424826666	0.7533768597141186	0.38157055095840725
exponential	glrlm	GrayLevelVariance	4.122047784921454	0.15381874061409714	4.062949084038731
exponential	glrlm	HighGrayLevelRunEmphasis	20.650939988623797	1.4848559641568218	8.914479963058087
exponential	glrlm	LongRunEmphasis	3.1662489976559085	120.05454234420596	12.211146936756476
exponential	glrlm	LongRunHighGrayLevelEmphasis	41.09726510081123	120.86708123851332	21.65957394643016
exponential	glrlm	LongRunLowGrayLevelEmphasis	1.6672922587970107	119.86624201658083	11.714536507495096
exponential	glrlm	LowGrayLevelRunEmphasis	0.20580833721463718	0.8917210650273523	0.6391170697381372
exponential	glrlm	RunEntropy	3.922783470406153	4.317229610575098	3.8428772760395984
exponential	glrlm	RunLengthNonUniformity	2829.625168750399	113.12449560762548	125.12177658211279
exponential	glrlm	RunLengthNonUniformityNormalized	0.6364631083587735	0.08913583109956037	0.3482340311922236
exponential	glrlm	RunPercentage	0.709977712378865	0.12075064452305294	0.3933220625528317
exponential	glrlm	RunVariance	1.164703905491283	44.282255181041556	5.405932740248331
exponential	glrlm	ShortRunEmphasis	0.8241855894374797	0.25731351396319196	0.6029016497248365
exponential	glrlm	ShortRunHighGrayLevelEmphasis	17.869810608920435	0.6878688168713665	8.215617159618569
exponential	glrlm	ShortRunLowGrayLevelEmphasis	0.133863162685286	0.16233091761837326	0.2693967835487175
exponential	glszm	GrayLevelNonUniformity	66.97408207343412	22.833333333333332	4.7368421052631575
exponential	glszm	GrayLevelNonUniformityNormalized	0.14465244508301106	0.6342592592592593	0.12465373961218837
exponential	glszm	GrayLevelVariance	6.18658481403561	0.2677469135802469	5.8898891966759
exponential	glszm	HighGrayLevelZoneEmphasis	28.846652267818573	5.083333333333333	38.5
exponential	glszm	LargeAreaEmphasis	9940.015118790498	2810305.0	14788.578947368422
exponential	glszm	LargeAreaHighGrayLevelEmphasis	144929.88336933046	2810944.4444444445	15495.684210526315
exponential	glszm	LargeAreaLowGrayLevelEmphasis	4733.566606314352	2810146.20466821	14676.65531047213
exponential	glszm	LowGrayLevelZoneEmphasis	0.14778962070789442	0.24247685185185183	0.0735107346931652
exponential	glszm	SizeZoneNonUniformity	130.7149028077754	7.333333333333333	12.263157894736842
exponential	glszm	SizeZoneNonUniformityNormalized	0.2823216043364479	0.2037037037037037	0.32271468144044324
exponential	glszm	SmallAreaEmphasis	0.5453318090162438	0.4323659283235643	0.5826888370986674
exponential	glszm	SmallAreaHighGrayLevelEmphasis	17.093792197046145	2.5382985890137166	26.09199058665161
exponential	glszm	SmallAreaLowGrayLevelEmphasis	0.07255532831581923	0.08967477275322093	0.024142079149720747
exponential	glszm	ZoneEntropy	5.369926133330616	3.4353285577235724	4.428995527160321
exponential	glszm	ZonePercentage	0.07411557547622859	0.0035074045206547155	0.041758241758241756
exponential	glszm	ZoneVariance	9757.969165317747	2729016.6543209874	14215.102493074792
exponential	gldm	DependenceEntropy	6.397380675747771	2.7633589855177374	4.741495536058543
exponential	gldm	DependenceNonUniformity	422.9346886505523	3504.7850740452063	76.78901098901099
exponential	gldm	DependenceNonUniformityNormalized	0.0677020471667284	0.3414638614619258	0.08438352855935273
exponential	gldm	DependenceVariance	47.51424093201363	26.304190569282706	74.45205168457916
exponential	gldm	GrayLevelNonUniformity	982.9071554346086	9859.777669524552	618.4703296703296
exponential	gldm	GrayLevelVariance	4.6028979006769735	0.02389755353446867	1.9906581330757154
exponential	gldm	HighGrayLevelEmphasis	18.19369297262686	1.0672252533125488	4.237362637362637
exponential	gldm	LargeDependenceEmphasis	120.45573875460221	595.6268511301637	355.8065934065934
exponential	gldm	LargeDependenceHighGrayLevelEmphasis	972.4853529694253	597.6079501169135	379.94505494505495
exponential	gldm	LargeDependenceLowGrayLevelEmphasis	88.4728028441306	595.1376960736555	353.2936090656649
exponential	gldm	LowGrayLevelEmphasis	0.3090872244527713	0.9847667413613926	0.8446154105105481
exponential	gldm	SmallDependenceEmphasis	0.08782237793676699	0.0047006271748416956	0.042206929310092574
exponential	gldm	SmallDependenceHighGrayLevelEmphasis	2.2649564286345485	0.016348812897652918	1.3915063102956982
exponential	gldm	SmallDependenceLowGrayLevelEmphasis	0.012888411835370485	0.0025858206477213496	0.00647056661746442
exponential	ngtdm	Busyness	30.40085006721668	32.2270186774293	7.596634521296984
exponential	ngtdm	Coarseness	0.0010139928303433325	0.0052191026803641745	0.005947859394224459
exponential	ngtdm	Complexity	50.30465310035186	0.31577120959062466	42.187570914417016
exponential	ngtdm	Contrast	0.11486381617486485	0.00014251995904749024	0.014794210455704577
exponential	ngtdm	Strength	0.04601887811051019	0.07536727177748952	2.092593312333636
square	firstorder	10Percentile	39.7680477870771	0.022019952101267892	1.2899109161536253
square	firstorder	90Percentile	261.4824155871766	67.36849973831181	141.32763362005272
square	firstorder	Energy	1455875283.6376433	1079087060.4894495	112269201.42868458
square	firstorder	Entropy	3.392367561582966	1.5426171293918935	2.2296734045317703
square	firstorder	InterquartileRange	134.714302303998	37.60969013583047	53.44434818348323
square	firstorder	Kurtosis	2.0394468059281743	5.132704754821331	5.476288723664383
square	firstorder	Maximum	316.56838166524983	190.3703152754514	283.30742658191286
square	firstorder	MeanAbsoluteDeviation	71.33428556086635	23.51056963439757	44.87212817014776
square	firstorder	Mean	175.66783807537956	22.889720147387887	46.11790171938564
square	firstorder	Median	200.4982036592303	8.686269950378747	21.36301967504095
square	firstorder	Minimum	0.01608325128038926	5.668862453230147e-12	3.408154963323071e-06
square	firstorder	Range	316.5522984139694	190.37031527544573	283.3074231737579
square	firstorder	RobustMeanAbsoluteDeviation	56.5439262716153	16.539824968740753	26.41177386083661
square	firstorder	RootMeanSquared	482.75450313691164	324.2424861692893	351.2445712359556
square	firstorder	Skewness	-0.5935356930668613	1.5285975408970804	1.77961748931314
square	firstorder	TotalEnergy	1455875283.6376433	1079087060.4894495	112269201.42868458
square	firstorder	Uniformity	0.11271420847077833	0.47136291688966997	0.3464533268928874
square	firstorder	Variance	6792.018119660901	875.4184603832987	3575.1469320999995
square	glcm	Autocorrelation	62.793993854521126	3.1235873652436745	9.559776134461384
square	glcm	JointAverage	7.461254812764742	1.6118150018310993	2.4784295888601218
square	glcm	ClusterProminence	3042.2437187115934	63.45141984695612	1469.3802386811742
square	glcm	ClusterShade	-153.22611599258164	10.134055577319497	118.43088799083905
square	glcm	ClusterTendency	36.95738154770489	3.286841831847681	18.209785963703077
square	glcm	Contrast	8.469648719862708	1.1850341567920748	4.544736921562992
square	glcm	Correlation	0.6278077593821543	0.46872683718393354	0.6015149185816446
square	glcm	DifferenceAverage	2.0586529776239315	0.5660974637805383	1.167646474108842
square	glcm	DifferenceEntropy	2.7169613650211484	1.468435005269146	2.095175018930446
square	glcm	DifferenceVariance	4.1613029885219825	0.8602087775291949	3.137561767062327
square	glcm	JointEnergy	0.022949491830736243	0.3300111271875744	0.22907429528964318
square	glcm	JointEntropy	6.358448897782547	2.8118222701513345	3.993130603821114
square	glcm	Imc1	-0.12099525406974984	-0.13956942865179786	-0.20845567247975788
square	glcm	Imc2	0.7365977042483226	0.5752563960881574	0.768126249659058
square	glcm	Idm	0.43245451509290256	0.7750355819489505	0.6634440228877421
square	glcm	Idmn	0.9577027811636232	0.9835567170741629	0.9737113766404752
square	glcm	Id	0.49551700201311927	0.794849409634897	0.6984469612678497
square	glcm	Idn	0.877609716254352	0.9432773025788459	0.9250983404475892
square	glcm	InverseVariance	0.34741576289248055	0.23654631243422547	0.23896140170995572
square	glcm	MaximumProbability	0.08946820559536395	0.5609331261670122	0.4649287643913661
square	glcm	SumEntropy	4.2379123795167075	2.1165760461624403	2.937771312129716
square	glcm	SumSquares	11.3567575668919	1.117968997159939	5.6886307213165175
square	glrlm	GrayLevelNonUniformity	506.11154873938057	1104.9139897216696	97.1988519414044
square	glrlm	GrayLevelNonUniformityNormalized	0.10295941972369381	0.2621347495764138	0.18639248309501083
square	glrlm	GrayLevelVariance	9.889009492200724	1.5544211992759942	6.73794592619828
square	glrlm	HighGrayLevelRunEmphasis	67.01426130639922	6.542786995924668	17.55149096453247
square	glrlm	LongRunEmphasis	2.154501800611458	17.644308457262103	5.666754886096145
square	glrlm	LongRunHighGrayLevelEmphasis	146.6041421706995	27.82022238011056	27.37705182782223
square	glrlm	LongRunLowGrayLevelEmphasis	0.2648510609844255	16.471286323875145	4.767976911038444
square	glrlm	LowGrayLevelRunEmphasis	0.07410987623932495	0.4561160720056718	0.39491662439304626
square	glrlm	RunEntropy	4.287946913914377	3.81654668408266	3.9988359785185046
square	glrlm	RunLengthNonUniformity	3397.793040328695	2027.5551995620756	286.41117216340524
square	glrlm	RunLengthNonUniformityNormalized	0.690112896939403	0.47958162707186686	0.5497829948159592
square	glrlm	RunPercentage	0.7865560084225044	0.4101564842016907	0.5707523245984784
square	glrlm	RunVariance	0.528054149412872	11.582770493589793	2.5374674961858847
square	glrlm	ShortRunEmphasis	0.8561325989286779	0.7173585607273549	0.7639946905796632
square	glrlm	ShortRunHighGrayLevelEmphasis	57.10992940585821	5.530490594951611	16.33710270124458
square	glrlm	ShortRunLowGrayLevelEmphasis	0.05376233594323612	0.2631246123839304	0.21078479650737206
square	glszm	GrayLevelNonUniformity	91.61863354037267	23.532374100719423	8.717948717948717
square	glszm	GrayLevelNonUniformityNormalized	0.11381196713089772	0.16929765540085917	0.11176857330703485
square	glszm	GrayLevelVariance	7.442003009143165	3.2067698359298173	8.361768573307035
